Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Adlai Stevenson,6,Who twice lost presidential elections to Dwight Eisenhower in the 1950s?  ,375,1.472,14,105848.60000002384,p,K,3433.3000000715256,,,,,111273.5,HRV,HRV_0093,2022-12-01 06:00:44
Speed of wind,1,What does an anemometer measure? ,168,1.91,15,111273.60000002384,t,W,2803.7000000476837,116601.70000004768,120610.0,3,602.7000000476837,123638.10000002384,HRV,HRV_0093,2022-12-01 06:00:44
Francisco Goya,1,"After a fever took his hearing, who painted his bleak ""Black Paintings"" in a house called Quinta del Sordo, Spanish for ""House of the Deaf Man""?",15,0.571,16,123638.20000004768,p,K,3083.899999976158,,,,,127812.5,HRV,HRV_0093,2022-12-01 06:00:44
Geyser,4,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.746,17,127812.60000002384,t,W,6801.899999976158,137134.20000004768,141147.20000004768,2,1025.8999999761581,144441.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Draw,1,What does a screever do on a sidewalk? ,167,1.155,18,144441.60000002384,t,W,5492.0,152457.80000007153,156468.0,2,980.3000000715256,159117.30000007153,HRV,HRV_0093,2022-12-01 06:00:44
Patch Addams ,4,"What doctor, whose life was fictionalized in a 1998 film, founded the Gesundheit! Institute and named his oldest son ""Atomic Zagnut""?",166,0.953,19,159117.30000007153,p,K,2674.7999999523163,,,,,163260.5,HRV,HRV_0093,2022-12-01 06:00:44
Westminster Kennel Club dog show ,5,What is the second oldest continuously held American sporting event?  ,214,0.623,20,163260.5,p,K,2739.0,,,,,167144.70000004768,HRV,HRV_0093,2022-12-01 06:00:44
Let's spend some time together,7,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,1.572,21,167144.70000004768,p,K,3997.600000023842,,,,,173232.80000007153,HRV,HRV_0093,2022-12-01 06:00:44
spiced ham,2,What two words were combined to make the word Spam?,426,1.729,22,173232.90000009537,t,W,2804.0,178561.80000007153,182568.10000002384,5,2124.899999976158,186943.0,HRV,HRV_0093,2022-12-01 06:00:44
Chicago,1,What city has the only drive-thru post office in the world? ,147,1.396,23,186943.0,p,K,1603.8000000715256,,,,,190465.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Matches,2,"Which accidentally invented household items were first marketed as ""friction lights""? ",322,1.683,24,190465.60000002384,q,S,3375.7000000476837,,,,,196041.5,HRV,HRV_0093,2022-12-01 06:00:44
Blue,6,Lobster blood is what color?,73,1.816,25,196041.5,p,K,2997.600000023842,,,,,201372.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Anaconda,1,Which species of snake gives birth to its young instead of laying eggs?  ,353,0.63,26,201372.60000002384,p,K,2607.399999976158,,,,,205125.5,HRV,HRV_0093,2022-12-01 06:00:44
ZZ Top,2,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,0.58,27,205125.60000002384,p,K,4380.600000023842,,,,,210608.70000004768,HRV,HRV_0093,2022-12-01 06:00:44
Orca (Killer Whale) ,7,Which is the largest species of dolphin? ,343,1.562,28,210608.70000004768,q,S,4066.7000000476837,,,,,216758.10000002384,HRV,HRV_0093,2022-12-01 06:00:44
Belgium,1,Where were French fries invented?,437,1.202,29,216758.10000002384,p,K,1874.8999999761581,,,,,220351.90000009537,HRV,HRV_0093,2022-12-01 06:00:44
Woodrow Wilson ,6,"Which U.S. president declared the first national ""Mother's Day""?  ",355,1.736,30,220351.90000009537,p,K,2472.5,,,,,225079.30000007153,HRV,HRV_0093,2022-12-01 06:00:44
Cockroach,2,What animal can live up to a week without its head?,131,0.712,31,225079.30000007153,p,K,1848.5,,,,,228161.5,HRV,HRV_0093,2022-12-01 06:00:44
Untethered space walk,5,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,1.178,32,228161.5,q,S,1889.0,,,,,231741.80000007153,HRV,HRV_0093,2022-12-01 06:00:44
Oliver!,2,What's the only Best Picture Oscar winner whose title ends with an exclamation point?  ,306,1.911,33,231741.80000007153,p,K,3030.5,,,,,237209.5,HRV,HRV_0093,2022-12-01 06:00:44
Bright red,4,Vitamin A is largely available in natural food sources with which colour?,448,0.954,34,237209.5,p,K,3514.9000000953674,,,,,242198.70000004768,HRV,HRV_0093,2022-12-01 06:00:44
China,7,Which country first used the decimal system?  ,338,1.109,35,242198.70000004768,q,S,1833.3999999761581,,,,,245657.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Frankie Avalon ,2,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,1.17,36,245657.60000002384,t,W,3884.2000000476837,252061.80000007153,256070.80000007153,4,1169.5,258928.90000009537,HRV,HRV_0093,2022-12-01 06:00:44
Model train set,7,HO scale is the world's most popular size of what?,45,1.977,37,258929.0,p,K,3075.5,,,,,264505.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
chickpeas,7,What is used to make hummus?,424,0.814,38,264505.60000002384,p,K,1885.7000000476837,,,,,267717.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Pandemonium,6,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",239,1.725,39,267717.60000002384,p,K,3493.399999976158,,,,,273457.5,HRV,HRV_0093,2022-12-01 06:00:44
Hong Kong ,3,What city's harbor is overlooked by Victoria Peak? ,185,1.249,40,273457.5,p,K,4069.9000000953674,,,,,279296.5,HRV,HRV_0093,2022-12-01 06:00:44
C,3,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",71,1.578,41,279296.5,p,K,1603.5,,,,,282999.5,HRV,HRV_0093,2022-12-01 06:00:44
Pearl Harbor ,7,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,227,0.977,42,282999.5,t,W,4583.5,290105.7000000477,294116.2000000477,2,541.5,296152.2000000477,HRV,HRV_0093,2022-12-01 06:00:44
Sunrise or sunset,4,"When is the optical phenomenon called a ""green flash"" or ""green ray"" visible?  ",313,0.709,43,296152.2000000477,p,K,2718.2000000476837,,,,,300097.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Marriage,5,Gamophobia is the fear of what?,42,1.952,44,300097.7000000477,p,K,1835.5,,,,,304405.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Cygnet ,6,What is the name given to a young swan? ,207,1.991,45,304405.60000002384,p,K,1519.3999999761581,,,,,308436.8000000715,HRV,HRV_0093,2022-12-01 06:00:44
Cayenne pepper ,2,What spice is named for the capital of French Guiana? ,409,1.218,46,308436.90000009537,q,S,3037.899999976158,,,,,313217.5,HRV,HRV_0093,2022-12-01 06:00:44
Theodore Roosevelt ,7,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,0.52,47,313217.60000002384,t,W,2476.0,318217.8000000715,322224.10000002384,2,1439.3999999761581,324702.5,HRV,HRV_0093,2022-12-01 06:00:44
Mushrooms which have been exposed to light,7,What is the only non-animal natural source of vitamin D?,459,0.721,48,324702.5,p,K,2900.8000000715256,,,,,328841.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Coca-cola,1,What popular drink was first marketed as a brain tonic?,405,1.4,49,328841.60000002384,p,K,2440.600000023842,,,,,333201.5,HRV,HRV_0093,2022-12-01 06:00:44
Generals,2,Eleven U.S. presidents have been what before being elected?,36,0.932,50,333201.60000002384,p,K,3856.600000023842,,,,,338511.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
potein,6,"What nutrient comes from meat, eggs, and fish?",433,1.071,51,338511.60000002384,p,K,2399.2000000476837,,,,,342505.10000002384,HRV,HRV_0093,2022-12-01 06:00:44
Aerie,1,What name is given to an eagle's nest?   ,235,0.669,52,342505.10000002384,q,S,1757.3999999761581,,,,,345457.5,HRV,HRV_0093,2022-12-01 06:00:44
Giant squid,5,Which animal can have eyes that are a foot in diameter? ,324,1.476,53,345457.5,t,W,2992.600000023842,350969.7000000477,354980.10000002384,2,767.7000000476837,357745.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Peanuts ,7,What snack food is an ingredient in the explosive dynamite?  ,408,0.665,54,357745.60000002384,p,K,3135.0,,,,,362062.0,HRV,HRV_0093,2022-12-01 06:00:44
NY,5,In which state was the first execution by electric chair?  ,70,0.708,55,362062.0,q,S,2248.4000000953674,,,,,365535.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Radioactivity,6,What is measured in becquerels? ,201,1.845,56,365535.60000002384,t,W,2368.5,370422.90000009537,374435.10000002384,4,503.60000002384186,377297.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Traffic lights,4,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",113,1.181,57,377297.60000002384,t,W,2486.5,382305.7000000477,386316.10000002384,4,1004.8999999761581,389025.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Near Alaska,6,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,0.959,58,389025.60000002384,q,S,2665.2000000476837,,,,,393169.5,HRV,HRV_0093,2022-12-01 06:00:44
Arthur Conan Doyle,5,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",184,0.688,59,393169.5,p,K,2169.2000000476837,,,,,396545.5,HRV,HRV_0093,2022-12-01 06:00:44
Apple sauce,4,What was the first food eaten in space?,435,1.872,60,396545.60000002384,p,K,1896.0,,,,,400833.40000009537,HRV,HRV_0093,2022-12-01 06:00:44
There was a pound of every ingredient in the original reciipe. ,6,How did the pound cake get its name?,460,0.677,61,400833.40000009537,q,S,2256.6999999284744,,,,,404289.5,HRV,HRV_0093,2022-12-01 06:00:44
San Fancisco,5,"""Dear Abby"" first appeared in a newspaper of what city?",2,1.467,62,404289.5,q,S,3552.600000023842,,,,,409825.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Paris,1,"What city is home to the world's very first pet cemetery, in which Rin Tin Tin is buried?",148,0.591,63,409825.60000002384,p,K,2568.899999976158,,,,,413503.90000009537,HRV,HRV_0093,2022-12-01 06:00:44
Canadian Oil,4,What is canola an abbreviation for?,436,0.895,64,413504.0,p,K,2340.5,,,,,417257.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Ozone,4,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,1.59,65,417257.7000000477,p,K,2651.7999999523163,,,,,422025.2000000477,HRV,HRV_0093,2022-12-01 06:00:44
Boston Tea Party,4,"The Dartmouth, the Eleanor,  and the Beaver were the three ships on which what famous event from American history occurred?",94,0.878,66,422025.2000000477,p,K,5248.5,,,,,428668.90000009537,HRV,HRV_0093,2022-12-01 06:00:44
A Galapagos giant tortoise ,3,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,0.579,67,428668.90000009537,t,W,3917.1999999284744,435101.8000000715,439116.2000000477,4,884.2000000476837,441094.90000009537,HRV,HRV_0093,2022-12-01 06:00:44
"The code is ""SUX"" ",6,Why has Sioux Falls Regional Airport in South Dakota been trying to change its three-letter airport designation for years?,392,1.537,68,441094.90000009537,t,W,7561.199999928474,451177.8000000715,455188.2000000477,5,1538.2999999523163,458781.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
AstroTurf ,5,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,1.94,69,458781.60000002384,p,K,2941.899999976158,,,,,464184.90000009537,HRV,HRV_0093,2022-12-01 06:00:44
Asparagus,3,what vegetable loses its flavour the quickest?,451,1.581,70,464184.90000009537,t,W,2112.0999999046326,468817.8000000715,472824.10000002384,5,813.8000000715256,475745.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
lobster,4,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.231,71,475745.60000002384,p,K,2526.8000000715256,,,,,480021.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Iraq,6,In which country were the Hanging Gardens of Babylon located?,69,1.392,72,480021.7000000477,p,K,1616.5,,,,,483553.5,HRV,HRV_0093,2022-12-01 06:00:44
Snoopy's,1,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,1.511,73,483553.5,p,K,2279.3000000715256,,,,,487857.8000000715,HRV,HRV_0093,2022-12-01 06:00:44
A red giant ,4,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.436,74,487857.8000000715,p,K,4497.699999928474,,,,,494320.3000000715,HRV,HRV_0093,2022-12-01 06:00:44
"Gaslight CafÃ©, Greenwich Village",3,Where did Bob Dylan first play in public? ,314,0.953,75,494320.3000000715,p,K,2170.0,,,,,497957.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Latex. This is known as the latex-fruit syndrome. ,5,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.406,76,497957.60000002384,t,W,3931.2000000476837,504407.2000000477,508416.2000000477,4,533.7000000476837,510869.8000000715,HRV,HRV_0093,2022-12-01 06:00:44
Charles ,6,What river runs through Boston? ,252,1.239,77,510869.8000000715,q,S,1827.5,,,,,514447.7000000477,HRV,HRV_0093,2022-12-01 06:00:44
Spanish,7,Which language is spoken in the Canary Islands?   ,346,1.816,78,514447.8000000715,p,K,1553.2999999523163,,,,,518335.8000000715,HRV,HRV_0093,2022-12-01 06:00:44
Czechoslovakia,1,Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?,83,0.742,79,518335.8000000715,p,K,1867.7999999523163,,,,,521461.60000002384,HRV,HRV_0093,2022-12-01 06:00:44
Rat,6,Which animal can go longer without water than a camel can? ,323,1.384,80,521461.7000000477,p,K,3178.5,,,,,526544.5,HRV,HRV_0093,2022-12-01 06:00:44
All in the Family ,6,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",311,1.993,81,526544.5,p,K,2276.100000023842,,,,,531336.1000000238,HRV,HRV_0093,2022-12-01 06:00:44
Rabbit,2,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,221,1.822,82,531336.1000000238,p,K,3827.3000000715256,,,,,537505.6000000238,HRV,HRV_0093,2022-12-01 06:00:44
Kidnapping and killing the Lindbergh baby,1,For what crime was Bruno Hauptmann executed in 1936?,41,0.858,83,537505.6000000238,q,S,1774.7000000476837,,,,,540657.6000000238,HRV,HRV_0093,2022-12-01 06:00:44
Brigham Young University,1,What is the most sober school according to The Princeton Review? ,206,1.083,84,540657.6000000238,q,S,2310.100000023842,,,,,544577.5,HRV,HRV_0093,2022-12-01 06:00:44
Zinfindel,5,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,0.717,85,544577.6000000238,p,K,2881.7000000476837,,,,,548687.0,HRV,HRV_0093,2022-12-01 06:00:44
Your blind spot,6,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,0.823,86,548687.0,q,S,1985.0,,,,,552016.6000000238,HRV,HRV_0093,2022-12-01 06:00:44
Hey Jude,1,What Beatles song lasted the longest on the American charts? ,143,1.81,87,552016.6000000238,t,W,2847.100000023842,557385.7000000477,561392.8000000715,4,971.6000000238419,564696.1000000238,HRV,HRV_0093,2022-12-01 06:00:44
Orville Wright,7,Who was flying the plane in which the first US airplane fatality occurred? ,377,1.112,88,564696.1000000238,p,K,3048.899999976158,,,,,569377.6000000238,HRV,HRV_0093,2022-12-01 06:00:44
Tears,3,"At 6-8 weeks, babies start producing what? ",23,1.212,89,569377.6000000238,p,K,2273.7000000476837,,,,,573392.1000000238,HRV,HRV_0093,2022-12-01 06:00:44
Mexico ,2,"In what nation did the woven-yarn craft of ""God's eyes"" originate? ",65,1.442,90,573392.1000000238,q,S,3549.5,,,,,578901.1000000238,HRV,HRV_0093,2022-12-01 06:00:44
Thrust,2,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,0.883,91,578901.1000000238,q,S,3030.899999976158,,,,,583341.5,HRV,HRV_0093,2022-12-01 06:00:44
General Electric ,2,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,1.613,92,583341.5,t,W,3563.100000023842,589424.0,593432.2000000477,3,589.7999999523163,596158.2000000477,HRV,HRV_0093,2022-12-01 06:00:44
What do women want? ,1,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,0.672,93,596158.3000000715,t,W,2144.600000023842,600823.9000000954,604836.4000000954,3,1090.0,607116.8000000715,HRV,HRV_0093,2022-12-01 06:00:44
