Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Butt,7,The adjective callipygian refers to someone who has a beautiful what? ,88,0.858,51,374224.5,q,S,6014.799999982119,,,,,381624.1999999881,HRV,HRV_0007,2022-11-30 17:34:27
China,7,Which country first used the decimal system?  ,338,0.554,52,381624.1999999881,t,W,3215.0,387359.6999999881,391383.39999997616,3,1120.0,393579.6999999881,HRV,HRV_0007,2022-11-30 17:34:27
On a Jell-O box,5,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.783,53,393579.6999999881,q,S,5700.199999988079,,,,,401589.09999999404,HRV,HRV_0007,2022-11-30 17:34:27
Pumpkin,4,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,360,1.689,54,401589.09999999404,q,S,2026.699999988079,,,,,405824.7999999821,HRV,HRV_0007,2022-11-30 17:34:27
The Guinness Book of World Records,7,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,164,0.982,55,405824.7999999821,q,S,2166.5999999940395,,,,,409491.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
Habanero,2,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.329,56,409491.59999999404,q,S,1795.699999988079,,,,,413150.2999999821,HRV,HRV_0007,2022-11-30 17:34:27
Latex. This is known as the latex-fruit syndrome. ,6,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.092,57,413150.39999997616,q,S,3752.5,,,,,418515.1999999881,HRV,HRV_0007,2022-11-30 17:34:27
" ""!"" ",4,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,0.719,58,418515.1999999881,q,S,4732.0,,,,,424500.0,HRV,HRV_0007,2022-11-30 17:34:27
Bookkeeper,7,What is the only English word with three consecutive double letters?  ,209,0.812,59,424500.0,q,S,4764.199999988079,,,,,430609.0,HRV,HRV_0007,2022-11-30 17:34:27
Columbus Circle ,5,What Manhattan intersection was America's first traffic circle?,228,1.015,60,430609.0,p,K,3717.7999999821186,,,,,435855.5,HRV,HRV_0007,2022-11-30 17:34:27
Capitol Hill,4,"Until 1790, what was known as Jenkins Hill? ",119,1.398,61,435855.5,q,S,2103.5,,,,,439887.0,HRV,HRV_0007,2022-11-30 17:34:27
Geyser,7,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.645,62,439887.0,q,S,2352.5999999940395,,,,,444416.39999997616,HRV,HRV_0007,2022-11-30 17:34:27
Adobe,4,"What word for mud bricks comes to us from the ancient Egyptian word ""dbt""? ",298,1.673,63,444416.39999997616,q,S,4464.0,,,,,451080.1999999881,HRV,HRV_0007,2022-11-30 17:34:27
Tears,2,"At 6-8 weeks, babies start producing what? ",23,1.146,64,451080.1999999881,q,S,1984.800000011921,,,,,454729.6999999881,HRV,HRV_0007,2022-11-30 17:34:27
Orville Wright,6,Who was flying the plane in which the first US airplane fatality occurred? ,377,0.714,65,454729.7999999821,p,K,5581.200000017881,,,,,461564.2999999821,HRV,HRV_0007,2022-11-30 17:34:27
chickpeas,4,What is used to make hummus?,424,1.057,66,461564.2999999821,p,K,2275.300000011921,,,,,465424.7999999821,HRV,HRV_0007,2022-11-30 17:34:27
Steamboat Geyser,2,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",359,1.445,67,465424.7999999821,q,S,6046.700000017881,,,,,473446.6999999881,HRV,HRV_0007,2022-11-30 17:34:27
Darwin's,2,"For his tenacity, 19th century biologist Thomas Huxley was nicknamed whose ""bulldog""?",40,1.68,68,473446.6999999881,q,S,2888.5,,,,,478534.59999999404,HRV,HRV_0007,2022-11-30 17:34:27
@,2,"in 2004, for the Internet age, what new character was added to the Morse code alphabet, the first ever official addition since world war I?",56,1.45,69,478534.59999999404,q,S,4432.5,,,,,484932.89999997616,HRV,HRV_0007,2022-11-30 17:34:27
Every jar of peanut butter must be at least 90% peanuts,5,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.069,70,484932.89999997616,t,W,3650.300000011921,491110.09999999404,495116.5,5,778.5999999940395,497489.2999999821,HRV,HRV_0007,2022-11-30 17:34:27
Nutmeg,4,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.421,71,497489.2999999821,p,K,5103.200000017881,,,,,504539.6999999881,HRV,HRV_0007,2022-11-30 17:34:27
Sri Lanka,7,"The word serendipity comes from Serendip, the Persian name for what island? ",109,1.529,72,504539.6999999881,q,S,5251.800000011921,,,,,511839.0,HRV,HRV_0007,2022-11-30 17:34:27
Bacon,1,"In Britain, what kind of meat comes in rashers?",397,1.57,73,511839.0,q,S,1680.3999999761581,,,,,515631.5,HRV,HRV_0007,2022-11-30 17:34:27
Thomas Nast ,2,Which cartoonist is famous for creating the popular image of Santa Claus? ,333,1.773,74,515631.5,q,S,2184.199999988079,,,,,520100.89999997616,HRV,HRV_0007,2022-11-30 17:34:27
South Africa,6,In what country was the largest rough diamond ever discovered?,62,1.927,75,520100.89999997616,q,S,2570.300000011921,,,,,525116.599999994,HRV,HRV_0007,2022-11-30 17:34:27
The Mona Lisa,5,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,1.067,76,525116.599999994,t,W,7339.799999982119,534982.0,538988.3999999762,5,1411.6000000238419,541976.599999994,HRV,HRV_0007,2022-11-30 17:34:27
Mushrooms which have been exposed to light,7,What is the only non-animal natural source of vitamin D?,459,1.244,77,541976.599999994,p,K,4254.9000000059605,,,,,547998.5,HRV,HRV_0007,2022-11-30 17:34:27
OutKast,7,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,1.369,78,547998.6999999881,q,S,3640.300000011921,,,,,553535.6999999881,HRV,HRV_0007,2022-11-30 17:34:27
Zinfindel,5,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.213,79,553535.6999999881,q,S,1911.5999999940395,,,,,557185.599999994,HRV,HRV_0007,2022-11-30 17:34:27
Pepper and Mustard,4,What are the top two most popular spices in the world?,422,1.274,80,557185.599999994,q,S,1957.5,,,,,560949.6999999881,HRV,HRV_0007,2022-11-30 17:34:27
The Blair Witch Project,2,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ",125,0.53,81,560949.6999999881,t,W,4849.300000011921,568330.099999994,572348.1999999881,5,940.0,574333.7999999821,HRV,HRV_0007,2022-11-30 17:34:27
Phosphorus,2,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?",169,0.543,82,574333.7999999821,q,S,2569.0999999940395,,,,,577972.6999999881,HRV,HRV_0007,2022-11-30 17:34:27
Bruce Springsteen's Born in the USA ,5,What was the first CD pressed for commerical release in the U.S.?,282,0.913,83,577972.6999999881,t,W,3642.5,584147.2999999821,588164.599999994,2,1549.0,591159.0,HRV,HRV_0007,2022-11-30 17:34:27
Rod Serling ,1,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,1.693,84,591159.099999994,q,S,4178.0999999940395,,,,,597560.1999999881,HRV,HRV_0007,2022-11-30 17:34:27
C,6,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",71,1.531,85,597560.1999999881,q,S,1870.699999988079,,,,,601498.099999994,HRV,HRV_0007,2022-11-30 17:34:27
