Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Iraq,1,In which country were the Hanging Gardens of Babylon located?,69,0.542,18,217173.5,t,W,4402.0,224101.30000001192,228119.5,4,1811.800000011921,230996.90000000596,HRV,HRV_0034,2022-11-30 17:51:28
Choking on food,2,"Each year, approximately 125 people die of what? ",417,1.779,19,230996.90000000596,q,S,3022.7999999821186,,,,,236319.40000000596,HRV,HRV_0034,2022-11-30 17:51:28
" ""!"" ",2,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,1.103,20,236319.59999999404,t,W,7107.5999999940395,245946.0,249953.69999998808,3,2002.1000000238419,253587.30000001192,HRV,HRV_0034,2022-11-30 17:51:28
James Buchanan ,5,Who was the only U.S. president never to be married?,383,1.315,21,253587.30000001192,t,W,2915.899999976158,259032.80000001192,263048.3000000119,5,1246.5,266126.6999999881,HRV,HRV_0034,2022-11-30 17:51:28
Chuck E. Cheese's,7,What restaurant chain was the brainchild of Atari founder Nolan Bushnell? ,251,1.39,22,266126.6999999881,q,S,4776.5,,,,,272813.8000000119,HRV,HRV_0034,2022-11-30 17:51:28
Captain Cook ,4,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.633,23,272813.8000000119,q,S,5257.299999982119,,,,,280230.0,HRV,HRV_0034,2022-11-30 17:51:28
Honey,6,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.336,24,280230.0,t,W,4645.300000011921,287398.1999999881,291415.09999999404,4,2108.5999999940395,295402.40000000596,HRV,HRV_0034,2022-11-30 17:51:28
South America,3,The electric eel is native only to what continent?,96,1.438,25,295402.5,q,S,4208.300000011921,,,,,301576.5,HRV,HRV_0034,2022-11-30 17:51:28
China,2,Which country first used the decimal system?  ,338,0.92,26,301576.5,t,W,5131.9000000059605,309235.5,313252.09999999404,3,590.5999999940395,315291.3000000119,HRV,HRV_0034,2022-11-30 17:51:28
The Guinness Book of World Records,1,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,164,1.658,27,315291.3000000119,q,S,4584.799999982119,,,,,322062.0,HRV,HRV_0034,2022-11-30 17:51:28
Bacon,3,"In Britain, what kind of meat comes in rashers?",397,1.934,28,322062.0,q,S,5489.300000011921,,,,,329999.6999999881,HRV,HRV_0034,2022-11-30 17:51:28
Smoke,2,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",52,1.76,29,330000.5,t,W,5086.5999999940395,337616.1999999881,341627.5,4,1451.0999999940395,345363.90000000596,HRV,HRV_0034,2022-11-30 17:51:28
The World Almanac and Book of Facts,4,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,1.747,30,345364.09999999404,q,S,6159.5,,,,,353788.59999999404,HRV,HRV_0034,2022-11-30 17:51:28
Habanero,6,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,0.992,31,353788.59999999404,q,S,6330.700000017881,,,,,361622.40000000596,HRV,HRV_0034,2022-11-30 17:51:28
Rechargeable batteries,3,"Three quarters of the cadmium mined annually is used, with nickel, to make what household items?",117,1.068,32,361622.40000000596,q,S,6128.4000000059605,,,,,369335.8000000119,HRV,HRV_0034,2022-11-30 17:51:28
"the Red Hot Chili Peppers, followed closely by Meatloaf",3,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.436,33,369335.8000000119,q,S,7855.5,,,,,379157.6999999881,HRV,HRV_0034,2022-11-30 17:51:28
Mung beans ,4,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,0.861,34,379157.6999999881,t,W,4729.300000011921,386400.90000000596,390418.5,3,2044.4000000059605,393848.1999999881,HRV,HRV_0034,2022-11-30 17:51:28
The sky,2,The Linke Scale is used to measure the blueness of what?,101,0.839,35,393848.1999999881,q,S,4779.5,,,,,399985.6999999881,HRV,HRV_0034,2022-11-30 17:51:28
Marriage,5,Gamophobia is the fear of what?,42,0.734,36,399985.6999999881,t,W,3081.100000023842,405583.40000000596,409603.8000000119,4,1935.8999999761581,412800.0,HRV,HRV_0034,2022-11-30 17:51:28
Coca-Cola,5,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,1.924,37,412800.0,p,K,5946.9000000059605,,,,,421189.09999999404,HRV,HRV_0034,2022-11-30 17:51:28
Coca-cola,4,What popular drink was first marketed as a brain tonic?,405,1.545,38,421189.09999999404,q,S,5290.5,,,,,428559.6999999881,HRV,HRV_0034,2022-11-30 17:51:28
The Big Bang,3,"Arno Penzias and Robert Wilson shared a Nobel Prize for accidentally discovering ""CMB,"" leftover radiation from what?",22,1.61,39,428559.6999999881,t,W,8231.90000000596,439320.6999999881,443335.3000000119,3,671.5,446124.59999999404,HRV,HRV_0034,2022-11-30 17:51:28
Ian Thorpe ,6,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,370,0.637,40,446124.59999999404,q,S,6590.300000011921,,,,,453878.6999999881,HRV,HRV_0034,2022-11-30 17:51:28
Throat,1,Where in the human body is the only bone that is not jointed to another?  ,317,0.761,41,453878.6999999881,t,W,3724.5,460128.59999999404,464140.59999999404,4,2279.0999999940395,467703.8000000119,HRV,HRV_0034,2022-11-30 17:51:28
Mountain Dew,1,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.908,42,467703.8000000119,q,S,5691.799999982119,,,,,475824.5,HRV,HRV_0034,2022-11-30 17:51:28
Speed of wind,7,What does an anemometer measure? ,168,1.005,43,475824.59999999404,q,S,4863.0999999940395,,,,,482208.40000000596,HRV,HRV_0034,2022-11-30 17:51:28
The old-fashioned,6,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.858,44,482208.40000000596,q,S,5526.5999999940395,,,,,490129.90000000596,HRV,HRV_0034,2022-11-30 17:51:28
Sepia,1,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.98,45,490130.0,t,W,6788.800000011921,499441.90000000596,503446.3000000119,3,1465.2999999821186,507418.59999999404,HRV,HRV_0034,2022-11-30 17:51:28
Teapot Dome scandal,7,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,1.095,46,507418.59999999404,t,W,5689.0999999940395,515628.6999999881,519655.90000000596,3,2414.7999999821186,523697.90000000596,HRV,HRV_0034,2022-11-30 17:51:28
Sixteenth,1,Which Constitutional Amendment deals with the income tax? ,336,0.81,47,523697.90000000596,q,S,4749.799999982119,,,,,529785.599999994,HRV,HRV_0034,2022-11-30 17:51:28
Nuclear Disarmament,4,"The famous ""peace symbol"" was designed to combine the semaphoe positions for N and D. What do the N and D stand for?",97,1.203,48,529785.599999994,t,W,7125.0999999940395,539439.3000000119,543453.599999994,4,1970.0,547154.1999999881,HRV,HRV_0034,2022-11-30 17:51:28
Ozone,5,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,0.818,49,547154.1999999881,q,S,6837.300000011921,,,,,555342.400000006,HRV,HRV_0034,2022-11-30 17:51:28
Latex. This is known as the latex-fruit syndrome. ,6,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,0.807,50,555342.5,q,S,5760.699999988079,,,,,562439.5,HRV,HRV_0034,2022-11-30 17:51:28
Phosphorus,3,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?",169,1.812,51,562439.6999999881,t,W,7611.300000011921,572578.8000000119,576588.5,3,518.3000000119209,579434.5,HRV,HRV_0034,2022-11-30 17:51:28
The Missouri River ,2,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?",179,1.395,52,579434.5,q,S,7472.300000011921,,,,,588824.1999999881,HRV,HRV_0034,2022-11-30 17:51:28
State quarters ,3,What's been released five times a year from January 1999 to fall 2008?,300,0.605,53,588824.3000000119,t,W,5631.399999976158,596985.599999994,601000.8000000119,3,1678.0,603799.8000000119,HRV,HRV_0034,2022-11-30 17:51:28
