Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,trialEvents,exp,subjectId,date
Model train set,7,HO scale is the world's most popular size of what?,45,1.885,22,126961.29999999702,p,K,4832.5,134197.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
General Electric ,3,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,1.887,23,134197.59999999404,q,S,2812.10000000149,139420.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Tim McGraw,1,"At age 11, who accidentally discovered the true identity of his baseball pitcher father while searching his mother's closet for hidden Christmas presents? ",24,1.324,24,139420.5,t,W,2125.1999999955297,153109.59999999404,144066.3999999985,148089.09999999404,4,3184.4000000059605,,HRV,HRV_0052,2022-11-30 17:49:56
Michael Dell,3,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,0.531,25,153109.59999999404,q,S,2155.9000000059605,156332.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Pen(n)sylvania ,4,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,1.555,26,156332.59999999404,p,K,2876.8000000044703,161280.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
at least 97%,4,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,0.922,27,161280.5,p,K,2264.89999999851,164990.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
PayPal,7,YouTube.com is the brainchild of three former employees of what other major website? ,396,1.101,28,164990.5,p,K,2378.7999999970198,169001.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
China,3,Which country first used the decimal system?  ,338,1.463,29,169001.69999999553,p,K,2639.5,173626.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
A soccer ball,1,What common item is usually made up of twelve pentagons and twenty hexagons?,154,0.669,30,173626.5,q,S,2766.7999999970198,177594.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
"Gail Borden, Jr. ",1,Who invented condensed milk in 1856? ,414,0.93,31,177594.69999999553,t,W,2374.5,191032.3999999985,182489.79999999702,186509.29999999702,,,,HRV,HRV_0052,2022-11-30 17:49:56
Gerald Ford ,1,What president was shot while walking to California Governor Jerry Brown's office?  ,247,0.858,32,191032.5,q,S,1792.3999999985099,194197.3999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
popscicle,7,What food was invented by an 11 year old in 1905?,450,1.755,33,194197.3999999985,p,K,4435.5,200899.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
chickpeas,2,What is used to make hummus?,424,1.049,34,200899.59999999404,p,K,1709.3000000044703,204176.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Bed ,4,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.342,35,204176.5,p,K,2264.2999999970198,208305.19999999553,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Gecko,1,What is the only type of lizard that has a voice? ,213,1.828,36,208305.19999999553,p,K,1743.5,212400.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Poland,7,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.909,37,212400.5,q,S,2832.0999999940395,217664.19999999553,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Xanadu ,7,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,1.436,38,217664.19999999553,q,S,4128.39999999851,223754.8999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Ozone,4,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,1.143,39,223754.8999999985,p,K,2685.60000000149,228110.8999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Dragees,5,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.239,40,228110.8999999985,p,K,3409.60000000149,233271.29999999702,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Honey,1,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,0.746,41,233271.3999999985,p,K,4041.10000000149,238569.29999999702,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Orca (Killer Whale) ,2,Which is the largest species of dolphin? ,343,1.37,42,238569.3999999985,p,K,4414.89999999851,244874.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Louie Louie,4,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,0.993,43,244874.59999999404,p,K,2941.8000000044703,249332.19999999553,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
It causes sour foods subsequently consumed to taste sweet. ,5,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.555,44,249332.19999999553,p,K,1691.8000000044703,253107.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
The Korean War,7,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",126,1.513,45,253107.69999999553,q,S,2436.5,257566.79999999702,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Betty Rubble,5,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,337,1.411,46,257566.8999999985,p,K,3169.1999999955297,262675.299999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Broccoli! ,6,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.514,47,262675.299999997,p,K,1524.7999999970198,266224.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
cheese ,4,What item of food holds the world record for being the most stolen item of food in the world?,444,1.457,48,266224.69999999553,p,K,1831.3000000044703,270043.3999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Shark,3,"What animal is thought to be immune to most all diseases, including cancer? ",132,1.487,49,270043.3999999985,p,K,5732.5,277788.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Sic semper tyrannis ,7,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,0.784,50,277788.5,q,S,2107.2999999970198,281208.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
American Pie,6,What was the name of the plane Buddy Holly died in?  ,289,0.799,51,281208.59999999404,q,S,4031.2000000029802,286561.69999999553,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Germany,2,Which European country was the first to produce decaffeinated coffee? ,412,0.943,52,286561.69999999553,q,S,1622.0,289649.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Cornea,2,What is the only part of the body that has no blood supply? ,211,0.592,53,289649.69999999553,p,K,4166.10000000149,294933.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Ginseng ,1,"What plant takes its name for the Chinese words for ""man root""? ",245,0.526,54,294933.69999999553,p,K,1714.0,297700.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Apple sauce,2,What was the first food eaten in space?,435,1.518,55,297700.59999999404,p,K,2882.9000000059605,302609.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Canadian Oil,7,What is canola an abbreviation for?,436,1.213,56,302609.59999999404,p,K,3510.0,307852.8999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
over 10 billion donuts. ,6,How many donuts are concumed in the US every year?,463,0.751,57,307852.8999999985,p,K,4394.5,313521.799999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Endeavour ,6,What is the name of the ship that carried Captain Cook to Australia?  ,208,0.687,58,313521.799999997,p,K,2789.7000000029802,317521.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
The Leek ,5,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",145,1.546,59,317521.59999999404,p,K,5701.80000000447,325283.799999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Geyser,1,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.567,60,325283.799999997,p,K,2939.5,330324.8999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
An otter,4,What animal lives in a holt? ,133,1.725,61,330324.8999999985,p,K,3418.2999999970198,335996.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Ian Thorpe ,3,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,370,1.81,62,335996.5,q,S,1650.2999999970198,339969.3999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
San Fancisco,1,"""Dear Abby"" first appeared in a newspaper of what city?",2,0.636,63,339969.5,q,S,4197.5999999940395,345317.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Francisco Goya,5,"After a fever took his hearing, who painted his bleak ""Black Paintings"" in a house called Quinta del Sordo, Spanish for ""House of the Deaf Man""?",15,0.634,64,345317.59999999404,p,K,1537.4000000059605,348003.299999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
lobster,7,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.007,65,348003.299999997,p,K,4059.60000000149,353587.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
San Francisco Bay ,7,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",142,1.018,66,353587.59999999404,p,K,1859.2000000029802,357000.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Bright red,6,Vitamin A is largely available in natural food sources with which colour?,448,1.192,67,357000.59999999404,q,S,2686.2000000029802,361403.299999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Vietnam,3,"In what country did the domesticated ""potbellied pig"" originate?",61,1.631,68,361403.299999997,p,K,5035.39999999851,368596.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Genetics,3,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,44,1.307,69,368596.59999999404,q,S,4402.20000000298,374826.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Texas,7,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,1.632,70,374826.5,q,S,1588.0999999940395,378569.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
The Hindenburg explosion,7,"What event inspired Herbert Morrison's famous quote ""Oh, the humanity!""?",174,1.565,71,378569.5,,,,389759.299999997,,,,,"[{'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 379052.19999999553, 'date time': 1669830370588}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 380957.69999999553, 'date time': 1669830372494}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 381110.69999999553, 'date time': 1669830372647}]",HRV,HRV_0052,2022-11-30 17:49:56
spiced ham,7,What two words were combined to make the word Spam?,426,0.598,72,389759.299999997,,,,400764.09999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Two of the seven cities of gold,2,What are Quivira and Cibola?  ,136,1.991,73,400764.09999999404,,,,411772.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
What do women want? ,4,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,1.013,74,411772.5,q,S,6177.5999999940395,419482.799999997,,,,,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 416667.3999999985, 'date time': 1669830408204}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 416668.09999999404, 'date time': 1669830408205}]",HRV,HRV_0052,2022-11-30 17:49:56
The barrel of a gun,1,"According to Chairman Mao, ""political power grows out of"" what?",11,0.676,75,419482.799999997,t,W,3115.10000000149,431991.299999997,425121.799999997,429138.09999999404,1,1667.9000000059605,,HRV,HRV_0052,2022-11-30 17:49:56
Bouquet,6,"Young wines are said to have ""aroma."" What do older wines have instead?",395,1.258,76,431991.299999997,q,S,3190.39999999851,436966.09999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Brigham Young University,1,What is the most sober school according to The Princeton Review? ,206,1.44,77,436966.09999999404,p,K,1607.5,440541.09999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Cadabra.com ,2,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,287,1.147,78,440541.19999999553,p,K,1656.6000000014901,443872.09999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Brazil,3,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,0.513,79,443872.09999999404,p,K,1581.4000000059605,446486.0,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Habanero,4,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,0.912,80,446486.0,p,K,1543.5,449463.8999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Mars,3,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,316,1.691,81,449464.0,p,K,3029.6999999955297,454698.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Mung beans ,3,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.822,82,454698.59999999404,p,K,1714.9000000059605,458761.19999999553,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
All in the Family ,5,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",311,1.956,83,458761.19999999553,,,,468290.799999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
North Korea,1,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,0.665,84,468290.799999997,,,,477823.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Avocados have twice the amount of potassium as bananas. ,3,Which fruit has more potassium than bananas?,455,1.762,85,477823.69999999553,,,,487342.799999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Gibralter,3,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,1.986,86,487342.8999999985,,,,496870.3999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Bookkeeper,3,What is the only English word with three consecutive double letters?  ,209,1.669,87,496870.3999999985,,,,506401.299999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Choking on food,1,"Each year, approximately 125 people die of what? ",417,0.693,88,506401.299999997,,,,515931.59999999404,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
The Chesapeake Bay,6,What bay is actually the United States's largest tidal estuary? ,141,0.672,89,515931.59999999404,,,,525452.8999999985,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
The Oxford English Dictionary,5,"W.C. Minor, a murderer, spent the last decades of his life in an insane asylum writing hundreds of entries for what reference work? ",121,0.579,90,525452.8999999985,,,,534987.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Pearl Harbor ,7,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,227,0.696,91,534987.5,,,,544512.1999999955,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Throat,2,Where in the human body is the only bone that is not jointed to another?  ,317,1.894,92,544512.1999999955,,,,554031.1999999955,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
a spit,4,"If something is described as rotisserie, what has it been cooked on?",428,1.375,93,554031.1999999955,,,,563550.099999994,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
"the white flesh that houses the seeds, known as the placenta",1,What is the hottest part of a chili?,432,1.675,94,563550.099999994,,,,573080.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
School buses were painted yellow,5,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,9,0.986,95,573080.5,,,,582603.299999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
Green Eggs and Ham,5,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,0.805,96,582603.299999997,,,,592132.299999997,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
A Cheeta born in 1932,7,Who is the world's oldest (non-human) primate on record?  ,369,1.559,97,592132.3999999985,,,,601657.5,,,,,,HRV,HRV_0052,2022-11-30 17:49:56
