Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,C_TrialEnd,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,exp,subjectId,date
the skin and bones of animals,2,What is gelatin made from?,445,0.968,10,68499.5,72147.30000001192,p,K,2168.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
South America,1,The electric eel is native only to what continent?,96,1.207,11,72147.40000003576,78515.60000002384,q,S,4650.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Peter Pan ,2,What was the first English play to be written especially for children? ,283,0.514,12,78515.60000002384,95995.30000001192,t,W,6424.699999988079,87451.70000004768,91484.80000001192,,,HRV,HRV_0243,2022-11-30 19:14:39
The Millenium Falcon ,6,"What could be built by the largest Lego set ever sold, a 5195-piece monstrosity? ",156,1.494,13,95995.40000003576,102091.40000003576,q,S,4090.899999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Crocodiles,1,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",330,1.272,14,102091.40000003576,108323.70000004768,q,S,4438.099999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Rooster,6,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,1.96,15,108323.70000004768,114411.30000001192,p,K,3598.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Mountain Dew,2,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.977,16,114411.30000001192,120091.40000003576,p,K,4188.800000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Canadian Oil,3,What is canola an abbreviation for?,436,0.583,17,120091.5,124643.30000001192,p,K,3417.100000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Butterfly,1,The Admiral is which type of insect? ,89,1.95,18,124643.40000003576,131795.80000001192,q,S,4696.800000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Quotations ,6,What did the letter Q originally stand for in NASDAQ?  ,165,1.816,19,131795.80000001192,137203.40000003576,p,K,3074.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Thomas Nast ,6,Which cartoonist is famous for creating the popular image of Santa Claus? ,333,1.848,20,137203.40000003576,144324.90000003576,p,K,4759.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
India,3,What's the only country outside Africa where lions still live in the wild?  ,307,0.922,21,144324.90000003576,149971.40000003576,q,S,4211.599999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Betty Rubble,2,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,337,0.62,22,149971.40000003576,155723.40000003576,p,K,4623.699999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Luge,4,What sports term is the shortest word ever to decide the National Spelling Bee?   ,261,1.201,23,155723.40000003576,164011.70000004768,q,S,6577.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Cement,5,"The SS Faith, a ship built by Leslie Comyn, was made of what unique material?",105,1.422,24,164011.70000004768,170580.40000003576,q,S,4640.199999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
popscicle,2,What food was invented by an 11 year old in 1905?,450,1.99,25,170580.40000003576,185675.80000001192,t,W,4055.800000011921,177147.70000004768,181158.60000002384,4,2021.3999999761581,HRV,HRV_0243,2022-11-30 19:14:39
Bed ,2,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.028,26,185675.80000001192,191819.5,q,S,4608.600000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Bright red,4,Vitamin A is largely available in natural food sources with which colour?,448,1.406,27,191819.5,197787.40000003576,p,K,4050.2000000476837,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Shoe sizes,4,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,1.657,28,197787.70000004768,205163.40000003576,q,S,5205.199999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Adding olive juice,7,What turns a plain martini into a dirty martini?,440,0.651,29,205163.40000003576,209163.60000002384,p,K,2833.899999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Prairie dogs,5,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,1.313,30,209163.60000002384,216531.40000003576,q,S,5543.399999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
NY,7,In which state was the first execution by electric chair?  ,70,1.021,31,216531.40000003576,221212.5,q,S,3152.199999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Gone with the Wind,6,The first swear word on the big screen was in what movie?,100,0.982,32,221212.60000002384,226395.60000002384,q,S,3689.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Ripe cranerries bounce when dropped on the ground,3,How do farmers test whether cranberries are ripe?,452,1.11,33,226395.70000004768,231403.70000004768,p,K,3374.7999999523163,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Pepper and Mustard,4,What are the top two most popular spices in the world?,422,1.645,34,231403.80000001192,236843.40000003576,p,K,3281.900000035763,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Kansas City ,2,The first suburban shopping center in the U.S. was established in what city?,99,0.708,35,236843.40000003576,241211.40000003576,q,S,3149.800000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Sao Paulo,3,What's the most populous city in the Southern Hemisphere?,304,1.014,36,241211.40000003576,246763.30000001192,q,S,4031.300000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The Commodore 64 ,2,What 1982 successor to the VIC-20 is still the bestselling computer model of all time?,124,1.787,37,246763.5,254579.40000003576,q,S,5517.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
School buses were painted yellow,6,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,9,1.405,38,254579.40000003576,262139.70000004768,q,S,5647.199999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Texas,2,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,0.591,39,262139.70000004768,268619.3000000119,q,S,5379.799999952316,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Pen(n)sylvania ,7,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,0.93,40,268619.40000003576,277267.3000000119,q,S,7204.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Belgium,4,Where were French fries invented?,437,0.906,41,277267.3000000119,281651.40000003576,q,S,2962.600000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Benjamin Franklin ,7,"Who carried hundreds of imported books in his Philadelphia shop in the 1730s, the same decade in which he started America's first lending library?",362,1.664,42,281651.40000003576,290427.7000000477,q,S,6601.300000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Anne Hathaway,6,What was the name of William Shakespeare's wife?  ,290,0.683,43,290427.8000000119,294371.3000000119,p,K,2747.300000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
citrus fruit (scurvy is caused by a lack of vitamin c),3,Sailors used to suffer from a horrible illness called scurvy. Which food prevents scurvy?,441,1.973,44,294371.40000003576,300427.3000000119,p,K,3577.099999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
AstroTurf ,7,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,1.596,45,300427.40000003576,305867.3000000119,q,S,3332.399999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Walt Disney,6,Which person has been awarded the most Oscars ever? ,349,1.02,46,305867.40000003576,309819.40000003576,q,S,2420.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Poland,6,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.647,47,309819.40000003576,316043.40000003576,q,S,4068.099999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,1,Whice fruit is effective than coffee at waking you up in the morning?,454,0.549,48,316043.40000003576,330996.10000002384,t,W,5452.800000011921,324005.0,328015.0,5,1917.300000011921,HRV,HRV_0243,2022-11-30 19:14:39
The U.S. Air Force,3,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,161,0.824,49,330996.10000002384,336019.7000000477,q,S,3682.300000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Bolivia,4,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.377,50,336019.8000000119,343403.90000003576,q,S,5496.699999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Temple Prostitute,6,"Anciently, what was the job description of a ""hierodule""?",21,1.315,51,343403.90000003576,349203.3000000119,q,S,3972.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
coca-cola,7,Which famous soft drink was invented in 1892?,425,1.853,52,349203.3000000119,356379.5,p,K,4811.600000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Uncle Tom's Cabin ,2,What was the first American novel to sell one million copies? ,281,1.9,53,356379.5,361571.3000000119,p,K,2782.600000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
A Galapagos giant tortoise ,5,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,1.414,54,361571.40000003576,369331.40000003576,p,K,5832.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Rechargeable batteries,3,"Three quarters of the cadmium mined annually is used, with nickel, to make what household items?",117,1.547,55,369331.40000003576,376819.40000003576,q,S,5424.099999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Matches,5,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,0.857,56,376819.40000003576,384379.40000003576,q,S,6188.899999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
"the Red Hot Chili Peppers, followed closely by Meatloaf",4,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,0.563,57,384379.5,392235.5,q,S,6783.600000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Avocados have twice the amount of potassium as bananas. ,2,Which fruit has more potassium than bananas?,455,1.121,58,392235.5,405859.5,t,W,3641.2000000476837,398395.90000003576,402409.90000003576,3,1819.0,HRV,HRV_0243,2022-11-30 19:14:39
American Beauty,3,What Oscar-winning Best Picture is named for a type of rose? ,240,1.198,59,405859.60000002384,409899.5,q,S,2336.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The Chrysler Building ,4,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,1.235,60,409899.5,416923.5,q,S,5280.300000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Yellow,6,What color is insect blood? ,150,0.912,61,416923.60000002384,421051.8000000119,p,K,2702.800000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
I'm a Believer ,1,What Monkees number one hit was written by a young Neil Diamond? ,233,1.977,62,421051.8000000119,426715.40000003576,q,S,3177.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Sudan,1,"Though an eleven-year ceasefire held from 1972 to 1983, what African country has been embroiled in a civil war since 1955?",115,1.944,63,426715.40000003576,434299.40000003576,q,S,5128.300000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The popsicle,2,Which popular treat was invented by an 11-year-old in California? ,413,0.63,64,434299.40000003576,439123.40000003576,p,K,3674.699999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The old-fashioned,1,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.933,65,439123.40000003576,445883.5,q,S,4319.399999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
"Intercourse, Pennsylvania",4,"What Amish country village in Pennsylvania, where ""Witness"" was filmed, is a frequent victim of street-sign theft?",130,1.164,66,445883.5,453019.40000003576,q,S,5460.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Habanero,5,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.347,67,453019.40000003576,459355.40000003576,p,K,4479.099999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
"Gail Borden, Jr. ",3,Who invented condensed milk in 1856? ,414,1.91,68,459355.40000003576,464131.40000003576,q,S,2356.099999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Speed of wind,7,What does an anemometer measure? ,168,1.511,69,464131.40000003576,468419.3000000119,q,S,2266.399999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The barrel of a gun,6,"According to Chairman Mao, ""political power grows out of"" what?",11,1.069,70,468419.40000003576,473955.40000003576,q,S,3958.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The Missouri River ,7,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?",179,1.578,71,473955.40000003576,482635.40000003576,q,S,6592.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Mars,1,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,316,1.075,72,482635.5,489326.10000002384,q,S,5102.100000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
University of Phoenix,7,"What school has the most students over age 25, according to U.S. News & World Report?",256,0.641,73,489326.10000002384,494675.40000003576,q,S,4192.899999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Bouquet,4,"Young wines are said to have ""aroma."" What do older wines have instead?",395,1.433,74,494675.40000003576,502131.3000000119,p,K,5508.899999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Oklahoma,3,"What U.S. state has the slogan ""Native America"" on its license plates?",271,1.836,75,502131.3000000119,508507.8000000119,q,S,4027.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Gibralter,6,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,1.309,76,508507.8000000119,517491.40000003576,q,S,7168.900000035763,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The budgerigar,6,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",244,1.35,77,517491.40000003576,523243.3000000119,p,K,3891.199999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Queen Isabella I ,2,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?",50,1.369,78,523243.3000000119,529283.4000000358,q,S,4157.600000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The Korean War,1,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",126,1.962,79,529283.5,535813.4000000358,q,S,3994.100000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The crocodile,7,The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?,95,1.185,80,535813.4000000358,542299.6000000238,q,S,4788.099999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,6,What is the most fattening product in the modern diet?,457,1.004,81,542299.6000000238,548027.4000000358,p,K,4214.800000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Westminster Kennel Club dog show ,1,What is the second oldest continuously held American sporting event?  ,214,1.608,82,548027.4000000358,554236.6000000238,q,S,4079.399999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The paper clip,5,"""Gem"" is the trade name for the most common, three-loop design of what?",4,0.98,83,554236.7000000477,561155.3000000119,q,S,5427.399999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Copperhead snake,5,Which poisonous snake smells like fresh cut cucumbers? ,350,1.273,84,561155.4000000358,566659.4000000358,q,S,3716.300000011921,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Love Me Do ,3,What was The Beatles's first song to hit the UK charts?,280,1.277,85,566659.4000000358,572107.4000000358,q,S,3662.599999964237,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Mice,4,"After humans, what's the worlds most abundant mammal species?",16,1.444,86,572107.5,577635.5,q,S,3565.0,,,,,HRV,HRV_0243,2022-11-30 19:14:39
"Third finger, left hand ",7,What part of his body did Keith Richards insure for a million pounds?,243,0.909,87,577635.5,583203.4000000358,p,K,4146.5,,,,,HRV,HRV_0243,2022-11-30 19:14:39
pastry,6,Choux and filo are two types of what food product?,446,1.011,88,583203.4000000358,588275.4000000358,p,K,3547.899999976158,,,,,HRV,HRV_0243,2022-11-30 19:14:39
The names of the Great Lakes ,1,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",138,1.435,89,588275.4000000358,596795.8000000119,q,S,6573.199999988079,,,,,HRV,HRV_0243,2022-11-30 19:14:39
Grover Cleveland ,6,Who was the only U.S. president to have been married in the White House? ,385,1.742,90,596795.8000000119,602947.6000000238,q,S,3902.600000023842,,,,,HRV,HRV_0243,2022-11-30 19:14:39
