Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,1,What is the most fattening product in the modern diet?,457,0.803,30,263852.3999999985,t,W,2522.10000000149,268889.69999999925,272898.3999999985,2,588.0,274806.3999999985,HRV,HRV_0073,2022-11-30 17:37:09
The budgerigar,5,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",244,1.353,31,274806.3999999985,q,S,2252.300000000745,,,,,278922.09999999776,HRV,HRV_0073,2022-11-30 17:37:09
C,5,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",71,0.857,32,278922.09999999776,p,K,3466.7000000029802,,,,,283756.8999999985,HRV,HRV_0073,2022-11-30 17:37:09
A Spoonful of Sugar ,6,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,0.841,33,283756.8999999985,p,K,4252.300000000745,,,,,289367.0,HRV,HRV_0073,2022-11-30 17:37:09
Antawn Jamison ,2,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,1.536,34,289367.0,q,S,2834.800000000745,,,,,294253.19999999925,HRV,HRV_0073,2022-11-30 17:37:09
Ginseng ,3,"What plant takes its name for the Chinese words for ""man root""? ",245,0.677,35,294253.19999999925,q,S,1950.8999999985099,,,,,297394.0,HRV,HRV_0073,2022-11-30 17:37:09
Thomas Nast ,3,Which cartoonist is famous for creating the popular image of Santa Claus? ,333,1.397,36,297394.0,t,W,2969.800000000745,302880.5,306889.09999999776,3,616.3000000007451,309417.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
Dark Side of the Moon,1,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,0.678,37,309417.59999999776,t,W,2286.60000000149,314220.80000000075,318229.5,5,778.6999999992549,320201.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
Mickey Finn,5,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,241,1.498,38,320201.80000000075,q,S,3348.0,,,,,325564.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
Pepper and Mustard,2,What are the top two most popular spices in the world?,422,0.917,39,325564.59999999776,q,S,2458.800000000745,,,,,329455.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
the skin and bones of animals,1,What is gelatin made from?,445,0.764,40,329455.80000000075,p,K,2149.5,,,,,332884.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
"Gail Borden, Jr. ",5,Who invented condensed milk in 1856? ,414,1.062,41,332884.8999999985,q,S,2893.0,,,,,337354.69999999925,HRV,HRV_0073,2022-11-30 17:37:09
Rafflesia (corpse lily) ,7,What is the largest flower in the world? ,204,1.436,42,337354.69999999925,q,S,2461.89999999851,,,,,341766.30000000075,HRV,HRV_0073,2022-11-30 17:37:09
Gary Busey,4,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,1.268,43,341766.3999999985,t,W,3725.900000002235,348007.5,352016.30000000075,5,633.0999999977648,354434.5,HRV,HRV_0073,2022-11-30 17:37:09
PayPal,7,YouTube.com is the brainchild of three former employees of what other major website? ,396,1.148,44,354434.59999999776,q,S,2963.5,,,,,359056.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
"the white flesh that houses the seeds, known as the placenta",7,What is the hottest part of a chili?,432,1.355,45,359056.80000000075,q,S,1670.199999999255,,,,,362593.0,HRV,HRV_0073,2022-11-30 17:37:09
Koala,7,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.602,46,362593.09999999776,t,W,3756.900000002235,368865.80000000075,372874.59999999776,4,829.6000000014901,375819.30000000075,HRV,HRV_0073,2022-11-30 17:37:09
Russia,5,Which country has the most public libraries?  ,339,1.977,47,375819.30000000075,t,W,2121.39999999851,380457.09999999776,384465.8999999985,5,642.8000000007451,387601.30000000075,HRV,HRV_0073,2022-11-30 17:37:09
Strom Thurmond ,1,Who filibustered for a record twenty-four hours and eighteen minutes -- with a urine pail standing at the ready -- in the hope of preventing the Civil Rights Act of 1957?,366,1.654,48,387601.3999999985,t,W,5527.900000002235,395643.80000000075,399649.19999999925,3,620.6999999992549,402439.5,HRV,HRV_0073,2022-11-30 17:37:09
Newborns ,7,The apgar score is used to measure the color and condition of what? ,91,1.707,49,402439.5,q,S,2081.39999999851,,,,,406742.0,HRV,HRV_0073,2022-11-30 17:37:09
The Beatles' Rain ,6,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,0.684,50,406742.0,t,W,3043.199999999255,412295.3999999985,416302.19999999925,4,1654.5,419157.5,HRV,HRV_0073,2022-11-30 17:37:09
Aluminum,2,Bauxite ore is mined so it can be processed into what metal?,25,0.636,51,419157.59999999776,q,S,2096.0,,,,,422404.80000000075,HRV,HRV_0073,2022-11-30 17:37:09
The Leek ,4,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",145,0.867,52,422404.80000000075,q,S,2610.599999997765,,,,,426398.0,HRV,HRV_0073,2022-11-30 17:37:09
spiced ham,7,What two words were combined to make the word Spam?,426,1.995,53,426398.0,p,K,2975.599999997765,,,,,431883.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
Jim Lovell,7,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,18,0.517,54,431883.59999999776,p,K,3973.5,,,,,436883.8999999985,HRV,HRV_0073,2022-11-30 17:37:09
There was a pound of every ingredient in the original reciipe. ,6,How did the pound cake get its name?,460,1.687,55,436884.0,q,S,2679.0,,,,,441762.09999999776,HRV,HRV_0073,2022-11-30 17:37:09
Sic semper tyrannis ,6,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,1.022,56,441762.09999999776,p,K,3753.400000002235,,,,,447051.3999999985,HRV,HRV_0073,2022-11-30 17:37:09
Bright red,2,Vitamin A is largely available in natural food sources with which colour?,448,1.722,57,447051.3999999985,p,K,2830.0,,,,,452117.8999999985,HRV,HRV_0073,2022-11-30 17:37:09
Botany Bay,5,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,0.754,58,452117.8999999985,t,W,4544.800000000745,459175.19999999925,463184.0,3,649.5,465104.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
Abraham Lincoln ,6,"What president has three ""A's"" in his first name, each of which has a different sound? ",246,1.913,59,465104.69999999925,p,K,3869.699999999255,,,,,471402.5,HRV,HRV_0073,2022-11-30 17:37:09
Cornea,1,What is the only part of the body that has no blood supply? ,211,1.553,60,471402.59999999776,q,S,3618.900000002235,,,,,477091.69999999925,HRV,HRV_0073,2022-11-30 17:37:09
Joeys,2,What are infant marsupials called?  ,135,1.083,61,477091.69999999925,p,K,3749.199999999255,,,,,482438.5,HRV,HRV_0073,2022-11-30 17:37:09
Choking on food,2,"Each year, approximately 125 people die of what? ",417,1.002,62,482438.5,t,W,2516.800000000745,487470.80000000075,491479.30000000075,5,1345.5999999977648,494342.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",6,Cooking which food requires over two years of training?,461,1.893,63,494342.59999999776,t,W,2649.900000002235,499507.80000000075,503516.59999999776,5,2110.0,508031.59999999776,HRV,HRV_0073,2022-11-30 17:37:09
The I Ching,2,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,1.119,64,508031.59999999776,q,S,2206.60000000149,,,,,511870.19999999925,HRV,HRV_0073,2022-11-30 17:37:09
Butt,4,The adjective callipygian refers to someone who has a beautiful what? ,88,1.69,65,511870.19999999925,q,S,2640.199999999255,,,,,516716.0,HRV,HRV_0073,2022-11-30 17:37:09
Tse-tse fly,7,What transmits the disease typanosomiasis to humans and cattle? ,267,1.223,66,516716.0,q,S,2305.5,,,,,520758.0,HRV,HRV_0073,2022-11-30 17:37:09
A truce ,6,What was put in place by the Ancient Greeks before and during all Olympic festivals? ,278,1.396,67,520758.0,q,S,4125.199999999255,,,,,526790.0999999978,HRV,HRV_0073,2022-11-30 17:37:09
Teapot Dome scandal,4,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,1.234,68,526790.0999999978,t,W,2907.60000000149,532209.6999999993,536215.3999999985,1,654.1000000014901,538617.5999999978,HRV,HRV_0073,2022-11-30 17:37:09
"A peanut is a legume, not a nut",5,What type of food is a peanut?,447,0.727,69,538617.5999999978,p,K,1658.0,,,,,541519.5999999978,HRV,HRV_0073,2022-11-30 17:37:09
Walt Disney,7,Which person has been awarded the most Oscars ever? ,349,1.913,70,541519.6999999993,p,K,1740.5,,,,,545684.5,HRV,HRV_0073,2022-11-30 17:37:09
UFOs,5,What was studied by Project Blue Book?   ,279,1.537,71,545684.5999999978,p,K,1784.5,,,,,549517.8000000007,HRV,HRV_0073,2022-11-30 17:37:09
Teeth,5,"One in every 2,000 babies is born with what? ",77,1.462,72,549517.8999999985,q,S,2966.0,,,,,554461.0,HRV,HRV_0073,2022-11-30 17:37:09
Montenegro,6,What European country is named for the dark-looking Dinaric Alps? ,173,1.927,73,554461.0999999978,p,K,4206.70000000298,,,,,561110.0999999978,HRV,HRV_0073,2022-11-30 17:37:09
Asparagus,1,what vegetable loses its flavour the quickest?,451,1.615,74,561110.1999999993,t,W,1935.199999999255,565562.0999999978,569570.5,5,1187.300000000745,572888.1999999993,HRV,HRV_0073,2022-11-30 17:37:09
Don Adams,7,Who provided the voice for cartoon character Inspector Gadget? ,372,1.052,75,572888.3000000007,q,S,2328.89999999851,,,,,576786.0999999978,HRV,HRV_0073,2022-11-30 17:37:09
Apple sauce,2,What was the first food eaten in space?,435,0.668,76,576786.0999999978,t,W,1971.4000000022352,581270.8999999985,585277.8999999985,4,852.8000000007451,587315.3999999985,HRV,HRV_0073,2022-11-30 17:37:09
Shaving,1,"The average male spends 2,965 hours doing what over the course of his lifetime?",92,1.803,77,587315.3999999985,t,W,2421.5,592249.3000000007,596257.8000000007,5,1375.2999999970198,599952.8999999985,HRV,HRV_0073,2022-11-30 17:37:09
The Oxford English Dictionary,6,"W.C. Minor, a murderer, spent the last decades of his life in an insane asylum writing hundreds of entries for what reference work? ",121,1.608,78,599952.8999999985,t,W,4372.0,606837.0999999978,610845.5,5,670.0,613634.8999999985,HRV,HRV_0073,2022-11-30 17:37:09
