Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
A paper clip,4,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?",49,1.969,13,154704.29999995232,q,S,4350.700000047684,,,,,161539.69999998808,HRV,HRV_0279,2022-11-30 20:21:58
Brigham Young University,3,What is the most sober school according to The Princeton Review? ,206,1.865,14,161539.69999998808,q,S,5374.199999988079,,,,,169310.5,HRV,HRV_0279,2022-11-30 20:21:58
Ripe cranerries bounce when dropped on the ground,5,How do farmers test whether cranberries are ripe?,452,1.345,15,169311.59999996424,p,K,3892.699999988079,,,,,175077.29999995232,HRV,HRV_0279,2022-11-30 20:21:58
Prussian Blue ,6,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,1.81,16,175077.29999995232,p,K,5107.300000011921,,,,,182514.69999998808,HRV,HRV_0279,2022-11-30 20:21:58
Mouse,1,What is the most common mammal in the U.S.? ,205,1.667,17,182515.69999998808,t,W,4329.599999964237,189363.59999996424,193373.39999997616,3,2082.100000023842,197653.79999995232,HRV,HRV_0279,2022-11-30 20:21:58
Benjamin Franklin ,2,"Who carried hundreds of imported books in his Philadelphia shop in the 1730s, the same decade in which he started America's first lending library?",362,0.889,18,197653.89999997616,q,S,3750.699999988079,,,,,202824.0,HRV,HRV_0279,2022-11-30 20:21:58
France,3,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,1.075,19,202824.09999996424,q,S,2220.300000011921,,,,,206650.59999996424,HRV,HRV_0279,2022-11-30 20:21:58
The World Almanac and Book of Facts,6,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,1.571,20,206650.59999996424,q,S,3053.600000023842,,,,,211793.5,HRV,HRV_0279,2022-11-30 20:21:58
Orville Wright,4,Who was flying the plane in which the first US airplane fatality occurred? ,377,1.2,21,211794.5,t,W,4660.0,218970.89999997616,222983.5,4,1781.0999999642372,226495.59999996424,HRV,HRV_0279,2022-11-30 20:21:58
Every jar of peanut butter must be at least 90% peanuts,6,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.103,22,226495.59999996424,t,W,6090.100000023842,235107.79999995232,239126.69999998808,4,2188.599999964237,242947.39999997616,HRV,HRV_0279,2022-11-30 20:21:58
Catapult ,2,What artillery weapon was launched upon the world in 400 B.C.?  ,140,1.726,23,242947.39999997616,q,S,2758.199999988079,,,,,247952.19999998808,HRV,HRV_0279,2022-11-30 20:21:58
The U.S. Air Force,2,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,161,1.77,24,247952.19999998808,q,S,3202.300000011921,,,,,253448.19999998808,HRV,HRV_0279,2022-11-30 20:21:58
The popsicle,3,Which popular treat was invented by an 11-year-old in California? ,413,1.371,25,253448.19999998808,t,W,5177.300000011921,261144.59999996424,265166.59999996424,4,1278.699999988079,268338.89999997616,HRV,HRV_0279,2022-11-30 20:21:58
Kayak,7,An umiak is a larger version of what? ,20,0.522,26,268338.89999997616,t,W,3956.0,274809.39999997616,278830.59999996424,4,1504.5,281383.6999999881,HRV,HRV_0279,2022-11-30 20:21:58
Model train set,6,HO scale is the world's most popular size of what?,45,0.903,27,281383.89999997616,q,S,7800.199999988079,,,,,290621.7999999523,HRV,HRV_0279,2022-11-30 20:21:58
Shaving,6,"The average male spends 2,965 hours doing what over the course of his lifetime?",92,1.068,28,290621.89999997616,t,W,6862.5,300018.1999999881,304036.89999997616,4,1338.699999988079,306970.1999999881,HRV,HRV_0279,2022-11-30 20:21:58
San Francisco Bay ,6,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",142,0.963,29,306970.2999999523,t,W,5846.100000023842,315339.1999999881,319352.09999996424,3,1694.1000000238419,322541.89999997616,HRV,HRV_0279,2022-11-30 20:21:58
Xanadu ,5,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,0.88,30,322542.0,q,S,2063.199999988079,,,,,326014.39999997616,HRV,HRV_0279,2022-11-30 20:21:58
Robert Lincoln ,6,Who was the only person to be nearby at three different presidential assassinations? ,382,1.513,31,326014.39999997616,t,W,6100.899999976158,334647.1999999881,338665.7999999523,3,2019.800000011921,342718.1999999881,HRV,HRV_0279,2022-11-30 20:21:58
A castrated rooster,3,What is a capon?  ,193,0.654,32,342718.39999997616,t,W,3978.100000023842,349231.6999999881,353245.7999999523,4,1950.1000000238419,356372.59999996424,HRV,HRV_0279,2022-11-30 20:21:58
Westminster Kennel Club dog show ,3,What is the second oldest continuously held American sporting event?  ,214,1.502,33,356372.59999996424,q,S,3273.5,,,,,361679.7999999523,HRV,HRV_0279,2022-11-30 20:21:58
Geyser,6,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,0.843,34,361679.7999999523,q,S,4856.0,,,,,367917.5,HRV,HRV_0279,2022-11-30 20:21:58
Everything ,3,Pantophobia is the fear of what?,79,1.756,35,367917.5,t,W,4688.399999976158,375144.2999999523,379170.1999999881,4,1506.3999999761581,382966.39999997616,HRV,HRV_0279,2022-11-30 20:21:58
The Mona Lisa,4,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,1.732,36,382966.39999997616,q,S,4479.399999976158,,,,,389704.7999999523,HRV,HRV_0279,2022-11-30 20:21:58
Bumblebee bat,7,"Which mammal is the world's smallest, weighing less than a penny? ",347,1.023,37,389705.5,t,W,3320.0,395551.0,399559.09999996424,4,1935.800000011921,403049.09999996424,HRV,HRV_0279,2022-11-30 20:21:58
Teeth,6,"One in every 2,000 babies is born with what? ",77,1.485,38,403049.1999999881,t,W,5465.5,411042.5,415056.6999999881,4,2060.399999976158,419140.39999997616,HRV,HRV_0279,2022-11-30 20:21:58
Bacon,4,"In Britain, what kind of meat comes in rashers?",397,1.756,39,419140.59999996424,q,S,4665.900000035763,,,,,426080.6999999881,HRV,HRV_0279,2022-11-30 20:21:58
Camel,1,Which animal's milk does not curdle? ,328,1.712,40,426080.6999999881,t,W,4045.899999976158,432654.39999997616,436662.7999999523,4,1583.300000011921,440502.5,HRV,HRV_0279,2022-11-30 20:21:58
Captain Cook ,4,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.271,41,440502.59999996424,q,S,4364.100000023842,,,,,446656.7999999523,HRV,HRV_0279,2022-11-30 20:21:58
"Gail Borden, Jr. ",3,Who invented condensed milk in 1856? ,414,0.733,42,446656.89999997616,q,S,1729.199999988079,,,,,449633.09999996424,HRV,HRV_0279,2022-11-30 20:21:58
Adam,6,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,162,1.731,43,449633.1999999881,q,S,2932.199999988079,,,,,454818.0,HRV,HRV_0279,2022-11-30 20:21:58
Nutmeg,4,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.951,44,454818.09999996424,q,S,3048.300000011921,,,,,460337.09999996424,HRV,HRV_0279,2022-11-30 20:21:58
Rechargeable batteries,6,"Three quarters of the cadmium mined annually is used, with nickel, to make what household items?",117,0.586,45,460337.09999996424,q,S,3449.400000035763,,,,,464902.5,HRV,HRV_0279,2022-11-30 20:21:58
Equal Employment Opportunity Commission ,5,"What federal agency, which targets workplace discrimination, was chaired by Clarence Thomas for most of the 1980s?",176,1.503,46,464902.5,q,S,3284.099999964237,,,,,470223.6999999881,HRV,HRV_0279,2022-11-30 20:21:58
Bono ,3,What singer took his stage name from a Dublin hearing aid billboard?  ,257,1.102,47,470223.7999999523,t,W,4381.5,477131.89999997616,481155.09999996424,4,1720.6000000238419,484507.09999996424,HRV,HRV_0279,2022-11-30 20:21:58
American Pie,3,What was the name of the plane Buddy Holly died in?  ,289,1.348,48,484507.09999996424,t,W,6149.400000035763,493170.6999999881,497184.5,4,1552.199999988079,500603.89999997616,HRV,HRV_0279,2022-11-30 20:21:58
Vietnam,2,"In what country did the domesticated ""potbellied pig"" originate?",61,0.975,49,500603.89999997616,q,S,2991.800000011921,,,,,505099.89999997616,HRV,HRV_0279,2022-11-30 20:21:58
Kidnapping and killing the Lindbergh baby,3,For what crime was Bruno Hauptmann executed in 1936?,41,0.528,50,505099.89999997616,q,S,1885.699999988079,,,,,508030.6999999881,HRV,HRV_0279,2022-11-30 20:21:58
Japan,1,Where is the longest suspension bridge? ,319,1.922,51,508030.6999999881,p,K,5235.300000011921,,,,,515698.1999999881,HRV,HRV_0279,2022-11-30 20:21:58
Giant squid,1,What is the largest creature without a backbone? ,203,0.815,52,515699.09999996424,t,W,3776.600000023842,522008.6999999881,526034.8999999762,4,1530.5,528909.5999999642,HRV,HRV_0279,2022-11-30 20:21:58
Bhutan,4,"Thimpu, the world's only capital city with no traffic lights, is the capital of what tiny kingdom?",114,0.964,53,528909.5999999642,q,S,3066.699999988079,,,,,533464.1999999881,HRV,HRV_0279,2022-11-30 20:21:58
There was a pound of every ingredient in the original reciipe. ,4,How did the pound cake get its name?,460,0.86,54,533464.1999999881,q,S,1933.0,,,,,536797.6999999881,HRV,HRV_0279,2022-11-30 20:21:58
Death,5,"In ancient Egypt, what was the penalty for killing a cat?",58,1.702,55,536797.7999999523,t,W,3039.7000000476837,542361.7999999523,546374.1999999881,4,1441.800000011921,550040.0999999642,HRV,HRV_0279,2022-11-30 20:21:58
The bishop,3,Which chess piece was originally called 'the elephant'? ,334,1.043,56,550040.0999999642,q,S,1787.300000011921,,,,,553384.5,HRV,HRV_0279,2022-11-30 20:21:58
Abraham Lincoln ,1,"What president has three ""A's"" in his first name, each of which has a different sound? ",246,1.219,57,553384.5,t,W,4842.5,560738.2999999523,564751.2999999523,2,1076.0,567562.0999999642,HRV,HRV_0279,2022-11-30 20:21:58
Coca-Cola,5,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.657,58,567562.0999999642,t,W,5753.800000011921,575852.5999999642,579871.5999999642,3,1285.300000011921,583344.2999999523,HRV,HRV_0279,2022-11-30 20:21:58
over 10 billion donuts. ,6,How many donuts are concumed in the US every year?,463,1.932,59,583344.2999999523,t,W,3782.0,589648.5,593670.7999999523,4,1745.9000000357628,597867.8999999762,HRV,HRV_0279,2022-11-30 20:21:58
Library of Congress,1,"In 1802, John Beckley became the librarian of what collection containing 740 books at the time?",48,1.651,60,597867.8999999762,q,S,2378.300000011921,,,,,602430.7999999523,HRV,HRV_0279,2022-11-30 20:21:58
