Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Japan,2,Where is the longest suspension bridge? ,319,1.851,76,345738.3000011444,q,S,1698.6999988555908,349797.10000038147,,HRV,HRV_0205,2022-11-30 18:32:53
The U.S. Air Force,3,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,161,0.743,77,349797.20000076294,q,S,2085.5,353138.10000038147,,HRV,HRV_0205,2022-11-30 18:32:53
George H.W. Bush ,5,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.802,78,353138.10000038147,q,S,2731.7999992370605,358183.5,,HRV,HRV_0205,2022-11-30 18:32:53
Montenegro,4,What European country is named for the dark-looking Dinaric Alps? ,173,1.403,79,358183.5,q,S,1906.8000011444092,362004.10000038147,,HRV,HRV_0205,2022-11-30 18:32:53
OutKast,4,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,1.491,80,362004.10000038147,q,S,2260.7000007629395,366268.8000011444,,HRV,HRV_0205,2022-11-30 18:32:53
KISS ,5,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,1.476,81,366268.8000011444,q,S,2033.7999992370605,370292.3000011444,,HRV,HRV_0205,2022-11-30 18:32:53
The Big Bang,1,"Arno Penzias and Robert Wilson shared a Nobel Prize for accidentally discovering ""CMB,"" leftover radiation from what?",22,1.5,82,370292.39999961853,q,S,1894.900001525879,374195.89999961853,,HRV,HRV_0205,2022-11-30 18:32:53
Thomas Crapper,1,What was the unfortunate name of the plumber who helped popularize and improve the flush toilet? ,294,1.795,83,374195.89999961853,q,S,1940.7000007629395,378440.60000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Liberia,1,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,1.105,84,378440.60000038147,q,S,1603.3999996185303,381661.3000011444,,HRV,HRV_0205,2022-11-30 18:32:53
Smoke,4,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",52,1.902,85,381661.39999961853,q,S,1902.2000007629395,385972.8000011444,,HRV,HRV_0205,2022-11-30 18:32:53
Pepper and Mustard,7,What are the top two most popular spices in the world?,422,1.727,86,385972.8000011444,q,S,1749.0,389961.60000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Eric the Red,5,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",12,1.61,87,389961.60000038147,q,S,1576.7999992370605,393660.39999961853,,HRV,HRV_0205,2022-11-30 18:32:53
Pearl Harbor ,3,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,227,1.203,88,393660.39999961853,q,S,1966.8000011444092,397343.10000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Matches,2,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.562,89,397343.20000076294,q,S,2386.0,401797.39999961853,,HRV,HRV_0205,2022-11-30 18:32:53
@,1,"in 2004, for the Internet age, what new character was added to the Morse code alphabet, the first ever official addition since world war I?",56,1.843,90,401797.39999961853,q,S,1874.8000011444092,406027.3000011444,,HRV,HRV_0205,2022-11-30 18:32:53
Aluminum,6,Bauxite ore is mined so it can be processed into what metal?,25,1.322,91,406027.3000011444,q,S,2421.5,410281.70000076294,,HRV,HRV_0205,2022-11-30 18:32:53
Texas,3,"In what state was the U.S.'s first ""Adopt-a-Highway"" program started?",67,1.488,92,410281.8000011444,q,S,1978.8999996185303,414261.10000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Hawaii,7,Where is the only royal palace in the United States? ,321,1.42,93,414261.10000038147,q,S,1873.5,418069.39999961853,,HRV,HRV_0205,2022-11-30 18:32:53
lobster,4,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.584,94,418069.39999961853,q,S,1966.0,422131.10000038147,,HRV,HRV_0205,2022-11-30 18:32:53
What do women want? ,1,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,1.208,95,422131.10000038147,q,S,2259.8999996185303,426112.60000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Cayenne pepper ,2,What spice is named for the capital of French Guiana? ,409,0.59,96,426112.60000038147,q,S,1667.2000007629395,428876.89999961853,,HRV,HRV_0205,2022-11-30 18:32:53
The bishop,3,Which chess piece was originally called 'the elephant'? ,334,1.828,97,428876.89999961853,q,S,1663.900001525879,432881.5,,HRV,HRV_0205,2022-11-30 18:32:53
Espresso,3,The Italian government regulates the price of what beverage?,399,0.998,98,432881.5,q,S,5824.0,440217.20000076294,"[{'event': 'visibilitychange', 'details': 'hidden', 'performance time': 434780.89999961853, 'date time': 1669833007733}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 434957.39999961853, 'date time': 1669833007909}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 436997, 'date time': 1669833009949}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 437592.70000076294, 'date time': 1669833010544}]",HRV,HRV_0205,2022-11-30 18:32:53
State quarters ,4,What's been released five times a year from January 1999 to fall 2008?,300,0.751,99,440217.3000011444,q,S,2400.099998474121,443876.39999961853,,HRV,HRV_0205,2022-11-30 18:32:53
Mice,3,"After humans, what's the worlds most abundant mammal species?",16,1.696,100,443876.5,q,S,1994.7000007629395,448078.70000076294,,HRV,HRV_0205,2022-11-30 18:32:53
Lava lamp ,1,What was first made by suspending paraffin in a solution of water and antifreeze? ,276,1.651,101,448078.70000076294,q,S,1848.5,452085.3000011444,,HRV,HRV_0205,2022-11-30 18:32:53
Geyser,2,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.926,102,452085.3000011444,q,S,1820.099998474121,456335.20000076294,,HRV,HRV_0205,2022-11-30 18:32:53
Ripe cranerries bounce when dropped on the ground,2,How do farmers test whether cranberries are ripe?,452,1.892,103,456335.20000076294,q,S,2080.2999992370605,460818.70000076294,,HRV,HRV_0205,2022-11-30 18:32:53
George VI,4,Who was the last British Monarch to also be an emperor?  ,381,1.474,104,460818.8000011444,q,S,1891.3999996185303,464692.20000076294,,HRV,HRV_0205,2022-11-30 18:32:53
AstroTurf ,7,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,0.536,105,464692.20000076294,q,S,1582.8999996185303,467323.89999961853,,HRV,HRV_0205,2022-11-30 18:32:53
Australia,6,What country has six sheep for every human? ,158,0.994,106,467323.89999961853,q,S,2147.0,470976.39999961853,,HRV,HRV_0205,2022-11-30 18:32:53
Capitol Hill,7,"Until 1790, what was known as Jenkins Hill? ",119,1.948,107,470976.5,q,S,2164.1000003814697,475603.3000011444,,HRV,HRV_0205,2022-11-30 18:32:53
Bile,5,"Two of the ""four humors"" the ancients believed controlled temperament consist of what bodily fluid?",118,1.411,108,475603.39999961853,q,S,2750.800001144409,480276.70000076294,,HRV,HRV_0205,2022-11-30 18:32:53
Jim Lovell,3,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,18,1.623,109,480276.70000076294,q,S,2096.5,484502.20000076294,,HRV,HRV_0205,2022-11-30 18:32:53
Every jar of peanut butter must be at least 90% peanuts,7,What percentage of peanuts is found in a standard jar of peanut butter?,423,0.501,110,484502.20000076294,q,S,1720.6000003814697,487238.10000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Excalibur,3,"According to Thomas Malory, Sir Bedivere's last knightly act is to return what to a lake?",14,0.675,111,487238.10000038147,q,S,2011.2999992370605,490431.39999961853,,HRV,HRV_0205,2022-11-30 18:32:53
School buses were painted yellow,5,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,9,0.862,112,490431.5,q,S,1596.6000003814697,493415.3000011444,,HRV,HRV_0205,2022-11-30 18:32:53
popscicle,3,What food was invented by an 11 year old in 1905?,450,1.314,113,493415.3000011444,q,S,1807.8999996185303,497046.8000011444,,HRV,HRV_0205,2022-11-30 18:32:53
Charles Babbage ,4,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.584,114,497046.8000011444,q,S,2779.7999992370605,501920.10000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Antawn Jamison ,7,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,1.663,115,501920.10000038147,q,S,3373.2999992370605,507466.60000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Twenty-fourth ,6,Which Constitutional Amendment deals with poll taxes? ,335,1.089,116,507466.70000076294,q,S,1828.6000003814697,510896.89999961853,,HRV,HRV_0205,2022-11-30 18:32:53
The barrel of a gun,4,"According to Chairman Mao, ""political power grows out of"" what?",11,1.658,117,510897.0,q,S,1549.5,514617.89999961853,,HRV,HRV_0205,2022-11-30 18:32:53
Juvenile deliquent,6,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,163,1.438,118,514617.89999961853,q,S,1912.1000003814697,518476.60000038147,,HRV,HRV_0205,2022-11-30 18:32:53
Smurfette,7,"Who did Gargamel create using ingredients like crocodile tears, the tip of an adder's tongue and a hard stone for a heart?",364,1.19,119,518476.60000038147,q,S,3623.2000007629395,523798.20000076294,,HRV,HRV_0205,2022-11-30 18:32:53
Pressure,3,What is measured in millibars? ,202,0.661,120,523798.20000076294,q,S,1791.0,526757.1000003815,,HRV,HRV_0205,2022-11-30 18:32:53
On a Jell-O box,2,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,0.881,121,526757.1000003815,q,S,2461.2999992370605,530611.6000003815,,HRV,HRV_0205,2022-11-30 18:32:53
"Gaslight Caf̩, Greenwich Village",1,Where did Bob Dylan first play in public? ,314,0.875,122,530611.6000003815,q,S,1732.7000007629395,533727.8999996185,,HRV,HRV_0205,2022-11-30 18:32:53
There was a pound of every ingredient in the original reciipe. ,2,How did the pound cake get its name?,460,0.94,123,533727.8999996185,q,S,1504.3000011444092,536684.3999996185,,HRV,HRV_0205,2022-11-30 18:32:53
coca-cola,7,Which famous soft drink was invented in 1892?,425,0.741,124,536684.3999996185,q,S,1722.7000007629395,539655.2000007629,,HRV,HRV_0205,2022-11-30 18:32:53
A glacial ridge,3,What is an esker? ,198,1.372,125,539655.2000007629,q,S,1547.7999992370605,543081.7000007629,,HRV,HRV_0205,2022-11-30 18:32:53
Don Adams,1,Who provided the voice for cartoon character Inspector Gadget? ,372,1.356,126,543081.7000007629,q,S,1960.7999992370605,546911.0,,HRV,HRV_0205,2022-11-30 18:32:53
at least 97%,4,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,1.09,127,546911.0,q,S,1780.1000003814697,550290.5,,HRV,HRV_0205,2022-11-30 18:32:53
Mushrooms which have been exposed to light,2,What is the only non-animal natural source of vitamin D?,459,1.199,128,550290.5,q,S,1581.6000003814697,553579.3999996185,,HRV,HRV_0205,2022-11-30 18:32:53
The Mini Cooper,2,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.15,129,553579.3999996185,q,S,2648.900001525879,557888.5,,HRV,HRV_0205,2022-11-30 18:32:53
Coca-Cola,4,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.07,130,557888.6000003815,q,S,1842.2999992370605,561310.2000007629,,HRV,HRV_0205,2022-11-30 18:32:53
Thomas Hardy,4,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",116,1.36,131,561310.2000007629,q,S,1522.5,564703.6000003815,,HRV,HRV_0205,2022-11-30 18:32:53
Tea leaves,7,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.484,132,564703.7000007629,q,S,2385.2999992370605,569085.7000007629,,HRV,HRV_0205,2022-11-30 18:32:53
Untethered space walk,1,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,1.771,133,569085.7000007629,,,,578593.7000007629,,HRV,HRV_0205,2022-11-30 18:32:53
Peter Pan ,4,What was the first English play to be written especially for children? ,283,1.421,134,578593.8000011444,q,S,1844.6999988555908,582369.2000007629,,HRV,HRV_0205,2022-11-30 18:32:53
Texas,6,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,1.333,135,582369.2000007629,q,S,2229.6000003814697,586444.3999996185,,HRV,HRV_0205,2022-11-30 18:32:53
The Guinness Book of World Records,7,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,164,1.115,136,586444.3999996185,q,S,2224.900001525879,590296.1000003815,,HRV,HRV_0205,2022-11-30 18:32:53
Brazil,1,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,1.114,137,590296.1000003815,q,S,3366.8999996185303,595290.1000003815,,HRV,HRV_0205,2022-11-30 18:32:53
