Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Charles Babbage ,4,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.843,56,221542.39999997616,q,S,2348.2999999523163,226261.19999992847,,HRV,HRV_0248,2022-11-30 19:36:09
The Blair Witch Project,3,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ",125,1.338,57,226261.19999992847,q,S,1796.3999999761581,229909.79999995232,,HRV,HRV_0248,2022-11-30 19:36:09
"A peanut is a legume, not a nut",1,What type of food is a peanut?,447,1.392,58,229909.89999997616,q,S,1694.2999999523163,233505.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Australia,7,"""Welcome Stranger,"" the largest nugget of gold discovered, weighed 158 pounds and was discovered in what country?",5,0.993,59,233505.59999990463,q,S,2853.0,237877.0,,HRV,HRV_0248,2022-11-30 19:36:09
Dorito is Spanish for little golden things,2,What does Dorito actually mean?,434,0.509,60,237877.0,q,S,1646.3999999761581,240556.89999997616,,HRV,HRV_0248,2022-11-30 19:36:09
North Korea,4,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,0.831,61,240556.89999997616,q,S,2043.5,243948.89999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Andy Kaufman,4,Who was banned from Saturday Night Live by viewer phone vote in 1982? ,376,0.829,62,243948.89999997616,q,S,2358.2999999523163,247666.79999995232,,HRV,HRV_0248,2022-11-30 19:36:09
Lou Gehrig,2,"In 1934, five years before his retirement, who became the first athlete to appear on a Wheaties box? ",53,1.629,63,247666.89999997616,q,S,3409.2999999523163,253222.19999992847,,HRV,HRV_0248,2022-11-30 19:36:09
Every jar of peanut butter must be at least 90% peanuts,5,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.801,64,253222.19999992847,q,S,1943.3999999761581,257491.0,,HRV,HRV_0248,2022-11-30 19:36:09
A Galapagos giant tortoise ,4,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,1.849,65,257491.0,q,S,2371.6999999284744,262235.39999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Mung beans ,2,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.421,66,262235.39999997616,q,S,1980.1999999284744,266158.5,,HRV,HRV_0248,2022-11-30 19:36:09
Mice,4,"After humans, what's the worlds most abundant mammal species?",16,1.921,67,266158.5,q,S,1888.5999999046326,270505.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Butt,6,The adjective callipygian refers to someone who has a beautiful what? ,88,1.67,68,270505.6999999285,q,S,1620.1000000238419,274335.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Columbus Circle ,7,What Manhattan intersection was America's first traffic circle?,228,0.711,69,274335.6999999285,q,S,1844.1000000238419,277414.39999997616,,HRV,HRV_0248,2022-11-30 19:36:09
"Gail Borden, Jr. ",1,Who invented condensed milk in 1856? ,414,1.531,70,277414.39999997616,q,S,1503.1999999284744,280955.7999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Koala,3,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.205,71,280955.7999999523,q,S,2562.100000023842,285259.1999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Pachyderm,7,"What word comes to us from the Greek for ""thick-skinned""?  ",297,0.769,72,285259.1999999285,q,S,1859.2000000476837,288419.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
James Brown,3,"When asked to define ""cool,"" what two words did James Brown use? ",312,0.884,73,288419.6999999285,q,S,1798.8999999761581,291640.5,,HRV,HRV_0248,2022-11-30 19:36:09
The crust and the mantle,1,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,1.636,74,291640.5,q,S,1596.3999999761581,295388.39999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Peanuts ,7,What snack food is an ingredient in the explosive dynamite?  ,408,1.042,75,295388.39999997616,q,S,2069.600000023842,299009.0,,HRV,HRV_0248,2022-11-30 19:36:09
Genetics,3,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,44,1.411,76,299009.0,q,S,1590.2999999523163,302524.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Canadian Oil,4,What is canola an abbreviation for?,436,1.062,77,302524.89999997616,q,S,1523.1000000238419,305635.5,,HRV,HRV_0248,2022-11-30 19:36:09
Carbon,7,What element must be burned out of pig iron to make steel? ,170,1.948,78,305635.5,q,S,1917.0,310039.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
New York,7,Which state has the zip code 12345?,354,1.91,79,310039.59999990463,q,S,1820.7000000476837,314289.09999990463,,HRV,HRV_0248,2022-11-30 19:36:09
The Atlas,7,"The U.S.'s first successful ICBM was what rocket named for a Titan of Greek myth, later used to launch John Glenn into orbit?",107,1.108,80,314289.09999990463,q,S,2746.100000023842,318672.7999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Museum of Modern Art in NYC ,5,"Which museum hung Matisse's ""Le Bateau"" upsidedown for more than a month, until an art student noticed the error?",348,1.452,81,318672.89999997616,q,S,1852.7999999523163,322512.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
The Ritz (Hotel),6,"F. Scott Fitzgerald wrote a famous short story about ""A Diamond as Big as"" what New York landmark?",39,0.534,82,322512.2999999523,q,S,1848.8999999761581,325421.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Jose Castro ,2,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",231,1.18,83,325421.59999990463,q,S,2290.0,329409.5,,HRV,HRV_0248,2022-11-30 19:36:09
Eisenhower ,1,Who was president when the first U.S. presidential news conference was filmed for TV?,378,0.752,84,329409.5,q,S,2291.6999999284744,332984.39999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Oxygen,1,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,1.597,85,332984.39999997616,q,S,1945.2999999523163,337059.5,,HRV,HRV_0248,2022-11-30 19:36:09
Bono ,3,What singer took his stage name from a Dublin hearing aid billboard?  ,257,0.693,86,337059.5,q,S,1501.8999999761581,339781.09999990463,,HRV,HRV_0248,2022-11-30 19:36:09
All in the Family ,3,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",311,1.659,87,339781.39999997616,p,K,5784.899999976158,347755.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Lhasa Apso,6,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",200,1.697,88,347755.7999999523,q,S,1785.1000000238419,351759.89999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Westminster Kennel Club dog show ,3,What is the second oldest continuously held American sporting event?  ,214,1.335,89,351759.89999997616,q,S,1923.7999999523163,355545.0,,HRV,HRV_0248,2022-11-30 19:36:09
A sneeze,4,The air expelled from what can travel at 100 mph?,90,0.632,90,355545.0,q,S,1952.5999999046326,358664.89999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Chitty Chitty Bang Bang ,4,What was the only children's story ever published by James Bond creator Ian Fleming? ,292,0.975,91,358665.0,q,S,2935.0999999046326,363106.39999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Russia,2,Which country has the most public libraries?  ,339,1.16,92,363106.39999997616,q,S,1558.6999999284744,366347.0,,HRV,HRV_0248,2022-11-30 19:36:09
Albert Einstein,4,Who beat out FDR and Gandhi to be named Time's Person of the Century in 1999? ,361,0.512,93,366347.0,q,S,2033.0999999046326,369404.39999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Rooster,7,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,0.885,94,369404.5,q,S,2094.0,372910.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Apple sauce,5,What was the first food eaten in space?,435,0.582,95,372910.59999990463,q,S,1750.5,375762.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Monday,7,The risk of heart attack is highest on which day of the week?,104,0.627,96,375762.6999999285,q,S,2534.600000023842,379439.0,,HRV,HRV_0248,2022-11-30 19:36:09
Eddie Van Halen,3,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,1.831,97,379439.0,q,S,2501.1999999284744,384290.1999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Texas,7,"In what state was the U.S.'s first ""Adopt-a-Highway"" program started?",67,1.219,98,384290.1999999285,q,S,1809.6000000238419,387844.09999990463,,HRV,HRV_0248,2022-11-30 19:36:09
60 fragments per 100 gram ,7,What amount of insects does the FDA allow in chocolate,453,1.128,99,387844.09999990463,q,S,1864.2000000476837,391363.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Capitol Hill,2,"Until 1790, what was known as Jenkins Hill? ",119,1.704,100,391363.59999990463,q,S,1761.8000000715256,395365.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Habanero,5,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,0.574,101,395365.39999997616,q,S,1527.2999999523163,397979.0,,HRV,HRV_0248,2022-11-30 19:36:09
Thomas Hardy,1,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",116,1.684,102,397979.0,q,S,1825.5,402003.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
OutKast,3,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,1.885,103,402003.2999999523,q,S,1648.3999999761581,406053.89999997616,,HRV,HRV_0248,2022-11-30 19:36:09
at least 97%,6,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,1.991,104,406053.89999997616,q,S,2288.5,410858.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
American Beauty,4,What Oscar-winning Best Picture is named for a type of rose? ,240,0.551,105,410858.2999999523,q,S,1875.8999999761581,413802.39999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Snoopy's,4,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,0.506,106,413802.5,q,S,1525.7999999523163,416351.39999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Rod Serling ,7,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,1.754,107,416351.39999997616,q,S,2964.1999999284744,421599.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Haricot beans,1,Baked beans are made from what type of bean?,443,1.245,108,421599.6999999285,q,S,1522.2000000476837,424895.7999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Rafflesia (corpse lily) ,6,What is the largest flower in the world? ,204,1.846,109,424895.7999999523,q,S,1725.2000000476837,428988.09999990463,,HRV,HRV_0248,2022-11-30 19:36:09
What do women want? ,7,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,1.673,110,428988.09999990463,q,S,2722.2000000476837,433910.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Throat,6,Where in the human body is the only bone that is not jointed to another?  ,317,1.492,111,433910.6999999285,q,S,3170.600000023842,439101.89999997616,,HRV,HRV_0248,2022-11-30 19:36:09
Iraq,4,In which country were the Hanging Gardens of Babylon located?,69,1.048,112,439101.89999997616,q,S,1594.3999999761581,442262.09999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Queen Isabella I ,3,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?",50,1.989,113,442262.09999990463,q,S,1606.6000000238419,446382.7999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Mae West,2,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,1.978,114,446382.7999999523,q,S,1727.2000000476837,450612.09999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Juvenile deliquent,3,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,163,1.512,115,450612.09999990463,q,S,1794.5,454456.09999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Ampersand (&),3,"What began as a ligature of the letters ""e"" and ""t""?",144,0.69,116,454456.09999990463,q,S,2095.4000000953674,457774.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
An ostrich egg yolk ,1,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,183,0.899,117,457774.39999997616,q,S,1656.7999999523163,460858.5,,HRV,HRV_0248,2022-11-30 19:36:09
Marven (Marvin) Gardens,2,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",229,0.68,118,460858.59999990463,q,S,1752.4000000953674,463803.5,,HRV,HRV_0248,2022-11-30 19:36:09
Tobacco,1,"In 2005, Bhutan became the first country to entirely ban what?",57,1.603,119,463803.59999990463,,,,473324.7999999523,,HRV,HRV_0248,2022-11-30 19:36:09
potein,7,"What nutrient comes from meat, eggs, and fish?",433,1.551,120,473324.89999997616,q,S,2517.100000023842,477917.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
The nock,6,What slot on the back of an arrow's shaft keeps it on the bowstring? ,259,1.033,121,477917.6999999285,q,S,1795.7000000476837,481265.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Abraham Lincoln ,5,"What president has three ""A's"" in his first name, each of which has a different sound? ",246,0.829,122,481265.59999990463,q,S,1627.0,484245.0,,HRV,HRV_0248,2022-11-30 19:36:09
Vietnam,3,"In what country did the domesticated ""potbellied pig"" originate?",61,1.95,123,484245.0,q,S,1520.5,488235.1999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Newborns ,4,The apgar score is used to measure the color and condition of what? ,91,1.834,124,488235.1999999285,q,S,1732.5,492323.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Tse-tse fly,6,What transmits the disease typanosomiasis to humans and cattle? ,267,0.546,125,492323.2999999523,q,S,1876.5,495270.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
spiced ham,4,What two words were combined to make the word Spam?,426,0.83,126,495270.59999990463,q,S,1857.7000000476837,498482.1999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Asparagus,5,what vegetable loses its flavour the quickest?,451,1.181,127,498482.1999999285,q,S,1658.1000000238419,501841.2999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Japan ,4,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,1.421,128,501841.2999999523,q,S,1852.8999999761581,505641.5,,HRV,HRV_0248,2022-11-30 19:36:09
Shaving,6,"The average male spends 2,965 hours doing what over the course of his lifetime?",92,1.765,129,505641.59999990463,q,S,2454.4000000953674,510378.7999999523,,HRV,HRV_0248,2022-11-30 19:36:09
Bling bling ,2,What term does rapper B.G. say he wishes he'd patented when he used it for the title of his massive 1999 hit?,264,0.641,130,510378.7999999523,q,S,2021.1000000238419,513568.1999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Cornea,5,What is the only part of the body that has no blood supply? ,211,1.462,131,513568.1999999285,q,S,1503.2000000476837,517060.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Coca-Cola,2,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.212,132,517060.6999999285,q,S,2411.8000000715256,521206.59999990463,,HRV,HRV_0248,2022-11-30 19:36:09
Francisco Goya,5,"After a fever took his hearing, who painted his bleak ""Black Paintings"" in a house called Quinta del Sordo, Spanish for ""House of the Deaf Man""?",15,1.354,133,521206.6999999285,q,S,2745.600000023842,525826.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
On Christ's crucifix ,7,"Where did the abbreviation ""INRI"" traditionally appear? ",315,0.956,134,525826.6999999285,q,S,1738.6000000238419,529050.3999999762,,HRV,HRV_0248,2022-11-30 19:36:09
United States,7,In which country is it most common for divers to be attacked by sharks?,68,1.112,135,529050.3999999762,q,S,1739.1999999284744,532420.8999999762,,HRV,HRV_0248,2022-11-30 19:36:09
Geyser,5,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.125,136,532420.8999999762,q,S,1951.1999999284744,536017.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Cell,7,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,1.871,137,536017.7999999523,q,S,2044.5,540464.1999999285,,HRV,HRV_0248,2022-11-30 19:36:09
Nutmeg,4,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.716,138,540464.1999999285,q,S,1916.6000000238419,543603.6999999285,,HRV,HRV_0248,2022-11-30 19:36:09
