Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
George Washington,6,Who is pictured on a US Purple Heart medal? ,368,1.794,12,156035.0,t,W,4175.199999928474,162734.19999992847,166753.69999992847,5,827.3000000715256,169900.60000002384,HRV,HRV_0211,2022-11-30 18:42:47
The Leek ,3,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",145,1.446,13,169900.69999992847,t,W,4109.5,176527.5,180542.5,3,653.5,183170.19999992847,HRV,HRV_0211,2022-11-30 18:42:47
Buck,3,"What's the name of the dog who is the hero of Jack London's ""The Call of the Wild""?   ",305,1.456,14,183170.19999992847,q,S,2888.8000000715256,,,,,188037.39999997616,HRV,HRV_0211,2022-11-30 18:42:47
Stratosphere,3,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,0.626,15,188037.39999997616,t,W,4110.399999976158,194660.60000002384,198684.89999997616,4,668.2000000476837,200516.19999992847,HRV,HRV_0211,2022-11-30 18:42:47
Carbon,4,What element must be burned out of pig iron to make steel? ,170,1.145,16,200516.19999992847,t,W,4143.700000047684,207178.10000002384,211197.29999995232,4,1852.8999999761581,214724.89999997616,HRV,HRV_0211,2022-11-30 18:42:47
Robert Lincoln ,1,Who was the only person to be nearby at three different presidential assassinations? ,382,0.953,17,214724.89999997616,q,S,3174.7999999523163,,,,,219378.5,HRV,HRV_0211,2022-11-30 18:42:47
Two of the seven cities of gold,2,What are Quivira and Cibola?  ,136,1.289,18,219378.5,t,W,3929.2999999523163,225820.89999997616,229838.89999997616,5,1235.6000000238419,232887.5,HRV,HRV_0211,2022-11-30 18:42:47
Escape,4,"What word is the actual title of the 1979 hit usually called ""The Pina Colada Song""?   ",299,0.784,19,232887.5,q,S,4274.899999976158,,,,,238466.60000002384,HRV,HRV_0211,2022-11-30 18:42:47
Dorito is Spanish for little golden things,1,What does Dorito actually mean?,434,1.055,20,238466.60000002384,t,W,3089.0999999046326,244078.29999995232,248098.19999992847,5,960.2000000476837,250634.5,HRV,HRV_0211,2022-11-30 18:42:47
Poland,1,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.503,21,250634.5,t,W,4849.5,258002.79999995232,262028.19999992847,5,694.1000000238419,264748.0,HRV,HRV_0211,2022-11-30 18:42:47
The Hardy Boys ,1,"Who solves crimes in Bayport, located on Barmet Bay? ",374,1.058,22,264748.0,t,W,4959.799999952316,272226.7999999523,276238.89999997616,5,691.5,278514.0,HRV,HRV_0211,2022-11-30 18:42:47
"the white flesh that houses the seeds, known as the placenta",2,What is the hottest part of a chili?,432,1.436,23,278514.0,t,W,3554.0,284595.1999999285,288611.10000002384,4,2343.899999976158,292907.2999999523,HRV,HRV_0211,2022-11-30 18:42:47
Walt Disney,3,Which person has been awarded the most Oscars ever? ,349,0.716,24,292907.2999999523,t,W,4024.7000000476837,299444.39999997616,303457.60000002384,5,776.8999999761581,305465.60000002384,HRV,HRV_0211,2022-11-30 18:42:47
Mouse,5,What is the most common mammal in the U.S.? ,205,0.929,25,305465.60000002384,q,S,2890.399999976158,,,,,309805.2999999523,HRV,HRV_0211,2022-11-30 18:42:47
The budgerigar,5,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",244,0.552,26,309805.2999999523,q,S,3045.2000000476837,,,,,313919.1999999285,HRV,HRV_0211,2022-11-30 18:42:47
Coca-Cola,2,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.831,27,313919.1999999285,t,W,4596.700000047684,321038.2999999523,325056.6999999285,5,2105.600000023842,329518.89999997616,HRV,HRV_0211,2022-11-30 18:42:47
Jamaica Bay,4,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",226,0.893,28,329518.89999997616,q,S,2948.0,,,,,333879.1999999285,HRV,HRV_0211,2022-11-30 18:42:47
Pride and Prejudice,7,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,1.575,29,333879.2999999523,p,K,4771.300000071526,,,,,340757.39999997616,HRV,HRV_0211,2022-11-30 18:42:47
Hippopotamus ,3,Which wild mammal in Africa has killed the highest number of people? ,358,1.67,30,340757.39999997616,t,W,4582.600000023842,347862.39999997616,351879.2999999523,5,907.1000000238419,354989.2999999523,HRV,HRV_0211,2022-11-30 18:42:47
Your blind spot,3,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,1.52,31,354989.39999997616,q,S,3230.399999976158,,,,,360262.7999999523,HRV,HRV_0211,2022-11-30 18:42:47
San Fancisco,4,"""Dear Abby"" first appeared in a newspaper of what city?",2,1.497,32,360262.7999999523,p,K,2947.5,,,,,365240.0,HRV,HRV_0211,2022-11-30 18:42:47
American Beauty,1,What Oscar-winning Best Picture is named for a type of rose? ,240,1.104,33,365240.10000002384,t,W,3299.899999976158,371066.60000002384,375081.1999999285,5,2753.4000000953674,379464.10000002384,HRV,HRV_0211,2022-11-30 18:42:47
Spanish,2,Which language is spoken in the Canary Islands?   ,346,1.259,34,379464.10000002384,q,S,2643.6999999284744,,,,,383884.6999999285,HRV,HRV_0211,2022-11-30 18:42:47
Montenegro,7,What European country is named for the dark-looking Dinaric Alps? ,173,1.707,35,383884.6999999285,q,S,2733.7000000476837,,,,,388850.5,HRV,HRV_0211,2022-11-30 18:42:47
The Loch Ness Monster,1,"In 1994, Christian Spurling confessed that the so-called Surgeon's Photo of 1934 was a fake. What was pictured in it?",55,1.384,36,388850.60000002384,t,W,4057.1999999284744,395420.89999997616,399434.6999999285,5,839.7000000476837,402192.0,HRV,HRV_0211,2022-11-30 18:42:47
Bacon,1,"In Britain, what kind of meat comes in rashers?",397,1.935,37,402192.0,t,W,3156.100000023842,407870.2999999523,411891.1999999285,5,823.4000000953674,415182.6999999285,HRV,HRV_0211,2022-11-30 18:42:47
Great Britain,3,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,1.786,38,415182.6999999285,q,S,4148.700000047684,,,,,421637.60000002384,HRV,HRV_0211,2022-11-30 18:42:47
Bolivia,7,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.589,39,421637.60000002384,t,W,5701.199999928474,429862.89999997616,433882.0,5,1681.8999999761581,437678.0,HRV,HRV_0211,2022-11-30 18:42:47
Captain Cook ,5,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.984,40,437678.10000002384,t,W,4260.199999928474,444450.2999999523,448469.0,5,645.8999999761581,451632.1999999285,HRV,HRV_0211,2022-11-30 18:42:47
Sweden,6,What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?,237,1.535,41,451632.1999999285,t,W,6625.800000071526,460774.1999999285,464792.2999999523,4,1155.7000000476837,467993.89999997616,HRV,HRV_0211,2022-11-30 18:42:47
James Brown,3,"When asked to define ""cool,"" what two words did James Brown use? ",312,1.207,42,467993.89999997616,t,W,5400.700000047684,475921.39999997616,479939.0,1,1152.6000000238419,482816.0,HRV,HRV_0211,2022-11-30 18:42:47
Columbus Circle ,1,What Manhattan intersection was America's first traffic circle?,228,1.119,43,482816.0,t,W,3434.2999999523163,488776.10000002384,492787.1999999285,4,1345.1000000238419,495767.10000002384,HRV,HRV_0211,2022-11-30 18:42:47
India,5,What's the only country outside Africa where lions still live in the wild?  ,307,1.346,44,495767.10000002384,q,S,2907.5,,,,,500544.60000002384,HRV,HRV_0211,2022-11-30 18:42:47
Mung beans ,5,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.076,45,500544.60000002384,q,S,3473.7999999523163,,,,,505612.39999997616,HRV,HRV_0211,2022-11-30 18:42:47
the skin and bones of animals,3,What is gelatin made from?,445,1.837,46,505612.5,t,W,2271.5,510396.7999999523,514414.60000002384,5,1923.7999999523163,518694.0,HRV,HRV_0211,2022-11-30 18:42:47
Ohio,3,Which is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,345,0.787,47,518694.0,t,W,5430.0,526636.6999999285,530655.7999999523,4,1618.8000000715256,533577.1999999285,HRV,HRV_0211,2022-11-30 18:42:47
Woodrow Wilson,2,Which U.S. president's home was named Shadow Lawn?,356,1.687,48,533577.2999999523,q,S,3786.7000000476837,,,,,539576.2999999523,HRV,HRV_0211,2022-11-30 18:42:47
Canadian Oil,7,What is canola an abbreviation for?,436,1.971,49,539576.2999999523,t,W,3738.3000000715256,545835.0,549851.0,5,657.0,553008.3999999762,HRV,HRV_0211,2022-11-30 18:42:47
Habanero,3,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.224,50,553008.3999999762,q,S,4642.5,,,,,559405.8999999762,HRV,HRV_0211,2022-11-30 18:42:47
The evacuation of Saigon,7,"""White Christmas"" playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",6,1.309,51,559406.0,t,W,4127.199999928474,566068.1999999285,570088.1000000238,5,930.3999999761581,572863.1999999285,HRV,HRV_0211,2022-11-30 18:42:47
Fiber is the gut bacteria's preferred fuel source. ,6,What food is most beneficial for your gut bacteria?,458,1.073,52,572863.1999999285,p,K,4253.100000023842,,,,,578707.1000000238,HRV,HRV_0211,2022-11-30 18:42:47
A Galapagos giant tortoise ,4,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,1.192,53,578707.1000000238,q,S,4367.699999928474,,,,,584795.1999999285,HRV,HRV_0211,2022-11-30 18:42:47
Gone with the Wind,4,The first swear word on the big screen was in what movie?,100,1.723,54,584795.1999999285,t,W,3233.8000000715256,590555.8999999762,594568.5,3,1737.2999999523163,598550.8999999762,HRV,HRV_0211,2022-11-30 18:42:47
Geyser,3,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,0.885,55,598550.8999999762,q,S,3621.600000023842,,,,,603583.1000000238,HRV,HRV_0211,2022-11-30 18:42:47
