Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Steamboat Geyser,6,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",359,1.112,23,285064.3000000715,t,W,5552.699999928474,293142.90000009537,297160.5,5,2184.7000000476837,300986.10000002384,HRV,HRV_0082,2022-11-30 17:54:19
Mountain Dew,5,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.532,24,300986.10000002384,t,W,8070.700000047684,311588.10000002384,315603.0,5,2054.2000000476837,319713.7000000477,HRV,HRV_0082,2022-11-30 17:54:19
Prairie dogs,5,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,0.964,25,319713.7000000477,t,W,7711.5,329959.90000009537,333977.90000009537,3,1783.5,337244.10000002384,HRV,HRV_0082,2022-11-30 17:54:19
Pen(n)sylvania ,4,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,1.472,26,337244.10000002384,t,W,7813.300000071526,347584.8000000715,351602.0,5,2110.9000000953674,355711.5,HRV,HRV_0082,2022-11-30 17:54:19
Captain Cook ,7,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.828,27,355711.5,t,W,5217.800000071526,363464.90000009537,367479.10000002384,5,2282.399999976158,372115.8000000715,HRV,HRV_0082,2022-11-30 17:54:19
Egypt,7,"In what country would you find the port of Rosetta, of Rosetta Stone fame?  ",63,0.516,28,372115.8000000715,q,S,4445.199999928474,,,,,377613.90000009537,HRV,HRV_0082,2022-11-30 17:54:19
Arthur Conan Doyle,3,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",184,1.973,29,377613.90000009537,,,,,,,,387123.40000009537,HRV,HRV_0082,2022-11-30 17:54:19
Delaware,2,"Excepting Alaska and Louisiana, what US state is divided into the fewest counties, with only three?",38,1.691,30,387123.40000009537,t,W,6758.0,396414.90000009537,400431.90000009537,3,1609.3999999761581,404259.0,HRV,HRV_0082,2022-11-30 17:54:19
Nutmeg,1,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.096,31,404259.0,t,W,4965.400000095367,411760.90000009537,415770.3000000715,3,1765.8999999761581,419161.90000009537,HRV,HRV_0082,2022-11-30 17:54:19
Papillae,4,What are the bumps on the tongue that carry the taste buds called? ,137,0.572,32,419161.90000009537,p,K,5647.399999976158,,,,,425908.0,HRV,HRV_0082,2022-11-30 17:54:19
Blue,6,Lobster blood is what color?,73,1.373,33,425908.0,t,W,3253.2000000476837,431696.8000000715,435705.0,5,2703.8000000715256,440310.2000000477,HRV,HRV_0082,2022-11-30 17:54:19
Tooth,5,What is the only part of the body that can't repair itself? ,210,0.91,34,440310.2000000477,t,W,5154.5,447988.5,452003.40000009537,5,549.7999999523163,453990.3000000715,HRV,HRV_0082,2022-11-30 17:54:19
Oliver!,6,What's the only Best Picture Oscar winner whose title ends with an exclamation point?  ,306,0.853,35,453990.3000000715,t,W,6059.199999928474,462576.3000000715,466594.40000009537,1,2118.5,470086.60000002384,HRV,HRV_0082,2022-11-30 17:54:19
the skin and bones of animals,6,What is gelatin made from?,445,1.062,36,470086.60000002384,p,K,3441.899999976158,,,,,475126.7000000477,HRV,HRV_0082,2022-11-30 17:54:19
KISS ,7,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,1.187,37,475126.7000000477,t,W,4658.899999976158,482318.60000002384,486334.40000009537,3,1707.1999999284744,489760.10000002384,HRV,HRV_0082,2022-11-30 17:54:19
Michael Dell,3,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,1.373,38,489760.10000002384,t,W,5345.200000047684,497635.10000002384,501653.40000009537,5,2163.899999976158,505705.40000009537,HRV,HRV_0082,2022-11-30 17:54:19
Air bags,1,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,1.845,39,505705.40000009537,t,W,6527.799999952316,514758.3000000715,518781.0,3,2012.3000000715256,523171.0,HRV,HRV_0082,2022-11-30 17:54:19
Haddock,3,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,0.575,40,523171.0,t,W,5374.200000047684,531060.3000000715,535075.8000000715,3,1637.6999999284744,537822.0,HRV,HRV_0082,2022-11-30 17:54:19
Luxor,4,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,8,1.931,41,537822.0,t,W,6691.300000071526,547043.7000000477,551065.4000000954,5,2240.2999999523163,555747.3000000715,HRV,HRV_0082,2022-11-30 17:54:19
"the white flesh that houses the seeds, known as the placenta",1,What is the hottest part of a chili?,432,1.726,42,555747.3000000715,p,K,3893.899999976158,,,,,561898.9000000954,HRV,HRV_0082,2022-11-30 17:54:19
A red giant ,6,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.727,43,561898.9000000954,t,W,6190.699999928474,570604.2000000477,574628.2000000477,3,1925.3999999761581,578807.3000000715,HRV,HRV_0082,2022-11-30 17:54:19
Stratosphere,4,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,0.504,44,578807.4000000954,t,W,4569.899999976158,585892.0,589916.4000000954,5,2420.399999976158,593366.8000000715,HRV,HRV_0082,2022-11-30 17:54:19
Thrust,4,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,1.091,45,593366.8000000715,,,,,,,,602900.7000000477,HRV,HRV_0082,2022-11-30 17:54:19
