Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,trialEvents,rsp,C_SWK,C_SWK_rt,C_TrialEnd,exp,subjectId,date
Grace Kelly ,7,What was the name of the American actress who was first to appear on a postage stamp?  ,288,1.42,32,125369.10000000894,,q,S,1966.7000000029802,129283.0,HRV,HRV_0145,2022-11-30 17:55:44
Bruce Springsteen's Born in the USA ,6,What was the first CD pressed for commerical release in the U.S.?,282,0.516,33,129283.10000000894,,q,S,1501.0,131817.70000000298,HRV,HRV_0145,2022-11-30 17:55:44
James Brown,5,"When asked to define ""cool,"" what two words did James Brown use? ",312,1.652,34,131817.80000001192,,q,S,1772.5999999940395,135770.60000000894,HRV,HRV_0145,2022-11-30 17:55:44
Radar,5,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,275,1.664,35,135770.60000000894,,q,S,2317.2000000029802,140280.90000000596,HRV,HRV_0145,2022-11-30 17:55:44
Jose Castro ,6,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",231,1.376,36,140280.90000000596,,q,S,2927.2999999970198,145106.90000000596,HRV,HRV_0145,2022-11-30 17:55:44
Rooster,1,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,1.239,37,145107.0,,q,S,1996.2000000029802,148872.40000000596,HRV,HRV_0145,2022-11-30 17:55:44
Anne Hathaway,6,What was the name of William Shakespeare's wife?  ,290,1.589,38,148872.40000000596,,q,S,1742.0999999940395,152729.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
a spit,5,"If something is described as rotisserie, what has it been cooked on?",428,0.701,39,152729.10000000894,,p,K,2134.5999999940395,156099.40000000596,HRV,HRV_0145,2022-11-30 17:55:44
Poland,3,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.209,40,156099.40000000596,,q,S,1596.2000000029802,159433.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
"Third finger, left hand ",1,What part of his body did Keith Richards insure for a million pounds?,243,1.877,41,159433.10000000894,,q,S,1983.5999999940395,163827.20000000298,HRV,HRV_0145,2022-11-30 17:55:44
Ciabatta,3,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,1.692,42,163827.20000000298,,q,S,1899.7999999970198,167940.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
"Gail Borden, Jr. ",2,Who invented condensed milk in 1856? ,414,1.722,43,167940.10000000894,,q,S,1922.7000000029802,172106.40000000596,HRV,HRV_0145,2022-11-30 17:55:44
Dark Side of the Moon,2,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,1.897,44,172106.40000000596,,q,S,2381.0,176928.70000000298,HRV,HRV_0145,2022-11-30 17:55:44
"The code is ""SUX"" ",5,Why has Sioux Falls Regional Airport in South Dakota been trying to change its three-letter airport designation for years?,392,1.102,45,176928.80000001192,,q,S,3045.8999999910593,181602.30000001192,HRV,HRV_0145,2022-11-30 17:55:44
San Francisco Bay ,7,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",142,0.551,46,181602.30000001192,,q,S,1893.2999999970198,184576.90000000596,HRV,HRV_0145,2022-11-30 17:55:44
Sapphire,2,What type of stone is referred to as the Star of India?  ,270,1.988,47,184576.90000000596,,q,S,1686.2000000029802,188773.20000000298,HRV,HRV_0145,2022-11-30 17:55:44
Tobacco,4,"In 2005, Bhutan became the first country to entirely ban what?",57,0.674,48,188773.20000000298,,q,S,1761.9000000059605,191727.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
" ""!"" ",5,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,1.782,49,191727.20000000298,,q,S,2271.2999999970198,196302.40000000596,HRV,HRV_0145,2022-11-30 17:55:44
Apple sauce,4,What was the first food eaten in space?,435,0.739,50,196302.40000000596,,q,S,1625.7999999970198,199192.70000000298,HRV,HRV_0145,2022-11-30 17:55:44
A red giant ,5,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.25,51,199192.70000000298,,q,S,2350.1000000089407,203306.90000000596,HRV,HRV_0145,2022-11-30 17:55:44
Botany Bay,1,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,1.568,52,203307.0,,q,S,1709.300000011921,207114.70000000298,HRV,HRV_0145,2022-11-30 17:55:44
New Jersey's Rutgers,3,Which U.S. state's leading public university is the only one not to be named for the state?  ,357,1.742,53,207114.80000001192,,q,S,2581.199999988079,211963.70000000298,HRV,HRV_0145,2022-11-30 17:55:44
Ginseng ,3,"What plant takes its name for the Chinese words for ""man root""? ",245,1.452,54,211963.70000000298,,q,S,1507.7000000029802,215449.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Sic semper tyrannis ,1,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,1.922,55,215449.10000000894,,q,S,3285.8999999910593,221184.0,HRV,HRV_0145,2022-11-30 17:55:44
Black,7,What color lipstick did silent movie stars wear?  ,151,0.908,56,221184.10000000894,,q,S,2567.7999999970198,225178.20000000298,HRV,HRV_0145,2022-11-30 17:55:44
Peanuts ,2,What snack food is an ingredient in the explosive dynamite?  ,408,1.818,57,225178.20000000298,,q,S,1949.2999999970198,229460.40000000596,HRV,HRV_0145,2022-11-30 17:55:44
Toledo,3,"The world's first ""sister cities"" were what Spanish city and its midwestern namesake?",110,1.102,58,229460.40000000596,,q,S,1811.7000000029802,232910.30000001192,HRV,HRV_0145,2022-11-30 17:55:44
Pen(n)sylvania ,5,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,0.767,59,232910.30000001192,,q,S,4282.29999999702,238494.5,HRV,HRV_0145,2022-11-30 17:55:44
Coca-cola,1,What popular drink was first marketed as a brain tonic?,405,1.444,60,238494.5,,q,S,1664.2000000029802,242110.30000001192,HRV,HRV_0145,2022-11-30 17:55:44
Kansas City ,5,The first suburban shopping center in the U.S. was established in what city?,99,1.695,61,242110.30000001192,,q,S,1921.8999999910593,246266.70000000298,HRV,HRV_0145,2022-11-30 17:55:44
Chuck E. Cheese's,1,What restaurant chain was the brainchild of Atari founder Nolan Bushnell? ,251,0.843,62,246266.70000000298,,q,S,1789.2999999970198,249429.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Cayenne pepper ,7,What spice is named for the capital of French Guiana? ,409,1.857,63,249429.10000000894,,q,S,1914.0,253715.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Adding olive juice,3,What turns a plain martini into a dirty martini?,440,1.888,64,253715.10000000894,,q,S,2396.3999999910593,258535.0,HRV,HRV_0145,2022-11-30 17:55:44
Zinfindel,6,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.297,65,258535.0,,q,S,2073.0,262436.0,HRV,HRV_0145,2022-11-30 17:55:44
Patch Addams ,7,"What doctor, whose life was fictionalized in a 1998 film, founded the Gesundheit! Institute and named his oldest son ""Atomic Zagnut""?",166,0.718,66,262436.0,,q,S,2011.7000000029802,265701.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
The Commodore 64 ,5,What 1982 successor to the VIC-20 is still the bestselling computer model of all time?,124,0.663,67,265701.3000000119,,q,S,1618.2999999970198,268504.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
Charles Babbage ,5,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.598,68,268504.8000000119,,q,S,1927.199999988079,272556.0,HRV,HRV_0145,2022-11-30 17:55:44
Choking on food,4,"Each year, approximately 125 people die of what? ",417,0.678,69,272556.0,,q,S,2131.7000000029802,275898.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Catapult ,2,What artillery weapon was launched upon the world in 400 B.C.?  ,140,0.706,70,275898.3000000119,,q,S,1821.199999988079,278953.700000003,HRV,HRV_0145,2022-11-30 17:55:44
Dorito is Spanish for little golden things,1,What does Dorito actually mean?,434,0.653,71,278953.8000000119,,q,S,1501.5,281637.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
Canadian Oil,3,What is canola an abbreviation for?,436,1.021,72,281637.8000000119,,q,S,1898.199999988079,285090.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
University of Phoenix,5,"What school has the most students over age 25, according to U.S. News & World Report?",256,1.41,73,285090.10000000894,,q,S,2182.3999999910593,289224.60000000894,HRV,HRV_0145,2022-11-30 17:55:44
New York,5,Which state has the zip code 12345?,354,1.358,74,289224.60000000894,,q,S,1631.2999999970198,292738.60000000894,HRV,HRV_0145,2022-11-30 17:55:44
James Buchanan ,2,Who was the only U.S. president never to be married?,383,1.987,75,292738.60000000894,,p,K,1773.5,297013.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Sri Lanka,1,Ninety percent of the world's true cinnamon comes from what island nation? ,74,0.646,76,297013.10000000894,,q,S,2042.7000000029802,300228.200000003,HRV,HRV_0145,2022-11-30 17:55:44
Crocodiles,5,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",330,1.331,77,300228.200000003,,q,S,1867.2000000029802,303963.0,HRV,HRV_0145,2022-11-30 17:55:44
"the Red Hot Chili Peppers, followed closely by Meatloaf",5,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.885,78,303963.0,,q,S,3540.800000011921,309911.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Ripe cranerries bounce when dropped on the ground,3,How do farmers test whether cranberries are ripe?,452,0.781,79,309911.3000000119,,q,S,1577.0999999940395,312805.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
The paper clip,6,"""Gem"" is the trade name for the most common, three-loop design of what?",4,1.396,80,312805.3000000119,,q,S,1787.0999999940395,316521.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
The old-fashioned,1,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,0.775,81,316521.8000000119,,q,S,3357.2999999970198,321179.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
It causes sour foods subsequently consumed to taste sweet. ,6,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,0.704,82,321179.200000003,,q,S,1875.2999999970198,324284.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Butt,4,The adjective callipygian refers to someone who has a beautiful what? ,88,1.14,83,324284.10000000894,,q,S,1786.3999999910593,327736.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Chicago,3,What city has the only drive-thru post office in the world? ,147,1.493,84,327736.3000000119,,q,S,1967.2999999970198,331728.5,HRV,HRV_0145,2022-11-30 17:55:44
The Missouri River ,6,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?",179,0.941,85,331728.5,,q,S,2030.5,335226.5,HRV,HRV_0145,2022-11-30 17:55:44
France,1,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,1.023,86,335226.5,,q,S,1683.800000011921,338446.0,HRV,HRV_0145,2022-11-30 17:55:44
lobster,5,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.611,87,338446.0,,p,K,2992.800000011921,343580.5,HRV,HRV_0145,2022-11-30 17:55:44
Turkey,7,Which animal was named for what was wrongly thought to be its country of origin? ,326,1.986,88,343580.60000000894,,q,S,2123.3999999910593,348204.5,HRV,HRV_0145,2022-11-30 17:55:44
Delaware,6,"Excepting Alaska and Louisiana, what US state is divided into the fewest counties, with only three?",38,1.496,89,348204.5,,q,S,2899.4000000059605,353133.0,HRV,HRV_0145,2022-11-30 17:55:44
Nuclear Disarmament,3,"The famous ""peace symbol"" was designed to combine the semaphoe positions for N and D. What do the N and D stand for?",97,1.91,90,353133.0,,q,S,3706.800000011921,359288.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Benjamin Franklin ,6,"Who carried hundreds of imported books in his Philadelphia shop in the 1730s, the same decade in which he started America's first lending library?",362,1.278,91,359288.200000003,,q,S,3919.2000000029802,365007.0,HRV,HRV_0145,2022-11-30 17:55:44
Pride and Prejudice,1,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,1.586,92,365007.0,,q,S,2280.2000000029802,369394.5,HRV,HRV_0145,2022-11-30 17:55:44
George Orwell ,2,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,0.663,93,369394.5,,q,S,1548.4000000059605,372118.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Ian Thorpe ,3,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,370,1.556,94,372118.10000000894,,p,K,3289.5,377489.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Texas,6,"In what state was the U.S.'s first ""Adopt-a-Highway"" program started?",67,1.704,95,377489.10000000894,,q,S,1734.0999999940395,381461.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Your blind spot,5,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,1.44,96,381461.200000003,,q,S,1818.2000000029802,385246.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
Mae West,3,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,0.75,97,385246.8000000119,,q,S,2864.7999999970198,389378.5,HRV,HRV_0145,2022-11-30 17:55:44
Fiber is the gut bacteria's preferred fuel source. ,5,What food is most beneficial for your gut bacteria?,458,1.828,98,389378.5,,p,K,1829.7000000029802,393561.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
pastry,7,Choux and filo are two types of what food product?,446,1.746,99,393561.3000000119,,q,S,1702.199999988079,397537.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
Coca-Cola,1,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,0.742,100,397537.8000000119,,q,S,1630.199999988079,400437.0,HRV,HRV_0145,2022-11-30 17:55:44
The Super Bowl ,1,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,255,1.853,101,400437.0,,p,K,2771.4000000059605,405594.60000000894,HRV,HRV_0145,2022-11-30 17:55:44
Twenty-fourth ,1,Which Constitutional Amendment deals with poll taxes? ,335,1.842,102,405594.60000000894,,q,S,1757.5,409716.5,HRV,HRV_0145,2022-11-30 17:55:44
Ear ,5,"The pinna is the outer, visible part of what?",103,1.564,103,409716.5,,q,S,2194.1000000089407,413991.90000000596,HRV,HRV_0145,2022-11-30 17:55:44
Bacon,1,"In Britain, what kind of meat comes in rashers?",397,1.988,104,413992.0,,q,S,1730.9000000059605,418232.60000000894,HRV,HRV_0145,2022-11-30 17:55:44
Copperhead snake,1,Which poisonous snake smells like fresh cut cucumbers? ,350,1.77,105,418232.60000000894,,q,S,1870.8999999910593,422405.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
Luxor,4,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,8,0.741,106,422405.8000000119,,q,S,1681.5999999940395,425344.5,HRV,HRV_0145,2022-11-30 17:55:44
Claudius,3,Which Roman emperor had a speech impediment?  ,351,1.531,107,425344.5,,q,S,1746.2000000029802,429140.60000000894,HRV,HRV_0145,2022-11-30 17:55:44
Aluminum,7,Bauxite ore is mined so it can be processed into what metal?,25,1.371,108,429140.60000000894,,q,S,1578.7999999970198,432614.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Latex. This is known as the latex-fruit syndrome. ,2,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.563,109,432614.3000000119,,q,S,3737.5999999940395,438431.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Iraq,3,In which country were the Hanging Gardens of Babylon located?,69,1.101,110,438431.3000000119,,q,S,1560.0999999940395,441632.5,HRV,HRV_0145,2022-11-30 17:55:44
Lava lamp ,6,What was first made by suspending paraffin in a solution of water and antifreeze? ,276,1.264,111,441632.5,,q,S,1903.0,445335.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Rabbit,7,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,221,1.508,112,445335.200000003,,q,S,1784.1000000089407,449151.700000003,HRV,HRV_0145,2022-11-30 17:55:44
Bling bling ,1,What term does rapper B.G. say he wishes he'd patented when he used it for the title of his massive 1999 hit?,264,0.792,113,449151.700000003,,q,S,3512.7000000029802,453992.40000000596,HRV,HRV_0145,2022-11-30 17:55:44
Speed of wind,7,What does an anemometer measure? ,168,1.096,114,453992.40000000596,,p,K,2117.7999999970198,457730.60000000894,HRV,HRV_0145,2022-11-30 17:55:44
Holy Roman Emperor Henry IV ,5,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,1.964,115,457730.60000000894,,q,S,1820.5,462028.0,HRV,HRV_0145,2022-11-30 17:55:44
American Beauty,4,What Oscar-winning Best Picture is named for a type of rose? ,240,1.09,116,462028.0,,q,S,2922.7000000029802,466561.700000003,HRV,HRV_0145,2022-11-30 17:55:44
Medicine,4,What industry uses 20% of China's harvested plants?  ,188,0.712,117,466561.700000003,,q,S,1709.2000000029802,469501.200000003,HRV,HRV_0145,2022-11-30 17:55:44
spiced ham,3,What two words were combined to make the word Spam?,426,1.987,118,469501.200000003,,q,S,1801.1000000089407,473816.0,HRV,HRV_0145,2022-11-30 17:55:44
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",3,Cooking which food requires over two years of training?,461,1.336,119,473816.0,,q,S,2462.9000000059605,478144.5,HRV,HRV_0145,2022-11-30 17:55:44
Nutmeg,4,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.387,120,478144.5,,q,S,2013.7000000029802,482062.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
Sepia,2,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.113,121,482062.8000000119,,q,S,1903.3999999910593,485607.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
The Korean War,7,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",126,0.573,122,485607.8000000119,,q,S,1894.5999999940395,488590.5,HRV,HRV_0145,2022-11-30 17:55:44
The crust and the mantle,4,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,1.901,123,488590.5,,q,S,1912.4000000059605,492923.700000003,HRV,HRV_0145,2022-11-30 17:55:44
Mouse,7,What is the most common mammal in the U.S.? ,205,0.543,124,492923.700000003,,q,S,1563.2999999970198,495550.40000000596,HRV,HRV_0145,2022-11-30 17:55:44
A mine shaft passage,3,What is an adit?  ,197,0.668,125,495550.40000000596,,q,S,1623.7000000029802,498368.200000003,HRV,HRV_0145,2022-11-30 17:55:44
Brazil,5,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,1.936,126,498368.200000003,,q,S,2815.7000000029802,503644.5,HRV,HRV_0145,2022-11-30 17:55:44
Saffron,5,What is the most expensive spice (by weight) in the world?,431,1.225,127,503644.60000000894,,q,S,1890.8999999910593,507297.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
over 10 billion donuts. ,3,How many donuts are concumed in the US every year?,463,1.016,128,507297.3000000119,,q,S,2238.5999999940395,511083.40000000596,HRV,HRV_0145,2022-11-30 17:55:44
The Galapagos Islands ,2,What islands are home to most of the world's blue-footed boobies? ,216,1.102,129,511083.40000000596,,q,S,1932.4000000059605,514654.5,HRV,HRV_0145,2022-11-30 17:55:44
Joan of Arc's ,5,"Whose remains were thrown in the Seine River on May 30, 1431? ",389,1.084,130,514654.5,,q,S,1713.5,517979.0,HRV,HRV_0145,2022-11-30 17:55:44
Sweden,3,What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?,237,1.711,131,517979.0,,q,S,2652.9000000059605,522866.10000000894,HRV,HRV_0145,2022-11-30 17:55:44
Roulette,3,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,182,0.741,132,522866.10000000894,,q,S,1923.8999999910593,526053.3000000119,HRV,HRV_0145,2022-11-30 17:55:44
Hong Kong ,7,What city's harbor is overlooked by Victoria Peak? ,185,1.815,133,526053.3000000119,,q,S,1906.199999988079,530311.200000003,HRV,HRV_0145,2022-11-30 17:55:44
Come by her,3,"The title of the song ""Kumbaya"" is actually a distortion of what three-word phrase?",106,1.269,134,530311.200000003,,q,S,1800.4000000059605,533902.700000003,HRV,HRV_0145,2022-11-30 17:55:44
Woodrow Wilson,1,Which U.S. president's home was named Shadow Lawn?,356,1.746,135,533902.700000003,,q,S,1769.2000000029802,537942.200000003,HRV,HRV_0145,2022-11-30 17:55:44
It's stamped on the coin's edge.,7,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,0.642,136,537942.3000000119,,p,K,3168.5999999940395,542276.900000006,HRV,HRV_0145,2022-11-30 17:55:44
KISS ,1,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,0.989,137,542277.0,,q,S,1514.6000000089407,545293.5,HRV,HRV_0145,2022-11-30 17:55:44
Oxygen,2,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,0.566,138,545293.5,,q,S,2114.4000000059605,548499.8000000119,HRV,HRV_0145,2022-11-30 17:55:44
