Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Oklahoma,4,"What U.S. state has the slogan ""Native America"" on its license plates?",271,0.776,31,335255.39999997616,t,W,3604.0,341377.89999997616,345391.1999999285,3,589.0,347271.2999999523,HRV,HRV_0317,2022-11-30 22:51:00
Columbia,7,What company introduced the first LP record albums?  ,155,1.142,32,347271.39999997616,t,W,2732.399999976158,352523.89999997616,356538.5,1,1217.3999999761581,359421.5,HRV,HRV_0317,2022-11-30 22:51:00
Tse-tse fly,2,What transmits the disease typanosomiasis to humans and cattle? ,267,1.882,33,359421.59999990463,t,W,2870.100000023842,364818.89999997616,368843.0,3,761.1999999284744,372005.5,HRV,HRV_0317,2022-11-30 22:51:00
The Chrysler Building ,2,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,0.879,34,372005.5,t,W,4638.299999952316,379165.7999999523,383184.09999990463,2,923.6000000238419,385515.2999999523,HRV,HRV_0317,2022-11-30 22:51:00
General Electric ,6,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,1.286,35,385515.39999997616,t,W,2776.399999976158,390811.89999997616,394824.39999997616,2,931.7999999523163,397555.39999997616,HRV,HRV_0317,2022-11-30 22:51:00
Sepia,1,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.877,36,397555.6999999285,t,W,6504.100000023842,406588.0,410610.89999997616,4,1081.2999999523163,414098.2999999523,HRV,HRV_0317,2022-11-30 22:51:00
Cement,1,"The SS Faith, a ship built by Leslie Comyn, was made of what unique material?",105,1.422,37,414098.39999997616,t,W,2713.0,419325.0,423337.09999990463,4,1194.2000000476837,426476.39999997616,HRV,HRV_0317,2022-11-30 22:51:00
The sky,4,The Linke Scale is used to measure the blueness of what?,101,1.739,38,426476.5,t,W,2223.1999999284744,431220.89999997616,435233.09999990463,3,995.1000000238419,438500.39999997616,HRV,HRV_0317,2022-11-30 22:51:00
chickpeas,4,What is used to make hummus?,424,0.517,39,438500.5,p,K,3327.2999999523163,,,,,442864.39999997616,HRV,HRV_0317,2022-11-30 22:51:00
Germany,1,Which European country was the first to produce decaffeinated coffee? ,412,1.195,40,442864.39999997616,t,W,2811.399999976158,448197.0,452213.0,5,935.1999999284744,454872.2999999523,HRV,HRV_0317,2022-11-30 22:51:00
Sao Paulo,6,What's the most populous city in the Southern Hemisphere?,304,0.859,41,454872.39999997616,t,W,2355.399999976158,459760.89999997616,463777.39999997616,4,634.7999999523163,465800.2999999523,HRV,HRV_0317,2022-11-30 22:51:00
Sapphire,5,What type of stone is referred to as the Star of India?  ,270,1.077,42,465800.5,t,W,2091.2999999523163,470416.89999997616,474429.5,3,534.5999999046326,476558.39999997616,HRV,HRV_0317,2022-11-30 22:51:00
Dorito is Spanish for little golden things,1,What does Dorito actually mean?,434,1.065,43,476558.39999997616,t,W,2813.399999976158,481896.89999997616,485915.0,4,960.6999999284744,488472.5,HRV,HRV_0317,2022-11-30 22:51:00
Blue,4,Lobster blood is what color?,73,1.048,44,488472.5,t,W,1995.1999999284744,492983.89999997616,496998.1999999285,2,1077.5,499643.39999997616,HRV,HRV_0317,2022-11-30 22:51:00
I'm a Believer ,6,What Monkees number one hit was written by a young Neil Diamond? ,233,1.812,45,499643.6999999285,t,W,3000.100000023842,505171.89999997616,509186.1999999285,3,1041.8999999761581,512567.39999997616,HRV,HRV_0317,2022-11-30 22:51:00
Australia,5,"""Welcome Stranger,"" the largest nugget of gold discovered, weighed 158 pounds and was discovered in what country?",5,0.804,46,512567.59999990463,t,W,3396.2000000476837,518492.0,522508.5,4,791.5999999046326,524619.5,HRV,HRV_0317,2022-11-30 22:51:00
Violin,2,What instrument was invented to sound like a human singing? ,189,1.877,47,524619.5999999046,t,W,2327.8000000715256,529477.8999999762,533496.0,3,540.0999999046326,536426.3999999762,HRV,HRV_0317,2022-11-30 22:51:00
Latex. This is known as the latex-fruit syndrome. ,2,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.847,48,536426.3999999762,t,W,3617.5,542561.8999999762,546575.5,4,1036.1999999284744,549983.5,HRV,HRV_0317,2022-11-30 22:51:00
Gabriele Falloppio ,6,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,217,1.132,49,549983.5,t,W,3979.899999976158,556482.0,560497.7999999523,2,946.0,563129.3999999762,HRV,HRV_0317,2022-11-30 22:51:00
The Ritz (Hotel),1,"F. Scott Fitzgerald wrote a famous short story about ""A Diamond as Big as"" what New York landmark?",39,0.688,50,563129.5999999046,t,W,4986.100000023842,570635.8999999762,574645.8999999762,3,909.7999999523163,576765.5,HRV,HRV_0317,2022-11-30 22:51:00
Let's spend some time together,4,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,0.859,51,576765.5999999046,t,W,3622.100000023842,582903.6999999285,586913.8999999762,2,938.1999999284744,589239.7999999523,HRV,HRV_0317,2022-11-30 22:51:00
Come by her,5,"The title of the song ""Kumbaya"" is actually a distortion of what three-word phrase?",106,0.983,52,589239.7999999523,t,W,2539.899999976158,594301.7999999523,598313.8999999762,3,522.2999999523163,600335.2999999523,HRV,HRV_0317,2022-11-30 22:51:00
