Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Saffron,3,What is the most expensive spice (by weight) in the world?,431,0.918,14,119859.5,t,W,2326.8000000000466,124725.80000000005,128748.8999999999,4,919.1000000000931,131115.19999999995,HRV,HRV_0173,2022-11-30 18:09:31
The crocodile,2,The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?,95,0.811,15,131115.30000000005,q,S,3328.7999999998137,,,,,135781.09999999986,HRV,HRV_0173,2022-11-30 18:09:31
Mung beans ,3,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.179,16,135781.09999999986,q,S,4480.700000000186,,,,,141971.19999999995,HRV,HRV_0173,2022-11-30 18:09:31
Sri Lanka,4,Ninety percent of the world's true cinnamon comes from what island nation? ,74,0.685,17,141971.19999999995,t,W,3674.5,148150.09999999986,152167.30000000005,4,1239.5,154607.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
The old-fashioned,2,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.219,18,154607.3999999999,q,S,2840.6999999999534,,,,,159181.30000000005,HRV,HRV_0173,2022-11-30 18:09:31
World War I,5,"During which war was ""The African Queen"" set?",34,1.358,19,159181.30000000005,q,S,2850.899999999907,,,,,163923.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
North Korea,6,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,1.888,20,163923.3999999999,q,S,4982.699999999953,,,,,171323.30000000005,HRV,HRV_0173,2022-11-30 18:09:31
Pig,4,What is the only type of animal besides a human that can get a sunburn?,212,0.595,21,171323.30000000005,t,W,2647.1999999999534,176496.3999999999,180513.8999999999,4,1018.5,182654.80000000005,HRV,HRV_0173,2022-11-30 18:09:31
cooking,5,"If you suffer from Mageirocophobia, what are you scared of?",438,1.09,22,182654.80000000005,q,S,2813.899999999907,,,,,187086.09999999986,HRV,HRV_0173,2022-11-30 18:09:31
PayPal,1,YouTube.com is the brainchild of three former employees of what other major website? ,396,1.668,23,187086.09999999986,t,W,7263.5,196874.3999999999,200894.30000000005,5,1097.2999999998137,204167.19999999995,HRV,HRV_0173,2022-11-30 18:09:31
Love Me Do ,2,What was The Beatles's first song to hit the UK charts?,280,0.627,24,204167.19999999995,q,S,2304.6999999999534,,,,,207623.80000000005,HRV,HRV_0173,2022-11-30 18:09:31
France,2,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,0.523,25,207623.80000000005,q,S,3361.1999999999534,,,,,212022.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
The World Almanac and Book of Facts,7,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,1.408,26,212022.3999999999,q,S,4532.100000000093,,,,,218500.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
Don Adams,2,Who provided the voice for cartoon character Inspector Gadget? ,372,1.858,27,218500.3999999999,t,W,3085.9000000001397,224113.09999999986,228137.69999999995,5,1065.8000000000466,231592.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
Francisco Goya,5,"After a fever took his hearing, who painted his bleak ""Black Paintings"" in a house called Quinta del Sordo, Spanish for ""House of the Deaf Man""?",15,1.91,28,231592.3999999999,q,S,3429.0,,,,,237451.09999999986,HRV,HRV_0173,2022-11-30 18:09:31
The evacuation of Saigon,5,"""White Christmas"" playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",6,1.169,29,237451.09999999986,t,W,5116.40000000014,245080.59999999986,249092.3999999999,4,1627.1999999999534,252418.69999999995,HRV,HRV_0173,2022-11-30 18:09:31
Grace Kelly ,1,What was the name of the American actress who was first to appear on a postage stamp?  ,288,0.885,30,252418.69999999995,t,W,3853.399999999907,258782.5,262804.8999999999,4,1668.8000000000466,265893.30000000005,HRV,HRV_0173,2022-11-30 18:09:31
"the white flesh that houses the seeds, known as the placenta",4,What is the hottest part of a chili?,432,0.668,31,265893.30000000005,q,S,1678.1999999999534,,,,,268751.80000000005,HRV,HRV_0173,2022-11-30 18:09:31
Cell,6,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,0.744,32,268751.80000000005,q,S,2162.7999999998137,,,,,272186.0,HRV,HRV_0173,2022-11-30 18:09:31
Bile,1,"Two of the ""four humors"" the ancients believed controlled temperament consist of what bodily fluid?",118,1.96,33,272186.0,t,W,3921.5,278641.8999999999,282656.3999999999,2,516.6999999999534,285657.69999999995,HRV,HRV_0173,2022-11-30 18:09:31
Shoe sizes,3,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,0.804,34,285657.69999999995,q,S,3076.100000000093,,,,,290062.80000000005,HRV,HRV_0173,2022-11-30 18:09:31
honey,3,Which is the only food that can never go off or go bad?,442,1.464,35,290062.80000000005,t,W,3071.5999999998603,295657.80000000005,299673.8999999999,5,838.0,302486.30000000005,HRV,HRV_0173,2022-11-30 18:09:31
"Third finger, left hand ",4,What part of his body did Keith Richards insure for a million pounds?,243,1.243,36,302486.3999999999,q,S,2170.8000000000466,,,,,306422.0,HRV,HRV_0173,2022-11-30 18:09:31
Papillae,3,What are the bumps on the tongue that carry the taste buds called? ,137,1.069,37,306422.0,q,S,2258.8000000000466,,,,,310278.09999999986,HRV,HRV_0173,2022-11-30 18:09:31
chickpeas,2,What is used to make hummus?,424,1.577,38,310278.09999999986,p,K,3716.5,,,,,316099.59999999986,HRV,HRV_0173,2022-11-30 18:09:31
Kiwi,3,"Which bird species has survived more than 70 million years, despite the fact that it lays one egg a year and is nearly blind?",331,0.8,39,316099.69999999995,t,W,4831.699999999953,323453.80000000005,327472.09999999986,5,1372.2000000001863,330170.09999999986,HRV,HRV_0173,2022-11-30 18:09:31
Grover Cleveland ,6,Who was the only U.S. president to have been married in the White House? ,385,1.741,40,330170.09999999986,q,S,3019.2000000001863,,,,,335456.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
lobster,4,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.176,41,335456.3999999999,q,S,3262.0,,,,,340422.59999999986,HRV,HRV_0173,2022-11-30 18:09:31
The Blair Witch Project,6,"What 1990's movie was filmed on a budget of $60,000 but grossed over $100 million? ",125,1.224,42,340422.59999999986,q,S,3544.0,,,,,345708.09999999986,HRV,HRV_0173,2022-11-30 18:09:31
Tse-tse fly,7,What transmits the disease typanosomiasis to humans and cattle? ,267,1.782,43,345708.09999999986,q,S,4836.700000000186,,,,,352857.19999999995,HRV,HRV_0173,2022-11-30 18:09:31
Air bags,3,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,0.541,44,352857.19999999995,t,W,3472.5,358857.3999999999,362864.30000000005,4,826.0,364760.5,HRV,HRV_0173,2022-11-30 18:09:31
Social Security,2,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.615,45,364760.5,t,W,3770.399999999907,371067.8999999999,375082.5,3,761.3000000000466,377987.80000000005,HRV,HRV_0173,2022-11-30 18:09:31
George VI,6,Who was the last British Monarch to also be an emperor?  ,381,1.282,46,377987.80000000005,q,S,2753.899999999907,,,,,382535.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
Orville Wright,7,Who was flying the plane in which the first US airplane fatality occurred? ,377,1.059,47,382535.3999999999,q,S,2278.5,,,,,386391.8999999999,HRV,HRV_0173,2022-11-30 18:09:31
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,6,What is the most fattening product in the modern diet?,457,1.767,48,386391.8999999999,q,S,2911.600000000093,,,,,391582.09999999986,HRV,HRV_0173,2022-11-30 18:09:31
Radioactivity,4,What is measured in becquerels? ,201,1.135,49,391582.09999999986,q,S,1632.4000000001397,,,,,394880.0,HRV,HRV_0173,2022-11-30 18:09:31
"the Red Hot Chili Peppers, followed closely by Meatloaf",2,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.915,50,394880.0,t,W,4304.300000000047,401706.8999999999,405724.5,5,653.5,408821.30000000005,HRV,HRV_0173,2022-11-30 18:09:31
Roulette,5,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,182,1.715,51,408821.30000000005,q,S,3652.6999999999534,,,,,414723.0,HRV,HRV_0173,2022-11-30 18:09:31
Brine Shrimp ,1,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,0.512,52,414723.0,t,W,2992.6999999999534,420237.69999999995,424252.09999999986,1,1192.5,426478.09999999986,HRV,HRV_0173,2022-11-30 18:09:31
Asparagus,5,what vegetable loses its flavour the quickest?,451,1.952,53,426478.09999999986,q,S,2407.2000000001863,,,,,431362.30000000005,HRV,HRV_0173,2022-11-30 18:09:31
Fiber is the gut bacteria's preferred fuel source. ,2,What food is most beneficial for your gut bacteria?,458,1.756,54,431362.30000000005,t,W,2635.0,436535.0,440553.0,4,2223.0,445055.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
potein,6,"What nutrient comes from meat, eggs, and fish?",433,0.722,55,445055.3999999999,t,W,4449.0,452025.59999999986,456044.09999999986,3,1069.7000000001863,458362.5,HRV,HRV_0173,2022-11-30 18:09:31
Rhesus antigens (Rh or RhD),4,"What is absent in ""negative"" blood types like O negative and AB negative? ",196,1.054,56,458362.59999999986,q,S,2119.8000000000466,,,,,462068.8999999999,HRV,HRV_0173,2022-11-30 18:09:31
Coca-Cola,2,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,0.912,57,462069.0,t,W,3503.0999999998603,468088.5,472104.59999999986,3,643.7000000001863,474188.80000000005,HRV,HRV_0173,2022-11-30 18:09:31
Ginseng ,2,"What plant takes its name for the Chinese words for ""man root""? ",245,0.529,58,474188.80000000005,q,S,2072.0999999998603,,,,,477330.5,HRV,HRV_0173,2022-11-30 18:09:31
Bruce Springsteen's Born in the USA ,6,What was the first CD pressed for commerical release in the U.S.?,282,0.884,59,477330.5,q,S,2179.1999999999534,,,,,480911.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
All in the Family ,7,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",311,1.418,60,480911.3999999999,p,K,4383.300000000047,,,,,487221.0,HRV,HRV_0173,2022-11-30 18:09:31
Mickey Finn,3,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,241,1.451,61,487221.0,q,S,2705.899999999907,,,,,491899.30000000005,HRV,HRV_0173,2022-11-30 18:09:31
Cadabra.com ,1,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,287,1.708,62,491899.30000000005,t,W,3445.0999999998603,497868.80000000005,501885.5,1,2131.5999999998603,506254.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
Rat,3,Which animal can go longer without water than a camel can? ,323,1.405,63,506254.3999999999,q,S,2748.0,,,,,510942.30000000005,HRV,HRV_0173,2022-11-30 18:09:31
On Christ's crucifix ,4,"Where did the abbreviation ""INRI"" traditionally appear? ",315,1.861,64,510942.30000000005,q,S,2109.1999999999534,,,,,515431.8999999999,HRV,HRV_0173,2022-11-30 18:09:31
Pen(n)sylvania ,3,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,1.171,65,515431.8999999999,q,S,3091.4000000001397,,,,,520236.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
Green Eggs and Ham,4,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.124,66,520236.3999999999,q,S,2512.1999999999534,,,,,524394.0999999999,HRV,HRV_0173,2022-11-30 18:09:31
Uncle Tom's Cabin ,4,What was the first American novel to sell one million copies? ,281,1.247,67,524394.0999999999,t,W,2723.4000000001397,529649.0999999999,533663.8,2,503.79999999981374,535948.0999999999,HRV,HRV_0173,2022-11-30 18:09:31
Oxygen,2,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,1.644,68,535948.0999999999,q,S,3339.100000000093,,,,,541463.7,HRV,HRV_0173,2022-11-30 18:09:31
Xanadu ,3,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,0.64,69,541463.7,q,S,2392.3000000000466,,,,,545018.8,HRV,HRV_0173,2022-11-30 18:09:31
Bamboo ,4,What were the first modern Olympic pole vaulters' poles made of? ,296,1.028,70,545018.8,q,S,2574.5999999998603,,,,,549142.5999999999,HRV,HRV_0173,2022-11-30 18:09:31
Columbia,3,What company introduced the first LP record albums?  ,155,1.43,71,549142.5999999999,t,W,2299.5,553967.5999999999,557977.8999999999,3,545.8000000000466,560474.3,HRV,HRV_0173,2022-11-30 18:09:31
Monrovia,1,What African capital city is named after a U.S. president? ,128,1.035,72,560474.3,t,W,3177.1999999999534,566174.5999999999,570193.8999999999,4,619.8000000000466,572365.7,HRV,HRV_0173,2022-11-30 18:09:31
" ""!"" ",3,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,1.687,73,572365.7,q,S,4256.300000000047,,,,,578839.2,HRV,HRV_0173,2022-11-30 18:09:31
The nock,2,What slot on the back of an arrow's shaft keeps it on the bowstring? ,259,0.778,74,578839.2,q,S,2431.0,,,,,582566.3999999999,HRV,HRV_0173,2022-11-30 18:09:31
Paris,1,"What city is home to the world's very first pet cemetery, in which Rin Tin Tin is buried?",148,1.815,75,582566.3999999999,t,W,3136.0,588222.5,592239.5,5,1017.1999999999534,595603.5,HRV,HRV_0173,2022-11-30 18:09:31
Mountain Dew,2,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.648,76,595603.5,q,S,4245.800000000047,,,,,601026.2,HRV,HRV_0173,2022-11-30 18:09:31
