Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Ian Thorpe ,5,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,370,0.553,21,183002.89999985695,q,S,4904.0,,,,,188972.39999985695,HRV,HRV_0058,2022-11-30 18:02:14
Australia,5,"""Welcome Stranger,"" the largest nugget of gold discovered, weighed 158 pounds and was discovered in what country?",5,0.995,22,188972.39999985695,p,K,6541.400000095367,,,,,197028.0,HRV,HRV_0058,2022-11-30 18:02:14
Aluminum,1,Bauxite ore is mined so it can be processed into what metal?,25,1.135,23,197028.09999990463,q,S,3801.2000000476837,,,,,202497.20000004768,HRV,HRV_0058,2022-11-30 18:02:14
Adding olive juice,6,What turns a plain martini into a dirty martini?,440,1.511,24,202497.20000004768,p,K,5112.5,,,,,209632.70000004768,HRV,HRV_0058,2022-11-30 18:02:14
Brazil,4,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,1.694,25,209632.70000004768,q,S,8390.699999809265,,,,,220241.29999995232,HRV,HRV_0058,2022-11-30 18:02:14
honey,2,Which is the only food that can never go off or go bad?,442,0.535,26,220241.29999995232,p,K,5162.099999904633,,,,,226449.09999990463,HRV,HRV_0058,2022-11-30 18:02:14
Hey Jude,4,What Beatles song lasted the longest on the American charts? ,143,1.877,27,226449.20000004768,q,S,6173.899999856949,,,,,235013.0,HRV,HRV_0058,2022-11-30 18:02:14
Japan ,5,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,0.715,28,235013.0,q,S,5050.5,,,,,241285.20000004768,HRV,HRV_0058,2022-11-30 18:02:14
Columbus Circle ,5,What Manhattan intersection was America's first traffic circle?,228,1.62,29,241285.20000004768,q,S,4586.5,,,,,248003.29999995232,HRV,HRV_0058,2022-11-30 18:02:14
Avocado,1,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,0.954,30,248003.29999995232,p,K,5303.599999904633,,,,,254780.70000004768,HRV,HRV_0058,2022-11-30 18:02:14
Matches,4,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.059,31,254780.70000004768,q,S,6128.099999904633,,,,,262511.39999985695,HRV,HRV_0058,2022-11-30 18:02:14
Eric the Red,4,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",12,0.8,32,262511.5,,,,,,,,272033.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Zinfindel,4,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,0.893,33,272033.7000000477,q,S,6233.399999856949,,,,,279685.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Sri Lanka,1,Ninety percent of the world's true cinnamon comes from what island nation? ,74,1.125,34,279685.7999999523,q,S,3792.2000000476837,,,,,285129.2999999523,HRV,HRV_0058,2022-11-30 18:02:14
Green Eggs and Ham,5,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.71,35,285129.39999985695,q,S,2835.9000000953674,,,,,290202.09999990463,HRV,HRV_0058,2022-11-30 18:02:14
Model train set,7,HO scale is the world's most popular size of what?,45,0.66,36,290202.2000000477,q,S,4034.2999999523163,,,,,295424.39999985695,HRV,HRV_0058,2022-11-30 18:02:14
Dragonflies,6,"Which insect, one of the fastest, can fly at speeds up to 60 mph? ",342,1.937,37,295424.39999985695,t,W,4526.200000047684,302478.5,306497.7000000477,5,763.5999999046326,309723.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Habanero,5,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.541,38,309723.7000000477,q,S,5839.099999904633,,,,,317637.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Coca-cola,4,What popular drink was first marketed as a brain tonic?,405,0.945,39,317637.7000000477,p,K,3351.7999999523163,,,,,322468.89999985695,HRV,HRV_0058,2022-11-30 18:02:14
Pride and Prejudice,6,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,0.858,40,322468.89999985695,q,S,4022.4000000953674,,,,,327873.2000000477,HRV,HRV_0058,2022-11-30 18:02:14
Woodrow Wilson,7,Which U.S. president's home was named Shadow Lawn?,356,1.156,41,327873.2000000477,q,S,5858.5,,,,,335417.89999985695,HRV,HRV_0058,2022-11-30 18:02:14
Syzygy,5,What's the astronomical term for three celestial bodies aligning?   ,302,1.435,42,335417.89999985695,q,S,6576.300000190735,,,,,343944.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Quotations ,3,What did the letter Q originally stand for in NASDAQ?  ,165,0.591,43,343944.7999999523,q,S,5648.799999952316,,,,,350711.2000000477,HRV,HRV_0058,2022-11-30 18:02:14
The Chrysler Building ,5,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,1.604,44,350711.2999999523,,,,,,,,360232.2000000477,HRV,HRV_0058,2022-11-30 18:02:14
Coca-Cola,6,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.426,45,360232.2000000477,t,W,6476.699999809265,369234.7000000477,373255.09999990463,3,3357.2999999523163,378572.0,HRV,HRV_0058,2022-11-30 18:02:14
Michael Dell,1,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,1.272,46,378572.09999990463,q,S,4013.100000143051,,,,,384381.5,HRV,HRV_0058,2022-11-30 18:02:14
pastry,7,Choux and filo are two types of what food product?,446,1.171,47,384381.5,q,S,2481.0999999046326,,,,,388562.2999999523,HRV,HRV_0058,2022-11-30 18:02:14
Lava lamp ,2,What was first made by suspending paraffin in a solution of water and antifreeze? ,276,1.452,48,388562.2999999523,q,S,7195.299999952316,,,,,397721.7999999523,HRV,HRV_0058,2022-11-30 18:02:14
On Christ's crucifix ,4,"Where did the abbreviation ""INRI"" traditionally appear? ",315,0.568,49,397721.7999999523,q,S,1568.2000000476837,,,,,400378.7999999523,HRV,HRV_0058,2022-11-30 18:02:14
Bright red,4,Vitamin A is largely available in natural food sources with which colour?,448,1.214,50,400378.89999985695,p,K,4398.700000047684,,,,,406506.39999985695,HRV,HRV_0058,2022-11-30 18:02:14
Koala,3,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.446,51,406506.39999985695,q,S,7971.700000047684,,,,,416450.0,HRV,HRV_0058,2022-11-30 18:02:14
Haricot beans,2,Baked beans are made from what type of bean?,443,1.823,52,416450.0,q,S,4105.5,,,,,422908.89999985695,HRV,HRV_0058,2022-11-30 18:02:14
Thrust,1,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,1.182,53,422908.89999985695,q,S,4943.400000095367,,,,,429558.2999999523,HRV,HRV_0058,2022-11-30 18:02:14
"Intercourse, Pennsylvania",3,"What Amish country village in Pennsylvania, where ""Witness"" was filmed, is a frequent victim of street-sign theft?",130,1.4,54,429558.39999985695,q,S,3257.100000143051,,,,,434740.7999999523,HRV,HRV_0058,2022-11-30 18:02:14
The Loch Ness Monster,4,"In 1994, Christian Spurling confessed that the so-called Surgeon's Photo of 1934 was a fake. What was pictured in it?",55,0.641,55,434740.89999985695,q,S,4325.300000190735,,,,,440234.5,HRV,HRV_0058,2022-11-30 18:02:14
Frankie Avalon ,2,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,0.986,56,440234.5,q,S,4769.099999904633,,,,,446513.0,HRV,HRV_0058,2022-11-30 18:02:14
The World Almanac and Book of Facts,2,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,0.89,57,446513.0,q,S,2599.0999999046326,,,,,450530.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
The Mona Lisa,1,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,0.71,58,450530.7000000477,q,S,4760.0,,,,,456533.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Echinoderms,1,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",85,1.45,59,456533.7000000477,q,S,3918.5,,,,,462436.59999990463,HRV,HRV_0058,2022-11-30 18:02:14
Apple sauce,4,What was the first food eaten in space?,435,1.531,60,462436.59999990463,p,K,4083.2999999523163,,,,,468588.39999985695,HRV,HRV_0058,2022-11-30 18:02:14
Camel,2,Which animal's milk does not curdle? ,328,1.252,61,468588.39999985695,p,K,3281.600000143051,,,,,473661.2999999523,HRV,HRV_0058,2022-11-30 18:02:14
Don Adams,1,Who provided the voice for cartoon character Inspector Gadget? ,372,0.778,62,473661.39999985695,q,S,2714.2000000476837,,,,,477670.09999990463,HRV,HRV_0058,2022-11-30 18:02:14
Oregon ,3,"The world's smallest park, measuring two feet in diameter, is located in what U.S. state? ",112,1.65,63,477670.09999990463,q,S,4647.100000143051,,,,,484485.2000000477,HRV,HRV_0058,2022-11-30 18:02:14
Condoleeza (con dolcezza) Rice ,4,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",390,0.903,64,484485.2000000477,q,S,2863.899999856949,,,,,488779.5,HRV,HRV_0058,2022-11-30 18:02:14
Louie Louie,4,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,1.541,65,488779.5,q,S,2135.5999999046326,,,,,492969.39999985695,HRV,HRV_0058,2022-11-30 18:02:14
Ronin,3,"What Japanese word for ""wave person"" refers to a masterless samurai?  ",219,1.607,66,492969.5,q,S,4311.899999856949,,,,,499414.09999990463,HRV,HRV_0058,2022-11-30 18:02:14
Haddock,6,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.324,67,499414.2000000477,p,K,5290.699999809265,,,,,506544.59999990463,HRV,HRV_0058,2022-11-30 18:02:14
"Gail Borden, Jr. ",3,Who invented condensed milk in 1856? ,414,1.495,68,506544.7000000477,q,S,3015.5,,,,,511570.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Ginseng ,6,"What plant takes its name for the Chinese words for ""man root""? ",245,1.608,69,511570.7000000477,q,S,4854.299999952316,,,,,518560.0,HRV,HRV_0058,2022-11-30 18:02:14
Marriage,3,Gamophobia is the fear of what?,42,0.845,70,518560.09999990463,q,S,4234.5,,,,,524155.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Peanuts ,6,What snack food is an ingredient in the explosive dynamite?  ,408,0.896,71,524155.7000000477,t,W,7133.399999856949,533800.5999999046,537818.0999999046,4,1370.1000001430511,540606.2999999523,HRV,HRV_0058,2022-11-30 18:02:14
A Hawaiian goose,3,What is a nene?,195,0.788,72,540606.399999857,q,S,1590.1000001430511,,,,,543525.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Butt,5,The adjective callipygian refers to someone who has a beautiful what? ,88,1.976,73,543525.7000000477,,,,,,,,553056.399999857,HRV,HRV_0058,2022-11-30 18:02:14
Peregrine falcon,2,"With its 240 mph hunting dive, what species of raptor is the fastest animal on earth?",60,1.373,74,553056.5,q,S,6194.899999856949,,,,,561148.2999999523,HRV,HRV_0058,2022-11-30 18:02:14
AstroTurf ,2,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,1.698,75,561148.399999857,q,S,4333.800000190735,,,,,567706.2999999523,HRV,HRV_0058,2022-11-30 18:02:14
Sapphire,1,What type of stone is referred to as the Star of India?  ,270,1.014,76,567706.2999999523,p,K,5099.900000095367,,,,,574345.5,HRV,HRV_0058,2022-11-30 18:02:14
Ciabatta,6,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,0.663,77,574345.5,p,K,3538.0999999046326,,,,,579075.7000000477,HRV,HRV_0058,2022-11-30 18:02:14
Holy Roman Emperor Henry IV ,5,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,1.05,78,579075.7000000477,q,S,3234.399999856949,,,,,583872.899999857,HRV,HRV_0058,2022-11-30 18:02:14
Sepia,1,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.221,79,583872.899999857,q,S,3951.600000143051,,,,,589571.0,HRV,HRV_0058,2022-11-30 18:02:14
Giant squid,6,What is the largest creature without a backbone? ,203,1.282,80,589571.0,t,W,3885.0999999046326,595976.899999857,599988.2999999523,4,515.0999999046326,602300.7999999523,HRV,HRV_0058,2022-11-30 18:02:14
