Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Let's spend some time together,3,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,1.033,14,54823.80000001192,p,K,1542.0,57912.30000001192,,HRV,HRV_0297,2022-11-30 20:40:47
It sits beside the Finger Lakes ,6,"Why is Oneida Lake, near Syracuse, New York, sometimes called ""the thumb""?",393,1.519,15,57912.5,p,K,1629.0,61575.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Lava lamp ,5,What was first made by suspending paraffin in a solution of water and antifreeze? ,276,1.737,16,61575.89999997616,p,K,2230.0,66072.10000002384,,HRV,HRV_0297,2022-11-30 20:40:47
popscicle,3,What food was invented by an 11 year old in 1905?,450,1.203,17,66072.10000002384,q,S,1589.7999999523163,69376.19999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Latex. This is known as the latex-fruit syndrome. ,2,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.349,18,69376.19999998808,q,S,1853.699999988079,73088.19999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Canadian Oil,3,What is canola an abbreviation for?,436,1.297,19,73088.30000001192,p,K,1949.5,76848.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Odor Eaters ,5,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,248,1.693,20,76848.60000002384,q,S,1549.5,80614.80000001192,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 80321.80000001192, 'date time': 1669840312161}]",HRV,HRV_0297,2022-11-30 20:40:47
Pressure,6,What is measured in millibars? ,202,0.9,21,80615.19999998808,q,S,1518.199999988079,83552.89999997616,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 81350.69999998808, 'date time': 1669840313190}]",HRV,HRV_0297,2022-11-30 20:40:47
Coca-Cola,5,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.866,22,83552.89999997616,q,S,2036.6000000238419,87968.39999997616,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 84285.10000002384, 'date time': 1669840316124}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 84894.19999998808, 'date time': 1669840316733}]",HRV,HRV_0297,2022-11-30 20:40:47
Joan of Arc's ,4,"Whose remains were thrown in the Seine River on May 30, 1431? ",389,1.518,23,87968.39999997616,p,K,2165.0,92168.10000002384,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 88409, 'date time': 1669840320248}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 89020.19999998808, 'date time': 1669840320859}]",HRV,HRV_0297,2022-11-30 20:40:47
Liberia,4,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,1.473,24,92168.10000002384,q,S,1757.199999988079,95935.80000001192,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 92383.89999997616, 'date time': 1669840324223}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 93271, 'date time': 1669840325110}]",HRV,HRV_0297,2022-11-30 20:40:47
On Christ's crucifix ,1,"Where did the abbreviation ""INRI"" traditionally appear? ",315,0.67,25,95935.89999997616,q,S,2117.900000035763,99232.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Saffron,2,What is the most expensive spice (by weight) in the world?,431,1.058,26,99232.80000001192,q,S,2894.699999988079,103696.19999998808,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 100277.80000001192, 'date time': 1669840332117}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 101659.89999997616, 'date time': 1669840333499}]",HRV,HRV_0297,2022-11-30 20:40:47
Utah,4,"What US state advertised ""The Greatest Snow on Earth"" on its license plates? ",273,0.548,27,103696.19999998808,p,K,2109.5,106875.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
"Third finger, left hand ",4,What part of his body did Keith Richards insure for a million pounds?,243,0.883,28,106875.39999997616,p,K,1946.0,110216.19999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Bling bling ,3,What term does rapper B.G. say he wishes he'd patented when he used it for the title of his massive 1999 hit?,264,0.828,29,110216.19999998808,p,K,1541.6000000238419,113096.0,,HRV,HRV_0297,2022-11-30 20:40:47
Dorito is Spanish for little golden things,1,What does Dorito actually mean?,434,1.932,30,113096.10000002384,q,S,1645.0999999642372,117185.19999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Dark Side of the Moon,7,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,0.981,31,117185.30000001192,q,S,2276.800000011921,120952.5,,HRV,HRV_0297,2022-11-30 20:40:47
Andy Kaufman,4,Who was banned from Saturday Night Live by viewer phone vote in 1982? ,376,0.972,32,120952.60000002384,q,S,2381.199999988079,124817.0,,HRV,HRV_0297,2022-11-30 20:40:47
Mountain Dew,7,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.578,33,124817.0,q,S,1828.300000011921,127736.69999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Claudius,3,Which Roman emperor had a speech impediment?  ,351,1.164,34,127736.69999998808,q,S,1860.800000011921,131271.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Marven (Marvin) Gardens,1,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",229,1.658,35,131271.89999997616,p,K,1893.5,135336.10000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Papillae,5,What are the bumps on the tongue that carry the taste buds called? ,137,1.08,36,135336.10000002384,p,K,1805.8999999761581,138737.69999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Teapot Dome scandal,5,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,1.627,37,138737.69999998808,p,K,2075.699999988079,142952.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Yahoo!,6,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,1.116,38,142952.60000002384,q,S,1812.7999999523163,146392.80000001192,,HRV,HRV_0297,2022-11-30 20:40:47
chickpeas,7,What is used to make hummus?,424,0.877,39,146392.89999997616,q,S,1684.300000011921,149464.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Silver,5,What metal was found in Nevada's famed Comstock Lode?  ,230,1.305,40,149464.89999997616,q,S,1788.4000000357628,153072.30000001192,,HRV,HRV_0297,2022-11-30 20:40:47
Frog,4,Certain types of which animal can be frozen solid and then continue living once thawed?,30,1.573,41,153072.30000001192,p,K,2885.0,158040.19999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Pen(n)sylvania ,6,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,0.747,42,158040.19999998808,p,K,2461.0,161760.5,,HRV,HRV_0297,2022-11-30 20:40:47
Liffey,5,What river runs through Dublin?   ,253,0.691,43,161760.5,p,K,2228.699999988079,165193.0,,HRV,HRV_0297,2022-11-30 20:40:47
ZZ Top,5,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,1.63,44,165193.0,q,S,1764.0,169095.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Bouquet,4,"Young wines are said to have ""aroma."" What do older wines have instead?",395,1.526,45,169095.89999997616,p,K,2053.5,173185.0,,HRV,HRV_0297,2022-11-30 20:40:47
Cornea,3,What is the only part of the body that has no blood supply? ,211,0.684,46,173185.0,p,K,2036.1000000238419,176417.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Pieces of Skylab fell there,1,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",391,1.02,47,176417.39999997616,q,S,2219.5,180168.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
George H.W. Bush ,5,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,0.711,48,180168.69999998808,q,S,1596.4000000357628,182993.69999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Near Alaska,6,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,0.965,49,182993.80000001192,p,K,1931.3999999761581,186401.0,,HRV,HRV_0297,2022-11-30 20:40:47
Death,2,"In ancient Egypt, what was the penalty for killing a cat?",58,1.096,50,186401.0,q,S,1548.300000011921,189560.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
A Hawaiian goose,4,What is a nene?,195,1.061,51,189560.60000002384,p,K,2132.599999964237,193265.0,,HRV,HRV_0297,2022-11-30 20:40:47
Ripe cranerries bounce when dropped on the ground,2,How do farmers test whether cranberries are ripe?,452,1.896,52,193265.0,p,K,1556.5,197241.30000001192,,HRV,HRV_0297,2022-11-30 20:40:47
Charles ,4,What river runs through Boston? ,252,0.676,53,197241.30000001192,q,S,1595.5999999642372,200024.10000002384,,HRV,HRV_0297,2022-11-30 20:40:47
A mine shaft passage,3,What is an adit?  ,197,0.89,54,200024.10000002384,p,K,3620.7999999523163,205048.69999998808,,HRV,HRV_0297,2022-11-30 20:40:47
over 10 billion donuts. ,5,How many donuts are concumed in the US every year?,463,1.388,55,205048.69999998808,q,S,1669.300000011921,208616.80000001192,,HRV,HRV_0297,2022-11-30 20:40:47
San Fancisco,3,"""Dear Abby"" first appeared in a newspaper of what city?",2,1.079,56,208616.89999997616,p,K,1812.0,212025.0,,HRV,HRV_0297,2022-11-30 20:40:47
Brine Shrimp ,3,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,1.418,57,212025.0,q,S,1707.8999999761581,215665.0,,HRV,HRV_0297,2022-11-30 20:40:47
Grover Cleveland ,5,Who was the only U.S. president to have been married in the White House? ,385,0.652,58,215665.0,p,K,1939.8999999761581,218769.19999998808,,HRV,HRV_0297,2022-11-30 20:40:47
"Portland, Oregon",5,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,1.244,59,218769.19999998808,q,S,1548.1000000238419,222073.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Iraq,7,In which country were the Hanging Gardens of Babylon located?,69,1.102,60,222073.60000002384,p,K,1763.2999999523163,225449.10000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Hawaii,6,Where is the only royal palace in the United States? ,321,1.406,61,225449.10000002384,p,K,1811.699999988079,229177.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Speed of wind,7,What does an anemometer measure? ,168,1.934,62,229177.39999997616,p,K,1755.800000011921,233377.30000001192,,HRV,HRV_0297,2022-11-30 20:40:47
The World Almanac and Book of Facts,2,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,1.001,63,233377.30000001192,p,K,2507.399999976158,237401.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Espresso,5,The Italian government regulates the price of what beverage?,399,1.176,64,237401.89999997616,q,S,2795.100000023842,241889.0,,HRV,HRV_0297,2022-11-30 20:40:47
San Francisco Bay ,7,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",142,1.19,65,241889.0,p,K,2110.100000023842,245715.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Green Eggs and Ham,2,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.591,66,245715.39999997616,q,S,2017.4000000357628,249841.30000001192,,HRV,HRV_0297,2022-11-30 20:40:47
Hey Jude,4,What Beatles song lasted the longest on the American charts? ,143,0.758,67,249841.30000001192,p,K,1587.800000011921,252705.19999998808,,HRV,HRV_0297,2022-11-30 20:40:47
Mung beans ,2,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.616,68,252705.30000001192,q,S,2588.800000011921,257456.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Marriage,7,Gamophobia is the fear of what?,42,1.34,69,257456.60000002384,q,S,2083.899999976158,261392.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Choking on food,2,"Each year, approximately 125 people die of what? ",417,0.741,70,261392.60000002384,p,K,1740.0999999642372,264385.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Bhutan,2,"Thimpu, the world's only capital city with no traffic lights, is the capital of what tiny kingdom?",114,0.795,71,264385.39999997616,q,S,2355.7000000476837,268048.0,,HRV,HRV_0297,2022-11-30 20:40:47
Peanuts ,4,What snack food is an ingredient in the explosive dynamite?  ,408,1.564,72,268048.0,q,S,1692.5,271817.1999999881,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 270284.89999997616, 'date time': 1669840502124}]",HRV,HRV_0297,2022-11-30 20:40:47
Rooster,1,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,0.871,73,271817.1999999881,p,K,1899.4000000357628,275104.6999999881,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 272163.89999997616, 'date time': 1669840504003}]",HRV,HRV_0297,2022-11-30 20:40:47
USA,3,Which country invented volleyball?   ,340,0.731,74,275104.6999999881,q,S,1515.699999988079,277868.0,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 277103.60000002384, 'date time': 1669840508943}]",HRV,HRV_0297,2022-11-30 20:40:47
honey,5,Which is the only food that can never go off or go bad?,442,1.415,75,277868.0,q,S,2024.800000011921,281817.10000002384,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 279018.10000002384, 'date time': 1669840510857}]",HRV,HRV_0297,2022-11-30 20:40:47
Vietnam,2,"In what country did the domesticated ""potbellied pig"" originate?",61,0.571,76,281817.1999999881,p,K,1811.300000011921,284738.10000002384,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 284357, 'date time': 1669840516196}]",HRV,HRV_0297,2022-11-30 20:40:47
Chuck E. Cheese's,6,What restaurant chain was the brainchild of Atari founder Nolan Bushnell? ,251,1.595,77,284738.1999999881,q,S,3938.600000023842,290787.6999999881,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 288174.60000002384, 'date time': 1669840520013}]",HRV,HRV_0297,2022-11-30 20:40:47
Criss-Cross ,1,What was the game of Scrabble originally called? ,286,1.842,78,290787.8000000119,q,S,1889.0,295032.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Mushrooms which have been exposed to light,1,What is the only non-animal natural source of vitamin D?,459,1.271,79,295032.39999997616,p,K,2284.400000035763,299096.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Oxygen,5,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,1.22,80,299096.39999997616,p,K,2148.2000000476837,302976.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
pastry,5,Choux and filo are two types of what food product?,446,0.815,81,302977.0,p,K,1587.699999988079,305889.0,,HRV,HRV_0297,2022-11-30 20:40:47
Traffic lights,5,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",113,0.526,82,305889.10000002384,p,K,1827.7999999523163,308753.0,,HRV,HRV_0297,2022-11-30 20:40:47
Social Security,5,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.112,83,308753.10000002384,p,K,1611.699999988079,311993.5,,HRV,HRV_0297,2022-11-30 20:40:47
cooking,5,"If you suffer from Mageirocophobia, what are you scared of?",438,1.096,84,311993.5,q,S,1579.0,315184.8000000119,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 314110.39999997616, 'date time': 1669840545949}]",HRV,HRV_0297,2022-11-30 20:40:47
An ostrich egg yolk ,2,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,183,1.758,85,315184.8000000119,q,S,1851.5999999642372,319305.10000002384,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 315720.39999997616, 'date time': 1669840547559}]",HRV,HRV_0297,2022-11-30 20:40:47
at least 97%,5,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,1.213,86,319305.10000002384,p,K,1515.8999999761581,322548.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Chitty Chitty Bang Bang ,3,What was the only children's story ever published by James Bond creator Ian Fleming? ,292,0.974,87,322548.1999999881,p,K,1560.800000011921,325601.0,,HRV,HRV_0297,2022-11-30 20:40:47
The Pope,2,"Currently, only the queen of Spain and Belgium and the grand duchess of Luxembourg hold the privlege of wearing white when they visit whom?",32,0.864,88,325601.0,p,K,1979.800000011921,328961.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Sepia,2,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.647,89,328961.1999999881,q,S,1795.1000000238419,332920.89999997616,,HRV,HRV_0297,2022-11-30 20:40:47
The Chesapeake Bay,1,What bay is actually the United States's largest tidal estuary? ,141,1.096,90,332921.0,p,K,1851.6000000238419,336386.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Pearl Harbor ,2,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,227,0.518,91,336386.3000000119,p,K,1690.5,339104.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Asparagus,5,what vegetable loses its flavour the quickest?,451,0.535,92,339104.60000002384,p,K,2028.2999999523163,342185.0,,HRV,HRV_0297,2022-11-30 20:40:47
Eddie Van Halen,4,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,1.927,93,342185.0,p,K,1555.5,346184.5,,HRV,HRV_0297,2022-11-30 20:40:47
A wiki,2,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",225,1.967,94,346184.5,q,S,2267.699999988079,350935.8000000119,,HRV,HRV_0297,2022-11-30 20:40:47
Avocados have twice the amount of potassium as bananas. ,6,Which fruit has more potassium than bananas?,455,0.941,95,350935.8000000119,q,S,1956.5,354389.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
the skin and bones of animals,5,What is gelatin made from?,445,1.309,96,354389.6999999881,p,K,1910.9000000357628,358121.10000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Abraham Lincoln,4,Who was the only U.S. president to also hold a patent for an invention?,384,1.65,97,358121.1999999881,p,K,1811.6000000238419,362096.5,,HRV,HRV_0297,2022-11-30 20:40:47
New Jersey's Rutgers,1,Which U.S. state's leading public university is the only one not to be named for the state?  ,357,1.571,98,362096.5,q,S,1540.1000000238419,365721.0,,HRV,HRV_0297,2022-11-30 20:40:47
Butterfly,3,The Admiral is which type of insect? ,89,1.829,99,365721.0,p,K,2939.899999976158,371000.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Lightning strike,1,Carnivorous animals will not eat another animal that has been killed by what means?,29,1.562,100,371000.1999999881,q,S,2043.9000000357628,375120.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Gerald Ford ,7,What president was shot while walking to California Governor Jerry Brown's office?  ,247,1.993,101,375120.6999999881,p,K,1955.5,379584.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Butt,7,The adjective callipygian refers to someone who has a beautiful what? ,88,0.85,102,379584.60000002384,p,K,1659.5,382609.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Dragees,6,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,0.807,103,382609.60000002384,q,S,1730.699999988079,385664.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Kiwi,4,"Which bird species has survived more than 70 million years, despite the fact that it lays one egg a year and is nearly blind?",331,1.388,104,385664.39999997616,p,K,1660.4000000357628,389223.8000000119,,HRV,HRV_0297,2022-11-30 20:40:47
Montenegro,3,What European country is named for the dark-looking Dinaric Alps? ,173,0.778,105,389223.8000000119,p,K,2388.399999976158,392904.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Dutch Oven,6,"What kind of ""oven"" is the official state cooking pot of Utah? ",220,0.668,106,392904.6999999881,q,S,1667.6000000238419,395752.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
A soccer ball,1,What common item is usually made up of twelve pentagons and twenty hexagons?,154,1.861,107,395752.60000002384,q,S,1939.8999999761581,400065.5,,HRV,HRV_0297,2022-11-30 20:40:47
The Commodore 64 ,5,What 1982 successor to the VIC-20 is still the bestselling computer model of all time?,124,1.547,108,400065.5,q,S,3114.5,405241.0,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 401761.89999997616, 'date time': 1669840633601}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 403080.6999999881, 'date time': 1669840634920}]",HRV,HRV_0297,2022-11-30 20:40:47
Great Britain,5,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,1.498,109,405241.0,p,K,1795.3999999761581,409049.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Louisiana's,1,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,272,0.657,110,409049.3000000119,p,K,1618.5999999642372,411840.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,7,What is the most fattening product in the modern diet?,457,1.478,111,411840.60000002384,p,K,1803.699999988079,415632.3000000119,,HRV,HRV_0297,2022-11-30 20:40:47
George VI,7,Who was the last British Monarch to also be an emperor?  ,381,0.543,112,415632.39999997616,p,K,1667.5,418360.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
The old-fashioned,1,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,0.941,113,418360.60000002384,p,K,1891.5999999642372,421704.60000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Cheetah,2,Which is the only cat that cannot retract its claws? ,344,1.187,114,421704.6999999881,p,K,1931.300000011921,425336.3000000119,,HRV,HRV_0297,2022-11-30 20:40:47
Haricot beans,2,Baked beans are made from what type of bean?,443,1.639,115,425336.3000000119,p,K,1659.5999999642372,429152.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Temple Prostitute,4,"Anciently, what was the job description of a ""hierodule""?",21,1.187,116,429152.1999999881,p,K,1836.4000000357628,432688.8000000119,,HRV,HRV_0297,2022-11-30 20:40:47
Rod Serling ,4,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,1.433,117,432688.8000000119,p,K,1803.0999999642372,436440.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
India,3,What's the only country outside Africa where lions still live in the wild?  ,307,1.858,118,436440.39999997616,q,S,1875.6000000238419,440688.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Sixteenth,3,Which Constitutional Amendment deals with the income tax? ,336,0.647,119,440688.39999997616,p,K,1723.2000000476837,443577.0,,HRV,HRV_0297,2022-11-30 20:40:47
Pandemonium,5,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",239,1.727,120,443577.0,p,K,1658.8999999761581,447472.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Shark,7,"What animal is thought to be immune to most all diseases, including cancer? ",132,0.839,121,447472.39999997616,p,K,1507.5,450337.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Hippopotamus ,6,Which wild mammal in Africa has killed the highest number of people? ,358,1.07,122,450337.39999997616,q,S,1538.7000000476837,453457.10000002384,,HRV,HRV_0297,2022-11-30 20:40:47
Nutmeg,5,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.9,123,453457.1999999881,p,K,1634.699999988079,456505.1999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Gary Busey,5,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,1.964,124,456505.3000000119,p,K,1938.800000011921,460920.6999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Gibralter,6,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,0.642,125,460920.8000000119,q,S,1858.8999999761581,463936.6999999881,,HRV,HRV_0297,2022-11-30 20:40:47
Michael Dell,7,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,0.629,126,463936.6999999881,p,K,1611.0,466688.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
Adding olive juice,6,What turns a plain martini into a dirty martini?,440,1.105,127,466688.39999997616,p,K,1723.2000000476837,470032.8000000119,,HRV,HRV_0297,2022-11-30 20:40:47
Grace Kelly ,3,What was the name of the American actress who was first to appear on a postage stamp?  ,288,1.788,128,470033.0,p,K,1722.800000011921,474056.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
The Missouri River ,4,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?",179,1.98,129,474056.39999997616,q,S,1596.4000000357628,478144.5,,HRV,HRV_0297,2022-11-30 20:40:47
Lhasa Apso,5,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",200,1.534,130,478144.5,p,K,2091.300000011921,482280.3000000119,,HRV,HRV_0297,2022-11-30 20:40:47
Excalibur,7,"According to Thomas Malory, Sir Bedivere's last knightly act is to return what to a lake?",14,1.044,131,482280.3000000119,p,K,1899.5,485736.5,,HRV,HRV_0297,2022-11-30 20:40:47
"The code is ""SUX"" ",7,Why has Sioux Falls Regional Airport in South Dakota been trying to change its three-letter airport designation for years?,392,0.793,132,485736.5,p,K,2268.199999988079,489312.39999997616,,HRV,HRV_0297,2022-11-30 20:40:47
