Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,trialEvents,exp,subjectId,date
Ginseng ,2,"What plant takes its name for the Chinese words for ""man root""? ",245,1.29,45,288106.8000000119,q,S,4222.599999964237,294153.0,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Michael Dell,3,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,1.844,46,294153.0,q,S,2959.899999976158,299488.1999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Museum of Modern Art in NYC ,4,"Which museum hung Matisse's ""Le Bateau"" upsidedown for more than a month, until an art student noticed the error?",348,0.601,47,299488.1999999881,q,S,3649.5,304254.39999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Mung beans ,7,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.396,48,304254.39999997616,q,S,3154.699999988079,309327.39999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Japan,1,Where is the longest suspension bridge? ,319,1.34,49,309327.39999997616,q,S,2633.5,313812.09999996424,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Shower curtain ,1,David Schmidt won the 2001 Ig Nobel Prize in Physics for discovering the horizontal vortex that makes what household item blow inward?,33,1.1,50,313812.09999996424,q,S,3949.2000000476837,319387.59999996424,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Tse-tse fly,5,What transmits the disease typanosomiasis to humans and cattle? ,267,1.523,51,319387.59999996424,q,S,4197.300000011921,325630.5,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Cheetah,5,Which is the only cat that cannot retract its claws? ,344,0.634,52,325630.59999996424,q,S,3490.800000011921,330279.5,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Australia,1,What country has six sheep for every human? ,158,1.249,53,330279.5,t,W,4105.699999988079,344034.1999999881,336912.5,340927.1999999881,3,1330.1000000238419,,HRV,HRV_0225,2022-11-30 18:51:30
Newborns ,7,The apgar score is used to measure the color and condition of what? ,91,1.119,54,344034.1999999881,q,S,2886.800000011921,348566.5,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,5,Whice fruit is effective than coffee at waking you up in the morning?,454,0.817,55,348566.5,q,S,3386.800000011921,353305.09999996424,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Poison-arrow frog,4,"Which animal's poison could kill up to 2,200 people? ",329,0.534,56,353305.1999999881,q,S,3584.199999988079,357960.3000000119,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
American Pie,5,What was the name of the plane Buddy Holly died in?  ,289,1.561,57,357960.3000000119,q,S,2416.699999988079,362460.59999996424,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Rooster,1,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,0.977,58,362460.59999996424,t,W,4876.600000023842,377512.3000000119,369869.09999996424,373879.5,4,2129.399999976158,,HRV,HRV_0225,2022-11-30 18:51:30
Chuck E. Cheese's,6,What restaurant chain was the brainchild of Atari founder Nolan Bushnell? ,251,0.646,59,377512.3000000119,q,S,3833.599999964237,382518.39999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
The Chesapeake Bay,4,What bay is actually the United States's largest tidal estuary? ,141,1.538,60,382518.39999997616,q,S,3010.900000035763,387578.39999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
A sneeze,6,The air expelled from what can travel at 100 mph?,90,1.716,61,387578.39999997616,q,S,2806.600000023842,392630.0,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",1,Cooking which food requires over two years of training?,461,1.298,62,392630.0,q,S,2803.399999976158,397262.39999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Roulette,5,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,182,1.944,63,397262.39999997616,q,S,3922.699999988079,403661.8000000119,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Germany,3,Which European country was the first to produce decaffeinated coffee? ,412,0.995,64,403661.8000000119,q,S,1996.0999999642372,407172.6999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Spiro Agnew ,6,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,0.796,65,407172.8000000119,q,S,3220.7999999523163,411709.1999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Bacon,4,"In Britain, what kind of meat comes in rashers?",397,1.489,66,411709.1999999881,q,S,3867.899999976158,417584.6999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
George H.W. Bush ,7,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,0.991,67,417584.6999999881,q,S,3553.199999988079,422659.59999996424,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
popscicle,1,What food was invented by an 11 year old in 1905?,450,1.559,68,422659.59999996424,t,W,3693.5,437046.1999999881,428876.89999997616,432899.59999996424,3,2054.5,,HRV,HRV_0225,2022-11-30 18:51:30
Camel,4,Which animal's milk does not curdle? ,328,1.519,69,437046.1999999881,q,S,1722.8999999761581,440803.3000000119,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Louisiana's,3,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,272,1.269,70,440803.3000000119,q,S,2797.899999976158,445395.39999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Sao Paulo,6,What's the most populous city in the Southern Hemisphere?,304,0.859,71,445395.39999997616,q,S,3062.100000023842,449846.6999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Matches,5,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.773,72,449846.8000000119,q,S,4266.299999952316,456421.59999996424,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
The Mini Cooper,3,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.628,73,456421.6999999881,q,S,3215.300000011921,461790.59999996424,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Pet Rocks,2,What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?,186,1.017,74,461790.6999999881,q,S,3434.899999976158,466768.1999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Coca-cola,6,What popular drink was first marketed as a brain tonic?,405,1.973,75,466768.3000000119,q,S,3322.899999976158,472598.39999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
UFOs,4,What was studied by Project Blue Book?   ,279,0.926,76,472598.5,q,S,2123.0,476200.5,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Peanuts ,3,What snack food is an ingredient in the explosive dynamite?  ,408,0.711,77,476200.5,q,S,3105.099999964237,480543.1999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
James Brown,2,"When asked to define ""cool,"" what two words did James Brown use? ",312,1.895,78,480543.3000000119,q,S,4243.799999952316,487194.89999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Geyser,2,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,171,1.293,79,487194.89999997616,q,S,4127.400000035763,493135.89999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Shenandoah Valley,1,What area changed hands 72 times during the Civil War? ,139,1.464,80,493135.89999997616,q,S,3162.400000035763,498314.89999997616,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Thomas Crapper,5,What was the unfortunate name of the plumber who helped popularize and improve the flush toilet? ,294,1.326,81,498314.89999997616,q,S,4935.400000035763,505112.3000000119,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
The Galapagos Islands ,3,What islands are home to most of the world's blue-footed boobies? ,216,1.053,82,505112.3000000119,q,S,3881.899999976158,510575.1999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Rod Serling ,5,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,0.98,83,510575.1999999881,q,S,3813.899999976158,515901.5,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Anaconda,3,Which species of snake gives birth to its young instead of laying eggs?  ,353,1.769,84,515901.59999996424,q,S,3892.5,522085.5,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Model train set,3,HO scale is the world's most popular size of what?,45,1.989,85,522085.5,q,S,3140.399999976158,527735.3999999762,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
American Beauty,2,What Oscar-winning Best Picture is named for a type of rose? ,240,0.991,86,527735.3999999762,q,S,5043.0,534295.3999999762,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Sic semper tyrannis ,4,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,1.813,87,534295.3999999762,q,S,4795.100000023842,541428.3000000119,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Habanero,6,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.019,88,541428.3999999762,q,S,4910.100000023842,547878.8000000119,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Capitol Hill,2,"Until 1790, what was known as Jenkins Hill? ",119,1.368,89,547878.8000000119,q,S,2623.7999999523163,552394.6999999881,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Hawaii,7,Where is the only royal palace in the United States? ,321,0.827,90,552394.6999999881,q,S,2735.100000023842,556480.5999999642,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
The Stanley Cup ,2,Where is Jacques Plante's name misspelled five of the six times it appears? ,318,0.823,91,556480.5999999642,q,S,3610.800000011921,561465.3000000119,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
There was a pound of every ingredient in the original reciipe. ,3,How did the pound cake get its name?,460,0.886,92,561465.3000000119,q,S,1801.2999999523163,564674.8999999762,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
The Beatles' Rain ,6,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,0.565,93,564674.8999999762,q,S,3750.900000035763,569507.3999999762,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Ripe cranerries bounce when dropped on the ground,3,How do farmers test whether cranberries are ripe?,452,1.798,94,569507.3999999762,q,S,2598.800000011921,574434.5999999642,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Antawn Jamison ,5,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,1.738,95,574434.5999999642,q,S,4151.300000011921,580842.5999999642,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
"The code is ""SUX"" ",1,Why has Sioux Falls Regional Airport in South Dakota been trying to change its three-letter airport designation for years?,392,1.093,96,580842.5999999642,q,S,5072.100000023842,587523.8999999762,,,,,,HRV,HRV_0225,2022-11-30 18:51:30
Cement,1,"The SS Faith, a ship built by Leslie Comyn, was made of what unique material?",105,1.07,97,587524.0,t,W,4790.399999976158,602462.3999999762,594843.6999999881,598855.8000000119,4,2020.8999999761581,,HRV,HRV_0225,2022-11-30 18:51:30
