Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Cell,4,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,1.696,54,234481.5,q,S,1518.0,238225.39999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Sweden,6,What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?,237,0.949,55,238225.39999997616,q,S,3990.800000011921,243691.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
A sneeze,1,The air expelled from what can travel at 100 mph?,90,0.638,56,243691.60000002384,q,S,2437.0,247298.69999998808,,HRV,HRV_0046,2022-11-30 17:45:42
Butt,5,The adjective callipygian refers to someone who has a beautiful what? ,88,0.686,57,247298.69999998808,q,S,2110.199999988079,250614.19999998808,,HRV,HRV_0046,2022-11-30 17:45:42
Adam,3,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,162,0.743,58,250614.19999998808,q,S,4379.699999988079,256256.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Botany Bay,1,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,0.895,59,256256.60000002384,q,S,2561.5,260242.69999998808,,HRV,HRV_0046,2022-11-30 17:45:42
Cockroach,4,What animal can live up to a week without its head?,131,1.549,60,260242.69999998808,q,S,2399.699999988079,264718.39999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Charles Babbage ,5,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.5,61,264718.39999997616,q,S,3028.7000000476837,269767.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,4,What is the most fattening product in the modern diet?,457,1.335,62,269767.60000002384,q,S,2787.899999976158,274418.1999999881,,HRV,HRV_0046,2022-11-30 17:45:42
The names of the Great Lakes ,7,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",138,1.524,63,274418.1999999881,q,S,2041.699999988079,278498.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Gilbert Van Camp ,7,What Indianapolis grocer made his name by selling canned pork and beans to U.S. troops during the Civil War?,187,1.226,64,278498.60000002384,q,S,3402.0,283652.3000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Kansas City ,4,The first suburban shopping center in the U.S. was established in what city?,99,1.721,65,283652.3000000119,q,S,1632.699999988079,287535.0,,HRV,HRV_0046,2022-11-30 17:45:42
Bruce Springsteen's Born in the USA ,3,What was the first CD pressed for commerical release in the U.S.?,282,0.592,66,287535.0,q,S,2062.399999976158,290725.5,,HRV,HRV_0046,2022-11-30 17:45:42
A truce ,2,What was put in place by the Ancient Greeks before and during all Olympic festivals? ,278,1.083,67,290725.5,q,S,2808.399999976158,295130.5,,HRV,HRV_0046,2022-11-30 17:45:42
Matches,5,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.022,68,295130.5,q,S,3539.800000011921,300223.0,,HRV,HRV_0046,2022-11-30 17:45:42
Belgium,5,Where were French fries invented?,437,1.0,69,300223.0,q,S,2319.800000011921,304072.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Oxygen,5,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,1.639,70,304072.10000002384,q,S,2831.2999999523163,309069.89999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Pressure,7,What is measured in millibars? ,202,1.342,71,309069.89999997616,q,S,1561.800000011921,312502.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
@,2,"in 2004, for the Internet age, what new character was added to the Morse code alphabet, the first ever official addition since world war I?",56,1.369,72,312502.60000002384,q,S,2289.399999976158,316684.5,,HRV,HRV_0046,2022-11-30 17:45:42
Zinfindel,1,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.993,73,316684.5,q,S,2572.199999988079,321770.6999999881,,HRV,HRV_0046,2022-11-30 17:45:42
The paper clip,7,"""Gem"" is the trade name for the most common, three-loop design of what?",4,1.638,74,321770.6999999881,q,S,2694.600000023842,326625.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Stratosphere,7,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,0.515,75,326625.10000002384,q,S,2240.5,329901.89999997616,,HRV,HRV_0046,2022-11-30 17:45:42
"Portland, Oregon",6,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,1.816,76,329901.89999997616,q,S,2612.300000011921,334862.39999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Woodrow Wilson ,4,"Which U.S. president declared the first national ""Mother's Day""?  ",355,0.966,77,334862.39999997616,q,S,2236.100000023842,338598.89999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Sao Paulo,3,What's the most populous city in the Southern Hemisphere?,304,0.713,78,338599.0,q,S,1779.8999999761581,341611.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Tuesday,1,Greeks consider which day of the week the unluckiest because it is the day that Constantinople fell in 1453? ,43,0.778,79,341611.10000002384,q,S,3504.399999976158,346429.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Shoe sizes,6,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,0.792,80,346429.10000002384,q,S,3126.7999999523163,350877.89999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Thomas Crapper,5,What was the unfortunate name of the plumber who helped popularize and improve the flush toilet? ,294,1.111,81,350877.89999997616,q,S,4246.900000035763,356764.6999999881,,HRV,HRV_0046,2022-11-30 17:45:42
Fiber is the gut bacteria's preferred fuel source. ,7,What food is most beneficial for your gut bacteria?,458,1.738,82,356764.6999999881,q,S,2872.300000011921,361911.8000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Cornea,7,What is the only part of the body that has no blood supply? ,211,1.635,83,361911.8000000119,q,S,2598.099999964237,366665.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Rechargeable batteries,1,"Three quarters of the cadmium mined annually is used, with nickel, to make what household items?",117,1.08,84,366665.6999999881,q,S,3092.5,371354.6999999881,,HRV,HRV_0046,2022-11-30 17:45:42
Thomas Hardy,2,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",116,1.375,85,371354.6999999881,q,S,3588.400000035763,376850.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
60 fragments per 100 gram ,5,What amount of insects does the FDA allow in chocolate,453,1.595,86,376850.60000002384,q,S,2748.5,381713.3000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Jose Castro ,6,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",231,1.391,87,381713.39999997616,q,S,2486.5,386110.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Pride and Prejudice,3,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,1.404,88,386110.10000002384,q,S,3994.199999988079,392044.8000000119,,HRV,HRV_0046,2022-11-30 17:45:42
The Mona Lisa,6,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,0.644,89,392044.8000000119,,,,401574.3000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Green Eggs and Ham,3,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.661,90,401574.3000000119,q,S,2123.399999976158,405881.0,,HRV,HRV_0046,2022-11-30 17:45:42
Montenegro,3,What European country is named for the dark-looking Dinaric Alps? ,173,1.226,91,405881.0,q,S,2353.199999988079,409982.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
A mine shaft passage,2,What is an adit?  ,197,1.726,92,409982.10000002384,q,S,2084.599999964237,414314.0,,HRV,HRV_0046,2022-11-30 17:45:42
Mung beans ,5,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,0.789,93,414314.0,q,S,5609.600000023842,421246.0,,HRV,HRV_0046,2022-11-30 17:45:42
Library of Congress,3,"In 1802, John Beckley became the librarian of what collection containing 740 books at the time?",48,1.734,94,421246.0,q,S,2101.899999976158,425598.8000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Pearl Harbor ,1,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,227,1.017,95,425598.8000000119,q,S,5014.0,432160.89999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Eddie Van Halen,2,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,1.69,96,432160.89999997616,q,S,3868.7000000476837,438254.1999999881,,HRV,HRV_0046,2022-11-30 17:45:42
Thrust,2,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,1.167,97,438254.3000000119,q,S,1719.3999999761581,441670.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Haricot beans,6,Baked beans are made from what type of bean?,443,0.605,98,441670.60000002384,q,S,1535.5999999642372,444339.89999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Great Britain,4,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,0.627,99,444339.89999997616,,,,453860.39999997616,,HRV,HRV_0046,2022-11-30 17:45:42
Peanuts ,2,What snack food is an ingredient in the explosive dynamite?  ,408,1.314,100,453860.39999997616,q,S,6555.700000047684,462245.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Antawn Jamison ,5,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,1.991,101,462245.10000002384,q,S,4451.399999976158,469208.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Gary Busey,4,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,0.945,102,469208.10000002384,q,S,1521.0999999642372,472185.0,,HRV,HRV_0046,2022-11-30 17:45:42
Giant squid,1,Which animal can have eyes that are a foot in diameter? ,324,0.581,103,472185.0,q,S,2832.699999988079,476125.1999999881,,HRV,HRV_0046,2022-11-30 17:45:42
Ivory Coast's ,6,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",111,0.772,104,476125.1999999881,q,S,1524.6000000238419,478946.8000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Coca-Cola,5,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.414,105,478946.8000000119,q,S,2599.599999964237,483491.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Gerald Ford ,3,What president was shot while walking to California Governor Jerry Brown's office?  ,247,0.873,106,483491.10000002384,q,S,1551.8999999761581,486434.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Germany,6,Which European country was the first to produce decaffeinated coffee? ,412,0.568,107,486434.10000002384,q,S,2776.899999976158,490301.89999997616,,HRV,HRV_0046,2022-11-30 17:45:42
A soccer ball,3,What common item is usually made up of twelve pentagons and twenty hexagons?,154,1.349,108,490301.89999997616,q,S,2117.7000000476837,494299.10000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Tuxedo Club ,1,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,238,1.96,109,494299.10000002384,q,S,2096.7999999523163,498886.0,,HRV,HRV_0046,2022-11-30 17:45:42
Gecko,1,What is the only type of lizard that has a voice? ,213,1.048,110,498886.0,q,S,2198.399999976158,502655.6999999881,,HRV,HRV_0046,2022-11-30 17:45:42
General Electric ,7,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,1.665,111,502655.6999999881,q,S,1829.199999988079,506687.3000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Turkey,5,Which animal was named for what was wrongly thought to be its country of origin? ,326,0.898,112,506687.3000000119,q,S,3094.099999964237,511214.6999999881,,HRV,HRV_0046,2022-11-30 17:45:42
The Oxford English Dictionary,1,"W.C. Minor, a murderer, spent the last decades of his life in an insane asylum writing hundreds of entries for what reference work? ",121,0.885,113,511214.6999999881,q,S,1558.9000000357628,514170.8000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Dorito is Spanish for little golden things,2,What does Dorito actually mean?,434,0.776,114,514170.8000000119,q,S,1659.300000011921,517129.6999999881,,HRV,HRV_0046,2022-11-30 17:45:42
Habanero,3,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.768,115,517129.6999999881,q,S,1652.4000000357628,521073.60000002384,,HRV,HRV_0046,2022-11-30 17:45:42
Social Security,3,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.282,116,521073.60000002384,q,S,1524.8999999761581,524414.0,,HRV,HRV_0046,2022-11-30 17:45:42
Abraham Lincoln,6,Who was the only U.S. president to also hold a patent for an invention?,384,1.402,117,524414.0,q,S,2881.800000011921,529229.8999999762,,HRV,HRV_0046,2022-11-30 17:45:42
Michael Dell,6,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,0.726,118,529229.8999999762,q,S,1769.7000000476837,532253.8999999762,,HRV,HRV_0046,2022-11-30 17:45:42
Ohio,6,Which is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,345,1.416,119,532254.0,q,S,1770.0,535965.8999999762,,HRV,HRV_0046,2022-11-30 17:45:42
On a Jell-O box,3,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.114,120,535965.8999999762,q,S,2706.7000000476837,540300.1000000238,,HRV,HRV_0046,2022-11-30 17:45:42
Excalibur,2,"According to Thomas Malory, Sir Bedivere's last knightly act is to return what to a lake?",14,1.187,121,540300.1000000238,q,S,1724.699999988079,543738.3000000119,,HRV,HRV_0046,2022-11-30 17:45:42
potein,6,"What nutrient comes from meat, eggs, and fish?",433,0.947,122,543738.3000000119,q,S,1975.0,547189.1999999881,,HRV,HRV_0046,2022-11-30 17:45:42
Penny Marshall,1,Who was the first woman film director to have a film take in more than $100 million at the box office? ,380,1.355,123,547189.1999999881,q,S,2516.5,551581.8999999762,,HRV,HRV_0046,2022-11-30 17:45:42
Pumpkin,2,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,360,1.909,124,551581.8999999762,q,S,1764.1000000238419,555774.1999999881,,HRV,HRV_0046,2022-11-30 17:45:42
Adobe,5,"What word for mud bricks comes to us from the ancient Egyptian word ""dbt""? ",298,0.955,125,555774.1999999881,,,,565306.3000000119,,HRV,HRV_0046,2022-11-30 17:45:42
The crocodile,4,The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?,95,1.198,126,565306.3000000119,q,S,2905.399999976158,569930.3000000119,,HRV,HRV_0046,2022-11-30 17:45:42
Molasses,3,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",10,1.389,127,569930.3000000119,q,S,1657.5999999642372,573503.8999999762,,HRV,HRV_0046,2022-11-30 17:45:42
Pieces of Skylab fell there,3,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",391,1.751,128,573503.8999999762,q,S,1908.5,577695.8999999762,,HRV,HRV_0046,2022-11-30 17:45:42
KISS ,2,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,1.308,129,577695.8999999762,q,S,1700.800000011921,581240.5,,HRV,HRV_0046,2022-11-30 17:45:42
Steamboat Geyser,7,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",359,1.31,130,581240.5,q,S,1532.699999988079,584614.3000000119,,HRV,HRV_0046,2022-11-30 17:45:42
"Gail Borden, Jr. ",6,Who invented condensed milk in 1856? ,414,1.032,131,584614.3000000119,q,S,1911.300000011921,588085.6000000238,,HRV,HRV_0046,2022-11-30 17:45:42
A wiki,5,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",225,1.683,132,588085.6000000238,q,S,2864.5,593166.1999999881,,HRV,HRV_0046,2022-11-30 17:45:42
a spit,7,"If something is described as rotisserie, what has it been cooked on?",428,1.163,133,593166.1999999881,q,S,1872.800000011921,596722.6999999881,,HRV,HRV_0046,2022-11-30 17:45:42
Pepper and Mustard,7,What are the top two most popular spices in the world?,422,1.918,134,596722.6999999881,q,S,1868.199999988079,601041.3999999762,,HRV,HRV_0046,2022-11-30 17:45:42
