Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
C,2,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",71,1.095,16,120835.20000004768,q,S,3593.1999999284744,,,,,126037.5,HRV,HRV_0157,2022-11-30 18:02:17
Prairie dogs,6,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,1.474,17,126037.60000002384,q,S,4290.799999952316,,,,,132342.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
The Ritz (Hotel),2,"F. Scott Fitzgerald wrote a famous short story about ""A Diamond as Big as"" what New York landmark?",39,1.103,18,132342.60000002384,q,S,4429.5,,,,,138400.0,HRV,HRV_0157,2022-11-30 18:02:17
the skin and bones of animals,3,What is gelatin made from?,445,0.517,19,138400.10000002384,q,S,3022.6999999284744,,,,,142479.79999995232,HRV,HRV_0157,2022-11-30 18:02:17
Theodore Roosevelt ,6,"What former president coined the phrase ""lunatic fringe"" to refer to the wackos in his own reform movement?",178,0.674,20,142479.89999997616,q,S,3859.2000000476837,,,,,147533.70000004768,HRV,HRV_0157,2022-11-30 18:02:17
Arkansas ,3,Where is the only active diamond mine in the U.S.?,320,0.875,21,147533.79999995232,q,S,2280.9000000953674,,,,,151219.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
Lou Gehrig,2,"In 1934, five years before his retirement, who became the first athlete to appear on a Wheaties box? ",53,0.641,22,151219.10000002384,q,S,4222.899999976158,,,,,156598.0,HRV,HRV_0157,2022-11-30 18:02:17
Bed ,2,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.11,23,156598.10000002384,q,S,4193.0,,,,,162435.79999995232,HRV,HRV_0157,2022-11-30 18:02:17
OutKast,7,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,0.847,24,162435.89999997616,q,S,2748.899999976158,,,,,166563.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
Germany,6,Which European country was the first to produce decaffeinated coffee? ,412,1.42,25,166563.20000004768,q,S,2295.2999999523163,,,,,170803.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
A sneeze,3,The air expelled from what can travel at 100 mph?,90,1.057,26,170803.70000004768,p,K,4571.399999976158,,,,,176958.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
Teapot Dome scandal,4,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,1.135,27,176958.39999997616,q,S,2752.0,,,,,181359.0,HRV,HRV_0157,2022-11-30 18:02:17
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",7,Cooking which food requires over two years of training?,461,1.909,28,181359.10000002384,q,S,3372.6999999284744,,,,,187183.70000004768,HRV,HRV_0157,2022-11-30 18:02:17
Brine Shrimp ,3,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,1.979,29,187183.70000004768,q,S,6299.5,,,,,195993.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
The bishop,7,Which chess piece was originally called 'the elephant'? ,334,1.765,30,195993.10000002384,q,S,3524.5,,,,,201803.79999995232,HRV,HRV_0157,2022-11-30 18:02:17
Paris,1,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",86,1.978,31,201803.79999995232,q,S,3954.600000023842,,,,,208264.89999997616,HRV,HRV_0157,2022-11-30 18:02:17
Pepper and Mustard,5,What are the top two most popular spices in the world?,422,1.571,32,208264.89999997616,q,S,2776.399999976158,,,,,213141.70000004768,HRV,HRV_0157,2022-11-30 18:02:17
Bacon,6,"In Britain, what kind of meat comes in rashers?",397,1.411,33,213141.70000004768,q,S,3437.2999999523163,,,,,218523.70000004768,HRV,HRV_0157,2022-11-30 18:02:17
Sixteenth,4,Which Constitutional Amendment deals with the income tax? ,336,0.9,34,218523.79999995232,q,S,2683.5,,,,,222623.20000004768,HRV,HRV_0157,2022-11-30 18:02:17
Coca-cola,3,What popular drink was first marketed as a brain tonic?,405,1.405,35,222623.20000004768,q,S,2740.7999999523163,,,,,227296.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
The crocodile,3,The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?,95,0.905,36,227296.39999997616,q,S,3775.399999976158,,,,,232500.79999995232,HRV,HRV_0157,2022-11-30 18:02:17
Kidnapping and killing the Lindbergh baby,5,For what crime was Bruno Hauptmann executed in 1936?,41,1.697,37,232500.79999995232,q,S,2032.3000000715256,,,,,236755.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
Cornea,3,What is the only part of the body that has no blood supply? ,211,0.797,38,236755.5,q,S,4246.200000047684,,,,,242326.20000004768,HRV,HRV_0157,2022-11-30 18:02:17
UFOs,1,What was studied by Project Blue Book?   ,279,0.956,39,242326.20000004768,q,S,1577.5,,,,,245388.70000004768,HRV,HRV_0157,2022-11-30 18:02:17
Luxor,3,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,8,1.446,40,245388.70000004768,q,S,2732.0999999046326,,,,,250103.29999995232,HRV,HRV_0157,2022-11-30 18:02:17
Japan,3,Where is the longest suspension bridge? ,319,1.261,41,250103.39999997616,q,S,1898.8999999761581,,,,,253802.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
George Orwell ,1,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,1.363,42,253802.10000002384,q,S,3967.6999999284744,,,,,259668.0,HRV,HRV_0157,2022-11-30 18:02:17
George Washington,6,Who is pictured on a US Purple Heart medal? ,368,1.364,43,259668.0,q,S,2115.5,,,,,263671.5,HRV,HRV_0157,2022-11-30 18:02:17
Habanero,4,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.016,44,263671.5,q,S,3300.100000023842,,,,,268519.2000000477,HRV,HRV_0157,2022-11-30 18:02:17
potein,4,"What nutrient comes from meat, eggs, and fish?",433,1.541,45,268519.2000000477,p,K,2766.5999999046326,,,,,273348.7000000477,HRV,HRV_0157,2022-11-30 18:02:17
Carbon,7,What element must be burned out of pig iron to make steel? ,170,1.966,46,273348.7000000477,q,S,2962.0,,,,,278797.5,HRV,HRV_0157,2022-11-30 18:02:17
Rechargeable batteries,5,"Three quarters of the cadmium mined annually is used, with nickel, to make what household items?",117,0.766,47,278797.60000002384,q,S,5096.399999976158,,,,,285188.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Throat,1,Where in the human body is the only bone that is not jointed to another?  ,317,0.627,48,285188.60000002384,p,K,3399.5,,,,,289743.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
San Fancisco,5,"""Dear Abby"" first appeared in a newspaper of what city?",2,0.624,49,289743.10000002384,p,K,3540.6999999284744,,,,,294430.7999999523,HRV,HRV_0157,2022-11-30 18:02:17
Temple Prostitute,2,"Anciently, what was the job description of a ""hierodule""?",21,0.56,50,294430.89999997616,q,S,1668.3999999761581,,,,,297200.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
Tea leaves,3,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.88,51,297200.39999997616,q,S,2854.5,,,,,302460.7000000477,HRV,HRV_0157,2022-11-30 18:02:17
Gary Busey,1,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,1.757,52,302460.7000000477,q,S,3467.399999976158,,,,,308224.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Coca-Cola,3,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,1.039,53,308224.60000002384,p,K,3898.5,,,,,313687.7999999523,HRV,HRV_0157,2022-11-30 18:02:17
over 10 billion donuts. ,1,How many donuts are concumed in the US every year?,463,0.912,54,313687.7999999523,q,S,2274.2000000476837,,,,,317389.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
Air bags,2,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,1.617,55,317389.10000002384,q,S,4237.699999928474,,,,,323771.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
Great Britain,4,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,1.687,56,323771.39999997616,q,S,4194.200000047684,,,,,330183.5,HRV,HRV_0157,2022-11-30 18:02:17
The Commodore 64 ,5,What 1982 successor to the VIC-20 is still the bestselling computer model of all time?,124,0.809,57,330183.5,q,S,3658.5,,,,,335181.0,HRV,HRV_0157,2022-11-30 18:02:17
Botany Bay,5,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,1.796,58,335181.2000000477,q,S,4327.899999976158,,,,,341840.7999999523,HRV,HRV_0157,2022-11-30 18:02:17
The sky,7,The Linke Scale is used to measure the blueness of what?,101,1.494,59,341840.7999999523,q,S,2589.9000000953674,,,,,346464.2999999523,HRV,HRV_0157,2022-11-30 18:02:17
Mice,6,"After humans, what's the worlds most abundant mammal species?",16,1.034,60,346464.39999997616,q,S,1910.8999999761581,,,,,349935.0,HRV,HRV_0157,2022-11-30 18:02:17
It's stamped on the coin's edge.,4,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,0.885,61,349935.0,q,S,3173.2999999523163,,,,,354524.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
Copperhead snake,2,Which poisonous snake smells like fresh cut cucumbers? ,350,1.659,62,354524.39999997616,q,S,2111.399999976158,,,,,358836.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
Butterfly,6,The Admiral is which type of insect? ,89,1.258,63,358836.5,q,S,1893.2000000476837,,,,,362519.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
James Brown,3,"When asked to define ""cool,"" what two words did James Brown use? ",312,0.736,64,362519.60000002384,q,S,3338.2999999523163,,,,,367112.5,HRV,HRV_0157,2022-11-30 18:02:17
Haddock,1,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.916,65,367112.60000002384,q,S,2488.5,,,,,372050.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Mung beans ,4,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,0.769,66,372050.7000000477,q,S,4046.1999999284744,,,,,377404.0,HRV,HRV_0157,2022-11-30 18:02:17
A mine shaft passage,6,What is an adit?  ,197,0.678,67,377404.10000002384,q,S,2734.600000023842,,,,,381339.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
Hippopotamus ,4,Which wild mammal in Africa has killed the highest number of people? ,358,1.193,68,381339.10000002384,q,S,3134.0,,,,,386184.5,HRV,HRV_0157,2022-11-30 18:02:17
Canadian Oil,3,What is canola an abbreviation for?,436,0.637,69,386184.5,q,S,2816.100000023842,,,,,390163.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Poland,7,What EU nation was once led by a president and a prime minister who were identical twins? ,172,0.721,70,390163.60000002384,q,S,2827.2999999523163,,,,,394248.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
Captain Cook ,6,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,0.526,71,394248.2000000477,q,S,3037.7999999523163,,,,,398349.0,HRV,HRV_0157,2022-11-30 18:02:17
Happy Birthday,2,What was the first song ever performed in outer space? ,285,1.305,72,398349.10000002384,q,S,2342.399999976158,,,,,402514.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
Latex. This is known as the latex-fruit syndrome. ,2,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.51,73,402514.39999997616,q,S,4338.0,,,,,408889.7000000477,HRV,HRV_0157,2022-11-30 18:02:17
Sunrise or sunset,7,"When is the optical phenomenon called a ""green flash"" or ""green ray"" visible?  ",313,0.979,74,408889.89999997616,q,S,3062.7000000476837,,,,,413456.5,HRV,HRV_0157,2022-11-30 18:02:17
The Hindenburg explosion,4,"What event inspired Herbert Morrison's famous quote ""Oh, the humanity!""?",174,1.295,75,413456.5,q,S,3602.0,,,,,418879.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
Columbia,5,What company introduced the first LP record albums?  ,155,1.847,76,418879.2000000477,p,K,2744.5,,,,,424010.2000000477,HRV,HRV_0157,2022-11-30 18:02:17
It causes sour foods subsequently consumed to taste sweet. ,4,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.146,77,424010.2999999523,q,S,2317.3000000715256,,,,,428012.7999999523,HRV,HRV_0157,2022-11-30 18:02:17
Ozone,2,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,1.926,78,428012.89999997616,q,S,4690.800000071526,,,,,435182.7000000477,HRV,HRV_0157,2022-11-30 18:02:17
Louisiana's,5,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,272,0.7,79,435182.7999999523,q,S,2450.9000000953674,,,,,438865.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Love Me Do ,1,What was The Beatles's first song to hit the UK charts?,280,1.555,80,438865.7000000477,q,S,2101.0999999046326,,,,,443049.2999999523,HRV,HRV_0157,2022-11-30 18:02:17
Spiro Agnew ,2,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,1.309,81,443049.2999999523,q,S,2140.100000023842,,,,,447014.89999997616,HRV,HRV_0157,2022-11-30 18:02:17
Kansas City ,2,The first suburban shopping center in the U.S. was established in what city?,99,0.916,82,447014.89999997616,q,S,2143.8000000715256,,,,,450582.2999999523,HRV,HRV_0157,2022-11-30 18:02:17
The guppy,6,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,152,0.913,83,450582.39999997616,q,S,2792.5,,,,,454813.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
Ripe cranerries bounce when dropped on the ground,3,How do farmers test whether cranberries are ripe?,452,0.606,84,454813.39999997616,q,S,1912.8000000715256,,,,,457861.2999999523,HRV,HRV_0157,2022-11-30 18:02:17
Bile,7,"Two of the ""four humors"" the ancients believed controlled temperament consist of what bodily fluid?",118,1.928,85,457861.2999999523,q,S,3084.8000000715256,,,,,463398.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Dragonflies,4,"Which insect, one of the fastest, can fly at speeds up to 60 mph? ",342,0.603,86,463398.60000002384,q,S,2031.6000000238419,,,,,466550.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
The Chrysler Building ,5,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,1.694,87,466550.39999997616,q,S,5912.300000071526,,,,,474687.2000000477,HRV,HRV_0157,2022-11-30 18:02:17
Gone with the Wind,7,The first swear word on the big screen was in what movie?,100,0.586,88,474687.2000000477,q,S,1886.0999999046326,,,,,477684.7000000477,HRV,HRV_0157,2022-11-30 18:02:17
The Oxford English Dictionary,3,"W.C. Minor, a murderer, spent the last decades of his life in an insane asylum writing hundreds of entries for what reference work? ",121,0.989,89,477684.7000000477,q,S,4264.5,,,,,483456.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Xanadu ,6,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,0.637,90,483456.60000002384,q,S,1987.3999999761581,,,,,486615.10000002384,HRV,HRV_0157,2022-11-30 18:02:17
Anaconda,1,Which species of snake gives birth to its young instead of laying eggs?  ,353,1.554,91,486615.10000002384,q,S,2403.399999976158,,,,,491106.5,HRV,HRV_0157,2022-11-30 18:02:17
Ginseng ,7,"What plant takes its name for the Chinese words for ""man root""? ",245,1.313,92,491106.60000002384,q,S,2135.1999999284744,,,,,495099.89999997616,HRV,HRV_0157,2022-11-30 18:02:17
Koala,6,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.169,93,495099.89999997616,q,S,2822.8000000715256,,,,,499623.39999997616,HRV,HRV_0157,2022-11-30 18:02:17
It sits beside the Finger Lakes ,2,"Why is Oneida Lake, near Syracuse, New York, sometimes called ""the thumb""?",393,0.757,94,499623.39999997616,q,S,2174.7000000476837,,,,,503075.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Oklahoma,4,"What U.S. state has the slogan ""Native America"" on its license plates?",271,1.409,95,503075.7000000477,q,S,3325.7999999523163,,,,,508334.0,HRV,HRV_0157,2022-11-30 18:02:17
Mountain Dew,6,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.787,96,508334.0,q,S,3074.5,,,,,513719.0,HRV,HRV_0157,2022-11-30 18:02:17
Hawaii,5,Where is the only royal palace in the United States? ,321,1.428,97,513719.10000002384,q,S,2339.1999999284744,,,,,518008.0,HRV,HRV_0157,2022-11-30 18:02:17
Texas,5,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,0.651,98,518008.10000002384,q,S,3802.2999999523163,,,,,522991.60000002384,HRV,HRV_0157,2022-11-30 18:02:17
Russia,6,Which country has the most public libraries?  ,339,0.931,99,522991.60000002384,q,S,1821.1000000238419,,,,,526258.3999999762,HRV,HRV_0157,2022-11-30 18:02:17
India,5,What's the only country outside Africa where lions still live in the wild?  ,307,0.919,100,526258.5,q,S,2803.2000000476837,,,,,530500.7999999523,HRV,HRV_0157,2022-11-30 18:02:17
Gibralter,5,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,1.801,101,530500.7999999523,q,S,2371.4000000953674,,,,,535201.7000000477,HRV,HRV_0157,2022-11-30 18:02:17
Haricot beans,7,Baked beans are made from what type of bean?,443,1.073,102,535201.7000000477,q,S,2715.6999999284744,,,,,539516.2000000477,HRV,HRV_0157,2022-11-30 18:02:17
Utah,6,"What US state advertised ""The Greatest Snow on Earth"" on its license plates? ",273,0.959,103,539516.2000000477,q,S,2444.5999999046326,,,,,543449.5,HRV,HRV_0157,2022-11-30 18:02:17
Pandemonium,4,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",239,1.975,104,543449.6000000238,q,S,2079.1999999284744,,,,,548040.2000000477,HRV,HRV_0157,2022-11-30 18:02:17
Apple sauce,1,What was the first food eaten in space?,435,1.089,105,548040.2000000477,q,S,2973.0,,,,,552614.0,HRV,HRV_0157,2022-11-30 18:02:17
Broccoli! ,1,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,0.779,106,552614.0,q,S,5956.899999976158,,,,,559871.7000000477,HRV,HRV_0157,2022-11-30 18:02:17
Escape,6,"What word is the actual title of the 1979 hit usually called ""The Pina Colada Song""?   ",299,1.184,107,559871.7000000477,,,,,,,,569398.7000000477,HRV,HRV_0157,2022-11-30 18:02:17
Sri Lanka,3,"The word serendipity comes from Serendip, the Persian name for what island? ",109,1.485,108,569398.7999999523,q,S,2980.5,,,,,574399.2000000477,HRV,HRV_0157,2022-11-30 18:02:17
Cell,4,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,0.522,109,574399.2000000477,q,S,3734.2999999523163,,,,,579181.7999999523,HRV,HRV_0157,2022-11-30 18:02:17
The Big Bang,4,"Arno Penzias and Robert Wilson shared a Nobel Prize for accidentally discovering ""CMB,"" leftover radiation from what?",22,0.968,110,579181.8999999762,q,S,3896.600000023842,,,,,584571.1000000238,HRV,HRV_0157,2022-11-30 18:02:17
The Millenium Falcon ,2,"What could be built by the largest Lego set ever sold, a 5195-piece monstrosity? ",156,0.507,111,584571.2000000477,q,S,3293.7999999523163,,,,,588891.6000000238,HRV,HRV_0157,2022-11-30 18:02:17
Your blind spot,4,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,1.928,112,588891.6000000238,q,S,4128.799999952316,,,,,595464.2000000477,HRV,HRV_0157,2022-11-30 18:02:17
The popsicle,1,Which popular treat was invented by an 11-year-old in California? ,413,0.863,113,595464.2000000477,q,S,4287.899999976158,,,,,601140.1000000238,HRV,HRV_0157,2022-11-30 18:02:17
