Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Eric the Red,7,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",12,0.926,10,50352.5,q,S,4419.800000000745,56201.0,,HRV,HRV_0315,2022-11-30 22:36:35
Every jar of peanut butter must be at least 90% peanuts,4,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.244,11,56201.0,q,S,1975.300000000745,59929.10000000149,,HRV,HRV_0315,2022-11-30 22:36:35
The popsicle,5,Which popular treat was invented by an 11-year-old in California? ,413,1.674,12,59929.10000000149,q,S,1836.5,63952.10000000149,,HRV,HRV_0315,2022-11-30 22:36:35
Museum of Modern Art in NYC ,3,"Which museum hung Matisse's ""Le Bateau"" upsidedown for more than a month, until an art student noticed the error?",348,1.979,13,63952.10000000149,q,S,2608.099999997765,69048.30000000075,,HRV,HRV_0315,2022-11-30 22:36:35
San Francisco Bay ,6,"What bay is Otis Redding serenading in ""(Sittin' on) the Dock of the Bay""? ",142,1.539,14,69048.30000000075,q,S,2383.0,73480.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
"the white flesh that houses the seeds, known as the placenta",4,What is the hottest part of a chili?,432,1.534,15,73480.30000000075,p,K,3190.39999999851,78712.30000000075,,HRV,HRV_0315,2022-11-30 22:36:35
"the Red Hot Chili Peppers, followed closely by Meatloaf",6,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,1.786,16,78712.30000000075,q,S,4734.0,85745.0,,HRV,HRV_0315,2022-11-30 22:36:35
over 10 billion donuts. ,4,How many donuts are concumed in the US every year?,463,0.649,17,85745.0,q,S,1749.699999999255,88656.5,,HRV,HRV_0315,2022-11-30 22:36:35
Lightning strike,1,Carnivorous animals will not eat another animal that has been killed by what means?,29,1.396,18,88656.5,q,S,5885.800000000745,96448.89999999851,,HRV,HRV_0315,2022-11-30 22:36:35
New York,2,Which state has the zip code 12345?,354,1.701,19,96448.89999999851,q,S,1824.5,100480.30000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Betty Rubble,1,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,337,1.299,20,100480.30000000075,q,S,2917.0,105208.60000000149,,HRV,HRV_0315,2022-11-30 22:36:35
Egypt,5,"In what country would you find the port of Rosetta, of Rosetta Stone fame?  ",63,1.17,21,105208.60000000149,q,S,3501.099999997765,110393.10000000149,,HRV,HRV_0315,2022-11-30 22:36:35
Adam,1,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,162,1.095,22,110393.10000000149,q,S,4229.5,116224.89999999851,,HRV,HRV_0315,2022-11-30 22:36:35
Pancreas,3,In what organ of the body would you find the islets of Langerhans and the duct of Wirsung? ,66,0.919,23,116225.0,q,S,2893.0,120552.10000000149,,HRV,HRV_0315,2022-11-30 22:36:35
Francisco Goya,4,"After a fever took his hearing, who painted his bleak ""Black Paintings"" in a house called Quinta del Sordo, Spanish for ""House of the Deaf Man""?",15,1.045,24,120552.10000000149,q,S,3422.199999999255,125528.60000000149,,HRV,HRV_0315,2022-11-30 22:36:35
Broccoli! ,6,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,0.694,25,125528.60000000149,q,S,5245.0,131976.80000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Honey,2,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.795,26,131976.80000000075,q,S,2508.599999997765,136792.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Endeavour ,4,What is the name of the ship that carried Captain Cook to Australia?  ,208,0.707,27,136792.19999999925,q,S,2423.10000000149,140432.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Czechoslovakia,6,Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?,83,1.1,28,140432.1000000015,q,S,4039.5,146080.80000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Avocados have twice the amount of potassium as bananas. ,3,Which fruit has more potassium than bananas?,455,1.667,29,146080.80000000075,q,S,2134.39999999851,150392.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
citrus fruit (scurvy is caused by a lack of vitamin c),5,Sailors used to suffer from a horrible illness called scurvy. Which food prevents scurvy?,441,1.649,30,150392.69999999925,q,S,3698.5,156248.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Mae West,4,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,1.299,31,156248.69999999925,q,S,4113.900000002235,162168.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Cheetah,1,Which is the only cat that cannot retract its claws? ,344,1.766,32,162168.19999999925,q,S,2257.199999999255,166696.5,,HRV,HRV_0315,2022-11-30 22:36:35
Woodrow Wilson ,1,"Which U.S. president declared the first national ""Mother's Day""?  ",355,1.297,33,166696.6000000015,q,S,4365.0,172872.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Condoleeza (con dolcezza) Rice ,6,"Whose unusual first name is derived from an Italian musical term for ""with sweetness""? ",390,0.766,34,172872.1000000015,q,S,5140.29999999702,179280.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Abraham Lincoln,2,Who was the only U.S. president to also hold a patent for an invention?,384,1.507,35,179280.69999999925,q,S,2620.10000000149,183920.8999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Mars,7,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,316,1.723,36,183921.0,q,S,2880.5,189032.8999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Tuxedo Club ,6,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,238,1.803,37,189032.8999999985,q,S,3825.800000000745,195168.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Chuck E. Cheese's,3,What restaurant chain was the brainchild of Atari founder Nolan Bushnell? ,251,1.391,38,195168.19999999925,q,S,2013.199999999255,199080.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
The Guinness Book of World Records,1,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,164,1.812,39,199080.1000000015,q,S,2529.199999999255,203928.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
James Buchanan ,1,Who was the only U.S. president never to be married?,383,1.699,40,203928.1000000015,q,S,2799.599999997765,208936.30000000075,,HRV,HRV_0315,2022-11-30 22:36:35
lobster,2,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.501,41,208936.30000000075,q,S,4244.0,215192.30000000075,,HRV,HRV_0315,2022-11-30 22:36:35
The Mona Lisa,4,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,1.194,42,215192.30000000075,q,S,2877.300000000745,219776.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Thomas Crapper,6,What was the unfortunate name of the plumber who helped popularize and improve the flush toilet? ,294,1.497,43,219776.6000000015,q,S,3169.7999999970198,224952.80000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Lolita by Vladimir Nabokov,1,"""Don't Stand So Close to Me"" by the Police was inspired by what literary work?",3,1.943,44,224952.80000000075,q,S,3998.89999999851,231400.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Robert Lincoln ,5,Who was the only person to be nearby at three different presidential assassinations? ,382,0.562,45,231400.6000000015,q,S,2726.7999999970198,235200.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
North Korea,4,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,1.267,46,235200.30000000075,q,S,5535.39999999851,242512.80000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Cornea,3,What is the only part of the body that has no blood supply? ,211,0.555,47,242512.80000000075,q,S,1958.5999999977648,245536.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
cooking,2,"If you suffer from Mageirocophobia, what are you scared of?",438,1.562,48,245536.6000000015,q,S,2527.699999999255,250136.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
potein,1,"What nutrient comes from meat, eggs, and fish?",433,1.446,49,250136.69999999925,p,K,5061.10000000149,257152.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Cell,4,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,0.594,50,257152.69999999925,q,S,3742.60000000149,262000.80000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Kidnapping and killing the Lindbergh baby,7,For what crime was Bruno Hauptmann executed in 1936?,41,1.333,51,262000.80000000075,q,S,1823.5,265664.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
coca-cola,5,Which famous soft drink was invented in 1892?,425,0.761,52,265664.1000000015,q,S,1781.5999999977648,268720.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
60 fragments per 100 gram ,2,What amount of insects does the FDA allow in chocolate,453,1.429,53,268720.6000000015,q,S,2410.699999999255,273064.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Cayenne pepper ,1,What spice is named for the capital of French Guiana? ,409,1.505,54,273064.30000000075,q,S,3652.0,278728.3999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Ciabatta,2,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,0.937,55,278728.3999999985,q,S,3300.300000000745,283480.8999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Shoe sizes,3,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,1.046,56,283481.0,q,S,5722.300000000745,290752.3999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Coca-cola,3,What popular drink was first marketed as a brain tonic?,405,0.894,57,290752.3999999985,q,S,3993.400000002235,296144.5,,HRV,HRV_0315,2022-11-30 22:36:35
Pressure,4,What is measured in millibars? ,202,1.73,58,296144.5,q,S,2233.800000000745,300616.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Two of the seven cities of gold,5,What are Quivira and Cibola?  ,136,1.352,59,300616.6000000015,q,S,2091.7999999970198,304576.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Sepia,2,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,0.942,60,304576.69999999925,q,S,3309.0,309336.3999999985,,HRV,HRV_0315,2022-11-30 22:36:35
An otter,5,What animal lives in a holt? ,133,1.572,61,309336.3999999985,q,S,1869.800000000745,313288.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
" ""!"" ",2,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,0.563,62,313288.6000000015,q,S,3787.599999997765,318152.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Apple sauce,5,What was the first food eaten in space?,435,0.639,63,318152.6000000015,q,S,2569.099999997765,321864.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Sweden,5,What nation's dyslexic king Carl XVI Gustaf misspelled his own name on the accession document that gave him the throne?,237,1.449,64,321864.1000000015,q,S,3475.199999999255,327296.30000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Texas,4,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,0.692,65,327296.30000000075,q,S,3179.199999999255,331672.3999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Violin,4,What instrument was invented to sound like a human singing? ,189,1.12,66,331672.3999999985,q,S,2635.300000000745,335936.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Peanuts ,7,What snack food is an ingredient in the explosive dynamite?  ,408,1.238,67,335936.19999999925,q,S,2566.0,340249.0,,HRV,HRV_0315,2022-11-30 22:36:35
Medicine,2,What industry uses 20% of China's harvested plants?  ,188,1.161,68,340249.0,q,S,2425.300000000745,344344.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Michael Dell,7,What founder of PCs Limited went on to become the youngest Fortune 500 CEO in history?,180,1.202,69,344344.19999999925,q,S,5053.0,351112.30000000075,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 344741.6000000015, 'date time': 1669847539956}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 345361.30000000075, 'date time': 1669847540575}]",HRV,HRV_0315,2022-11-30 22:36:35
George H.W. Bush ,4,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.968,70,351112.30000000075,q,S,2755.300000000745,356337.0,,HRV,HRV_0315,2022-11-30 22:36:35
Smurfette,2,"Who did Gargamel create using ingredients like crocodile tears, the tip of an adder's tongue and a hard stone for a heart?",364,1.629,71,356337.0,q,S,1814.6000000014901,360288.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Benjamin Franklin ,6,"Who carried hundreds of imported books in his Philadelphia shop in the 1730s, the same decade in which he started America's first lending library?",362,1.061,72,360288.1000000015,q,S,2580.199999999255,364440.3999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Don Adams,4,Who provided the voice for cartoon character Inspector Gadget? ,372,1.692,73,364440.3999999985,q,S,2212.0,368849.0,,HRV,HRV_0315,2022-11-30 22:36:35
Captain Cook ,3,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.057,74,368849.0,q,S,2482.60000000149,372897.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
The dodo,2,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,0.583,75,372897.19999999925,q,S,2285.10000000149,376272.8999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Draw,6,What does a screever do on a sidewalk? ,167,1.945,76,376272.8999999985,q,S,4863.400000002235,383592.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
I'm a Believer ,6,What Monkees number one hit was written by a young Neil Diamond? ,233,1.998,77,383592.19999999925,q,S,3948.60000000149,390048.5,,HRV,HRV_0315,2022-11-30 22:36:35
NY,4,In which state was the first execution by electric chair?  ,70,1.545,78,390048.6000000015,q,S,2870.7999999970198,394976.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Model train set,2,HO scale is the world's most popular size of what?,45,1.052,79,394976.69999999925,q,S,6118.10000000149,402656.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Graham Greene,1,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,1.205,80,402656.69999999925,q,S,2389.5,406761.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Air bags,6,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,0.865,81,406761.1000000015,q,S,4881.5,413016.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Phosphorus,6,"What element did alchemist Hennig Brand discover in 1669 when, boiling his own urine in the hopes of making gold, he observed glowing fumes?",169,0.633,82,413016.1000000015,q,S,5912.199999999255,420072.5,,HRV,HRV_0315,2022-11-30 22:36:35
Gabriele Falloppio ,4,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,217,1.276,83,420072.5,q,S,6464.199999999255,428320.3999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Camel,3,Which animal's milk does not curdle? ,328,0.557,84,428320.3999999985,q,S,3666.900000002235,433049.0,,HRV,HRV_0315,2022-11-30 22:36:35
American Beauty,6,What Oscar-winning Best Picture is named for a type of rose? ,240,1.722,85,433049.0,q,S,4465.699999999255,439744.30000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Teeth,1,"One in every 2,000 babies is born with what? ",77,0.61,86,439744.30000000075,q,S,2344.0,443208.8999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Grover Cleveland ,2,Who was the only U.S. president to have been married in the White House? ,385,0.687,87,443208.8999999985,q,S,2440.7000000029802,446840.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
The Galapagos Islands ,1,What islands are home to most of the world's blue-footed boobies? ,216,1.073,88,446840.6000000015,q,S,2295.5,450720.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Genetics,7,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,44,0.734,89,450720.6000000015,q,S,3296.699999999255,455256.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,4,Whice fruit is effective than coffee at waking you up in the morning?,454,1.382,90,455256.6000000015,q,S,4242.89999999851,461384.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
The Hardy Boys ,4,"Who solves crimes in Bayport, located on Barmet Bay? ",374,1.071,91,461384.1000000015,q,S,4439.29999999702,467400.30000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Rooster,1,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,0.535,92,467400.30000000075,q,S,5119.39999999851,473560.1000000015,,HRV,HRV_0315,2022-11-30 22:36:35
a spit,1,"If something is described as rotisserie, what has it been cooked on?",428,1.335,93,473560.1000000015,q,S,4637.29999999702,480040.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Utah,6,"What US state advertised ""The Greatest Snow on Earth"" on its license plates? ",273,0.796,94,480040.69999999925,q,S,3360.900000002235,484704.80000000075,,HRV,HRV_0315,2022-11-30 22:36:35
Newborns ,5,The apgar score is used to measure the color and condition of what? ,91,1.111,95,484704.80000000075,q,S,6034.5,492352.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
The nock,3,What slot on the back of an arrow's shaft keeps it on the bowstring? ,259,1.087,96,492352.30000000075,q,S,4372.39999999851,498320.19999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Midnight Cowboy ,4,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,0.871,97,498320.19999999925,q,S,5315.0,505008.3999999985,,HRV,HRV_0315,2022-11-30 22:36:35
The guppy,3,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,152,0.626,98,505008.3999999985,q,S,7424.20000000298,513568.69999999925,,HRV,HRV_0315,2022-11-30 22:36:35
Papillae,6,What are the bumps on the tongue that carry the taste buds called? ,137,1.815,99,513568.69999999925,q,S,6464.60000000149,522352.8999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Pandemonium,3,"What noisy word comes from the capital of Hell in Milton's ""Paradise Lost""? ",239,0.968,100,522352.8999999985,q,S,2014.7000000029802,525841.3999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Saffron,7,What is the most expensive spice (by weight) in the world?,431,0.598,101,525841.3999999985,q,S,3632.900000002235,530576.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Ripe cranerries bounce when dropped on the ground,4,How do farmers test whether cranberries are ripe?,452,0.899,102,530576.6000000015,q,S,2121.599999997765,534104.1999999993,,HRV,HRV_0315,2022-11-30 22:36:35
On a Jell-O box,1,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.283,103,534104.1999999993,q,S,3846.60000000149,539744.8000000007,,HRV,HRV_0315,2022-11-30 22:36:35
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,3,What is the most fattening product in the modern diet?,457,1.0,104,539744.8000000007,q,S,3030.39999999851,544288.5,,HRV,HRV_0315,2022-11-30 22:36:35
Vietnam,7,"In what country did the domesticated ""potbellied pig"" originate?",61,1.707,105,544288.5,q,S,3483.800000000745,549993.3000000007,,HRV,HRV_0315,2022-11-30 22:36:35
Mountain Dew,3,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.818,106,549993.3000000007,q,S,3676.199999999255,555000.3000000007,,HRV,HRV_0315,2022-11-30 22:36:35
Spanish,5,Which language is spoken in the Canary Islands?   ,346,0.89,107,555000.3000000007,q,S,1656.0,558056.1999999993,,HRV,HRV_0315,2022-11-30 22:36:35
Sudan,7,"Though an eleven-year ceasefire held from 1972 to 1983, what African country has been embroiled in a civil war since 1955?",115,1.522,108,558056.1999999993,q,S,4360.0,564448.8000000007,,HRV,HRV_0315,2022-11-30 22:36:35
Prussian Blue ,1,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,0.86,109,564448.8000000007,q,S,3359.699999999255,569176.1999999993,,HRV,HRV_0315,2022-11-30 22:36:35
Arkansas ,1,Where is the only active diamond mine in the U.S.?,320,1.833,110,569176.1999999993,q,S,1557.1000000014901,573080.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Paper,5,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ",191,0.954,111,573080.6000000015,q,S,2593.7999999970198,577133.8999999985,,HRV,HRV_0315,2022-11-30 22:36:35
Zinfindel,7,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.761,112,577133.8999999985,q,S,2541.7000000029802,581944.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
Oxygen,3,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,1.627,113,581944.6000000015,q,S,2007.699999999255,586088.3000000007,,HRV,HRV_0315,2022-11-30 22:36:35
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",7,Cooking which food requires over two years of training?,461,1.689,114,586088.3000000007,q,S,2462.0,590752.6999999993,,HRV,HRV_0315,2022-11-30 22:36:35
Espresso,2,The Italian government regulates the price of what beverage?,399,0.553,115,590752.6999999993,q,S,1514.9000000022352,593328.1999999993,,HRV,HRV_0315,2022-11-30 22:36:35
spiced ham,2,What two words were combined to make the word Spam?,426,1.095,116,593328.1999999993,q,S,2540.10000000149,597472.1999999993,,HRV,HRV_0315,2022-11-30 22:36:35
"Third finger, left hand ",1,What part of his body did Keith Richards insure for a million pounds?,243,0.52,117,597472.1999999993,q,S,1769.1000000014901,600272.6000000015,,HRV,HRV_0315,2022-11-30 22:36:35
