Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
On a Jell-O box,2,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.792,37,311511.200000003,q,S,6026.29999999702,,,,,319854.59999999404,HRV,HRV_0009,2022-11-30 17:35:03
Bacon,3,"In Britain, what kind of meat comes in rashers?",397,0.555,38,319854.59999999404,q,S,3151.5,,,,,324080.5,HRV,HRV_0009,2022-11-30 17:35:03
Xanadu ,2,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,123,1.468,39,324080.59999999404,q,S,6951.79999999702,,,,,333018.299999997,HRV,HRV_0009,2022-11-30 17:35:03
Midnight Cowboy ,5,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,1.158,40,333018.299999997,q,S,3124.7000000029802,,,,,337817.0,HRV,HRV_0009,2022-11-30 17:35:03
"Intercourse, Pennsylvania",4,"What Amish country village in Pennsylvania, where ""Witness"" was filmed, is a frequent victim of street-sign theft?",130,1.777,41,337817.09999999404,q,S,4858.79999999702,,,,,344970.59999999404,HRV,HRV_0009,2022-11-30 17:35:03
Air bags,2,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,1.239,42,344970.700000003,q,S,4864.399999991059,,,,,351600.59999999404,HRV,HRV_0009,2022-11-30 17:35:03
Cricket,4,"What sport used the term ""home run"" long before baseball?  ",260,1.939,43,351600.700000003,q,S,4297.899999991059,,,,,358351.59999999404,HRV,HRV_0009,2022-11-30 17:35:03
It causes sour foods subsequently consumed to taste sweet. ,6,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,0.936,44,358351.59999999404,q,S,3665.5,,,,,363469.09999999404,HRV,HRV_0009,2022-11-30 17:35:03
Tooth,7,What is the only part of the body that can't repair itself? ,210,1.742,45,363469.09999999404,q,S,3460.5,,,,,369189.0,HRV,HRV_0009,2022-11-30 17:35:03
Broccoli! ,7,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.276,46,369189.09999999404,q,S,6661.79999999702,,,,,377647.200000003,HRV,HRV_0009,2022-11-30 17:35:03
Smurfette,1,"Who did Gargamel create using ingredients like crocodile tears, the tip of an adder's tongue and a hard stone for a heart?",364,1.684,47,377647.200000003,p,K,5701.29999999702,,,,,385556.59999999404,HRV,HRV_0009,2022-11-30 17:35:03
Tuxedo Club ,1,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,238,0.636,48,385556.59999999404,t,W,7426.20000000298,395495.700000003,399525.0,4,1729.8999999910593,402410.89999999106,HRV,HRV_0009,2022-11-30 17:35:03
Asparagus,5,what vegetable loses its flavour the quickest?,451,1.201,49,402410.89999999106,q,S,3286.7000000029802,,,,,407420.09999999404,HRV,HRV_0009,2022-11-30 17:35:03
A Spoonful of Sugar ,6,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.62,50,407420.09999999404,q,S,3641.5,,,,,413213.09999999404,HRV,HRV_0009,2022-11-30 17:35:03
Dorito is Spanish for little golden things,6,What does Dorito actually mean?,434,1.044,51,413213.09999999404,q,S,3128.2000000029802,,,,,417905.39999999106,HRV,HRV_0009,2022-11-30 17:35:03
A wiki,1,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",225,1.815,52,417905.39999999106,q,S,4043.0,,,,,424287.200000003,HRV,HRV_0009,2022-11-30 17:35:03
OutKast,4,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,1.306,53,424287.200000003,q,S,5608.0,,,,,431725.39999999106,HRV,HRV_0009,2022-11-30 17:35:03
Habanero,2,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,0.855,54,431725.39999999106,q,S,5928.800000011921,,,,,439029.89999999106,HRV,HRV_0009,2022-11-30 17:35:03
It sits beside the Finger Lakes ,2,"Why is Oneida Lake, near Syracuse, New York, sometimes called ""the thumb""?",393,1.813,55,439030.0,q,S,2899.0999999940395,,,,,444252.59999999404,HRV,HRV_0009,2022-11-30 17:35:03
A mine shaft passage,7,What is an adit?  ,197,1.982,56,444252.59999999404,q,S,2229.4000000059605,,,,,448987.299999997,HRV,HRV_0009,2022-11-30 17:35:03
Pen(n)sylvania ,1,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,1.548,57,448987.299999997,t,W,6351.5999999940395,457843.299999997,461859.39999999106,5,2826.1000000089407,466750.200000003,HRV,HRV_0009,2022-11-30 17:35:03
Every jar of peanut butter must be at least 90% peanuts,4,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.391,58,466750.200000003,p,K,4393.399999991059,,,,,473053.200000003,HRV,HRV_0009,2022-11-30 17:35:03
pastry,3,Choux and filo are two types of what food product?,446,0.62,59,473053.200000003,p,K,2545.5,,,,,476726.299999997,HRV,HRV_0009,2022-11-30 17:35:03
Nutmeg,4,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.911,60,476726.39999999106,q,S,4547.100000008941,,,,,482718.5,HRV,HRV_0009,2022-11-30 17:35:03
Your blind spot,4,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,0.706,61,482718.5,q,S,3020.8999999910593,,,,,486959.89999999106,HRV,HRV_0009,2022-11-30 17:35:03
Claudius,6,Which Roman emperor had a speech impediment?  ,351,0.507,62,486960.0,q,S,2273.0,,,,,490253.700000003,HRV,HRV_0009,2022-11-30 17:35:03
It's stamped on the coin's edge.,7,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,0.734,63,490253.700000003,q,S,7674.29999999702,,,,,499192.5,HRV,HRV_0009,2022-11-30 17:35:03
An otter,6,What animal lives in a holt? ,133,1.835,64,499192.59999999404,q,S,1828.4000000059605,,,,,503372.09999999404,HRV,HRV_0009,2022-11-30 17:35:03
"A peanut is a legume, not a nut",7,What type of food is a peanut?,447,1.839,65,503372.200000003,p,K,2337.2999999970198,,,,,508076.0,HRV,HRV_0009,2022-11-30 17:35:03
Blue,2,Lobster blood is what color?,73,1.036,66,508076.0,p,K,1921.2000000029802,,,,,511558.5,HRV,HRV_0009,2022-11-30 17:35:03
Robert Lincoln ,1,Who was the only person to be nearby at three different presidential assassinations? ,382,0.962,67,511558.59999999404,t,W,7809.20000000298,521884.59999999404,525913.8999999911,4,2996.4000000059605,530392.8999999911,HRV,HRV_0009,2022-11-30 17:35:03
Silicon,7,What element is combined with oxygen to make up the mineral quartz?,269,1.615,68,530393.0,q,S,3372.5999999940395,,,,,535910.200000003,HRV,HRV_0009,2022-11-30 17:35:03
Germany,2,Which European country was the first to produce decaffeinated coffee? ,412,1.031,69,535910.299999997,q,S,2631.9000000059605,,,,,540094.700000003,HRV,HRV_0009,2022-11-30 17:35:03
Tobacco,6,"In 2005, Bhutan became the first country to entirely ban what?",57,0.951,70,540094.799999997,q,S,3245.7000000029802,,,,,544815.099999994,HRV,HRV_0009,2022-11-30 17:35:03
A Galapagos giant tortoise ,4,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,0.799,71,544815.200000003,q,S,4080.8999999910593,,,,,550223.5,HRV,HRV_0009,2022-11-30 17:35:03
Utah,4,"What US state advertised ""The Greatest Snow on Earth"" on its license plates? ",273,1.549,72,550223.700000003,q,S,4628.29999999702,,,,,556915.8999999911,HRV,HRV_0009,2022-11-30 17:35:03
New Jersey's Rutgers,1,Which U.S. state's leading public university is the only one not to be named for the state?  ,357,1.566,73,556915.8999999911,t,W,8319.0,567758.5,571775.5,4,2074.7000000029802,575923.200000003,HRV,HRV_0009,2022-11-30 17:35:03
Walt Disney,5,Which person has been awarded the most Oscars ever? ,349,1.665,74,575923.200000003,q,S,2827.0,,,,,580933.700000003,HRV,HRV_0009,2022-11-30 17:35:03
Giant squid,1,Which animal can have eyes that are a foot in diameter? ,324,1.577,75,580933.700000003,q,S,2577.8999999910593,,,,,585615.599999994,HRV,HRV_0009,2022-11-30 17:35:03
Australia,6,What country has six sheep for every human? ,158,1.362,76,585615.599999994,q,S,2540.5,,,,,590046.3999999911,HRV,HRV_0009,2022-11-30 17:35:03
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",5,Cooking which food requires over two years of training?,461,0.576,77,590046.3999999911,q,S,3344.2000000029802,,,,,594477.299999997,HRV,HRV_0009,2022-11-30 17:35:03
Kiwi,6,"Which bird species has survived more than 70 million years, despite the fact that it lays one egg a year and is nearly blind?",331,1.211,78,594477.3999999911,q,S,6100.100000008941,,,,,602317.0,HRV,HRV_0009,2022-11-30 17:35:03
