Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,trialEvents,exp,subjectId,date
potein,4,"What nutrient comes from meat, eggs, and fish?",433,1.385,34,254089.59999990463,q,S,2293.5,258288.20000004768,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Sepia,3,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,0.586,35,258288.29999995232,p,K,3654.5,263070.09999990463,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Bacon,3,"In Britain, what kind of meat comes in rashers?",397,1.914,36,263070.09999990463,q,S,2472.300000190735,267979.59999990463,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Pinko,6,What five-letter word did Time magazine coin in 1926 to refer to left-leaners? ,177,1.057,37,267979.7000000477,t,W,2779.399999856949,279656.7000000477,273293.2000000477,277310.2999999523,4,760.2000000476837,,HRV,HRV_0121,2022-11-30 17:48:23
Jim Lovell,1,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,18,1.748,38,279656.7000000477,p,K,2486.2999999523163,284416.59999990463,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Coca-Cola,4,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,1.897,39,284416.59999990463,t,W,2990.300000190735,297291.90000009537,289932.90000009537,293950.59999990463,1,920.1000001430511,,HRV,HRV_0121,2022-11-30 17:48:23
Owl,2,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",325,1.427,40,297291.90000009537,t,W,3131.0,309863.7999999523,302951.2999999523,306966.5,4,936.2000000476837,,HRV,HRV_0121,2022-11-30 17:48:23
The popsicle,3,Which popular treat was invented by an 11-year-old in California? ,413,1.388,41,309863.7999999523,t,W,2399.100000143051,321635.7000000477,314792.90000009537,318810.2000000477,3,916.5,,HRV,HRV_0121,2022-11-30 17:48:23
The Hindenburg explosion,3,"What event inspired Herbert Morrison's famous quote ""Oh, the humanity!""?",174,1.777,42,321635.7000000477,p,K,1931.2000000476837,325870.2000000477,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Black,7,What color lipstick did silent movie stars wear?  ,151,1.899,43,325870.2000000477,p,K,3192.5999999046326,331495.2000000477,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Cell,3,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,1.404,44,331495.2000000477,t,W,3047.5,344509.59999990463,337073.40000009537,341090.40000009537,5,1484.2999999523163,,HRV,HRV_0121,2022-11-30 17:48:23
Canadian Oil,4,What is canola an abbreviation for?,436,1.172,45,344509.59999990463,q,S,3025.100000143051,349244.7000000477,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Mung beans ,4,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,0.693,46,349244.7000000477,q,S,4186.0,354649.59999990463,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Ivory Coast's ,1,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",111,1.638,47,354649.59999990463,t,W,3397.0,367839.2999999523,360572.90000009537,364590.7000000477,3,1087.8999998569489,,HRV,HRV_0121,2022-11-30 17:48:23
Gabriele Falloppio ,1,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,217,1.534,48,367839.2999999523,t,W,2359.7000000476837,379791.5,372716.59999990463,376731.59999990463,4,995.0,,HRV,HRV_0121,2022-11-30 17:48:23
Robert Lincoln ,3,Who was the only person to be nearby at three different presidential assassinations? ,382,0.957,49,379791.5,t,W,3359.4000000953674,392385.5,385666.7000000477,389683.90000009537,3,1202.3999998569489,,HRV,HRV_0121,2022-11-30 17:48:23
Dorito is Spanish for little golden things,1,What does Dorito actually mean?,434,1.022,50,392385.5,t,W,2269.4000000953674,403758.7999999523,397181.59999990463,401200.59999990463,5,1014.1000001430511,,HRV,HRV_0121,2022-11-30 17:48:23
Stratosphere,6,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,0.882,51,403758.90000009537,p,K,1800.0999999046326,406963.59999990463,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Belgium,6,Where were French fries invented?,437,1.369,52,406963.59999990463,p,K,1882.9000000953674,410744.40000009537,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Jose Castro ,6,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",231,1.175,53,410744.5,q,S,4390.200000047684,416822.90000009537,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Paper,3,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ",191,0.838,54,416822.90000009537,p,K,2431.7999999523163,420620.7000000477,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Cement,5,"The SS Faith, a ship built by Leslie Comyn, was made of what unique material?",105,1.851,55,420620.7999999523,t,W,1881.9000000953674,432025.5,425041.5,429060.2000000477,3,578.5999999046326,,HRV,HRV_0121,2022-11-30 17:48:23
The bishop,6,Which chess piece was originally called 'the elephant'? ,334,0.719,56,432025.5,p,K,2461.0999999046326,435744.5,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
North Korea,7,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,1.479,57,435744.5,q,S,3790.0,441542.2999999523,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Mushrooms which have been exposed to light,5,What is the only non-animal natural source of vitamin D?,459,0.628,58,441542.40000009537,q,S,3288.2999999523163,445985.5,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Bookkeeper,1,What is the only English word with three consecutive double letters?  ,209,1.528,59,445985.5,t,W,2381.0,458401.0,450885.2999999523,454902.5,2,1440.2000000476837,,HRV,HRV_0121,2022-11-30 17:48:23
Holy Roman Emperor Henry IV ,5,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,1.461,60,458401.09999990463,t,W,2773.5,471682.7999999523,463713.59999990463,467731.7999999523,3,1954.9000000953674,,HRV,HRV_0121,2022-11-30 17:48:23
The names of the Great Lakes ,1,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",138,0.89,61,471682.90000009537,t,W,2491.699999809265,483152.5,476714.7000000477,480731.7000000477,5,986.3999998569489,,HRV,HRV_0121,2022-11-30 17:48:23
"Third finger, left hand ",7,What part of his body did Keith Richards insure for a million pounds?,243,1.072,62,483152.59999990463,p,K,2189.9000000953674,486948.0,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Columbus Circle ,6,What Manhattan intersection was America's first traffic circle?,228,0.576,63,486948.0,p,K,3770.4000000953674,491820.40000009537,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Generals,6,Eleven U.S. presidents have been what before being elected?,36,0.7,64,491820.40000009537,p,K,3906.2999999523163,496948.5,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
World War I,4,"During which war was ""The African Queen"" set?",34,1.377,65,496948.59999990463,p,K,3449.800000190735,502301.5,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
pastry,2,Choux and filo are two types of what food product?,446,1.162,66,502301.5,p,K,3305.0,507290.59999990463,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Liberia,4,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",27,1.266,67,507290.59999990463,t,W,2676.300000190735,519673.5,512494.59999990463,516513.2000000477,2,1357.2000000476837,,HRV,HRV_0121,2022-11-30 17:48:23
60 fragments per 100 gram ,2,What amount of insects does the FDA allow in chocolate,453,1.859,68,519673.5,q,S,3116.9000000953674,525182.2999999523,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Steamboat Geyser,4,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",359,1.574,69,525182.2999999523,p,K,4144.200000047684,531432.4000000954,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Frog,6,Certain types of which animal can be frozen solid and then continue living once thawed?,30,1.416,70,531432.4000000954,t,W,3902.0,544714.0,537872.2999999523,541887.9000000954,4,870.5,,HRV,HRV_0121,2022-11-30 17:48:23
Peanuts ,4,What snack food is an ingredient in the explosive dynamite?  ,408,0.689,71,544714.0,p,K,2868.5,548791.2999999523,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Texas,5,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,1.31,72,548791.4000000954,q,S,5110.799999952316,555736.9000000954,,,,,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 553271.0999999046, 'date time': 1669830453751}]",HRV,HRV_0121,2022-11-30 17:48:23
at least 97%,7,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,1.326,73,555736.9000000954,q,S,2749.5999999046326,560339.5,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Dragees,5,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.089,74,560339.5,q,S,3234.9000000953674,565197.7999999523,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
coca-cola,2,Which famous soft drink was invented in 1892?,425,1.704,75,565197.7999999523,p,K,1728.5,569166.5,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Mouse,6,What is the most common mammal in the U.S.? ,205,1.945,76,569166.5,q,S,2152.0999999046326,573807.2999999523,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
Martin Luther King Jr. ,1,Who won the Nobel Peace Prize in 1964? ,386,1.745,77,573807.4000000954,t,W,2334.899999856949,585838.0,578665.9000000954,582669.0999999046,4,897.2000000476837,,HRV,HRV_0121,2022-11-30 17:48:23
Pachyderm,2,"What word comes to us from the Greek for ""thick-skinned""?  ",297,1.191,78,585838.0,t,W,3032.2999999523163,597679.9000000954,591401.0999999046,595417.9000000954,3,540.5999999046326,,HRV,HRV_0121,2022-11-30 17:48:23
Pepper and Mustard,5,What are the top two most popular spices in the world?,422,1.408,79,597680.0,q,S,2422.2999999523163,602047.4000000954,,,,,,HRV,HRV_0121,2022-11-30 17:48:23
