Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,C_TrialEnd,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,exp,subjectId,date
Oxygen,7,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,0.997,10,119187.09999990463,132111.70000004768,t,W,3195.9000000953674,124904.5,128917.59999990463,5,1677.3000001907349,HRV,HRV_0075,2022-11-30 18:09:30
"Gail Borden, Jr. ",4,Who invented condensed milk in 1856? ,414,0.579,11,132111.90000009537,143623.5,t,W,1883.5,136523.29999995232,140539.20000004768,5,1992.2000000476837,HRV,HRV_0075,2022-11-30 18:09:30
Sri Lanka,7,"The word serendipity comes from Serendip, the Persian name for what island? ",109,1.183,12,143623.59999990463,155925.09999990463,t,W,2385.9000000953674,148533.09999990463,152558.5,5,1651.5999999046326,HRV,HRV_0075,2022-11-30 18:09:30
Australia,3,What country has six sheep for every human? ,158,1.983,13,155925.09999990463,168292.0,t,W,2049.7000000476837,160492.5,164507.20000004768,5,1270.0999999046326,HRV,HRV_0075,2022-11-30 18:09:30
Shower curtain ,1,David Schmidt won the 2001 Ig Nobel Prize in Physics for discovering the horizontal vortex that makes what household item blow inward?,33,1.116,14,168292.20000004768,179632.29999995232,t,W,1692.5999999046326,172508.0,176533.0,5,1459.9000000953674,HRV,HRV_0075,2022-11-30 18:09:30
Brine Shrimp ,3,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,0.602,15,179632.40000009537,183210.40000009537,p,K,2449.699999809265,,,,,HRV,HRV_0075,2022-11-30 18:09:30
The Beatles' Rain ,2,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,0.584,16,183210.5,187004.29999995232,p,K,2683.9000000953674,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Hawaii,5,Where is the only royal palace in the United States? ,321,0.64,17,187004.5,198198.20000004768,t,W,2165.0999999046326,191695.29999995232,195720.40000009537,5,1315.1999998092651,HRV,HRV_0075,2022-11-30 18:09:30
The Big Bang,6,"Arno Penzias and Robert Wilson shared a Nobel Prize for accidentally discovering ""CMB,"" leftover radiation from what?",22,0.842,18,198198.29999995232,209388.29999995232,t,W,1971.1000001430511,202695.59999990463,206713.09999990463,5,1308.4000000953674,HRV,HRV_0075,2022-11-30 18:09:30
Papillae,7,What are the bumps on the tongue that carry the taste buds called? ,137,1.076,19,209388.29999995232,220914.70000004768,t,W,2067.7000000476837,213974.20000004768,217989.20000004768,5,1330.2999999523163,HRV,HRV_0075,2022-11-30 18:09:30
Violin,6,What instrument was invented to sound like a human singing? ,189,1.943,20,220914.70000004768,233009.90000009537,t,W,1846.7999999523163,225280.70000004768,229296.59999990463,4,1245.8000001907349,HRV,HRV_0075,2022-11-30 18:09:30
Woodrow Wilson ,3,"Which U.S. president declared the first national ""Mother's Day""?  ",355,1.957,21,233009.90000009537,245775.79999995232,t,W,2586.899999856949,238125.90000009537,242138.0,5,1152.7999999523163,HRV,HRV_0075,2022-11-30 18:09:30
at least 97%,5,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,1.85,22,245775.90000009537,258419.90000009537,t,W,2449.0999999046326,250743.0,254754.0,5,1301.0,HRV,HRV_0075,2022-11-30 18:09:30
Gone with the Wind,1,The first swear word on the big screen was in what movie?,100,0.988,23,258419.90000009537,269114.59999990463,t,W,1538.1999998092651,262481.2000000477,266495.40000009537,5,1105.8999998569489,HRV,HRV_0075,2022-11-30 18:09:30
Sepia,2,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,266,1.349,24,269114.7000000477,281397.7000000477,t,W,3388.2999999523163,275020.59999990463,279029.90000009537,5,503.0,HRV,HRV_0075,2022-11-30 18:09:30
Dark Side of the Moon,3,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,1.79,25,281397.7999999523,293261.0,t,W,2373.100000143051,286293.0,290308.5,5,629.0,HRV,HRV_0075,2022-11-30 18:09:30
Zinfindel,3,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.279,26,293261.0,305539.40000009537,t,W,2664.5999999046326,298449.7999999523,302461.7999999523,5,1280.6000001430511,HRV,HRV_0075,2022-11-30 18:09:30
Mung beans ,3,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.559,27,305539.40000009537,309418.40000009537,q,S,1799.7999999523163,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Kiwi,7,"Which bird species has survived more than 70 million years, despite the fact that it lays one egg a year and is nearly blind?",331,1.427,28,309418.40000009537,313901.90000009537,p,K,2518.399999856949,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Westminster Kennel Club dog show ,1,What is the second oldest continuously held American sporting event?  ,214,1.361,29,313901.90000009537,317485.0,p,K,1693.8999998569489,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Russia,5,Which country has the most public libraries?  ,339,1.038,30,317485.0,321140.7000000477,q,S,2103.9000000953674,,,,,HRV,HRV_0075,2022-11-30 18:09:30
a spit,6,"If something is described as rotisserie, what has it been cooked on?",428,1.744,31,321140.7999999523,325551.7000000477,p,K,2145.2000000476837,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Mountain Dew,2,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.679,32,325551.7000000477,337807.90000009537,t,W,2330.7000000476837,330405.40000009537,334425.90000009537,5,1180.5,HRV,HRV_0075,2022-11-30 18:09:30
coca-cola,7,Which famous soft drink was invented in 1892?,425,1.295,33,337807.90000009537,341598.7999999523,q,S,1967.3999998569489,,,,,HRV,HRV_0075,2022-11-30 18:09:30
The crocodile,5,The Egyptian plover is a bird best known for its symbiotic relationship with what host animal?,95,0.69,34,341599.09999990463,344944.09999990463,p,K,2127.4000000953674,,,,,HRV,HRV_0075,2022-11-30 18:09:30
the skin and bones of animals,1,What is gelatin made from?,445,1.522,35,344944.09999990463,348804.5,p,K,1813.1000001430511,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Odor Eaters ,1,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,248,1.669,36,348804.5,362294.2999999523,t,W,3383.5,354721.59999990463,358740.7000000477,5,1359.5,HRV,HRV_0075,2022-11-30 18:09:30
Latex. This is known as the latex-fruit syndrome. ,3,Allergy to which material is associated with allergy to fruit such as papaya and banana? ,462,1.031,37,362294.2999999523,365362.0,q,S,1515.4000000953674,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Death,1,"In ancient Egypt, what was the penalty for killing a cat?",58,0.656,38,365362.0,368322.59999990463,q,S,1778.0999999046326,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Ripe cranerries bounce when dropped on the ground,7,How do farmers test whether cranberries are ripe?,452,0.58,39,368322.59999990463,379351.2000000477,t,W,1992.4000000953674,372844.2000000477,376867.2999999523,5,1374.6000001430511,HRV,HRV_0075,2022-11-30 18:09:30
Carbon,5,What element must be burned out of pig iron to make steel? ,170,1.063,40,379351.2000000477,382864.2999999523,q,S,1931.2999999523163,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Cricket,6,"What sport used the term ""home run"" long before baseball?  ",260,1.159,41,382864.40000009537,386661.5,p,K,2124.5999999046326,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Captain Cook ,5,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.968,42,386661.59999990463,390933.7000000477,p,K,1778.2000000476837,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Haricot beans,3,Baked beans are made from what type of bean?,443,1.1,43,390933.7000000477,394641.5,q,S,2083.0,,,,,HRV,HRV_0075,2022-11-30 18:09:30
The guppy,7,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,152,0.862,44,394641.5,406177.7999999523,t,W,2398.7999999523163,399574.90000009537,403588.5,5,1211.0999999046326,HRV,HRV_0075,2022-11-30 18:09:30
Coca-Cola,1,"The BBC once banned the Beatles' ""Come Together"" for ""advertising"" what product in the lyrics?",93,1.15,45,406177.90000009537,410328.59999990463,q,S,2463.0999999046326,,,,,HRV,HRV_0075,2022-11-30 18:09:30
The bishop,4,Which chess piece was originally called 'the elephant'? ,334,0.994,46,410328.59999990463,421894.40000009537,t,W,2139.0,414982.40000009537,418996.0,5,1384.2999999523163,HRV,HRV_0075,2022-11-30 18:09:30
Bookkeeper,2,What is the only English word with three consecutive double letters?  ,209,1.404,47,421894.40000009537,434761.59999990463,t,W,3034.7999999523163,427460.2000000477,431487.0,4,1347.5999999046326,HRV,HRV_0075,2022-11-30 18:09:30
Jamaica Bay,3,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",226,1.983,48,434761.59999990463,447661.0,t,W,2001.1000001430511,439291.2000000477,443310.5,5,1834.7000000476837,HRV,HRV_0075,2022-11-30 18:09:30
Saffron,5,What is the most expensive spice (by weight) in the world?,431,1.424,49,447661.09999990463,451483.59999990463,q,S,1870.3000001907349,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Nutmeg,2,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.919,50,451483.7000000477,455170.2999999523,p,K,2236.2000000476837,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Tears,7,"At 6-8 weeks, babies start producing what? ",23,1.737,51,455170.2999999523,463455.40000009537,p,K,6019.700000047684,,,,,HRV,HRV_0075,2022-11-30 18:09:30
Generals,5,Eleven U.S. presidents have been what before being elected?,36,1.713,52,463455.5,477629.5,t,W,3088.0,469078.40000009537,473100.7999999523,,,HRV,HRV_0075,2022-11-30 18:09:30
Pumpkin,1,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,360,1.036,53,477629.5,489224.5,t,W,2299.7999999523163,482456.90000009537,486475.7000000477,5,1194.2000000476837,HRV,HRV_0075,2022-11-30 18:09:30
Midnight Cowboy ,5,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,0.769,54,489224.59999990463,492973.59999990463,q,S,2449.2000000476837,,,,,HRV,HRV_0075,2022-11-30 18:09:30
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",4,Cooking which food requires over two years of training?,461,0.784,55,492973.59999990463,496733.2000000477,p,K,2456.100000143051,,,,,HRV,HRV_0075,2022-11-30 18:09:30
lobster,4,Which expensive restaurant item used to be fed to pisinors and servants?,449,0.519,56,496733.2000000477,509138.0,t,W,2983.0999999046326,502229.7000000477,506242.5,5,1848.7000000476837,HRV,HRV_0075,2022-11-30 18:09:30
Owl,6,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",325,0.709,57,509138.0,519426.09999990463,t,W,1985.7000000476837,513640.90000009537,517651.2000000477,5,547.2000000476837,HRV,HRV_0075,2022-11-30 18:09:30
Grover Cleveland ,2,Who was the only U.S. president to have been married in the White House? ,385,1.904,58,519426.2000000477,530532.2999999523,t,W,1643.5999999046326,523585.2999999523,527595.5999999046,5,518.2000000476837,HRV,HRV_0075,2022-11-30 18:09:30
The Millenium Falcon ,4,"What could be built by the largest Lego set ever sold, a 5195-piece monstrosity? ",156,0.519,59,530532.2999999523,545302.9000000954,t,W,5821.5,538878.9000000954,542892.2999999523,5,1369.2999999523163,HRV,HRV_0075,2022-11-30 18:09:30
Ciabatta,7,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,1.545,60,545302.9000000954,550367.9000000954,p,K,3003.5999999046326,,,,,HRV,HRV_0075,2022-11-30 18:09:30
George H.W. Bush ,4,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,0.901,61,550367.9000000954,564775.7000000477,t,W,5911.699999809265,558801.4000000954,562822.2000000477,5,536.8999998569489,HRV,HRV_0075,2022-11-30 18:09:30
The Discovery,5,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,352,0.959,62,564775.7000000477,575708.2999999523,t,W,1517.5999999046326,568820.5,572841.0999999046,5,1397.2000000476837,HRV,HRV_0075,2022-11-30 18:09:30
Black,6,What color lipstick did silent movie stars wear?  ,151,0.967,63,575708.2999999523,586681.2000000477,t,W,2263.7000000476837,580493.9000000954,584519.2000000477,5,671.2000000476837,HRV,HRV_0075,2022-11-30 18:09:30
A castrated rooster,4,What is a capon?  ,193,0.988,64,586681.2000000477,597372.0,t,W,2058.2000000476837,591267.5,595274.9000000954,5,584.7999999523163,HRV,HRV_0075,2022-11-30 18:09:30
Aerie,3,What name is given to an eagle's nest?   ,235,1.053,65,597372.0999999046,608993.4000000954,t,W,2385.600000143051,602284.0,606305.2999999523,5,1106.0,HRV,HRV_0075,2022-11-30 18:09:30
