Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Monrovia,3,What African capital city is named after a U.S. president? ,128,1.967,29,247324.0,q,S,3702.0,,,,,253517.0,HRV,HRV_0122,2022-11-30 18:02:34
Louie Louie,2,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,1.976,30,253517.10000000894,q,S,7358.0999999940395,,,,,263383.0,HRV,HRV_0122,2022-11-30 18:02:34
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,2,Whice fruit is effective than coffee at waking you up in the morning?,454,0.712,31,263383.0,q,S,5005.100000008941,,,,,269627.0,HRV,HRV_0122,2022-11-30 18:02:34
OutKast,6,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,0.936,32,269627.0,q,S,7433.20000000298,,,,,278517.60000000894,HRV,HRV_0122,2022-11-30 18:02:34
Mae West,6,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,0.569,33,278517.60000000894,q,S,5082.5999999940395,,,,,284691.10000000894,HRV,HRV_0122,2022-11-30 18:02:34
Apple sauce,6,What was the first food eaten in space?,435,1.521,34,284691.200000003,p,K,2908.4000000059605,,,,,289646.200000003,HRV,HRV_0122,2022-11-30 18:02:34
The Ritz (Hotel),4,"F. Scott Fitzgerald wrote a famous short story about ""A Diamond as Big as"" what New York landmark?",39,1.107,35,289646.299999997,p,K,5392.800000011921,,,,,296682.799999997,HRV,HRV_0122,2022-11-30 18:02:34
Brine Shrimp ,4,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,1.38,36,296682.799999997,q,S,2445.0,,,,,301026.799999997,HRV,HRV_0122,2022-11-30 18:02:34
"Gaslight Caf̩, Greenwich Village",2,Where did Bob Dylan first play in public? ,314,0.579,37,301026.799999997,q,S,1784.800000011921,,,,,303910.90000000596,HRV,HRV_0122,2022-11-30 18:02:34
Bono ,6,What singer took his stage name from a Dublin hearing aid billboard?  ,257,1.54,38,303910.90000000596,q,S,2117.5999999940395,,,,,308083.0,HRV,HRV_0122,2022-11-30 18:02:34
Camel,6,Which animal's milk does not curdle? ,328,1.149,39,308083.0,q,S,2230.0,,,,,311988.799999997,HRV,HRV_0122,2022-11-30 18:02:34
Dragees,2,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.15,40,311988.799999997,p,K,3221.9000000059605,,,,,316893.40000000596,HRV,HRV_0122,2022-11-30 18:02:34
Eisenhower ,2,Who was president when the first U.S. presidential news conference was filmed for TV?,378,1.818,41,316893.5,p,K,6642.600000008941,,,,,325874.700000003,HRV,HRV_0122,2022-11-30 18:02:34
Sapphire,2,What type of stone is referred to as the Star of India?  ,270,0.571,42,325874.799999997,q,S,3045.800000011921,,,,,330019.200000003,HRV,HRV_0122,2022-11-30 18:02:34
Nutmeg,2,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.093,43,330019.200000003,q,S,3654.5,,,,,335294.5,HRV,HRV_0122,2022-11-30 18:02:34
It's stamped on the coin's edge.,4,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,1.773,44,335294.5,q,S,5354.4000000059605,,,,,342961.299999997,HRV,HRV_0122,2022-11-30 18:02:34
George Washington,4,Who is pictured on a US Purple Heart medal? ,368,1.469,45,342961.299999997,q,S,2646.9000000059605,,,,,347617.799999997,HRV,HRV_0122,2022-11-30 18:02:34
"the Red Hot Chili Peppers, followed closely by Meatloaf",1,Some bands share a name with a food. Which band named after a foodstuff has sold the most records?,439,0.528,46,347617.799999997,q,S,4711.20000000298,,,,,353375.0,HRV,HRV_0122,2022-11-30 18:02:34
PayPal,4,YouTube.com is the brainchild of three former employees of what other major website? ,396,1.277,47,353375.0,q,S,3887.7000000029802,,,,,359079.0,HRV,HRV_0122,2022-11-30 18:02:34
Ripe cranerries bounce when dropped on the ground,3,How do farmers test whether cranberries are ripe?,452,1.646,48,359079.0,p,K,2841.2999999970198,,,,,364085.40000000596,HRV,HRV_0122,2022-11-30 18:02:34
Jim Lovell,5,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,18,1.77,49,364085.40000000596,q,S,6672.0,,,,,373059.10000000894,HRV,HRV_0122,2022-11-30 18:02:34
Texas,7,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",263,0.57,50,373059.10000000894,q,S,4229.5999999940395,,,,,378371.0,HRV,HRV_0122,2022-11-30 18:02:34
Asparagus,4,what vegetable loses its flavour the quickest?,451,0.786,51,378371.0,q,S,2724.1000000089407,,,,,382398.90000000596,HRV,HRV_0122,2022-11-30 18:02:34
India,3,What's the only country outside Africa where lions still live in the wild?  ,307,1.545,52,382398.90000000596,q,S,5403.899999991059,,,,,389877.799999997,HRV,HRV_0122,2022-11-30 18:02:34
Spiro Agnew ,7,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,1.664,53,389877.799999997,q,S,3088.7000000029802,,,,,395141.0,HRV,HRV_0122,2022-11-30 18:02:34
Midnight Cowboy ,2,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,0.806,54,395141.0,q,S,2289.7999999970198,,,,,398763.799999997,HRV,HRV_0122,2022-11-30 18:02:34
Liffey,4,What river runs through Dublin?   ,253,1.17,55,398763.799999997,q,S,2139.0,,,,,402600.299999997,HRV,HRV_0122,2022-11-30 18:02:34
Ronin,5,"What Japanese word for ""wave person"" refers to a masterless samurai?  ",219,1.301,56,402600.299999997,q,S,4781.100000008941,,,,,409208.5,HRV,HRV_0122,2022-11-30 18:02:34
Don Adams,4,Who provided the voice for cartoon character Inspector Gadget? ,372,1.02,57,409208.5,q,S,3338.5,,,,,414090.90000000596,HRV,HRV_0122,2022-11-30 18:02:34
cheese ,5,What item of food holds the world record for being the most stolen item of food in the world?,444,1.16,58,414091.0,q,S,4504.5,,,,,420281.90000000596,HRV,HRV_0122,2022-11-30 18:02:34
The Chrysler Building ,4,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,1.428,59,420281.90000000596,q,S,4271.5999999940395,,,,,426497.5,HRV,HRV_0122,2022-11-30 18:02:34
Anne Hathaway,2,What was the name of William Shakespeare's wife?  ,290,1.8,60,426497.5,p,K,4299.600000008941,,,,,433133.40000000596,HRV,HRV_0122,2022-11-30 18:02:34
the skin and bones of animals,6,What is gelatin made from?,445,1.639,61,433133.40000000596,p,K,1620.7999999970198,,,,,436913.0,HRV,HRV_0122,2022-11-30 18:02:34
Belgium,7,Where were French fries invented?,437,1.269,62,436913.0,p,K,1908.7000000029802,,,,,440623.299999997,HRV,HRV_0122,2022-11-30 18:02:34
Abraham Lincoln,1,Who was the only U.S. president to also hold a patent for an invention?,384,0.993,63,440623.299999997,q,S,2424.800000011921,,,,,444576.90000000596,HRV,HRV_0122,2022-11-30 18:02:34
Library of Congress,1,"In 1802, John Beckley became the librarian of what collection containing 740 books at the time?",48,0.83,64,444576.90000000596,p,K,4013.7000000029802,,,,,449949.200000003,HRV,HRV_0122,2022-11-30 18:02:34
A Spoonful of Sugar ,7,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.824,65,449949.200000003,q,S,4925.20000000298,,,,,457212.5,HRV,HRV_0122,2022-11-30 18:02:34
The nock,4,What slot on the back of an arrow's shaft keeps it on the bowstring? ,259,1.347,66,457212.5,q,S,3857.5,,,,,462952.90000000596,HRV,HRV_0122,2022-11-30 18:02:34
chickpeas,2,What is used to make hummus?,424,0.554,67,462952.90000000596,p,K,1866.2999999970198,,,,,465905.90000000596,HRV,HRV_0122,2022-11-30 18:02:34
Pride and Prejudice,3,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,1.961,68,465905.90000000596,p,K,6509.0999999940395,,,,,474911.700000003,HRV,HRV_0122,2022-11-30 18:02:34
Snoopy's,2,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,0.855,69,474911.799999997,q,S,5618.800000011921,,,,,481919.40000000596,HRV,HRV_0122,2022-11-30 18:02:34
Arthur Conan Doyle,7,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",184,0.868,70,481919.5,q,S,2754.2000000029802,,,,,486079.0,HRV,HRV_0122,2022-11-30 18:02:34
Model train set,7,HO scale is the world's most popular size of what?,45,0.983,71,486079.0,q,S,2449.5,,,,,490037.200000003,HRV,HRV_0122,2022-11-30 18:02:34
Espresso,2,The Italian government regulates the price of what beverage?,399,0.87,72,490037.299999997,q,S,3370.1000000089407,,,,,494807.5,HRV,HRV_0122,2022-11-30 18:02:34
Mung beans ,1,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.732,73,494807.5,q,S,3005.2000000029802,,,,,500069.799999997,HRV,HRV_0122,2022-11-30 18:02:34
Kayak,3,An umiak is a larger version of what? ,20,0.636,74,500069.799999997,q,S,1618.9000000059605,,,,,502837.5,HRV,HRV_0122,2022-11-30 18:02:34
Every jar of peanut butter must be at least 90% peanuts,6,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.671,75,502837.5,q,S,3752.1000000089407,,,,,508785.700000003,HRV,HRV_0122,2022-11-30 18:02:34
Death,7,"In ancient Egypt, what was the penalty for killing a cat?",58,1.997,76,508785.700000003,q,S,2425.0999999940395,,,,,513719.700000003,HRV,HRV_0122,2022-11-30 18:02:34
Germany,1,Which European country was the first to produce decaffeinated coffee? ,412,0.963,77,513719.700000003,q,S,2989.2999999970198,,,,,518195.200000003,HRV,HRV_0122,2022-11-30 18:02:34
Giant squid,2,What is the largest creature without a backbone? ,203,0.7,78,518195.200000003,q,S,1579.5999999940395,,,,,521009.10000000894,HRV,HRV_0122,2022-11-30 18:02:34
Kidnapping and killing the Lindbergh baby,1,For what crime was Bruno Hauptmann executed in 1936?,41,0.715,79,521009.10000000894,q,S,2151.0999999940395,,,,,524395.799999997,HRV,HRV_0122,2022-11-30 18:02:34
Gabriele Falloppio ,3,What Italian physician was the first to describe the way the ovaries connect to the uterus in humans?,217,0.946,80,524395.799999997,q,S,3417.9000000059605,,,,,529280.5,HRV,HRV_0122,2022-11-30 18:02:34
Gary Busey,3,What actor campaigned against helmet laws until he was almost killed in a helmetless 1988 motorcycle accident?,127,0.819,81,529280.5,q,S,4487.29999999702,,,,,535109.1000000089,HRV,HRV_0122,2022-11-30 18:02:34
On a Jell-O box,2,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,0.585,82,535109.200000003,q,S,5161.9000000059605,,,,,541392.299999997,HRV,HRV_0122,2022-11-30 18:02:34
Gecko,7,What is the only type of lizard that has a voice? ,213,1.703,83,541392.299999997,q,S,2072.1000000089407,,,,,545705.1000000089,HRV,HRV_0122,2022-11-30 18:02:34
Papillae,4,What are the bumps on the tongue that carry the taste buds called? ,137,0.622,84,545705.1000000089,p,K,4237.699999988079,,,,,551102.200000003,HRV,HRV_0122,2022-11-30 18:02:34
Utah,6,"What US state advertised ""The Greatest Snow on Earth"" on its license plates? ",273,1.48,85,551102.200000003,q,S,5086.0999999940395,,,,,558196.0,HRV,HRV_0122,2022-11-30 18:02:34
Brazil,6,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,1.72,86,558196.0,q,S,5106.600000008941,,,,,565545.700000003,HRV,HRV_0122,2022-11-30 18:02:34
The Guinness Book of World Records,6,What did Ross and Norris McWhirter compile as a promotional giveaway in 1955? ,164,1.325,87,565545.799999997,q,S,3729.4000000059605,,,,,571118.900000006,HRV,HRV_0122,2022-11-30 18:02:34
Dragonflies,5,"Which insect, one of the fastest, can fly at speeds up to 60 mph? ",342,1.082,88,571118.900000006,q,S,2737.2999999970198,,,,,575459.1000000089,HRV,HRV_0122,2022-11-30 18:02:34
Odor Eaters ,6,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,248,1.122,89,575459.1000000089,q,S,3284.8999999910593,,,,,580392.299999997,HRV,HRV_0122,2022-11-30 18:02:34
Cayenne pepper ,1,What spice is named for the capital of French Guiana? ,409,0.655,90,580392.400000006,q,S,2056.8999999910593,,,,,583625.1000000089,HRV,HRV_0122,2022-11-30 18:02:34
Carbon,7,What element must be burned out of pig iron to make steel? ,170,0.555,91,583625.1000000089,q,S,3313.0999999940395,,,,,588018.900000006,HRV,HRV_0122,2022-11-30 18:02:34
Adding olive juice,5,What turns a plain martini into a dirty martini?,440,0.763,92,588019.1000000089,q,S,3556.7999999970198,,,,,592867.799999997,HRV,HRV_0122,2022-11-30 18:02:34
George H.W. Bush ,2,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.692,93,592867.799999997,p,K,2946.1000000089407,,,,,598035.400000006,HRV,HRV_0122,2022-11-30 18:02:34
AstroTurf ,5,"What was originally sold in 1965 under the name ""Chemgrass""?  ",277,0.873,94,598035.400000006,q,S,3709.5,,,,,603147.6000000089,HRV,HRV_0122,2022-11-30 18:02:34
