Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,C_TrialEnd,exp,subjectId,date
Honey,7,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.286,10,129941.09999999404,t,W,5290.0999999940395,137753.29999998212,141759.59999999404,5,605.0,144187.59999999404,HRV,HRV_0174,2022-11-30 18:21:00
Canadian Oil,2,What is canola an abbreviation for?,436,1.388,11,144187.69999998808,t,W,2503.0,149222.59999999404,153239.29999998212,5,1430.4000000059605,156572.09999999404,HRV,HRV_0174,2022-11-30 18:21:00
The Galapagos Islands ,7,What islands are home to most of the world's blue-footed boobies? ,216,1.199,12,156572.09999999404,q,S,3334.7999999821186,,,,,161643.39999997616,HRV,HRV_0174,2022-11-30 18:21:00
Bolivia,5,"Of all the countries named for a person, which country is named for the person who lived most recently?",75,1.578,13,161643.5,t,W,3448.0999999940395,167636.79999998212,171662.0,3,1017.2999999821186,174783.39999997616,HRV,HRV_0174,2022-11-30 18:21:00
Capitol Hill,4,"Until 1790, what was known as Jenkins Hill? ",119,1.453,14,174783.5,t,W,3434.2999999821186,180754.09999999404,184773.0,3,2687.7999999821186,189457.29999998212,HRV,HRV_0174,2022-11-30 18:21:00
Abraham Lincoln ,2,"What president has three ""A's"" in his first name, each of which has a different sound? ",246,0.654,15,189457.59999999404,t,W,3459.0999999940395,195443.29999998212,199450.09999999404,5,1033.2999999821186,201675.89999997616,HRV,HRV_0174,2022-11-30 18:21:00
Brine Shrimp ,5,"What kind of animal is Artemia Salina, the ""sea monkey"" of novelty pet ad fame? ",222,1.643,16,201675.89999997616,q,S,3054.600000023842,,,,,206893.69999998808,HRV,HRV_0174,2022-11-30 18:21:00
Quotations ,6,What did the letter Q originally stand for in NASDAQ?  ,165,1.859,17,206893.79999998212,t,W,2727.5999999940395,212150.79999998212,216172.09999999404,5,586.0999999940395,219148.19999998808,HRV,HRV_0174,2022-11-30 18:21:00
Dorito is Spanish for little golden things,6,What does Dorito actually mean?,434,1.966,18,219148.19999998808,t,W,3655.4000000059605,225349.89999997616,229370.5,3,1748.699999988079,233605.39999997616,HRV,HRV_0174,2022-11-30 18:21:00
Ampersand (&),3,"What began as a ligature of the letters ""e"" and ""t""?",144,1.314,19,233605.39999997616,t,W,2793.0,238925.09999999404,242952.39999997616,4,1796.2000000178814,246595.69999998808,HRV,HRV_0174,2022-11-30 18:21:00
Don Adams,6,Who provided the voice for cartoon character Inspector Gadget? ,372,0.616,20,246595.69999998808,q,S,3179.9000000059605,,,,,250926.69999998808,HRV,HRV_0174,2022-11-30 18:21:00
American Pie,3,What was the name of the plane Buddy Holly died in?  ,289,1.385,21,250926.79999998212,t,W,3751.0999999940395,257194.5,261203.69999998808,3,626.5,263756.89999997616,HRV,HRV_0174,2022-11-30 18:21:00
Dragees,7,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,0.803,22,263756.89999997616,p,K,4495.4000000059605,,,,,269580.1999999881,HRV,HRV_0174,2022-11-30 18:21:00
Ear ,5,"The pinna is the outer, visible part of what?",103,0.763,23,269580.1999999881,t,W,2486.5999999940395,274595.09999999404,278603.7999999821,4,1507.5999999940395,281398.7999999821,HRV,HRV_0174,2022-11-30 18:21:00
Butt,4,The adjective callipygian refers to someone who has a beautiful what? ,88,1.01,24,281398.7999999821,t,W,3670.800000011921,287597.89999997616,291616.39999997616,3,1582.7000000178814,294746.1999999881,HRV,HRV_0174,2022-11-30 18:21:00
Lightning strike,3,Carnivorous animals will not eat another animal that has been killed by what means?,29,1.654,25,294746.1999999881,t,W,3445.5,300728.89999997616,304750.1999999881,5,940.5999999940395,307865.39999997616,HRV,HRV_0174,2022-11-30 18:21:00
Bling bling ,5,What term does rapper B.G. say he wishes he'd patented when he used it for the title of his massive 1999 hit?,264,1.522,26,307865.89999997616,t,W,3432.0,313835.1999999881,317848.39999997616,2,1252.4000000059605,321154.7999999821,HRV,HRV_0174,2022-11-30 18:21:00
Mung beans ,7,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.865,27,321154.89999997616,t,W,3163.2000000178814,326844.6999999881,330865.0,2,1369.3999999761581,334624.6999999881,HRV,HRV_0174,2022-11-30 18:21:00
Oklahoma,7,"What U.S. state has the slogan ""Native America"" on its license plates?",271,1.566,28,334624.6999999881,t,W,3268.5,340440.09999999404,344453.7999999821,2,786.5999999940395,347339.1999999881,HRV,HRV_0174,2022-11-30 18:21:00
A Spoonful of Sugar ,6,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.168,29,347339.1999999881,t,W,4347.699999988079,354205.1999999881,358223.1999999881,4,903.4000000059605,360816.7999999821,HRV,HRV_0174,2022-11-30 18:21:00
Death,2,"In ancient Egypt, what was the penalty for killing a cat?",58,1.634,30,360816.89999997616,t,W,2610.800000011921,365959.89999997616,369970.2999999821,5,781.4000000059605,372933.39999997616,HRV,HRV_0174,2022-11-30 18:21:00
Kayak,7,An umiak is a larger version of what? ,20,1.165,31,372933.39999997616,t,W,3105.9000000059605,378574.89999997616,382589.1999999881,3,848.4000000059605,385130.2999999821,HRV,HRV_0174,2022-11-30 18:21:00
Yahoo!,7,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,1.566,32,385130.2999999821,t,W,3234.800000011921,390890.39999997616,394904.6999999881,2,1710.699999988079,398697.0,HRV,HRV_0174,2022-11-30 18:21:00
Crocodiles,3,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",330,0.991,33,398697.0,t,W,4063.699999988079,405290.09999999404,409295.59999999404,4,1631.0,412442.1999999881,HRV,HRV_0174,2022-11-30 18:21:00
George H.W. Bush ,1,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,0.658,34,412442.1999999881,t,W,3435.800000011921,418405.5,422424.6999999881,3,1474.300000011921,425078.7999999821,HRV,HRV_0174,2022-11-30 18:21:00
I'm a Believer ,1,What Monkees number one hit was written by a young Neil Diamond? ,233,1.332,35,425078.89999997616,t,W,2570.300000011921,430183.2999999821,434194.1999999881,2,873.0999999940395,436918.2999999821,HRV,HRV_0174,2022-11-30 18:21:00
Genetics,6,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,44,0.66,36,436918.2999999821,t,W,3121.0999999940395,442570.89999997616,446575.89999997616,3,1227.9000000059605,448993.0,HRV,HRV_0174,2022-11-30 18:21:00
cooking,3,"If you suffer from Mageirocophobia, what are you scared of?",438,1.789,37,448993.0,t,W,2946.7999999821186,454478.5,458495.7999999821,4,728.7000000178814,461558.5,HRV,HRV_0174,2022-11-30 18:21:00
Papillae,6,What are the bumps on the tongue that carry the taste buds called? ,137,1.289,38,461558.59999999404,p,K,2404.699999988079,,,,,465766.89999997616,HRV,HRV_0174,2022-11-30 18:21:00
Brazil,7,"The United States has more stars on its flag than any other country, with fifty. What nation is in second place, with twenty-seven?",108,1.373,39,465766.89999997616,t,W,3966.800000011921,472252.5,476271.5,3,1376.8999999761581,479562.0,HRV,HRV_0174,2022-11-30 18:21:00
The Commodore 64 ,7,What 1982 successor to the VIC-20 is still the bestselling computer model of all time?,124,1.66,40,479562.0,p,K,3901.0,,,,,485641.1999999881,HRV,HRV_0174,2022-11-30 18:21:00
Hong Kong ,5,What city's harbor is overlooked by Victoria Peak? ,185,1.176,41,485641.1999999881,q,S,2553.199999988079,,,,,489891.39999997616,HRV,HRV_0174,2022-11-30 18:21:00
Every jar of peanut butter must be at least 90% peanuts,2,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.203,42,489891.5,t,W,2424.5999999940395,494836.6999999881,498854.39999997616,4,1610.800000011921,502220.0,HRV,HRV_0174,2022-11-30 18:21:00
Pet Rocks,1,What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?,186,1.19,43,502220.09999999404,t,W,2655.9000000059605,507399.7999999821,511421.0,4,1284.699999988079,514420.2999999821,HRV,HRV_0174,2022-11-30 18:21:00
Traffic lights,2,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",113,0.889,44,514420.39999997616,t,W,2940.9000000059605,519899.7999999821,523918.6999999881,4,606.5999999940395,525942.099999994,HRV,HRV_0174,2022-11-30 18:21:00
Lolita by Vladimir Nabokov,1,"""Don't Stand So Close to Me"" by the Police was inspired by what literary work?",3,1.462,45,525942.099999994,t,W,2959.7999999821186,531432.599999994,535442.099999994,4,1500.5,538921.0,HRV,HRV_0174,2022-11-30 18:21:00
Sao Paulo,1,What's the most populous city in the Southern Hemisphere?,304,0.613,46,538921.0,t,W,2196.2999999821186,543647.2999999821,547657.7999999821,2,987.3000000119209,549790.6999999881,HRV,HRV_0174,2022-11-30 18:21:00
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,5,Whice fruit is effective than coffee at waking you up in the morning?,454,1.936,47,549790.6999999881,t,W,4098.0999999940395,556419.5,560433.099999994,4,1239.9000000059605,564141.2999999821,HRV,HRV_0174,2022-11-30 18:21:00
Liffey,3,What river runs through Dublin?   ,253,1.414,48,564141.2999999821,t,W,1777.0999999940395,568447.3999999762,572468.7999999821,3,754.3000000119209,575154.0,HRV,HRV_0174,2022-11-30 18:21:00
Radioactivity,4,What is measured in becquerels? ,201,0.645,49,575154.0,t,W,1767.2999999821186,579445.2999999821,583467.2999999821,3,1078.0999999940395,585719.2999999821,HRV,HRV_0174,2022-11-30 18:21:00
Walt Disney,5,Which person has been awarded the most Oscars ever? ,349,1.68,50,585719.2999999821,t,W,2220.0,590461.099999994,594489.0,4,1195.199999988079,597883.8999999762,HRV,HRV_0174,2022-11-30 18:21:00
Temple Prostitute,7,"Anciently, what was the job description of a ""hierodule""?",21,1.288,51,597883.8999999762,t,W,3233.0,603644.3999999762,607662.7999999821,5,1795.300000011921,611276.3999999762,HRV,HRV_0174,2022-11-30 18:21:00
