Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
China,5,Which country first used the decimal system?  ,338,0.833,21,115644.19999980927,q,S,2523.600000143051,119522.79999995232,,HRV,HRV_0262,2022-11-30 19:54:58
Andy Kaufman,1,Who was banned from Saturday Night Live by viewer phone vote in 1982? ,376,0.965,22,119522.79999995232,q,S,3581.2999999523163,124591.89999985695,,HRV,HRV_0262,2022-11-30 19:54:58
Camel,5,Which animal's milk does not curdle? ,328,1.674,23,124591.89999985695,q,S,2648.0,129447.39999985695,,HRV,HRV_0262,2022-11-30 19:54:58
Nutmeg,3,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.55,24,129447.39999985695,q,S,3608.600000143051,134122.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Papillae,7,What are the bumps on the tongue that carry the taste buds called? ,137,0.971,25,134122.69999980927,q,S,3638.2000000476837,139254.39999985695,,HRV,HRV_0262,2022-11-30 19:54:58
Hawaii,3,Where is the only royal palace in the United States? ,321,1.746,26,139254.39999985695,q,S,2513.7000000476837,144033.0,,HRV,HRV_0262,2022-11-30 19:54:58
A truce ,3,What was put in place by the Ancient Greeks before and during all Olympic festivals? ,278,1.942,27,144033.09999990463,q,S,5143.299999952316,151644.0,,HRV,HRV_0262,2022-11-30 19:54:58
Aerie,7,What name is given to an eagle's nest?   ,235,1.455,28,151644.0,q,S,2340.5999999046326,155962.5,,HRV,HRV_0262,2022-11-30 19:54:58
The Mini Cooper,4,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.627,29,155962.5,q,S,4430.599999904633,162546.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Coca-cola,4,What popular drink was first marketed as a brain tonic?,405,1.856,30,162546.69999980927,q,S,3021.7000000476837,167939.5,,HRV,HRV_0262,2022-11-30 19:54:58
Bile,2,"Two of the ""four humors"" the ancients believed controlled temperament consist of what bodily fluid?",118,0.531,31,167939.59999990463,q,S,4405.299999952316,173410.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
J,4,What's the only letter that doesn't appear in the periodic table of elements?,309,0.933,32,173410.19999980927,q,S,3702.5,178571.5,,HRV,HRV_0262,2022-11-30 19:54:58
Excalibur,5,"According to Thomas Malory, Sir Bedivere's last knightly act is to return what to a lake?",14,1.96,33,178571.5,q,S,4877.799999952316,185950.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
cheese ,2,What item of food holds the world record for being the most stolen item of food in the world?,444,1.229,34,185950.69999980927,p,K,4442.600000143051,192131.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
The Beatles' Rain ,5,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,0.651,35,192131.29999995232,q,S,3974.399999856949,197276.0,,HRV,HRV_0262,2022-11-30 19:54:58
Midnight Cowboy ,3,What was the only X-rated film to win the Academy Award for Best Picture?  ,293,0.659,36,197276.19999980927,q,S,2685.0,201147.59999990463,,HRV,HRV_0262,2022-11-30 19:54:58
"the white flesh that houses the seeds, known as the placenta",2,What is the hottest part of a chili?,432,1.29,37,201147.59999990463,p,K,3022.9000000953674,205995.5,,HRV,HRV_0262,2022-11-30 19:54:58
Frog,2,Certain types of which animal can be frozen solid and then continue living once thawed?,30,1.584,38,205995.5,q,S,4158.5,212249.29999995232,,HRV,HRV_0262,2022-11-30 19:54:58
Thrust,4,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,265,1.808,39,212249.29999995232,q,S,3936.5,218529.0,,HRV,HRV_0262,2022-11-30 19:54:58
Ear ,1,"The pinna is the outer, visible part of what?",103,1.881,40,218529.0,q,S,2912.7999999523163,223856.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Honey,4,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,0.999,41,223856.29999995232,q,S,4545.599999904633,229936.09999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Cell,2,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,1.539,42,229936.09999990463,q,S,5386.599999904633,237393.29999995232,,HRV,HRV_0262,2022-11-30 19:54:58
Poland,4,What EU nation was once led by a president and a prime minister who were identical twins? ,172,0.668,43,237393.29999995232,q,S,3704.7999999523163,242288.89999985695,,HRV,HRV_0262,2022-11-30 19:54:58
Avocado,1,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.529,44,242288.89999985695,p,K,3881.7999999523163,248220.29999995232,,HRV,HRV_0262,2022-11-30 19:54:58
Apple sauce,6,What was the first food eaten in space?,435,0.823,45,248220.29999995232,p,K,2974.0,252544.39999985695,,HRV,HRV_0262,2022-11-30 19:54:58
South Africa,2,In what country was the largest rough diamond ever discovered?,62,1.153,46,252544.39999985695,q,S,3722.7000000476837,257938.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Arkansas ,4,Where is the only active diamond mine in the U.S.?,320,1.311,47,257938.69999980927,q,S,2920.0,262679.39999985695,,HRV,HRV_0262,2022-11-30 19:54:58
North Korea,4,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,0.723,48,262679.39999985695,q,S,3211.100000143051,267137.09999990463,,HRV,HRV_0262,2022-11-30 19:54:58
UFOs,5,What was studied by Project Blue Book?   ,279,1.744,49,267137.09999990463,q,S,2530.0,271945.0,,HRV,HRV_0262,2022-11-30 19:54:58
Luxor,1,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,8,1.316,50,271945.0,q,S,3266.0,277048.39999985695,,HRV,HRV_0262,2022-11-30 19:54:58
Paris,3,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",86,1.836,51,277048.59999990463,q,S,2987.0,282390.2999999523,,HRV,HRV_0262,2022-11-30 19:54:58
A red giant ,2,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.652,52,282390.59999990463,q,S,4108.5,288718.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Rooster,4,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,1.337,53,288718.7999999523,q,S,3052.5999999046326,293625.59999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Cricket,1,"What sport used the term ""home run"" long before baseball?  ",260,1.792,54,293625.59999990463,q,S,4298.0,300228.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Great Britain,5,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,1.943,55,300228.69999980927,q,S,4583.100000143051,307275.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Shoe sizes,2,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,0.868,56,307275.19999980927,q,S,2096.7000000476837,310766.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Molasses,7,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",10,0.732,57,310766.2999999523,q,S,4982.0,317020.0,,HRV,HRV_0262,2022-11-30 19:54:58
Mountain Dew,3,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,1.387,58,317020.09999990463,q,S,5503.900000095367,324435.59999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Everything ,4,Pantophobia is the fear of what?,79,1.656,59,324435.69999980927,q,S,2248.9000000953674,328864.0,,HRV,HRV_0262,2022-11-30 19:54:58
Roulette,6,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,182,1.031,60,328864.0,q,S,4484.399999856949,334908.59999990463,,HRV,HRV_0262,2022-11-30 19:54:58
A Spoonful of Sugar ,6,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.929,61,334908.59999990463,q,S,5272.400000095367,342638.09999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Medicine,6,What industry uses 20% of China's harvested plants?  ,188,1.624,62,342638.09999990463,q,S,4230.599999904633,349012.89999985695,,HRV,HRV_0262,2022-11-30 19:54:58
Columbia,1,What company introduced the first LP record albums?  ,155,1.169,63,349012.89999985695,q,S,2359.7000000476837,353075.0,,HRV,HRV_0262,2022-11-30 19:54:58
Shenandoah Valley,1,What area changed hands 72 times during the Civil War? ,139,1.091,64,353075.09999990463,q,S,2849.7999999523163,357554.5,,HRV,HRV_0262,2022-11-30 19:54:58
Odor Eaters ,4,What product did Herbert Lapidus invent in 1974 by impregnanting latex rubber with coconut charcoal?,248,1.561,65,357554.5,q,S,4699.099999904633,364345.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Untethered space walk,7,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,1.947,66,364345.19999980927,q,S,4235.700000047684,371059.09999990463,,HRV,HRV_0262,2022-11-30 19:54:58
School buses were painted yellow,1,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,9,0.539,67,371059.19999980927,q,S,2730.300000190735,374849.7999999523,,HRV,HRV_0262,2022-11-30 19:54:58
Charles ,4,What river runs through Boston? ,252,1.679,68,374849.7999999523,p,K,3675.0999999046326,380729.59999990463,,HRV,HRV_0262,2022-11-30 19:54:58
It's stamped on the coin's edge.,4,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,1.282,69,380729.59999990463,p,K,4980.299999952316,387523.59999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Charles Babbage ,2,"What inventor of the Difference Engine once baked himself in an oven for five minutes, ""to see what would happen""?",192,1.721,70,387523.69999980927,q,S,4649.900000095367,394433.89999985695,,HRV,HRV_0262,2022-11-30 19:54:58
Dragees,6,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.879,71,394433.89999985695,q,S,4692.299999952316,401529.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Abraham Lincoln,3,Who was the only U.S. president to also hold a patent for an invention?,384,1.819,72,401529.2999999523,q,S,3740.5,407614.09999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Owl,6,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",325,1.447,73,407614.09999990463,q,S,5072.299999952316,414661.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Every jar of peanut butter must be at least 90% peanuts,3,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.366,74,414661.69999980927,q,S,3368.300000190735,419924.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Tse-tse fly,4,What transmits the disease typanosomiasis to humans and cattle? ,267,1.062,75,419924.2999999523,q,S,3090.0,424607.59999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Gerald Ford ,3,What president was shot while walking to California Governor Jerry Brown's office?  ,247,0.774,76,424607.69999980927,q,S,2846.7000000476837,428760.5,,HRV,HRV_0262,2022-11-30 19:54:58
Jose Castro ,5,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",231,1.5,77,428760.5,q,S,3702.0,434486.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
pastry,6,Choux and filo are two types of what food product?,446,1.801,78,434486.19999980927,p,K,2040.7000000476837,438847.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
George VI,4,Who was the last British Monarch to also be an emperor?  ,381,0.559,79,438847.19999980927,q,S,2351.100000143051,442291.09999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Ciabatta,3,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,1.344,80,442291.09999990463,p,K,5347.900000095367,449508.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
A Galapagos giant tortoise ,5,"What kind of animal was Hariet, who died at the Queensland Zoo in 2006 and was claimed to have belonged to Charles Darwin?",223,0.919,81,449508.69999980927,q,S,6642.100000143051,457605.09999990463,,HRV,HRV_0262,2022-11-30 19:54:58
Air bags,6,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,0.789,82,457605.09999990463,q,S,5546.400000095367,464473.0,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 463159.39999985695, 'date time': 1669837959628}]",HRV,HRV_0262,2022-11-30 19:54:58
Eddie Van Halen,7,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",371,1.879,83,464473.0,q,S,2846.2999999523163,469714.2999999523,,HRV,HRV_0262,2022-11-30 19:54:58
Butterfly,3,The Admiral is which type of insect? ,89,0.807,84,469714.2999999523,p,K,2349.0999999046326,473395.39999985695,,HRV,HRV_0262,2022-11-30 19:54:58
The evacuation of Saigon,1,"""White Christmas"" playing on Armed Forces Radio was the secret signal for what event on April 30, 1975?",6,0.99,85,473395.5,q,S,3060.0999999046326,477975.0,,HRV,HRV_0262,2022-11-30 19:54:58
Jamaica Bay,4,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",226,1.429,86,477975.0,q,S,4664.5,484589.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Botany Bay,2,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,1.627,87,484589.69999980927,q,S,4938.300000190735,491679.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
popscicle,5,What food was invented by an 11 year old in 1905?,450,1.166,88,491679.19999980927,q,S,2048.2000000476837,495413.19999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Draw,1,What does a screever do on a sidewalk? ,167,1.643,89,495413.2999999523,q,S,2402.7000000476837,499973.7999999523,,HRV,HRV_0262,2022-11-30 19:54:58
Canada,6,What's the only country to have hosted a Summer Olympics in which it didn't win a single medal?   ,308,1.002,90,499973.7999999523,q,S,3050.5999999046326,504564.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Cadabra.com ,7,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,287,0.628,91,504564.7999999523,p,K,4370.799999952316,510107.2999999523,,HRV,HRV_0262,2022-11-30 19:54:58
Near Alaska,4,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,98,1.3,92,510107.2999999523,q,S,3709.2000000476837,515644.39999985695,,HRV,HRV_0262,2022-11-30 19:54:58
Saffron,5,What is the most expensive spice (by weight) in the world?,431,1.52,93,515644.39999985695,p,K,3755.5,521460.69999980927,,HRV,HRV_0262,2022-11-30 19:54:58
Ivory Coast's ,7,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",111,1.221,94,521460.7999999523,q,S,2827.899999856949,526029.1999998093,,HRV,HRV_0262,2022-11-30 19:54:58
Frankie Avalon ,1,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,1.3,95,526029.1999998093,q,S,2379.2000000476837,530237.0999999046,,HRV,HRV_0262,2022-11-30 19:54:58
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,3,Whice fruit is effective than coffee at waking you up in the morning?,454,1.389,96,530237.0999999046,q,S,4747.799999952316,536906.5999999046,,HRV,HRV_0262,2022-11-30 19:54:58
Mae West,2,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,1.707,97,536906.7999999523,q,S,4742.0,543876.399999857,,HRV,HRV_0262,2022-11-30 19:54:58
American Beauty,3,What Oscar-winning Best Picture is named for a type of rose? ,240,1.215,98,543876.399999857,q,S,4116.900000095367,549734.5,,HRV,HRV_0262,2022-11-30 19:54:58
Coca-Cola,4,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,1.264,99,549734.5,q,S,3010.399999856949,554550.899999857,,HRV,HRV_0262,2022-11-30 19:54:58
Dorito is Spanish for little golden things,1,What does Dorito actually mean?,434,1.416,100,554550.899999857,q,S,3618.2000000476837,560118.1999998093,,HRV,HRV_0262,2022-11-30 19:54:58
Egypt,1,"In what country would you find the port of Rosetta, of Rosetta Stone fame?  ",63,1.144,101,560118.1999998093,q,S,2626.9000000953674,564411.1999998093,,HRV,HRV_0262,2022-11-30 19:54:58
Canadian Oil,5,What is canola an abbreviation for?,436,1.673,102,564411.1999998093,q,S,2390.2000000476837,569005.899999857,,HRV,HRV_0262,2022-11-30 19:54:58
Throat,1,Where in the human body is the only bone that is not jointed to another?  ,317,1.949,103,569005.899999857,q,S,3812.0,575284.5,,HRV,HRV_0262,2022-11-30 19:54:58
USA,7,Which country invented volleyball?   ,340,1.303,104,575284.5999999046,q,S,2132.7000000476837,579251.5999999046,,HRV,HRV_0262,2022-11-30 19:54:58
over 10 billion donuts. ,6,How many donuts are concumed in the US every year?,463,0.725,105,579251.5999999046,q,S,3686.2000000476837,584190.5,,HRV,HRV_0262,2022-11-30 19:54:58
Francisco Goya,4,"After a fever took his hearing, who painted his bleak ""Black Paintings"" in a house called Quinta del Sordo, Spanish for ""House of the Deaf Man""?",15,1.519,106,584190.5,q,S,4395.299999952316,590643.6999998093,,HRV,HRV_0262,2022-11-30 19:54:58
Broccoli! ,7,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.248,107,590643.6999998093,q,S,4030.600000143051,596455.5999999046,,HRV,HRV_0262,2022-11-30 19:54:58
The old-fashioned,6,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,0.784,108,596455.6999998093,p,K,4482.5,602241.7999999523,,HRV,HRV_0262,2022-11-30 19:54:58
