trialN,stimuli,question,trialStartTime,trialStartTime_UNIX,stimulus1,rt,receivedResponse,rating,trialEndTime,trialDuration,stimulus1Loaded,trialEvents,exp,subjectId,date
10,"[{'imgObject': {}, 'id': 'bagel and cc', 'src': '/static/foodstim60/bagel and cc.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 10, 'loaded': True, 'loadedTime': 5274, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,34898,1669830380243,bagel and cc,2843,True,2.65,37741,2843,True,,HRV,HRV_0126,2022-11-30 17:50:13
11,"[{'imgObject': {}, 'id': 'baked potato', 'src': '/static/foodstim60/baked potato.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 11, 'loaded': True, 'loadedTime': 5353, 'positionName': 'CENTER', 'positionCoords': [307.5, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,37743,1669830383088,baked potato,2319,True,5.33,40062,2319,True,,HRV,HRV_0126,2022-11-30 17:50:13
12,"[{'imgObject': {}, 'id': 'shreddedwheatwithmilk', 'src': '/static/foodstim60/shreddedwheatwithmilk.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 12, 'loaded': True, 'loadedTime': 5259, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,40064,1669830385409,shreddedwheatwithmilk,1934,True,6.75,41998,1934,True,,HRV,HRV_0126,2022-11-30 17:50:13
13,"[{'imgObject': {}, 'id': 'eggs', 'src': '/static/foodstim60/eggs.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 13, 'loaded': True, 'loadedTime': 5511, 'positionName': 'CENTER', 'positionCoords': [307.5, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,42000,1669830387345,eggs,2870,True,9.23,44870,2870,True,,HRV,HRV_0126,2022-11-30 17:50:13
14,"[{'imgObject': {}, 'id': 'eggsalad', 'src': '/static/foodstim60/eggsalad.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 14, 'loaded': True, 'loadedTime': 5605, 'positionName': 'CENTER', 'positionCoords': [307, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,44871,1669830390216,eggsalad,2311,True,7.2,47182,2311,True,,HRV,HRV_0126,2022-11-30 17:50:13
15,"[{'imgObject': {}, 'id': 'banana', 'src': '/static/foodstim60/banana.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 15, 'loaded': True, 'loadedTime': 5589, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,47188,1669830392533,banana,3172,True,9.9,50360,3172,True,,HRV,HRV_0126,2022-11-30 17:50:13
16,"[{'imgObject': {}, 'id': 'granola w milk', 'src': '/static/foodstim60/granola w milk.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 16, 'loaded': True, 'loadedTime': 5745, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,50374,1669830395719,granola w milk,2166,True,7.59,52540,2166,True,,HRV,HRV_0126,2022-11-30 17:50:13
17,"[{'imgObject': {}, 'id': 'mashed potato', 'src': '/static/foodstim60/mashed potato.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 17, 'loaded': True, 'loadedTime': 5698, 'positionName': 'CENTER', 'positionCoords': [307.5, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,52552,1669830397897,mashed potato,2650,True,7.2,55202,2650,True,,HRV,HRV_0126,2022-11-30 17:50:13
18,"[{'imgObject': {}, 'id': 'avocado', 'src': '/static/foodstim60/avocado.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 18, 'loaded': True, 'loadedTime': 5808, 'positionName': 'CENTER', 'positionCoords': [307.5, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,55217,1669830400562,avocado,123404,True,8.82,178621,123404,True,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 72799, 'date time': 1669830418144}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 72823, 'date time': 1669830418168}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 176685, 'date time': 1669830522044}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 176686, 'date time': 1669830522045}]",HRV,HRV_0126,2022-11-30 17:50:13
19,"[{'imgObject': {}, 'id': 'strawberries', 'src': '/static/foodstim60/strawberries.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 19, 'loaded': True, 'loadedTime': 5917, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,178633,1669830523992,strawberries,1605,True,9.58,180238,1605,True,,HRV,HRV_0126,2022-11-30 17:50:13
20,"[{'imgObject': {}, 'id': 'grilled chicken strips', 'src': '/static/foodstim60/grilled chicken strips.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 20, 'loaded': True, 'loadedTime': 6017, 'positionName': 'CENTER', 'positionCoords': [307, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,180256,1669830525615,grilled chicken strips,3203,True,7.16,183459,3203,True,,HRV,HRV_0126,2022-11-30 17:50:13
21,"[{'imgObject': {}, 'id': 'cantaloupe', 'src': '/static/foodstim60/cantaloupe.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 21, 'loaded': True, 'loadedTime': 6047, 'positionName': 'CENTER', 'positionCoords': [307.5, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,183462,1669830528821,cantaloupe,1805,True,8.59,185267,1805,True,,HRV,HRV_0126,2022-11-30 17:50:13
22,"[{'imgObject': {}, 'id': 'rigatoni', 'src': '/static/foodstim60/rigatoni.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 22, 'loaded': True, 'loadedTime': 6110, 'positionName': 'CENTER', 'positionCoords': [306.5, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,185270,1669830530629,rigatoni,1858,True,7.12,187128,1858,True,,HRV,HRV_0126,2022-11-30 17:50:13
23,"[{'imgObject': {}, 'id': 'cheerios', 'src': '/static/foodstim60/cheerios.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 23, 'loaded': True, 'loadedTime': 6210, 'positionName': 'CENTER', 'positionCoords': [307.5, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,187141,1669830532500,cheerios,2220,True,7.59,189361,2220,True,,HRV,HRV_0126,2022-11-30 17:50:13
24,"[{'imgObject': {}, 'id': 'seaweed', 'src': '/static/foodstim60/seaweed.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 24, 'loaded': True, 'loadedTime': 6501, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,189364,1669830534723,seaweed,2125,True,8.16,191489,2125,True,,HRV,HRV_0126,2022-11-30 17:50:13
25,"[{'imgObject': {}, 'id': 'burrito', 'src': '/static/foodstim60/burrito.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 25, 'loaded': True, 'loadedTime': 6486, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,191491,1669830536850,burrito,1492,True,6.46,192983,1492,True,,HRV,HRV_0126,2022-11-30 17:50:13
26,"[{'imgObject': {}, 'id': 'chicken nuggets2', 'src': '/static/foodstim60/chicken nuggets2.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 26, 'loaded': True, 'loadedTime': 6555, 'positionName': 'CENTER', 'positionCoords': [307, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,192984,1669830538343,chicken nuggets2,2169,True,4.49,195153,2169,True,,HRV,HRV_0126,2022-11-30 17:50:13
27,"[{'imgObject': {}, 'id': 'hashbrowns', 'src': '/static/foodstim60/hashbrowns.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 27, 'loaded': True, 'loadedTime': 6501, 'positionName': 'CENTER', 'positionCoords': [306.5, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,195170,1669830540529,hashbrowns,1521,True,5.91,196691,1521,True,,HRV,HRV_0126,2022-11-30 17:50:13
28,"[{'imgObject': {}, 'id': 'ice cream sundae 002', 'src': '/static/foodstim60/ice cream sundae 002.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 28, 'loaded': True, 'loadedTime': 6581, 'positionName': 'CENTER', 'positionCoords': [307.5, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,196711,1669830542070,ice cream sundae 002,1945,True,7.65,198656,1945,True,,HRV,HRV_0126,2022-11-30 17:50:13
29,"[{'imgObject': {}, 'id': 'luckycharms', 'src': '/static/foodstim60/luckycharms.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 29, 'loaded': True, 'loadedTime': 6639, 'positionName': 'CENTER', 'positionCoords': [307, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,198673,1669830544032,luckycharms,1861,True,9.0,200534,1861,True,,HRV,HRV_0126,2022-11-30 17:50:13
30,"[{'imgObject': {}, 'id': 'corn cob', 'src': '/static/foodstim60/corn cob.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 30, 'loaded': True, 'loadedTime': 7017, 'positionName': 'CENTER', 'positionCoords': [306.5, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,200541,1669830545900,corn cob,2043,True,8.76,202584,2043,True,,HRV,HRV_0126,2022-11-30 17:50:13
31,"[{'imgObject': {}, 'id': 'popsicles', 'src': '/static/foodstim60/popsicles.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 31, 'loaded': True, 'loadedTime': 7033, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,202599,1669830547958,popsicles,2138,True,8.370000000000001,204737,2138,True,,HRV,HRV_0126,2022-11-30 17:50:13
32,"[{'imgObject': {}, 'id': 'fried eggs', 'src': '/static/foodstim60/fried eggs.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 32, 'loaded': True, 'loadedTime': 7003, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,204739,1669830550098,fried eggs,1911,True,8.94,206650,1911,True,,HRV,HRV_0126,2022-11-30 17:50:13
33,"[{'imgObject': {}, 'id': 'blueberries', 'src': '/static/foodstim60/blueberries.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 33, 'loaded': True, 'loadedTime': 7025, 'positionName': 'CENTER', 'positionCoords': [306.5, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,206661,1669830552020,blueberries,2699,True,9.51,209360,2699,True,,HRV,HRV_0126,2022-11-30 17:50:13
34,"[{'imgObject': {}, 'id': 'apple slices', 'src': '/static/foodstim60/apple slices.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 34, 'loaded': True, 'loadedTime': 6987, 'positionName': 'CENTER', 'positionCoords': [307.5, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,209367,1669830554726,apple slices,2058,True,9.84,211425,2058,True,,HRV,HRV_0126,2022-11-30 17:50:13
35,"[{'imgObject': {}, 'id': 'edamame', 'src': '/static/foodstim60/edamame.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 35, 'loaded': True, 'loadedTime': 7168, 'positionName': 'CENTER', 'positionCoords': [307.5, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,211431,1669830556790,edamame,2739,True,6.640000000000001,214170,2739,True,,HRV,HRV_0126,2022-11-30 17:50:13
36,"[{'imgObject': {}, 'id': 'omelette', 'src': '/static/foodstim60/omelette.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 409, 'width': 410, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 36, 'loaded': True, 'loadedTime': 7373, 'positionName': 'CENTER', 'positionCoords': [307, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,214179,1669830559538,omelette,2800,True,4.39,216979,2800,True,,HRV,HRV_0126,2022-11-30 17:50:13
37,"[{'imgObject': {}, 'id': 'cherries', 'src': '/static/foodstim60/cherries.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 411, 'width': 410, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 37, 'loaded': True, 'loadedTime': 7453, 'positionName': 'CENTER', 'positionCoords': [307, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,216995,1669830562354,cherries,1833,True,6.640000000000001,218828,1833,True,,HRV,HRV_0126,2022-11-30 17:50:13
38,"[{'imgObject': {}, 'id': 'salad w chicken', 'src': '/static/foodstim60/salad w chicken.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 38, 'loaded': True, 'loadedTime': 7461, 'positionName': 'CENTER', 'positionCoords': [306.5, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,218839,1669830564198,salad w chicken,2344,True,4.19,221183,2344,True,,HRV,HRV_0126,2022-11-30 17:50:13
39,"[{'imgObject': {}, 'id': 'fruitsalad', 'src': '/static/foodstim60/fruitsalad.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 39, 'loaded': True, 'loadedTime': 7476, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,221195,1669830566554,fruitsalad,2135,True,7.34,223330,2135,True,,HRV,HRV_0126,2022-11-30 17:50:13
40,"[{'imgObject': {}, 'id': 'hotdog w must', 'src': '/static/foodstim60/hotdog w must.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 409, 'width': 409, 'height': 409, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 40, 'loaded': True, 'loadedTime': 7476, 'positionName': 'CENTER', 'positionCoords': [307.5, 179.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,223335,1669830568694,hotdog w must,2198,True,5.97,225533,2198,True,,HRV,HRV_0126,2022-11-30 17:50:13
41,"[{'imgObject': {}, 'id': 'tacos', 'src': '/static/foodstim60/tacos.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 41, 'loaded': True, 'loadedTime': 7633, 'positionName': 'CENTER', 'positionCoords': [306.5, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,225549,1669830570908,tacos,2139,True,8.02,227688,2139,True,,HRV,HRV_0126,2022-11-30 17:50:13
42,"[{'imgObject': {}, 'id': 'yogurt no spoon', 'src': '/static/foodstim60/yogurt no spoon.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 410, 'width': 411, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 42, 'loaded': True, 'loadedTime': 7789, 'positionName': 'CENTER', 'positionCoords': [306.5, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,227689,1669830573048,yogurt no spoon,3101,True,9.9,230790,3101,True,,HRV,HRV_0126,2022-11-30 17:50:13
43,"[{'imgObject': {}, 'id': 'Tribe humus pita', 'src': '/static/foodstim60/Tribe humus pita.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 43, 'loaded': True, 'loadedTime': 7883, 'positionName': 'CENTER', 'positionCoords': [306.5, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,230799,1669830576158,Tribe humus pita,1370,True,7.26,232169,1370,True,,HRV,HRV_0126,2022-11-30 17:50:13
44,"[{'imgObject': {}, 'id': 'bagel plain', 'src': '/static/foodstim60/bagel plain.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 44, 'loaded': True, 'loadedTime': 7852, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,232184,1669830577543,bagel plain,3111,True,1.3,235295,3111,True,,HRV,HRV_0126,2022-11-30 17:50:13
45,"[{'imgObject': {}, 'id': 'Grapes', 'src': '/static/foodstim60/Grapes.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 45, 'loaded': True, 'loadedTime': 7898, 'positionName': 'CENTER', 'positionCoords': [306.5, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,235304,1669830580663,Grapes,3197,True,9.23,238501,3197,True,,HRV,HRV_0126,2022-11-30 17:50:13
46,"[{'imgObject': {}, 'id': 'roastedpotatoes', 'src': '/static/foodstim60/roastedpotatoes.jpg', 'key': 'NaN', 'origWidth': 409, 'origHeight': 410, 'width': 409, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 46, 'loaded': True, 'loadedTime': 7914, 'positionName': 'CENTER', 'positionCoords': [307.5, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,238519,1669830583886,roastedpotatoes,1961,True,7.46,240480,1961,True,,HRV,HRV_0126,2022-11-30 17:50:13
47,"[{'imgObject': {}, 'id': 'kiwi', 'src': '/static/foodstim60/kiwi.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 47, 'loaded': True, 'loadedTime': 8023, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,240493,1669830585860,kiwi,2139,True,9.88,242632,2139,True,,HRV,HRV_0126,2022-11-30 17:50:13
48,"[{'imgObject': {}, 'id': 'chickenfingers', 'src': '/static/foodstim60/chickenfingers.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 48, 'loaded': True, 'loadedTime': 8242, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,242640,1669830588007,chickenfingers,1199,True,8.2,243839,1199,True,,HRV,HRV_0126,2022-11-30 17:50:13
49,"[{'imgObject': {}, 'id': 'raisin bran w milk', 'src': '/static/foodstim60/raisin bran w milk.jpg', 'key': 'NaN', 'origWidth': 411, 'origHeight': 411, 'width': 411, 'height': 411, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 49, 'loaded': True, 'loadedTime': 8258, 'positionName': 'CENTER', 'positionCoords': [306.5, 178.5]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,243842,1669830589209,raisin bran w milk,1567,True,6.66,245409,1567,True,,HRV,HRV_0126,2022-11-30 17:50:13
50,"[{'imgObject': {}, 'id': 'blackbeanswithrice', 'src': '/static/foodstim60/blackbeanswithrice.jpg', 'key': 'NaN', 'origWidth': 410, 'origHeight': 410, 'width': 410, 'height': 410, 'widthPercent': 0.8, 'rescaleHeight': True, 'trialN': 50, 'loaded': True, 'loadedTime': 8306, 'positionName': 'CENTER', 'positionCoords': [307, 179]}]",Rate how much you want to eat this food from 0 (least) to 10 (most).,245413,1669830590780,blackbeanswithrice,2603,True,5.3100000000000005,248016,2603,True,,HRV,HRV_0126,2022-11-30 17:50:13
