Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,trialEvents,C_TrialEnd,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,exp,subjectId,date
The crust and the mantle,7,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,1.211,10,70174.40000009537,,74631.10000002384,q,S,2727.6999999284744,,,,,HRV,HRV_0259,2022-11-30 19:42:25
PayPal,2,YouTube.com is the brainchild of three former employees of what other major website? ,396,0.952,11,74631.20000004768,,79085.60000002384,p,K,2979.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The Mona Lisa,6,Pablo Picasso was one of the suspects questioned when what item was stolen in Paris in 1911? ,78,1.006,12,79085.60000002384,,83997.0,q,S,3396.3000000715256,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Adding olive juice,5,What turns a plain martini into a dirty martini?,440,1.823,13,83997.0,,88053.10000002384,p,K,1715.8000000715256,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Radar,6,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,275,1.521,14,88053.10000002384,,92574.5,q,S,2477.3000000715256,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The Missouri River ,2,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?",179,0.979,15,92574.60000002384,,97684.60000002384,p,K,3609.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The bishop,2,Which chess piece was originally called 'the elephant'? ,334,1.711,16,97684.70000004768,,101555.30000007153,q,S,1639.7999999523163,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Cricket,1,"What sport used the term ""home run"" long before baseball?  ",260,1.47,17,101555.40000009537,,105630.70000004768,q,S,2087.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Mushrooms which have been exposed to light,3,What is the only non-animal natural source of vitamin D?,459,1.869,18,105630.70000004768,,111135.10000002384,p,K,3116.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The old-fashioned,7,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.021,19,111135.10000002384,,114610.60000002384,p,K,1942.1000000238419,,,,,HRV,HRV_0259,2022-11-30 19:42:25
at least 97%,2,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,0.881,20,114610.60000002384,,118994.0,p,K,2991.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Your blind spot,2,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,1.655,21,118994.10000002384,,123174.5,q,S,2002.2000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Italy ,1,What country borders both of the world's only two nations with square flags? ,157,0.828,22,123174.5,,127165.60000002384,p,K,2644.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The I Ching,3,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,1.906,23,127165.60000002384,,131492.10000002384,q,S,1908.1000000238419,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Paper,5,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ",191,1.292,24,131492.10000002384,,136004.40000009537,q,S,2708.7000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Patch Addams ,1,"What doctor, whose life was fictionalized in a 1998 film, founded the Gesundheit! Institute and named his oldest son ""Atomic Zagnut""?",166,1.844,25,136004.40000009537,,151631.20000004768,t,W,6091.599999904633,144615.20000004768,148623.60000002384,3,639.3000000715256,HRV,HRV_0259,2022-11-30 19:42:25
Blue,7,Lobster blood is what color?,73,1.897,26,151631.20000004768,,155691.10000002384,p,K,1644.2000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Untethered space walk,4,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,1.024,27,155691.20000004768,,160861.40000009537,q,S,3630.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Woodrow Wilson,7,Which U.S. president's home was named Shadow Lawn?,356,0.797,28,160861.40000009537,,163787.30000007153,q,S,1606.7999999523163,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Espresso,6,The Italian government regulates the price of what beverage?,399,1.757,29,163787.30000007153,,168718.90000009537,p,K,2650.7999999523163,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Bookkeeper,4,What is the only English word with three consecutive double letters?  ,209,0.597,30,168718.90000009537,,172778.60000002384,q,S,2941.0999999046326,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Mouse,4,What is the most common mammal in the U.S.? ,205,1.392,31,172778.60000002384,,176196.20000004768,p,K,1511.3000000715256,,,,,HRV,HRV_0259,2022-11-30 19:42:25
A red giant ,5,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.6,32,176196.20000004768,,188971.10000002384,t,W,3506.600000023842,182220.60000002384,186228.40000009537,3,627.0999999046326,HRV,HRV_0259,2022-11-30 19:42:25
A Spoonful of Sugar ,6,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,0.892,33,188971.10000002384,,194351.10000002384,p,K,3969.399999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Gibralter,7,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,1.582,34,194351.10000002384,,199447.10000002384,p,K,3001.3000000715256,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Ostrich,4,Which animal's eyes are bigger than its brain?   ,327,0.874,35,199447.10000002384,,211663.10000002384,t,W,3432.0,205394.40000009537,209405.60000002384,4,862.5,HRV,HRV_0259,2022-11-30 19:42:25
The guppy,5,What common aquarium fish is named for the naturalist who discovered it in Trinidad in 1876? ,152,0.995,36,211663.10000002384,,216245.80000007153,q,S,3074.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Texas,4,"In what state was the U.S.'s first ""Adopt-a-Highway"" program started?",67,1.816,37,216245.80000007153,,220983.0,p,K,2404.100000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Choking on food,6,"Each year, approximately 125 people die of what? ",417,1.21,38,220983.10000002384,,225046.90000009537,q,S,2330.7000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Japan,7,Where is the longest suspension bridge? ,319,1.721,39,225046.90000009537,,229828.40000009537,p,K,2541.7999999523163,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The Mini Cooper,7,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,1.73,40,229828.5,,234550.30000007153,q,S,2476.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Tea leaves,6,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.029,41,234550.30000007153,,238611.0,q,S,2518.1999999284744,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Rat,6,Which animal can go longer without water than a camel can? ,323,1.128,42,238611.0,,243554.5,p,K,3296.4000000953674,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Haddock,2,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,0.607,43,243554.5,,255631.10000002384,t,W,3322.7000000476837,249394.0,253406.40000009537,3,1092.6999999284744,HRV,HRV_0259,2022-11-30 19:42:25
A jenny ,5,What is a female donkey called?,194,1.68,44,255631.10000002384,,259931.10000002384,p,K,2100.899999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Fiber is the gut bacteria's preferred fuel source. ,6,What food is most beneficial for your gut bacteria?,458,0.679,45,259931.10000002384,,262929.90000009537,p,K,1805.7000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Jim Lovell,5,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,18,1.888,46,262929.90000009537,,267578.10000002384,q,S,2239.7999999523163,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Strom Thurmond ,5,Who filibustered for a record twenty-four hours and eighteen minutes -- with a urine pail standing at the ready -- in the hope of preventing the Civil Rights Act of 1957?,366,1.44,47,267578.10000002384,,272995.10000002384,q,S,3461.399999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The sky,2,The Linke Scale is used to measure the blueness of what?,101,1.84,48,272995.10000002384,,286307.10000002384,t,W,3491.3000000715256,279002.40000009537,283015.0,4,934.4000000953674,HRV,HRV_0259,2022-11-30 19:42:25
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",6,Cooking which food requires over two years of training?,461,1.736,49,286307.10000002384,,291918.60000002384,q,S,3352.2000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Mountain Dew,3,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.961,50,291918.7000000477,,295991.10000002384,q,S,2591.899999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Bed ,5,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.984,51,295991.10000002384,,302047.10000002384,q,S,3550.5,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Belgium,7,Where were French fries invented?,437,1.028,52,302047.10000002384,,305858.3000000715,p,K,2273.3000000715256,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Shark,5,"What animal is thought to be immune to most all diseases, including cancer? ",132,1.27,53,305858.3000000715,,309802.10000002384,q,S,2152.100000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Yahoo!,2,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,1.123,54,309802.10000002384,,314594.40000009537,q,S,3153.100000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Habanero,7,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.383,55,314594.40000009537,,319475.10000002384,q,S,2979.7999999523163,,,,,HRV,HRV_0259,2022-11-30 19:42:25
World War I,6,"During which war was ""The African Queen"" set?",34,0.538,56,319475.2000000477,,322139.40000009537,q,S,1608.8999999761581,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Model train set,6,HO scale is the world's most popular size of what?,45,0.522,57,322139.40000009537,,325722.2000000477,q,S,2546.399999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
New Jersey's Rutgers,4,Which U.S. state's leading public university is the only one not to be named for the state?  ,357,1.955,58,325722.2000000477,,332327.2000000477,q,S,4119.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Dragonflies,1,"Which insect, one of the fastest, can fly at speeds up to 60 mph? ",342,1.612,59,332327.2000000477,,345415.10000002384,t,W,3847.5,338690.60000002384,342703.8000000715,4,570.6999999284744,HRV,HRV_0259,2022-11-30 19:42:25
Broccoli! ,2,Whice vegeteable has more vitamin C than an orange and as much calcium as whole milk?,456,1.491,60,345415.10000002384,,350171.2000000477,p,K,2750.3000000715256,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Oxygen,7,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,0.967,61,350171.2000000477,,353587.10000002384,q,S,1928.1000000238419,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Cadabra.com ,6,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,287,0.652,62,353587.2000000477,,358227.3000000715,q,S,3473.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Gecko,5,What is the only type of lizard that has a voice? ,213,0.828,63,358227.3000000715,,371475.10000002384,t,W,4734.5,365478.5,369488.60000002384,2,649.3000000715256,HRV,HRV_0259,2022-11-30 19:42:25
OutKast,2,Who was sued in 1999 by Rosa Parks after they used her name to title a hit song?  ,379,1.562,64,371475.10000002384,,376970.2000000477,q,S,3416.7000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Cell,6,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,0.828,65,376970.2000000477,,380266.40000009537,q,S,1953.3999999761581,,,,,HRV,HRV_0259,2022-11-30 19:42:25
San Fancisco,4,"""Dear Abby"" first appeared in a newspaper of what city?",2,1.783,66,380266.40000009537,,384179.10000002384,q,S,1608.0999999046326,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Abraham Lincoln ,6,"What president has three ""A's"" in his first name, each of which has a different sound? ",246,0.782,67,384179.10000002384,,389415.10000002384,q,S,3936.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
KISS ,2,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,1.137,68,389415.2000000477,,394290.10000002384,p,K,3220.100000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Pig,1,What is the only type of animal besides a human that can get a sunburn?,212,0.723,69,394290.10000002384,,406171.10000002384,t,W,3497.100000023842,400308.60000002384,404315.2000000477,5,619.6000000238419,HRV,HRV_0259,2022-11-30 19:42:25
Pepper and Mustard,7,What are the top two most popular spices in the world?,422,1.78,70,406171.10000002384,,411796.10000002384,q,S,3325.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Tim McGraw,4,"At age 11, who accidentally discovered the true identity of his baseball pitcher father while searching his mother's closet for hidden Christmas presents? ",24,1.294,71,411796.10000002384,,416401.90000009537,q,S,2799.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
South Africa,6,In what country was the largest rough diamond ever discovered?,62,0.64,72,416401.90000009537,,419261.5,q,S,1699.6999999284744,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Charles ,1,What river runs through Boston? ,252,0.765,73,419261.5,,422418.3000000715,p,K,1874.5,,,,,HRV,HRV_0259,2022-11-30 19:42:25
On a Jell-O box,2,"Where would you see the consumer warning ""Do not use fresh or frozen pineapple, kiwi, ginger-root, papaya, figs, or guava""?",411,1.496,74,422418.40000009537,,428429.2000000477,q,S,3993.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Ripe cranerries bounce when dropped on the ground,2,How do farmers test whether cranberries are ripe?,452,1.2,75,428429.2000000477,,441850.10000002384,t,W,3384.2000000476837,434335.3000000715,438345.8000000715,4,1785.2999999523163,HRV,HRV_0259,2022-11-30 19:42:25
The Chesapeake Bay,3,What bay is actually the United States's largest tidal estuary? ,141,1.114,76,441850.10000002384,,445791.2000000477,q,S,2307.899999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Zinfindel,6,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.964,77,445791.2000000477,,450778.60000002384,q,S,2507.7000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The barrel of a gun,7,"According to Chairman Mao, ""political power grows out of"" what?",11,1.65,78,450778.60000002384,,455279.10000002384,q,S,2329.2000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Frankie Avalon ,2,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,1.278,79,455279.10000002384,,460410.0,p,K,3345.3000000715256,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Sri Lanka,6,Ninety percent of the world's true cinnamon comes from what island nation? ,74,1.473,80,460410.0,,465147.40000009537,p,K,2748.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
chickpeas,7,What is used to make hummus?,424,1.043,81,465147.40000009537,,468283.8000000715,p,K,1570.0999999046326,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Dragees,6,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,0.566,82,468283.8000000715,,473851.2000000477,p,K,4489.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Radioactivity,2,What is measured in becquerels? ,201,1.437,83,473851.2000000477,,486950.2000000477,t,W,3515.100000023842,479882.90000009537,483896.40000009537,2,1103.5999999046326,HRV,HRV_0259,2022-11-30 19:42:25
Social Security,1,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.373,84,486950.2000000477,,491211.10000002384,q,S,2373.7000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
popscicle,2,What food was invented by an 11 year old in 1905?,450,0.901,85,491211.2000000477,,494755.10000002384,q,S,2123.600000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Captain Cook ,4,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.634,86,494755.10000002384,,498498.7000000477,q,S,1590.7000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Sunrise or sunset,2,"When is the optical phenomenon called a ""green flash"" or ""green ray"" visible?  ",313,0.811,87,498498.8000000715,,501589.90000009537,q,S,1762.8999999761581,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Cornea,4,What is the only part of the body that has no blood supply? ,211,1.528,88,501589.90000009537,,505563.3000000715,p,K,1930.6999999284744,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Mickey Finn,5,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,241,0.854,89,505563.3000000715,,509375.2000000477,q,S,2443.100000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
James Buchanan ,4,Who was the only U.S. president never to be married?,383,1.539,90,509375.3000000715,,514387.2000000477,q,S,2958.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
The paper clip,7,"""Gem"" is the trade name for the most common, three-loop design of what?",4,1.92,91,514387.2000000477,,519226.90000009537,q,S,2405.100000023842,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Canada,6,What's the only country to have hosted a Summer Olympics in which it didn't win a single medal?   ,308,1.672,92,519226.90000009537,,524479.2000000477,q,S,3058.1999999284744,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Love Me Do ,7,What was The Beatles's first song to hit the UK charts?,280,0.853,93,524479.2000000477,,528227.4000000954,p,K,2380.899999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Oklahoma,4,"What U.S. state has the slogan ""Native America"" on its license plates?",271,1.422,94,528227.4000000954,,533743.1000000238,q,S,3571.399999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Bhutan,3,"Thimpu, the world's only capital city with no traffic lights, is the capital of what tiny kingdom?",114,1.309,95,533743.2000000477,,547635.3000000715,t,W,4612.600000023842,540878.4000000954,544885.0,3,930.4000000953674,HRV,HRV_0259,2022-11-30 19:42:25
Draw,5,What does a screever do on a sidewalk? ,167,1.2,96,547635.3000000715,,551290.5,q,S,1936.1000000238419,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Joan of Arc's ,7,"Whose remains were thrown in the Seine River on May 30, 1431? ",389,1.907,97,551290.5,,555955.1000000238,q,S,2244.7000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Great Britain,7,"Of the world's seven most populous islands, what's the only one not in Asia? ",76,1.525,98,555955.1000000238,,561627.4000000954,q,S,3624.2000000476837,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Tuxedo Club ,2,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,238,0.63,99,561627.4000000954,,564395.3000000715,q,S,1616.7999999523163,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Shoe sizes,5,"In Europe, but not the U.S., what are measured in ""Paris Points""?",59,1.67,100,564395.3000000715,,579199.0,t,W,5272.699999928474,572188.3000000715,576196.4000000954,3,812.3999999761581,HRV,HRV_0259,2022-11-30 19:42:25
Pancreas,6,In what organ of the body would you find the islets of Langerhans and the duct of Wirsung? ,66,1.126,101,579199.1000000238,,582756.5,q,S,1915.6000000238419,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Steamboat Geyser,5,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",359,1.767,102,582756.5,,589547.5,p,K,4513.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Spanish,1,Which language is spoken in the Canary Islands?   ,346,0.57,103,589547.5,,592466.2000000477,p,K,1831.9000000953674,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Pen(n)sylvania ,2,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,1.1,104,592466.2000000477,,598290.3000000715,q,S,4200.0,,,,,HRV,HRV_0259,2022-11-30 19:42:25
Hippopotamus ,6,Which wild mammal in Africa has killed the highest number of people? ,358,1.835,105,598290.3000000715,,603023.0,p,K,2376.899999976158,,,,,HRV,HRV_0259,2022-11-30 19:42:25
