Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,C_TrialEnd,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,exp,subjectId,date
Adding olive juice,4,What turns a plain martini into a dirty martini?,440,1.646,64,412415.60000014305,417959.7999999523,p,K,3393.699999809265,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Peanuts ,3,What snack food is an ingredient in the explosive dynamite?  ,408,1.033,65,417959.90000009537,421784.0,q,S,2281.7000000476837,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Ostrich,2,Which animal's eyes are bigger than its brain?   ,327,1.819,66,421784.0,426600.10000014305,q,S,2489.7999999523163,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Asparagus,3,what vegetable loses its flavour the quickest?,451,0.996,67,426600.2000000477,430032.2999999523,q,S,1929.2000000476837,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Tea leaves,2,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.816,68,430032.2999999523,434823.5,q,S,2465.100000143051,,,,,HRV,HRV_0264,2022-11-30 19:52:16
The La Brea tar pits ,4,"A California Chumash Indian woman, who appears to have been killed by a blow to the head 9,000 years ago, is the only human ever to be found where?",7,1.209,69,434823.5,440823.90000009537,q,S,4282.299999952316,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Lhasa Apso,7,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",200,1.376,70,440823.90000009537,444896.0,q,S,2185.0999999046326,,,,,HRV,HRV_0264,2022-11-30 19:52:16
It causes sour foods subsequently consumed to taste sweet. ,1,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,0.68,71,444896.0,447848.10000014305,q,S,1761.0,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Untethered space walk,7,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,0.936,72,447848.2000000477,453671.40000009537,p,K,4377.299999952316,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Aerie,6,What name is given to an eagle's nest?   ,235,1.782,73,453671.40000009537,458383.60000014305,p,K,2425.7000000476837,,,,,HRV,HRV_0264,2022-11-30 19:52:16
United States,6,In which country is it most common for divers to be attacked by sharks?,68,0.815,74,458383.60000014305,463735.90000009537,q,S,4034.0,,,,,HRV,HRV_0264,2022-11-30 19:52:16
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",1,Cooking which food requires over two years of training?,461,1.921,75,463735.90000009537,479071.40000009537,t,W,4664.599999904633,470912.2000000477,474921.7999999523,4,1719.6000001430511,HRV,HRV_0264,2022-11-30 19:52:16
Marven (Marvin) Gardens,1,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",229,0.989,76,479071.40000009537,484679.7999999523,q,S,4113.200000047684,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Coca-Cola,1,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,0.982,77,484679.7999999523,489136.0,q,S,2969.0,,,,,HRV,HRV_0264,2022-11-30 19:52:16
potein,4,"What nutrient comes from meat, eggs, and fish?",433,1.527,78,489136.0,493216.0,q,S,2048.2000000476837,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Koala,7,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.913,79,493216.0,498888.2999999523,q,S,3248.2000000476837,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Haddock,1,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.327,80,498888.2999999523,504695.7000000477,q,S,3976.600000143051,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Dorito is Spanish for little golden things,4,What does Dorito actually mean?,434,1.612,81,504695.7000000477,508663.7999999523,q,S,1848.4000000953674,,,,,HRV,HRV_0264,2022-11-30 19:52:16
"Gaslight CafÃ©, Greenwich Village",6,Where did Bob Dylan first play in public? ,314,0.9,82,508663.7999999523,511983.90000009537,q,S,1912.3000001907349,,,,,HRV,HRV_0264,2022-11-30 19:52:16
North Korea,7,"Until 2007, what was the only country in the world not to have registered it's on internet domain suffix, "".kp""?",120,1.877,83,511983.90000009537,517856.10000014305,q,S,3488.7000000476837,,,,,HRV,HRV_0264,2022-11-30 19:52:16
The I Ching,3,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,0.808,84,517856.10000014305,521032.2999999523,q,S,1855.8999998569489,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Orca (Killer Whale) ,3,Which is the largest species of dolphin? ,343,1.352,85,521032.2999999523,525527.600000143,q,S,2631.600000143051,,,,,HRV,HRV_0264,2022-11-30 19:52:16
The old-fashioned,4,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,0.709,86,525527.600000143,529663.7000000477,q,S,2920.7999999523163,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Mountain Dew,7,"What was first marketed with hillbilly-themed advertising, since its name is a euphemism for moonshine?",421,0.997,87,529663.7999999523,538368.0,q,S,7200.0,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Frankie Avalon ,4,"Who had the last number one hit of the 1950s with his song ""Why""? ",367,0.945,88,538368.100000143,542816.2000000477,q,S,2992.0,,,,,HRV,HRV_0264,2022-11-30 19:52:16
James Buchanan ,1,Who was the only U.S. president never to be married?,383,0.929,89,542816.2999999523,546799.5,p,K,2543.300000190735,,,,,HRV,HRV_0264,2022-11-30 19:52:16
A truce ,6,What was put in place by the Ancient Greeks before and during all Olympic festivals? ,278,1.535,90,546799.5,551143.600000143,q,S,2304.2000000476837,,,,,HRV,HRV_0264,2022-11-30 19:52:16
the skin and bones of animals,7,What is gelatin made from?,445,1.939,91,551143.600000143,555103.9000000954,q,S,1512.6999998092651,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Honda's Civic,1,"After Toyota's Corolla, what coupe introduced in 1972 is the second oldest Japanese car model still on the market?",17,1.946,92,555103.9000000954,561112.100000143,q,S,3551.899999856949,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Charles ,5,What river runs through Boston? ,252,0.516,93,561112.100000143,564160.100000143,p,K,2023.7999999523163,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Gibralter,5,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,1.668,94,564160.2000000477,568863.5,q,S,2527.2000000476837,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Sixteenth,4,Which Constitutional Amendment deals with the income tax? ,336,0.516,95,568863.5,571727.600000143,p,K,1839.9000000953674,,,,,HRV,HRV_0264,2022-11-30 19:52:16
The Ritz (Hotel),7,"F. Scott Fitzgerald wrote a famous short story about ""A Diamond as Big as"" what New York landmark?",39,1.593,96,571727.600000143,578871.9000000954,q,S,5040.5,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Chicago,6,What city has the only drive-thru post office in the world? ,147,1.219,97,578871.9000000954,583152.0,q,S,2551.5999999046326,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Saffron,7,What is the most expensive spice (by weight) in the world?,431,1.668,98,583152.100000143,587680.2000000477,q,S,2351.0999999046326,,,,,HRV,HRV_0264,2022-11-30 19:52:16
" ""!"" ",3,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,1.255,99,587680.2999999523,595919.600000143,q,S,6479.200000047684,,,,,HRV,HRV_0264,2022-11-30 19:52:16
Martin Luther King Jr. ,6,Who won the Nobel Peace Prize in 1964? ,386,1.225,100,595919.600000143,601495.9000000954,q,S,3839.7999999523163,,,,,HRV,HRV_0264,2022-11-30 19:52:16
