Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
A truce ,3,What was put in place by the Ancient Greeks before and during all Olympic festivals? ,278,0.97,33,171017.0,q,S,3894.900000002235,177154.80000000075,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 172871.90000000224, 'date time': 1669829422403}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 173411.1000000015, 'date time': 1669829422942}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 176154, 'date time': 1669829425685}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 176370.19999999925, 'date time': 1669829425901}]",HRV,HRV_0053,2022-11-30 17:37:33
Pumpkin,5,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,360,1.453,34,177154.80000000075,q,S,4941.699999999255,185414.30000000075,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 181419.6000000015, 'date time': 1669829430951}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 181949.6000000015, 'date time': 1669829431481}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 182999.40000000224, 'date time': 1669829432531}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 183229.90000000224, 'date time': 1669829432761}]",HRV,HRV_0053,2022-11-30 17:37:33
The Hindenburg explosion,7,"What event inspired Herbert Morrison's famous quote ""Oh, the humanity!""?",174,1.577,35,185414.30000000075,,,,197419.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Ripe cranerries bounce when dropped on the ground,3,How do farmers test whether cranberries are ripe?,452,1.741,36,197419.80000000075,q,S,1551.699999999255,201221.30000000075,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 198049, 'date time': 1669829447581}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 198596.40000000224, 'date time': 1669829448128}]",HRV,HRV_0053,2022-11-30 17:37:33
Mung beans ,6,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.39,37,201221.30000000075,q,S,1914.0,206672.1000000015,"[{'event': 'visibilitychange', 'details': 'hidden', 'performance time': 204092.30000000075, 'date time': 1669829453624}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 204311.90000000224, 'date time': 1669829453844}]",HRV,HRV_0053,2022-11-30 17:37:33
Everything ,7,Pantophobia is the fear of what?,79,1.159,38,206672.1000000015,q,S,2266.800000000745,211100.40000000224,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 207799.69999999925, 'date time': 1669829457332}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 208359.80000000075, 'date time': 1669829457892}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 210246.1000000015, 'date time': 1669829459778}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 210479.1000000015, 'date time': 1669829460011}]",HRV,HRV_0053,2022-11-30 17:37:33
Avocado,5,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.572,39,211100.40000000224,,,,222710.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Lou Gehrig,4,"In 1934, five years before his retirement, who became the first athlete to appear on a Wheaties box? ",53,0.515,40,222710.6000000015,,,,232215.80000000075,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 229893.30000000075, 'date time': 1669829479426}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 230390.40000000224, 'date time': 1669829479923}]",HRV,HRV_0053,2022-11-30 17:37:33
Graham Greene,3,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",332,0.634,41,232215.80000000075,q,S,1598.8999999985099,234960.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Abraham Lincoln ,5,"What president has three ""A's"" in his first name, each of which has a different sound? ",246,1.118,42,234960.6000000015,q,S,1946.8999999985099,238537.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
over 10 billion donuts. ,6,How many donuts are concumed in the US every year?,463,1.503,43,238537.1000000015,q,S,1712.0999999977648,242257.90000000224,,HRV,HRV_0053,2022-11-30 17:37:33
Death,5,"In ancient Egypt, what was the penalty for killing a cat?",58,0.536,44,242258.0,q,S,1632.0,244934.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Betty Rubble,5,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,337,1.377,45,244934.19999999925,q,S,1868.7000000029802,248690.69999999925,,HRV,HRV_0053,2022-11-30 17:37:33
The Netherlands,7,In 1568 the Catholic Church sentenced the entire population of which nation to death as heretics?,47,1.93,46,248690.69999999925,q,S,1674.1000000014901,252805.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Jim Lovell,5,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,18,1.163,47,252805.80000000075,q,S,1583.699999999255,256063.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Bed ,6,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",82,1.805,48,256063.80000000075,q,S,1900.6000000014901,260280.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Juvenile deliquent,7,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,163,1.075,49,260280.80000000075,q,S,1705.199999999255,263568.0,,HRV,HRV_0053,2022-11-30 17:37:33
Prairie dogs,6,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,1.42,50,263568.1000000015,q,S,2126.699999999255,267624.5,,HRV,HRV_0053,2022-11-30 17:37:33
There was a pound of every ingredient in the original reciipe. ,3,How did the pound cake get its name?,460,1.382,51,267624.5,q,S,1570.1000000014901,271083.40000000224,,HRV,HRV_0053,2022-11-30 17:37:33
Adlai Stevenson,4,Who twice lost presidential elections to Dwight Eisenhower in the 1950s?  ,375,1.361,52,271083.40000000224,q,S,1974.0999999977648,274929.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Buck,3,"What's the name of the dog who is the hero of Jack London's ""The Call of the Wild""?   ",305,0.541,53,274929.1000000015,q,S,1632.199999999255,277616.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Marriage,4,Gamophobia is the fear of what?,42,1.872,54,277616.19999999925,q,S,1583.800000000745,281577.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Two of the seven cities of gold,6,What are Quivira and Cibola?  ,136,1.224,55,281577.30000000075,q,S,1588.6000000014901,284900.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Crocodiles,7,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",330,1.793,56,284900.80000000075,q,S,1617.8999999985099,288819.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
ZZ Top,2,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,0.559,57,288819.80000000075,q,S,1662.699999999255,291552.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Thomas Hardy,4,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",116,0.845,58,291552.30000000075,q,S,2025.8999999985099,294928.40000000224,,HRV,HRV_0053,2022-11-30 17:37:33
The Loch Ness Monster,3,"In 1994, Christian Spurling confessed that the so-called Surgeon's Photo of 1934 was a fake. What was pictured in it?",55,1.298,59,294928.40000000224,q,S,1531.699999999255,298270.30000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Radioactivity,4,What is measured in becquerels? ,201,1.945,60,298270.40000000224,q,S,2692.5,303420.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Cayenne pepper ,1,What spice is named for the capital of French Guiana? ,409,1.764,61,303420.90000000224,q,S,1752.699999999255,307450.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
"A peanut is a legume, not a nut",4,What type of food is a peanut?,447,1.696,62,307450.80000000075,q,S,1653.6000000014901,311313.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Your blind spot,4,What's the more common name for the retinal scotoma caused by the optic nerve? ,303,0.684,63,311313.80000000075,q,S,1668.3999999985099,314174.90000000224,,HRV,HRV_0053,2022-11-30 17:37:33
Model train set,5,HO scale is the world's most popular size of what?,45,1.813,64,314174.90000000224,q,S,2386.199999999255,318888.90000000224,,HRV,HRV_0053,2022-11-30 17:37:33
Throat,2,Where in the human body is the only bone that is not jointed to another?  ,317,1.818,65,318889.0,q,S,1596.800000000745,322808.5,,HRV,HRV_0053,2022-11-30 17:37:33
The World Almanac and Book of Facts,6,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,1.706,66,322808.5,q,S,1698.1000000014901,326725.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Dark Side of the Moon,2,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,1.547,67,326725.19999999925,q,S,1843.2000000029802,330627.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Let's spend some time together,7,"In 1967, what did The Ed Sullivan Show force the Rolling Stones to sing instead of the title of their song ""Let's Spend the Night Together""?",54,1.009,68,330627.19999999925,q,S,3843.800000000745,335985.30000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Oxygen,3,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,1.442,69,335985.30000000075,q,S,1705.199999999255,339643.5,,HRV,HRV_0053,2022-11-30 17:37:33
Haddock,3,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,0.63,70,339643.5,q,S,2090.800000000745,342870.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Snoopy's,2,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",387,1.214,71,342870.80000000075,q,S,1510.3999999985099,346110.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Botany Bay,1,"What Pacific inlet was called ""Stingray Bay"" until Captain Cook renamed it for ""the great quantity of plants"" his scientists had discovered?",242,0.638,72,346110.1000000015,q,S,1752.0,349014.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Bookkeeper,4,What is the only English word with three consecutive double letters?  ,209,1.719,73,349014.80000000075,q,S,1853.199999999255,353097.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
J,3,What's the only letter that doesn't appear in the periodic table of elements?,309,0.671,74,353097.6000000015,q,S,1632.0999999977648,355912.40000000224,,HRV,HRV_0053,2022-11-30 17:37:33
Come by her,1,"The title of the song ""Kumbaya"" is actually a distortion of what three-word phrase?",106,0.514,75,355912.40000000224,q,S,1611.0999999977648,358542.30000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Coca-cola,6,What popular drink was first marketed as a brain tonic?,405,1.247,76,358542.30000000075,q,S,1647.1000000014901,361944.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Ciabatta,7,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,0.548,77,361944.1000000015,q,S,3647.199999999255,366650.90000000224,,HRV,HRV_0053,2022-11-30 17:37:33
Sudan,1,"Though an eleven-year ceasefire held from 1972 to 1983, what African country has been embroiled in a civil war since 1955?",115,1.186,78,366650.90000000224,q,S,1885.8999999985099,370233.5,,HRV,HRV_0053,2022-11-30 17:37:33
The Chrysler Building ,2,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,258,1.946,79,370233.5,q,S,1931.199999999255,374619.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Harmonica,5,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",301,1.687,80,374619.80000000075,q,S,1600.6000000014901,378419.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Ampersand (&),5,"What began as a ligature of the letters ""e"" and ""t""?",144,1.724,81,378419.80000000075,q,S,1771.199999999255,382424.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Italy ,2,What country borders both of the world's only two nations with square flags? ,157,1.124,82,382424.19999999925,q,S,1806.800000000745,385867.69999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Catapult ,4,What artillery weapon was launched upon the world in 400 B.C.?  ,140,0.81,83,385867.69999999925,q,S,1771.9000000022352,388955.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
George VI,5,Who was the last British Monarch to also be an emperor?  ,381,0.574,84,388955.90000000224,q,S,1960.699999999255,392001.0,,HRV,HRV_0053,2022-11-30 17:37:33
Honey,3,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.374,85,392001.0,q,S,1916.5,395800.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
The I Ching,4,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,1.161,86,395800.80000000075,q,S,1568.5,399038.5,,HRV,HRV_0053,2022-11-30 17:37:33
World War I,2,"During which war was ""The African Queen"" set?",34,0.631,87,399038.5,q,S,1804.4000000022352,401981.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
George H.W. Bush ,7,"Who said: ""I'm the president of the United States and I'm not going to eat any more broccoli""? ",415,1.803,88,401981.19999999925,q,S,1592.5,405881.90000000224,,HRV,HRV_0053,2022-11-30 17:37:33
Tea leaves,7,Tasseomancy is a method of fortune telling that primarily uses what? ,418,0.824,89,405882.0,q,S,1860.0,409075.30000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Asparagus,4,what vegetable loses its flavour the quickest?,451,0.73,90,409075.40000000224,q,S,1842.0999999977648,412158.30000000075,,HRV,HRV_0053,2022-11-30 17:37:33
@,4,"in 2004, for the Internet age, what new character was added to the Morse code alphabet, the first ever official addition since world war I?",56,1.284,91,412158.30000000075,q,S,1892.0,415844.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
A Cheeta born in 1932,3,Who is the world's oldest (non-human) primate on record?  ,369,1.353,92,415844.69999999925,q,S,1516.5,419223.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Claudius,2,Which Roman emperor had a speech impediment?  ,351,1.178,93,419223.19999999925,q,S,1506.7000000029802,422421.30000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Molasses,1,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",10,1.251,94,422421.30000000075,q,S,1562.300000000745,425746.69999999925,,HRV,HRV_0053,2022-11-30 17:37:33
American Beauty,3,What Oscar-winning Best Picture is named for a type of rose? ,240,0.528,95,425746.69999999925,q,S,1642.800000000745,428426.5,,HRV,HRV_0053,2022-11-30 17:37:33
Zinfindel,2,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.844,96,428426.5,q,S,3222.800000000745,434001.30000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Czechoslovakia,7,Shirley Temple Black was the U.S. ambassador to what nation at the time of its 1989 revolution?,83,1.957,97,434001.40000000224,q,S,2264.699999999255,438730.0,,HRV,HRV_0053,2022-11-30 17:37:33
Green Eggs and Ham,4,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.147,98,438730.0,q,S,1619.800000000745,442009.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Museum of Modern Art in NYC ,1,"Which museum hung Matisse's ""Le Bateau"" upsidedown for more than a month, until an art student noticed the error?",348,1.002,99,442009.1000000015,q,S,1664.5,445183.0,,HRV,HRV_0053,2022-11-30 17:37:33
The names of the Great Lakes ,7,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",138,1.412,100,445183.0,q,S,2308.400000002235,449412.5,,HRV,HRV_0053,2022-11-30 17:37:33
UFOs,1,What was studied by Project Blue Book?   ,279,0.712,101,449412.6000000015,q,S,1819.5,452448.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Germany,1,Which European country was the first to produce decaffeinated coffee? ,412,1.552,102,452448.6000000015,q,S,1702.3999999985099,456212.5,,HRV,HRV_0053,2022-11-30 17:37:33
Anaconda,7,Which species of snake gives birth to its young instead of laying eggs?  ,353,0.904,103,456212.5,q,S,2071.699999999255,459694.90000000224,,HRV,HRV_0053,2022-11-30 17:37:33
cheese ,1,What item of food holds the world record for being the most stolen item of food in the world?,444,1.525,104,459694.90000000224,q,S,1754.0,463485.69999999925,,HRV,HRV_0053,2022-11-30 17:37:33
The Big Bang,1,"Arno Penzias and Robert Wilson shared a Nobel Prize for accidentally discovering ""CMB,"" leftover radiation from what?",22,1.411,105,463485.69999999925,q,S,1761.0,467167.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Haricot beans,4,Baked beans are made from what type of bean?,443,1.024,106,467167.6000000015,q,S,1684.0999999977648,470380.0,,HRV,HRV_0053,2022-11-30 17:37:33
Jose Castro ,5,"What Mexican general, who governed California for four months in 1835, would probably be surprised by how he's remembered in San Francisco today?",231,0.661,107,470380.0,q,S,2181.5,473730.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
lobster,2,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.548,108,473730.6000000015,q,S,2065.5,477852.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
"Portland, Oregon",3,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,1.273,109,477852.19999999925,q,S,1710.9000000022352,481348.1000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Bouquet,1,"Young wines are said to have ""aroma."" What do older wines have instead?",395,0.685,110,481348.1000000015,q,S,1777.5999999977648,484319.40000000224,,HRV,HRV_0053,2022-11-30 17:37:33
As Good As It Gets ,3,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?",218,0.925,111,484319.40000000224,q,S,1727.199999999255,487477.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
The old-fashioned,3,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.408,112,487477.6000000015,q,S,1674.800000000745,491069.40000000224,,HRV,HRV_0053,2022-11-30 17:37:33
potein,1,"What nutrient comes from meat, eggs, and fish?",433,1.677,113,491069.40000000224,q,S,2007.7999999970198,495266.80000000075,,HRV,HRV_0053,2022-11-30 17:37:33
Charles ,6,What river runs through Boston? ,252,1.144,114,495266.80000000075,q,S,1818.6000000014901,498738.5,,HRV,HRV_0053,2022-11-30 17:37:33
Vietnam,3,"In what country did the domesticated ""potbellied pig"" originate?",61,1.697,115,498738.5,q,S,2289.400000002235,503231.69999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Pen(n)sylvania ,7,What proper name is spelled unusually with a single 'n' both on the Liberty Bell and in the U.S. Constitution? ,249,1.061,116,503231.69999999925,q,S,3733.5,508537.40000000224,,HRV,HRV_0053,2022-11-30 17:37:33
Pepper and Mustard,2,What are the top two most popular spices in the world?,422,1.561,117,508537.40000000224,q,S,1756.199999999255,512367.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Pearl Harbor ,1,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,227,0.7,118,512367.69999999925,q,S,2326.7000000029802,515904.19999999925,,HRV,HRV_0053,2022-11-30 17:37:33
Untethered space walk,5,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,1.276,119,515904.19999999925,q,S,2048.0,519737.5,,HRV,HRV_0053,2022-11-30 17:37:33
Ear ,7,"The pinna is the outer, visible part of what?",103,1.679,120,519737.5,q,S,2921.900000002235,524850.3000000007,,HRV,HRV_0053,2022-11-30 17:37:33
The Discovery,3,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,352,1.947,121,524850.4000000022,q,S,2092.5,529401.8000000007,,HRV,HRV_0053,2022-11-30 17:37:33
Antawn Jamison ,3,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,0.795,122,529401.9000000022,q,S,1892.0,532594.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
The Korean War,6,"What 20th-century conflict was dubbed the ""forgotten war"" despite over 50,000 U.S. deaths?",126,0.9,123,532594.6000000015,q,S,2918.89999999851,536925.3000000007,,HRV,HRV_0053,2022-11-30 17:37:33
A sneeze,2,The air expelled from what can travel at 100 mph?,90,1.454,124,536925.3000000007,q,S,1911.6000000014901,540795.3000000007,,HRV,HRV_0053,2022-11-30 17:37:33
Liffey,2,What river runs through Dublin?   ,253,0.593,125,540795.3000000007,q,S,1781.5,543674.6000000015,,HRV,HRV_0053,2022-11-30 17:37:33
Boston Tea Party,7,"The Dartmouth, the Eleanor,  and the Beaver were the three ships on which what famous event from American history occurred?",94,0.605,126,543674.6000000015,q,S,3446.199999999255,548233.6999999993,,HRV,HRV_0053,2022-11-30 17:37:33
Espresso,3,The Italian government regulates the price of what beverage?,399,1.587,127,548233.6999999993,q,S,1643.7000000029802,551970.4000000022,,HRV,HRV_0053,2022-11-30 17:37:33
Silver,3,What metal was found in Nevada's famed Comstock Lode?  ,230,1.654,128,551970.5,q,S,1595.800000000745,555731.9000000022,,HRV,HRV_0053,2022-11-30 17:37:33
