Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Prussian Blue ,1,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,160,0.881,10,41568.5,p,K,1517.9000000953674,44486.60000014305,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 43896.200000047684, 'date time': 1669855909589}]",HRV,HRV_0323,2022-12-01 01:01:07
Matches,3,"Which accidentally invented household items were first marketed as ""friction lights""? ",322,0.926,11,44486.700000047684,p,K,1611.7000000476837,47541.700000047684,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 45611.799999952316, 'date time': 1669855911304}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 46621.60000014305, 'date time': 1669855912314}]",HRV,HRV_0323,2022-12-01 01:01:07
Dark Side of the Moon,3,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,1.845,12,47541.700000047684,,,,57064.5,,HRV,HRV_0323,2022-12-01 01:01:07
Asparagus,3,what vegetable loses its flavour the quickest?,451,1.497,13,57064.5,,,,66583.90000009537,,HRV,HRV_0323,2022-12-01 01:01:07
"Third finger, left hand ",5,What part of his body did Keith Richards insure for a million pounds?,243,0.986,14,66583.90000009537,p,K,1831.0,69924.5,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 66725.40000009537, 'date time': 1669855932418}]",HRV,HRV_0323,2022-12-01 01:01:07
India,7,What's the only country outside Africa where lions still live in the wild?  ,307,1.176,15,69924.5,q,S,1704.1000001430511,73328.29999995232,,HRV,HRV_0323,2022-12-01 01:01:07
All in the Family ,1,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",311,1.089,16,73328.29999995232,q,S,1774.1000001430511,76704.29999995232,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 75999.40000009537, 'date time': 1669855941692}]",HRV,HRV_0323,2022-12-01 01:01:07
Gibralter,3,"Europe's only free-range monkeys are the Barbary apes, which live where?",37,1.141,17,76704.40000009537,q,S,2918.0999999046326,81274.29999995232,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 79487.20000004768, 'date time': 1669855945180}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 80114, 'date time': 1669855945807}]",HRV,HRV_0323,2022-12-01 01:01:07
Queen Isabella I ,5,"In 1893, who became the first woman ever to appear on a U.S. postage stamp?",50,1.696,18,81274.29999995232,q,S,2490.100000143051,85976.20000004768,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 83333.70000004768, 'date time': 1669855949026}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 84203.79999995232, 'date time': 1669855949896}]",HRV,HRV_0323,2022-12-01 01:01:07
Model train set,3,HO scale is the world's most popular size of what?,45,1.877,19,85976.29999995232,q,S,2016.5,90833.79999995232,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 87839.79999995232, 'date time': 1669855953532}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 88810.60000014305, 'date time': 1669855954503}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 88815.10000014305, 'date time': 1669855954508}]",HRV,HRV_0323,2022-12-01 01:01:07
Carbon,6,What element must be burned out of pig iron to make steel? ,170,1.448,20,90833.79999995232,q,S,1772.6000001430511,94563.79999995232,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 92256.20000004768, 'date time': 1669855957949}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 92258.20000004768, 'date time': 1669855957951}]",HRV,HRV_0323,2022-12-01 01:01:07
Louisiana's,7,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,272,0.975,21,94563.79999995232,q,S,1504.3000001907349,97560.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Social Security,1,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.585,22,97560.70000004768,q,S,2551.7999999523163,102221.0,,HRV,HRV_0323,2022-12-01 01:01:07
Cell,3,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,0.767,23,102221.0,q,S,4091.5,107592.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Avocado,1,Pet parrots can eat most human foods except chocolate and which pitted food?  ,398,1.927,24,107592.10000014305,q,S,3398.399999856949,113439.90000009537,,HRV,HRV_0323,2022-12-01 01:01:07
Pressure,3,What is measured in millibars? ,202,1.431,25,113439.90000009537,q,S,1520.5999999046326,116896.0,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 116267.90000009537, 'date time': 1669855981960}]",HRV,HRV_0323,2022-12-01 01:01:07
Radar,3,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,275,1.451,26,116896.0,q,S,1544.5,120400.60000014305,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 116954.70000004768, 'date time': 1669855982647}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 119161.79999995232, 'date time': 1669855984854}]",HRV,HRV_0323,2022-12-01 01:01:07
South Africa,1,In what country was the largest rough diamond ever discovered?,62,1.658,27,120400.70000004768,q,S,1672.2999999523163,124239.70000004768,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 120993, 'date time': 1669855986686}]",HRV,HRV_0323,2022-12-01 01:01:07
Dragees,5,"What are the sugared almonds, traditionally thrown over the bride and groom at a wedding, called?",430,1.524,28,124239.70000004768,q,S,1670.7999999523163,127973.20000004768,,HRV,HRV_0323,2022-12-01 01:01:07
Yahoo!,2,What Internet portal was sued for copyright infringement in 2000 by the star of Young Einstein? ,190,1.25,29,127973.29999995232,q,S,1541.2000000476837,131833.20000004768,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 130929, 'date time': 1669855996621}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 130932.29999995232, 'date time': 1669855996625}]",HRV,HRV_0323,2022-12-01 01:01:07
Oliver!,1,What's the only Best Picture Oscar winner whose title ends with an exclamation point?  ,306,0.6,30,131833.20000004768,q,S,1685.2000000476837,135835.40000009537,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 132252.90000009537, 'date time': 1669855997945}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 132254.90000009537, 'date time': 1669855997947}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 134001.70000004768, 'date time': 1669855999694}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 134004.90000009537, 'date time': 1669855999697}]",HRV,HRV_0323,2022-12-01 01:01:07
Sic semper tyrannis ,4,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,262,1.408,31,135835.40000009537,q,S,1515.0999999046326,139286.70000004768,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 136446.10000014305, 'date time': 1669856002139}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 136448, 'date time': 1669856002140}]",HRV,HRV_0323,2022-12-01 01:01:07
Antawn Jamison ,4,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,295,1.339,32,139286.70000004768,q,S,1609.2000000476837,142828.5,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 142555.5, 'date time': 1669856008248}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 142558.90000009537, 'date time': 1669856008251}]",HRV,HRV_0323,2022-12-01 01:01:07
Green Eggs and Ham,7,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,1.235,33,142828.60000014305,q,S,1505.8999998569489,147565.90000009537,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 143478.20000004768, 'date time': 1669856009171}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 143480, 'date time': 1669856009173}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 144674.79999995232, 'date time': 1669856010367}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 144678.29999995232, 'date time': 1669856010371}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 147565.70000004768, 'date time': 1669856013258}]",HRV,HRV_0323,2022-12-01 01:01:07
James Brown,3,"When asked to define ""cool,"" what two words did James Brown use? ",312,0.753,34,147565.90000009537,q,S,1566.3999998569489,150830.0,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 147567.90000009537, 'date time': 1669856013260}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 149955.60000014305, 'date time': 1669856015648}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 149958.79999995232, 'date time': 1669856015651}]",HRV,HRV_0323,2022-12-01 01:01:07
Owl,5,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",325,0.656,35,150830.0,q,S,1624.4000000953674,153629.60000014305,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 151797.40000009537, 'date time': 1669856017490}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 151799.29999995232, 'date time': 1669856017492}]",HRV,HRV_0323,2022-12-01 01:01:07
University of Phoenix,6,"What school has the most students over age 25, according to U.S. News & World Report?",256,1.154,36,153629.60000014305,q,S,1510.7999999523163,156816.5,,HRV,HRV_0323,2022-12-01 01:01:07
Habanero,4,What chili pepper was believed the hottest in the world until the Naga Jolokia pepper was discovered in India in 2000?,401,1.172,37,156816.5,q,S,3044.2000000476837,161548.70000004768,,HRV,HRV_0323,2022-12-01 01:01:07
Lolita by Vladimir Nabokov,6,"""Don't Stand So Close to Me"" by the Police was inspired by what literary work?",3,1.471,38,161548.79999995232,q,S,1567.6000001430511,165106.40000009537,,HRV,HRV_0323,2022-12-01 01:01:07
Haricot beans,7,Baked beans are made from what type of bean?,443,0.533,39,165106.40000009537,q,S,1520.0999999046326,167660.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Throat,5,Where in the human body is the only bone that is not jointed to another?  ,317,1.601,40,167660.60000014305,q,S,1516.0,171311.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Silver,2,What metal was found in Nevada's famed Comstock Lode?  ,230,0.817,41,171311.10000014305,q,S,1577.3999998569489,174834.5,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 173194.79999995232, 'date time': 1669856038887}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 173198.10000014305, 'date time': 1669856038891}]",HRV,HRV_0323,2022-12-01 01:01:07
Prairie dogs,6,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,1.919,42,174834.5,q,S,1633.7999999523163,178903.40000009537,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 175631.40000009537, 'date time': 1669856041324}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 175633.40000009537, 'date time': 1669856041326}]",HRV,HRV_0323,2022-12-01 01:01:07
ZZ Top,1,What musical group chose their name deliberately so that they would appear last in alphabetical listings?,234,0.597,43,178903.40000009537,q,S,2133.2999999523163,182150.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
honey,7,Which is the only food that can never go off or go bad?,442,1.596,44,182150.60000014305,q,S,1686.0,185968.79999995232,,HRV,HRV_0323,2022-12-01 01:01:07
United States,7,In which country is it most common for divers to be attacked by sharks?,68,0.804,45,185968.79999995232,q,S,1509.7000000476837,188801.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Bile,7,"Two of the ""four humors"" the ancients believed controlled temperament consist of what bodily fluid?",118,0.897,46,188801.10000014305,q,S,1509.2999999523163,191724.79999995232,,HRV,HRV_0323,2022-12-01 01:01:07
at least 97%,4,How much caffeine needs to be taken out of coffee for it to be described as decaffeinated?,427,0.979,47,191724.79999995232,q,S,1555.6000001430511,194789.40000009537,,HRV,HRV_0323,2022-12-01 01:01:07
Molasses,6,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",10,1.4,48,194789.40000009537,q,S,1579.0,198294.79999995232,,HRV,HRV_0323,2022-12-01 01:01:07
The Big Bang,7,"Arno Penzias and Robert Wilson shared a Nobel Prize for accidentally discovering ""CMB,"" leftover radiation from what?",22,1.387,49,198294.79999995232,q,S,1555.6000001430511,201752.0,,HRV,HRV_0323,2022-12-01 01:01:07
Joan of Arc's ,4,"Whose remains were thrown in the Seine River on May 30, 1431? ",389,1.658,50,201752.10000014305,q,S,1910.5999999046326,205849.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Kiwi,5,"Which bird species has survived more than 70 million years, despite the fact that it lays one egg a year and is nearly blind?",331,1.819,51,205849.60000014305,q,S,1770.8999998569489,209952.29999995232,,HRV,HRV_0323,2022-12-01 01:01:07
I'm a Believer ,1,What Monkees number one hit was written by a young Neil Diamond? ,233,0.534,52,209952.29999995232,q,S,1608.2000000476837,212836.70000004768,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 212161.5, 'date time': 1669856077854}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 212165.10000014305, 'date time': 1669856077858}]",HRV,HRV_0323,2022-12-01 01:01:07
Rechargeable batteries,3,"Three quarters of the cadmium mined annually is used, with nickel, to make what household items?",117,1.096,53,212836.70000004768,q,S,3885.7000000476837,218321.60000014305,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 216301.20000004768, 'date time': 1669856081994}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 216302.10000014305, 'date time': 1669856081995}]",HRV,HRV_0323,2022-12-01 01:01:07
Sao Paulo,7,What's the most populous city in the Southern Hemisphere?,304,1.534,54,218321.60000014305,q,S,1848.8999998569489,222441.70000004768,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 221341, 'date time': 1669856087034}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 221344.40000009537, 'date time': 1669856087037}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 222441.5, 'date time': 1669856088134}]",HRV,HRV_0323,2022-12-01 01:01:07
lobster,3,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.331,55,222441.70000004768,q,S,1880.7999999523163,226825.90000009537,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 222443.70000004768, 'date time': 1669856088136}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 225351.29999995232, 'date time': 1669856091044}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 225352.90000009537, 'date time': 1669856091045}]",HRV,HRV_0323,2022-12-01 01:01:07
The I Ching,2,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,1.02,56,226825.90000009537,q,S,1670.5,230033.70000004768,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 227608.70000004768, 'date time': 1669856093301}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 227609.70000004768, 'date time': 1669856093302}]",HRV,HRV_0323,2022-12-01 01:01:07
Germany,4,Which European country was the first to produce decaffeinated coffee? ,412,1.683,57,230033.70000004768,q,S,1529.2000000476837,233751.79999995232,,HRV,HRV_0323,2022-12-01 01:01:07
Zinfindel,2,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.905,58,233751.79999995232,q,S,1522.4000000953674,237691.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Tea leaves,5,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.088,59,237691.10000014305,q,S,2619.2999999523163,241908.79999995232,,HRV,HRV_0323,2022-12-01 01:01:07
Ear ,2,"The pinna is the outer, visible part of what?",103,1.093,60,241908.79999995232,q,S,1530.7000000476837,245057.90000009537,,HRV,HRV_0323,2022-12-01 01:01:07
School buses were painted yellow,2,A conference on safety held at Columbia University's Teacher College in 1939 led to what change? ,9,1.176,61,245057.90000009537,q,S,2954.899999856949,249727.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Luxor,5,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,8,1.041,62,249727.70000004768,q,S,1524.5999999046326,253828.40000009537,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 251657.60000014305, 'date time': 1669856117350}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 251659.10000014305, 'date time': 1669856117352}]",HRV,HRV_0323,2022-12-01 01:01:07
Pearl Harbor ,3,What late-breaking news story kicked Dumbo off the cover of Time magazine six weeks after the elephant cartoon's release?,227,1.678,63,253828.40000009537,q,S,1656.0,257681.20000004768,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 253952.5, 'date time': 1669856119645}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 253953.29999995232, 'date time': 1669856119646}]",HRV,HRV_0323,2022-12-01 01:01:07
The World Almanac and Book of Facts,2,What reference classic is still named for the defunct New York newspaper that first published it in 1868?,250,1.563,64,257681.20000004768,q,S,1518.0999999046326,261283.70000004768,,HRV,HRV_0323,2022-12-01 01:01:07
Louie Louie,2,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,1.515,65,261283.70000004768,q,S,1616.7999999523163,265034.2999999523,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 263557, 'date time': 1669856129250}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 263558.60000014305, 'date time': 1669856129251}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 265034.10000014305, 'date time': 1669856130727}]",HRV,HRV_0323,2022-12-01 01:01:07
Japan ,2,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,1.232,66,265034.2999999523,q,S,1530.1000001430511,268774.2999999523,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 265037.2000000477, 'date time': 1669856130730}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 267156.7999999523, 'date time': 1669856132850}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 267158.40000009537, 'date time': 1669856132851}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 268774, 'date time': 1669856134467}]",HRV,HRV_0323,2022-12-01 01:01:07
Andy Kaufman,6,Who was banned from Saturday Night Live by viewer phone vote in 1982? ,376,1.669,67,268774.2999999523,q,S,1855.5,272805.0,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 268776.5, 'date time': 1669856134469}]",HRV,HRV_0323,2022-12-01 01:01:07
Stratosphere,3,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",64,1.557,68,272805.0,q,S,1627.5,276504.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Rabbit,7,What kind of animal attacked Jimmy Carter during an April 1979 fishing trip?   ,221,1.566,69,276504.60000014305,q,S,2878.0999999046326,281826.10000014305,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 280235, 'date time': 1669856145928}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 280236.60000014305, 'date time': 1669856145929}]",HRV,HRV_0323,2022-12-01 01:01:07
Brigham Young University,4,What is the most sober school according to The Princeton Review? ,206,1.063,70,281826.10000014305,q,S,1564.6999998092651,285828.90000009537,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 282142.10000014305, 'date time': 1669856147835}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 282143, 'date time': 1669856147836}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 284104.90000009537, 'date time': 1669856149798}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 284106.2999999523, 'date time': 1669856149799}]",HRV,HRV_0323,2022-12-01 01:01:07
Adding olive juice,1,What turns a plain martini into a dirty martini?,440,0.819,71,285829.0,q,S,4021.5,291192.10000014305,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 289466, 'date time': 1669856155159}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 289466.90000009537, 'date time': 1669856155160}]",HRV,HRV_0323,2022-12-01 01:01:07
UFOs,4,What was studied by Project Blue Book?   ,279,1.343,72,291192.10000014305,q,S,3508.5,296552.2000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Marven (Marvin) Gardens,1,"What Margate City, NJ, housing area has been misspelled on the Monopoly board for almost 80 years?",229,1.497,73,296552.2000000477,q,S,3910.2999999523163,302472.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
As Good As It Gets ,4,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?",218,0.793,74,302472.10000014305,q,S,2232.399999856949,306015.10000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Anne Hathaway,6,What was the name of William Shakespeare's wife?  ,290,0.651,75,306015.10000014305,q,S,2051.5,309831.7000000477,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 308865, 'date time': 1669856174558}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 308866.5, 'date time': 1669856174559}]",HRV,HRV_0323,2022-12-01 01:01:07
Mung beans ,7,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,0.577,76,309831.7000000477,q,S,1838.7999999523163,312763.90000009537,"[{'event': 'visibilitychange', 'details': 'visible', 'performance time': 311150, 'date time': 1669856176843}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 311150.7000000477, 'date time': 1669856176843}]",HRV,HRV_0323,2022-12-01 01:01:07
France,4,"What country launched Europe's first super-high-speed passenger train, in 1981?",159,1.605,77,312763.90000009537,q,S,1650.5,316528.40000009537,,HRV,HRV_0323,2022-12-01 01:01:07
Walt Disney,7,Which person has been awarded the most Oscars ever? ,349,1.551,78,316528.40000009537,q,S,1812.0999999046326,320416.5,,HRV,HRV_0323,2022-12-01 01:01:07
The Super Bowl ,5,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,255,1.754,79,320416.5,q,S,1507.1000001430511,324187.7999999523,,HRV,HRV_0323,2022-12-01 01:01:07
Violin,5,What instrument was invented to sound like a human singing? ,189,1.163,80,324187.7999999523,q,S,2290.7000000476837,328160.7000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Matches,5,John Walker invented what common household item having accidentally mixed potassium chlorate and antimony sulfide the previous year?,72,1.994,81,328160.7000000477,q,S,1526.7999999523163,332198.0,,HRV,HRV_0323,2022-12-01 01:01:07
Dutch Oven,7,"What kind of ""oven"" is the official state cooking pot of Utah? ",220,1.655,82,332198.0,q,S,3036.4000000953674,337405.90000009537,,HRV,HRV_0323,2022-12-01 01:01:07
over 10 billion donuts. ,5,How many donuts are concumed in the US every year?,463,1.177,83,337405.90000009537,q,S,1578.7999999523163,340696.7000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Rooster,5,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,268,1.073,84,340696.7000000477,q,S,1529.0999999046326,343805.0,,HRV,HRV_0323,2022-12-01 01:01:07
St. Louis Gateway Arch ,5,"Which famous American landmark is officially called ""The Jefferson National Expansion Memorial""? ",341,1.875,85,343805.0,q,S,2161.2999999523163,348353.2000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Don Adams,3,Who provided the voice for cartoon character Inspector Gadget? ,372,1.164,86,348353.2000000477,q,S,1647.2000000476837,351679.90000009537,,HRV,HRV_0323,2022-12-01 01:01:07
Ohio,6,Which is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,345,0.78,87,351679.90000009537,q,S,1618.5999999046326,354615.0,,HRV,HRV_0323,2022-12-01 01:01:07
Woodrow Wilson ,3,"Which U.S. president declared the first national ""Mother's Day""?  ",355,1.559,88,354615.0,q,S,1721.6000001430511,358399.90000009537,,HRV,HRV_0323,2022-12-01 01:01:07
Shenandoah Valley,5,What area changed hands 72 times during the Civil War? ,139,1.585,89,358399.90000009537,q,S,1524.5999999046326,362027.2000000477,,HRV,HRV_0323,2022-12-01 01:01:07
Thomas Nast ,3,Which cartoonist is famous for creating the popular image of Santa Claus? ,333,1.887,90,362027.2000000477,q,S,1577.2999999523163,366008.2000000477,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 364386.40000009537, 'date time': 1669856230079}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 364387.90000009537, 'date time': 1669856230080}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 365934, 'date time': 1669856231626}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 365934.7999999523, 'date time': 1669856231627}]",HRV,HRV_0323,2022-12-01 01:01:07
Kidnapping and killing the Lindbergh baby,4,For what crime was Bruno Hauptmann executed in 1936?,41,1.56,91,366008.2000000477,q,S,1555.7999999523163,369642.60000014305,,HRV,HRV_0323,2022-12-01 01:01:07
Poland,4,What EU nation was once led by a president and a prime minister who were identical twins? ,172,1.96,92,369642.60000014305,q,S,2012.0,374136.5,,HRV,HRV_0323,2022-12-01 01:01:07
