Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,rsp,C_SWK,C_SWK_rt,C_TrialEnd,trialEvents,exp,subjectId,date
Captain Cook ,2,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",363,1.126,27,142334.79999995232,p,K,2362.2000000476837,146349.39999997616,,HRV,HRV_0079,2022-11-30 17:46:48
cheese ,3,What item of food holds the world record for being the most stolen item of food in the world?,444,1.06,28,146349.5,q,S,2131.899999976158,150067.39999997616,,HRV,HRV_0079,2022-11-30 17:46:48
Crocodiles,4,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",330,1.281,29,150067.60000002384,p,K,1811.2999999523163,153680.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Sixteenth,6,Which Constitutional Amendment deals with the income tax? ,336,1.222,30,153680.10000002384,q,S,2785.7999999523163,158202.5,,HRV,HRV_0079,2022-11-30 17:46:48
Gecko,4,What is the only type of lizard that has a voice? ,213,0.762,31,158202.69999992847,p,K,3266.100000023842,162755.5,,HRV,HRV_0079,2022-11-30 17:46:48
Coca-Cola,7,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,0.885,32,162755.60000002384,p,K,3643.7999999523163,167804.29999995232,,HRV,HRV_0079,2022-11-30 17:46:48
Nutmeg,6,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,0.506,33,167804.39999997616,p,K,4240.100000023842,173075.5,,HRV,HRV_0079,2022-11-30 17:46:48
The I Ching,6,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",80,0.554,34,173075.69999992847,q,S,3219.9000000953674,177373.29999995232,,HRV,HRV_0079,2022-11-30 17:46:48
American Pie,3,What was the name of the plane Buddy Holly died in?  ,289,1.51,35,177373.29999995232,p,K,3146.600000023842,182560.60000002384,,HRV,HRV_0079,2022-11-30 17:46:48
PayPal,7,YouTube.com is the brainchild of three former employees of what other major website? ,396,0.981,36,182560.69999992847,p,K,3498.2000000476837,187566.19999992847,,HRV,HRV_0079,2022-11-30 17:46:48
Love Me Do ,6,What was The Beatles's first song to hit the UK charts?,280,1.343,37,187566.5,p,K,1675.1000000238419,191121.19999992847,,HRV,HRV_0079,2022-11-30 17:46:48
World War I,5,"During which war was ""The African Queen"" set?",34,1.012,38,191121.29999995232,p,K,4171.899999976158,196840.19999992847,,HRV,HRV_0079,2022-11-30 17:46:48
On Christ's crucifix ,5,"Where did the abbreviation ""INRI"" traditionally appear? ",315,0.862,39,196840.5,q,S,1536.6999999284744,199768.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Pig,3,What is the only type of animal besides a human that can get a sunburn?,212,0.68,40,199768.10000002384,p,K,2260.2999999523163,203225.39999997616,,HRV,HRV_0079,2022-11-30 17:46:48
Zinfindel,2,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",403,1.277,41,203225.5,p,K,2474.1999999284744,207496.69999992847,,HRV,HRV_0079,2022-11-30 17:46:48
Silver,5,What metal was found in Nevada's famed Comstock Lode?  ,230,1.607,42,207496.69999992847,q,S,3844.100000023842,213468.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Peanuts ,1,What snack food is an ingredient in the explosive dynamite?  ,408,1.198,43,213468.5,p,K,1779.7999999523163,216977.29999995232,,HRV,HRV_0079,2022-11-30 17:46:48
Adobe,6,"What word for mud bricks comes to us from the ancient Egyptian word ""dbt""? ",298,1.824,44,216977.60000002384,q,S,1926.5,221259.60000002384,,HRV,HRV_0079,2022-11-30 17:46:48
The Leek ,4,"What bulb vegetable is traditionally worn on Saint David's Day, as it's a national symbol of Wales?",145,1.462,45,221259.69999992847,p,K,1669.0,224913.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Endeavour ,6,What is the name of the ship that carried Captain Cook to Australia?  ,208,1.22,46,224913.19999992847,p,K,3624.0,230289.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Woodrow Wilson,4,Which U.S. president's home was named Shadow Lawn?,356,1.718,47,230289.19999992847,p,K,2559.2000000476837,235092.79999995232,,HRV,HRV_0079,2022-11-30 17:46:48
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,2,Whice fruit is effective than coffee at waking you up in the morning?,454,0.712,48,235092.79999995232,q,S,3420.5,239740.60000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Copperhead snake,2,Which poisonous snake smells like fresh cut cucumbers? ,350,1.032,49,239740.89999997616,p,K,3164.2000000476837,244459.69999992847,,HRV,HRV_0079,2022-11-30 17:46:48
Cornea,3,What is the only part of the body that has no blood supply? ,211,1.208,50,244459.69999992847,p,K,4360.5,250549.69999992847,,HRV,HRV_0079,2022-11-30 17:46:48
honey,5,Which is the only food that can never go off or go bad?,442,1.865,51,250549.89999997616,p,K,3898.7999999523163,256837.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
The Beatles' Rain ,4,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,284,1.609,52,256837.60000002384,p,K,2247.1999999284744,261211.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Harmonica,6,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",301,1.419,53,261211.29999995232,q,S,1563.5,264724.60000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Capitol Hill,4,"Until 1790, what was known as Jenkins Hill? ",119,1.876,54,264725.0,p,K,1670.1999999284744,268792.0,,HRV,HRV_0079,2022-11-30 17:46:48
Patch Addams ,6,"What doctor, whose life was fictionalized in a 1998 film, founded the Gesundheit! Institute and named his oldest son ""Atomic Zagnut""?",166,1.631,55,268792.60000002384,q,S,2241.6999999284744,273181.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Holy Roman Emperor Henry IV ,5,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,365,1.894,56,273181.5,p,K,1627.6000000238419,277230.6999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Pride and Prejudice,1,"""An Assembly Such as This"" was a retelling of what famous literary work from a different character's point of view?",1,0.607,57,277230.7999999523,p,K,4286.899999976158,282652.60000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Anaconda,2,Which species of snake gives birth to its young instead of laying eggs?  ,353,1.955,58,282652.7999999523,p,K,4043.8000000715256,289180.39999997616,,HRV,HRV_0079,2022-11-30 17:46:48
The dodo,5,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",199,1.471,59,289180.60000002384,q,S,3146.5999999046326,294316.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
American Beauty,4,What Oscar-winning Best Picture is named for a type of rose? ,240,0.562,60,294316.10000002384,p,K,2420.7999999523163,297818.6999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Two of the seven cities of gold,4,What are Quivira and Cibola?  ,136,1.47,61,297818.6999999285,q,S,3170.9000000953674,303001.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
the skin and bones of animals,2,What is gelatin made from?,445,1.061,62,303001.89999997616,p,K,2814.899999976158,307395.0,,HRV,HRV_0079,2022-11-30 17:46:48
spiced ham,7,What two words were combined to make the word Spam?,426,0.754,63,307395.10000002384,q,S,3354.2999999523163,312034.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Poison-arrow frog,5,"Which animal's poison could kill up to 2,200 people? ",329,1.303,64,312034.10000002384,p,K,2740.5999999046326,316603.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
lobster,2,Which expensive restaurant item used to be fed to pisinors and servants?,449,0.549,65,316603.5,q,S,2640.5,320314.2999999523,,HRV,HRV_0079,2022-11-30 17:46:48
coca-cola,5,Which famous soft drink was invented in 1892?,425,1.022,66,320314.39999997616,p,K,1807.0,323663.6999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Sugar-sweetened beverages are likely the most fattening becaause they are not registered as consumed calories. ,4,What is the most fattening product in the modern diet?,457,0.802,67,323663.89999997616,p,K,3114.399999976158,328107.89999997616,,HRV,HRV_0079,2022-11-30 17:46:48
Every jar of peanut butter must be at least 90% peanuts,5,What percentage of peanuts is found in a standard jar of peanut butter?,423,1.907,68,328108.0,,,,338703.5,"[{'event': 'fullscreenchange', 'details': 'fullscreenexit', 'performance time': 333207.39999997616, 'date time': 1669830138404}, {'event': 'onblur', 'details': 'out of focus', 'performance time': 335846.10000002384, 'date time': 1669830141043}, {'event': 'visibilitychange', 'details': 'hidden', 'performance time': 336110.7999999523, 'date time': 1669830141308}]",HRV,HRV_0079,2022-11-30 17:46:48
Benjamin Franklin ,5,"Who carried hundreds of imported books in his Philadelphia shop in the 1730s, the same decade in which he started America's first lending library?",362,1.239,69,338703.60000002384,,,,349698.1999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Dragonflies,5,"Which insect, one of the fastest, can fly at speeds up to 60 mph? ",342,1.979,70,349698.1999999285,,,,360704.60000002384,,HRV,HRV_0079,2022-11-30 17:46:48
What do women want? ,3,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",291,1.454,71,360704.6999999285,,,,371699.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
potein,4,"What nutrient comes from meat, eggs, and fish?",433,1.035,72,371699.10000002384,,,,382707.0,,HRV,HRV_0079,2022-11-30 17:46:48
Oregon ,7,"The world's smallest park, measuring two feet in diameter, is located in what U.S. state? ",112,1.684,73,382707.10000002384,,,,393706.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
Dark Side of the Moon,6,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,129,0.95,74,393707.0,,,,404707.6999999285,,HRV,HRV_0079,2022-11-30 17:46:48
I'm a Believer ,1,What Monkees number one hit was written by a young Neil Diamond? ,233,1.558,75,404707.89999997616,,,,415707.1999999285,,HRV,HRV_0079,2022-11-30 17:46:48
George Orwell ,5,"Whose first book was ""Down and Out in Paris and London"", about his year among the poverty-stricken underclass of those cities?",388,1.61,76,415707.5,p,K,8187.699999928474,426028.39999997616,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 417703.5, 'date time': 1669830222901}, {'event': 'visibilitychange', 'details': 'visible', 'performance time': 417704.10000002384, 'date time': 1669830222901}]",HRV,HRV_0079,2022-11-30 17:46:48
Cricket,1,"What sport used the term ""home run"" long before baseball?  ",260,0.959,77,426029.0,q,S,2728.6999999284744,430248.2999999523,,HRV,HRV_0079,2022-11-30 17:46:48
Tuesday,4,Greeks consider which day of the week the unluckiest because it is the day that Constantinople fell in 1453? ,43,0.816,78,430248.39999997616,p,K,2201.399999976158,433788.1999999285,,HRV,HRV_0079,2022-11-30 17:46:48
a spit,5,"If something is described as rotisserie, what has it been cooked on?",428,1.799,79,433788.1999999285,p,K,1607.4000000953674,437730.39999997616,,HRV,HRV_0079,2022-11-30 17:46:48
"The code is ""SUX"" ",6,Why has Sioux Falls Regional Airport in South Dakota been trying to change its three-letter airport designation for years?,392,1.655,80,437730.39999997616,p,K,2186.399999976158,442083.89999997616,,HRV,HRV_0079,2022-11-30 17:46:48
"Portland, Oregon",1,What city at the intersection of I-5 and I-84 is home to America's most courteous drivers according to a 2007 study? ,146,1.668,81,442083.89999997616,q,S,2072.399999976158,446340.5,,HRV,HRV_0079,2022-11-30 17:46:48
Buck,5,"What's the name of the dog who is the hero of Jack London's ""The Call of the Wild""?   ",305,1.722,82,446341.1999999285,p,K,2228.600000023842,450803.60000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Twenty-fourth ,5,Which Constitutional Amendment deals with poll taxes? ,335,1.24,83,450803.60000002384,q,S,2091.1999999284744,454658.5,,HRV,HRV_0079,2022-11-30 17:46:48
Belgium,6,Where were French fries invented?,437,1.479,84,454658.6999999285,p,K,1557.0,458225.2999999523,,HRV,HRV_0079,2022-11-30 17:46:48
A Spoonful of Sugar ,6,What classic Disney song was inspired by lyricist Robert Sherman's fiver-year old son receiving the Sabin polio vaccine at school?,420,1.007,85,458225.39999997616,p,K,2687.7999999523163,462449.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
Adlai Stevenson,3,Who twice lost presidential elections to Dwight Eisenhower in the 1950s?  ,375,1.303,86,462449.7999999523,p,K,2390.600000023842,466672.6999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Green Eggs and Ham,7,What 1960 classic originated when Bennett Cerf bet one of his authors that he couldn't write a book using only fifty words?,419,0.587,87,466672.7999999523,q,S,1808.7000000476837,469597.1999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Haddock,4,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.801,88,469597.1999999285,p,K,1599.5,473551.1999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Australia,6,What country has six sheep for every human? ,158,1.25,89,473551.1999999285,,,,483075.2999999523,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 477101.60000002384, 'date time': 1669830282299}, {'event': 'onfocus', 'details': 'in focus', 'performance time': 480966.89999997616, 'date time': 1669830286164}]",HRV,HRV_0079,2022-11-30 17:46:48
A red giant ,2,"What kind of enormous, cool star will our own sun become in five billion years? ",224,1.343,90,483075.39999997616,,,,492609.5,"[{'event': 'onblur', 'details': 'out of focus', 'performance time': 484546.60000002384, 'date time': 1669830289743}]",HRV,HRV_0079,2022-11-30 17:46:48
Cell,7,Robert Hooke coined what scientific term after looking at a piece of cork under a microscope?,81,1.56,91,492609.5,,,,502129.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
Strom Thurmond ,1,Who filibustered for a record twenty-four hours and eighteen minutes -- with a urine pail standing at the ready -- in the hope of preventing the Civil Rights Act of 1957?,366,1.835,92,502129.7999999523,p,K,2120.2000000476837,506603.60000002384,"[{'event': 'onfocus', 'details': 'in focus', 'performance time': 502974.5, 'date time': 1669830308171}]",HRV,HRV_0079,2022-11-30 17:46:48
Sunrise or sunset,6,"When is the optical phenomenon called a ""green flash"" or ""green ray"" visible?  ",313,1.654,93,506603.60000002384,q,S,2762.0999999046326,511537.5,,HRV,HRV_0079,2022-11-30 17:46:48
Pet Rocks,5,What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?,186,0.93,94,511537.60000002384,p,K,2747.7999999523163,515762.10000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Dorito is Spanish for little golden things,6,What does Dorito actually mean?,434,1.634,95,515762.1999999285,q,S,2429.8000000715256,520348.60000002384,,HRV,HRV_0079,2022-11-30 17:46:48
Adding olive juice,2,What turns a plain martini into a dirty martini?,440,1.342,96,520348.6999999285,p,K,2659.600000023842,524883.3999999762,,HRV,HRV_0079,2022-11-30 17:46:48
Prairie dogs,4,"In 1900, Texas biologist Vernon Bailey discovered a network of tunnels the size of the state of Maryland. What had dug them?",51,1.778,97,524883.5,p,K,3253.7999999523163,530448.1999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Teapot Dome scandal,1,Albert Fall became the first US cabinet officer to serve jail time for his part in what scandal? ,19,1.32,98,530448.2999999523,p,K,2268.0,534568.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
Marriage,5,Gamophobia is the fear of what?,42,1.23,99,534569.0,p,K,2187.7999999523163,538506.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
Louie Louie,1,What 1963 song led to a thirty-one month FBI investigation into supposed obscenities hidden in its unintelligible lyrics?,122,0.688,100,538507.0,p,K,2374.899999976158,542093.0,,HRV,HRV_0079,2022-11-30 17:46:48
Mushrooms which have been exposed to light,2,What is the only non-animal natural source of vitamin D?,459,1.959,101,542093.0,p,K,1679.5,546249.6999999285,,HRV,HRV_0079,2022-11-30 17:46:48
Untethered space walk,1,Challenger Astronaut Bruce McCandless II became Earth's first human to ever do what?,31,0.857,102,546249.6999999285,p,K,2290.7000000476837,549916.1000000238,,HRV,HRV_0079,2022-11-30 17:46:48
Mae West,6,"Because her name became a slang term for a life preserver, who is the only actress whose name is an entry in Merriam-Webster's?",26,0.509,103,549916.1000000238,q,S,2529.7999999523163,553487.3999999762,,HRV,HRV_0079,2022-11-30 17:46:48
KISS ,7,"According to the Guinness Book of Records, what was the loudest rock band ever?",13,1.201,104,553487.5,p,K,1966.7999999523163,557191.8999999762,,HRV,HRV_0079,2022-11-30 17:46:48
Shower curtain ,3,David Schmidt won the 2001 Ig Nobel Prize in Physics for discovering the horizontal vortex that makes what household item blow inward?,33,1.312,105,557192.0,q,S,2390.5,561420.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
Papillae,4,What are the bumps on the tongue that carry the taste buds called? ,137,0.732,106,561420.7999999523,p,K,1769.7000000476837,564465.5,,HRV,HRV_0079,2022-11-30 17:46:48
Molasses,7,"A two-million gallon tank of what substance exploded in Boston in 1919, resulting in 21 deaths?",10,0.969,107,564466.7999999523,p,K,2452.100000023842,568421.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
popscicle,4,What food was invented by an 11 year old in 1905?,450,0.731,108,568421.8999999762,q,S,2283.7999999523163,571960.5,,HRV,HRV_0079,2022-11-30 17:46:48
Rafflesia (corpse lily) ,6,What is the largest flower in the world? ,204,1.06,109,571960.6000000238,p,K,1755.0999999046326,575284.6000000238,,HRV,HRV_0079,2022-11-30 17:46:48
Sudan,2,"Though an eleven-year ceasefire held from 1972 to 1983, what African country has been embroiled in a civil war since 1955?",115,1.044,110,575284.6000000238,q,S,2205.0,579068.1000000238,,HRV,HRV_0079,2022-11-30 17:46:48
Smurfette,7,"Who did Gargamel create using ingredients like crocodile tears, the tip of an adder's tongue and a hard stone for a heart?",364,1.203,111,579068.1999999285,p,K,1565.2000000476837,582372.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
Honey,1,"What food, still edible, was found by archaeologists in the tombs of Egyptian pharaohs? ",402,1.115,112,582373.0,p,K,1507.5,585529.5,,HRV,HRV_0079,2022-11-30 17:46:48
Arthur Conan Doyle,2,"What gullible author believed that Harry Houdini had ""wonderful powers"" after Houdini showed him the child's trick of pretending to remove his thumb? ",184,1.392,113,585529.6000000238,p,K,1889.0,589343.5,,HRV,HRV_0079,2022-11-30 17:46:48
Lightning strike,5,Carnivorous animals will not eat another animal that has been killed by what means?,29,0.662,114,589343.6000000238,q,S,1663.6999999284744,592191.5,,HRV,HRV_0079,2022-11-30 17:46:48
Matches,4,"Which accidentally invented household items were first marketed as ""friction lights""? ",322,1.844,115,592191.5,p,K,2320.1999999284744,596885.3999999762,,HRV,HRV_0079,2022-11-30 17:46:48
It's stamped on the coin's edge.,3,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",215,1.439,116,596885.5,p,K,2198.600000023842,601046.7999999523,,HRV,HRV_0079,2022-11-30 17:46:48
