Answer,C_Pay,Question,QuestionNum,jitter,C_Trial,C_QPresent,C_TrialEnd,rsp,C_SWK,C_SWK_rt,C_AnswerPresent,C_WorthPresent,C_Worth,C_Worth_rt,exp,subjectId,date
Pet Rocks,7,What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?,186,1.463,31,181983.79999995232,186886.39999997616,q,S,2894.899999976158,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Newborns ,3,The apgar score is used to measure the color and condition of what? ,91,0.771,32,186886.39999997616,191169.0,q,S,2992.5,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Roulette,4,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,182,1.474,33,191169.09999990463,197574.19999992847,q,S,4397.200000047684,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Catapult ,2,What artillery weapon was launched upon the world in 400 B.C.?  ,140,1.515,34,197574.29999995232,203303.79999995232,q,S,3672.2000000476837,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Everything ,3,Pantophobia is the fear of what?,79,1.944,35,203303.79999995232,208666.09999990463,q,S,2894.5,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The popsicle,3,Which popular treat was invented by an 11-year-old in California? ,413,1.546,36,208666.19999992847,212992.89999997616,q,S,2260.0,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The old-fashioned,2,"What whiskey cocktail lends its name to the short glass also called a ""lowball""?",410,1.791,37,212992.89999997616,218805.09999990463,q,S,3485.5,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Coca-Cola,1,"""Project Kansas"" was the name for the top secret 1985 attempt to revamp what product?",416,0.81,38,218805.09999990463,222936.39999997616,q,S,2793.100000023842,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The Chesapeake Bay,6,What bay is actually the United States's largest tidal estuary? ,141,1.551,39,222936.5,227637.89999997616,q,S,2622.0,,,,,HRV,HRV_0263,2022-11-30 19:38:19
General Electric ,5,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,310,0.588,40,227637.89999997616,232384.19999992847,q,S,3624.399999976158,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Oxygen,2,"By a wide margin (more than 3:2), what's the most abundant element in the Earth's crust?",28,1.92,41,232384.19999992847,239454.79999995232,q,S,4629.800000071526,,,,,HRV,HRV_0263,2022-11-30 19:38:19
As Good As It Gets ,3,"What Jack Nicholson comedy was translated as ""Mr. Cat Poop"" in Cantonese when it was released in China?",218,1.36,42,239454.79999995232,244085.29999995232,q,S,2751.2999999523163,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Eric the Red,7,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",12,1.267,43,244085.29999995232,249101.19999992847,q,S,3225.7000000476837,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Adam,2,What did Coleco name its 1983 home computer in the hope that it would take a bit out of Apple's sales?,162,1.488,44,249101.29999995232,255699.5,q,S,4584.899999976158,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Hippopotamus ,4,Which wild mammal in Africa has killed the highest number of people? ,358,1.023,45,255699.5,260416.5,p,K,3162.399999976158,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The U.S. Air Force,3,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,161,0.562,46,260416.5,265971.0,q,S,4471.099999904633,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Ivory Coast's ,5,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",111,1.967,47,265971.0,273637.6999999285,q,S,5179.099999904633,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Mung beans ,6,What kind of bean produces the Asian-style bean sprouts in the produce section of supermarkets? ,404,1.718,48,273637.6999999285,280227.5,q,S,4346.300000071526,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The Mini Cooper,7,"With over 5.3 million sold since 1959, what's by far the most successful British car of all time?",394,0.687,49,280227.5,285534.89999997616,q,S,4090.5999999046326,,,,,HRV,HRV_0263,2022-11-30 19:38:19
A Cheeta born in 1932,2,Who is the world's oldest (non-human) primate on record?  ,369,1.676,50,285534.89999997616,291313.5,q,S,3567.6999999284744,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Air bags,1,"Sodium azide, a highly toxic chemical, is best-known for being used to develop what lifesaving devices?",84,1.047,51,291313.5,298077.89999997616,q,S,5189.299999952316,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Quotations ,5,What did the letter Q originally stand for in NASDAQ?  ,165,1.28,52,298078.0,302906.7999999523,q,S,3016.2999999523163,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Ciabatta,2,"What sandwich bread, because of its shape, takes its name from the Italian for ""carpet slipper""? ",406,1.347,53,302906.7999999523,309692.39999997616,q,S,4916.100000023842,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Haddock,4,"If you ordered an Omelet Arnold Bennett, what fish would you find in it?",429,1.873,54,309692.39999997616,315691.5,q,S,3594.0,,,,,HRV,HRV_0263,2022-11-30 19:38:19
60 fragments per 100 gram ,6,What amount of insects does the FDA allow in chocolate,453,0.862,55,315691.5,319176.09999990463,q,S,2098.5999999046326,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Gerald Ford ,5,What president was shot while walking to California Governor Jerry Brown's office?  ,247,1.363,56,319176.1999999285,325681.09999990463,q,S,4607.100000023842,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Australia,7,What country has six sheep for every human? ,158,1.815,57,325681.09999990463,331125.39999997616,q,S,3101.8000000715256,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Anne Hathaway,5,What was the name of William Shakespeare's wife?  ,290,0.692,58,331125.39999997616,334232.39999997616,q,S,1890.0,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Cadabra.com ,1,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,287,1.614,59,334232.5,341665.6999999285,q,S,5278.199999928474,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The Super Bowl ,2,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,255,0.667,60,341665.6999999285,348158.39999997616,q,S,5285.700000047684,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Pieces of Skylab fell there,6,"Why did the Shire of Esperance, in Western Australia, issue the United States a $400 fine for littering in 1979?",391,0.689,61,348158.5,355375.7999999523,q,S,5992.199999928474,,,,,HRV,HRV_0263,2022-11-30 19:38:19
A glacial ridge,4,What is an esker? ,198,1.434,62,355375.7999999523,359734.7999999523,q,S,2390.7000000476837,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The Oxford English Dictionary,3,"W.C. Minor, a murderer, spent the last decades of his life in an insane asylum writing hundreds of entries for what reference work? ",121,0.959,63,359734.7999999523,366007.6999999285,q,S,4784.899999976158,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Social Security,3,Ida May Fuller was the first U.S. citizen to receive a check for what?,46,1.623,64,366007.6999999285,371387.59999990463,q,S,3238.2000000476837,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Asparagus,4,what vegetable loses its flavour the quickest?,451,1.031,65,371387.6999999285,375958.09999990463,q,S,3010.600000023842,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Nutmeg,4,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,407,1.735,66,375958.09999990463,383820.7999999523,q,S,5600.300000071526,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Haricot beans,6,Baked beans are made from what type of bean?,443,1.392,67,383821.0,388740.1999999285,p,K,3000.899999976158,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Bhutan,4,"Thimpu, the world's only capital city with no traffic lights, is the capital of what tiny kingdom?",114,1.53,68,388740.2999999523,394046.89999997616,q,S,3251.2999999523163,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The Missouri River ,4,"What forms the only part of the Kansas border, a seventy-five mile stretch, that's not drawn with a straight edge?",179,1.225,69,394047.0,402041.7999999523,q,S,6232.0,,,,,HRV,HRV_0263,2022-11-30 19:38:19
James Brown,5,"When asked to define ""cool,"" what two words did James Brown use? ",312,0.765,70,402041.7999999523,407303.7999999523,q,S,3974.7000000476837,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Peregrine falcon,7,"With its 240 mph hunting dive, what species of raptor is the fastest animal on earth?",60,1.194,71,407303.7999999523,413134.7999999523,q,S,4094.600000023842,,,,,HRV,HRV_0263,2022-11-30 19:38:19
A soccer ball,4,What common item is usually made up of twelve pentagons and twenty hexagons?,154,1.308,72,413134.7999999523,420829.09999990463,q,S,5848.799999952316,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Japan ,7,What nation is home to the only tunnel in the world longer than the Chunnel?  ,236,1.427,73,420829.09999990463,426557.1999999285,q,S,3761.8000000715256,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Hong Kong ,2,What city's harbor is overlooked by Victoria Peak? ,185,1.573,74,426557.1999999285,431065.39999997616,q,S,2401.8000000715256,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Luge,6,What sports term is the shortest word ever to decide the National Spelling Bee?   ,261,0.501,75,431065.39999997616,444800.59999990463,t,W,5221.5,438817.89999997616,442831.89999997616,3,926.0,HRV,HRV_0263,2022-11-30 19:38:19
Tea leaves,3,Tasseomancy is a method of fortune telling that primarily uses what? ,418,1.709,76,444800.7999999523,449698.59999990463,q,S,2654.7999999523163,,,,,HRV,HRV_0263,2022-11-30 19:38:19
lobster,5,Which expensive restaurant item used to be fed to pisinors and servants?,449,1.993,77,449698.59999990463,454921.89999997616,q,S,2692.2000000476837,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Spiro Agnew ,7,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",274,1.141,78,454921.89999997616,459690.0,p,K,3085.7999999523163,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Apples. They don't have caffeine but the natural sugar and vitamins release slowly and make you feel more awake. ,1,Whice fruit is effective than coffee at waking you up in the morning?,454,1.977,79,459690.09999990463,466541.5,q,S,4347.800000071526,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Rod Serling ,4,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,175,1.307,80,466541.5,471237.59999990463,q,S,2864.899999976158,,,,,HRV,HRV_0263,2022-11-30 19:38:19
"Puffer fish, if they are prepared incorrectly thheir poison could kill the eater. ",5,Cooking which food requires over two years of training?,461,1.964,81,471237.6999999285,476730.89999997616,q,S,3008.2000000476837,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Turkey,3,Which animal was named for what was wrongly thought to be its country of origin? ,326,0.69,82,476730.89999997616,481501.59999990463,q,S,3555.2999999523163,,,,,HRV,HRV_0263,2022-11-30 19:38:19
It causes sour foods subsequently consumed to taste sweet. ,6,Why is the Synsepalum dulcificum berry called the miracle fruit?,464,1.522,83,481501.59999990463,487071.39999997616,q,S,3512.4000000953674,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Sunrise or sunset,1,"When is the optical phenomenon called a ""green flash"" or ""green ray"" visible?  ",313,1.314,84,487071.39999997616,492575.09999990463,p,K,3663.399999976158,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Rhesus antigens (Rh or RhD),2,"What is absent in ""negative"" blood types like O negative and AB negative? ",196,1.016,85,492575.09999990463,498199.09999990463,q,S,4079.8000000715256,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Museum of Modern Art in NYC ,6,"Which museum hung Matisse's ""Le Bateau"" upsidedown for more than a month, until an art student noticed the error?",348,0.739,86,498199.1999999285,503573.2999999523,q,S,4113.0,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Coca-cola,3,What popular drink was first marketed as a brain tonic?,405,0.716,87,503573.39999997616,507732.5,q,S,2905.6999999284744,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Chitty Chitty Bang Bang ,7,What was the only children's story ever published by James Bond creator Ian Fleming? ,292,1.797,88,507732.5,513332.7999999523,q,S,3274.1999999284744,,,,,HRV,HRV_0263,2022-11-30 19:38:19
" ""!"" ",2,"Eager to find out how his novel Les Miserables was being received, Victor Hugo sent a telegram to his publisher that read ""?"" What did his publisher reply?",35,1.637,89,513332.7999999523,520737.5,q,S,5235.0,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The crust and the mantle,4,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",87,1.236,90,520737.59999990463,526486.7999999523,q,S,3980.5,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Tooth,6,What is the only part of the body that can't repair itself? ,210,0.742,91,526486.7999999523,530733.8999999762,q,S,2977.7999999523163,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Tobacco,5,"In 2005, Bhutan became the first country to entirely ban what?",57,1.858,92,530734.0,535907.0999999046,q,S,2792.7999999523163,,,,,HRV,HRV_0263,2022-11-30 19:38:19
University of Phoenix,6,"What school has the most students over age 25, according to U.S. News & World Report?",256,0.533,93,535907.0999999046,540260.0999999046,q,S,3291.3000000715256,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Paper,6,"What invention should make Ts'ai Lun, a second-century inventor, a household name? ",191,0.663,94,540260.0999999046,545427.5999999046,q,S,3971.600000023842,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Choking on food,5,"Each year, approximately 125 people die of what? ",417,1.517,95,545427.5999999046,549864.0,q,S,2387.3000000715256,,,,,HRV,HRV_0263,2022-11-30 19:38:19
A red giant ,6,"What kind of enormous, cool star will our own sun become in five billion years? ",224,0.702,96,549864.0,556613.1999999285,p,K,5526.199999928474,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Koala,7,"What animal, which eighteenth century settlers called a ""native bear"" has two opposable thumbs on each hand?",134,1.805,97,556613.2999999523,564256.1999999285,q,S,5313.700000047684,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Shenandoah Valley,5,What area changed hands 72 times during the Civil War? ,139,1.121,98,564256.1999999285,569812.5999999046,q,S,3904.5,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Paris,1,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",86,0.731,99,569812.5999999046,574524.1999999285,q,S,3458.3000000715256,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Ozone,4,"What molecule is named for the Greek word for ""smell,"" because of the odor associated with lightning storms?",232,0.848,100,574524.2999999523,580684.5,q,S,4788.100000023842,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Mickey Finn,1,What owner-bartender of Chicago's Lone Star Saloon was famous for his drug-laced drinks? ,241,0.673,101,580684.5,585623.7999999523,q,S,3730.5999999046326,,,,,HRV,HRV_0263,2022-11-30 19:38:19
The Commodore 64 ,5,What 1982 successor to the VIC-20 is still the bestselling computer model of all time?,124,0.61,102,585623.7999999523,590580.5999999046,q,S,3808.0,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Saffron,1,What is the most expensive spice (by weight) in the world?,431,1.256,103,590580.5999999046,595354.7999999523,q,S,2994.4000000953674,,,,,HRV,HRV_0263,2022-11-30 19:38:19
Tse-tse fly,3,What transmits the disease typanosomiasis to humans and cattle? ,267,1.718,104,595354.7999999523,601959.5,q,S,4364.200000047684,,,,,HRV,HRV_0263,2022-11-30 19:38:19
